tree cladeSize nAboveminActiveN nAboveminInactiveN meanActives stdActives meanInactives stdInactives
provided 1 92 259 0.7039489680079555 0.2594680528669679 0.962622462194288 0.12808192839122687
provided 2 60 176 0.6817242761980574 0.23435668608211876 0.9449955551609126 0.1522230657818747
provided 3 44 125 0.669301260680797 0.22034377549625128 0.922553741666565 0.17574967102996344
provided 4 36 98 0.6692267168345339 0.21742147118052896 0.9012165072277615 0.19310651171880183
provided 5 31 79 0.6363373976356252 0.1916390854874974 0.8774584520040585 0.20820011298740848
provided 6 27 68 0.6247479579220171 0.20037105287167586 0.8576355545341267 0.21803043911859807
provided 7 24 59 0.6060324535805429 0.19554978452311897 0.835918944208824 0.22633036994924705
provided 8 22 52 0.5918410012013134 0.1848129387934609 0.836898640535235 0.2191229046460273
provided 9 20 49 0.5827399773545027 0.1631010606232786 0.8269128430169839 0.22186959811772683
provided 10 18 45 0.5699384679950114 0.16216361896488207 0.8115273179518271 0.22517109578957117
provided 11 17 39 0.5757337465369314 0.16504359854477874 0.7946419743625618 0.227150659160237
provided 12 17 35 0.5757337465369314 0.16504359854477874 0.786166380712178 0.22559350376105256
provided 13 14 34 0.541453256568163 0.1342954285653472 0.7798771566154774 0.22584256284768395
provided 14 14 32 0.541453256568163 0.1342954285653472 0.7661194789039449 0.22577646979029029
provided 15 14 30 0.541453256568163 0.1342954285653472 0.7505274441642077 0.2246854775929253
provided 16 14 26 0.541453256568163 0.1342954285653472 0.7755893138240411 0.2096470862958571
provided 17 13 24 0.5488735325025226 0.13657138448733944 0.7787545201754748 0.20432034646505726
provided 18 13 21 0.5488735325025226 0.13657138448733944 0.7675942435039059 0.20214239508069584
provided 19 12 21 0.5208902287059322 0.10013094524012821 0.7675942435039059 0.20214239508069584
provided 20 11 21 0.5087875645714874 0.09581224209511575 0.7675942435039059 0.20214239508069584
provided 21 10 20 0.5125244477503993 0.09972149745165884 0.7837567611089653 0.1934395481833978
provided 22 10 17 0.5125244477503993 0.09972149745165884 0.7455961895399593 0.18524036279570605
provided 23 9 16 0.5125739608048162 0.10511557126493457 0.7296959513862068 0.17933409537046988
provided 24 9 15 0.5125739608048162 0.10511557126493457 0.7487194220517728 0.1688623304190408
provided 25 8 15 0.5362187086602391 0.08601614282987217 0.7487194220517728 0.1688623304190408
provided 26 7 14 0.5424553836872626 0.0902473047928703 0.7645070730774489 0.16374518865067852
provided 27 7 14 0.5424553836872626 0.0902473047928703 0.7645070730774489 0.16374518865067852
provided 28 7 13 0.5424553836872626 0.0902473047928703 0.7723432046497632 0.16737776548598524
provided 29 5 12 0.5077655727629306 0.04129770878022723 0.7908565425219809 0.16091692965041515
provided 30 5 11 0.5077655727629306 0.04129770878022723 0.7718435009330701 0.15462966312993878
provided 31 5 10 0.5077655727629306 0.04129770878022723 0.7490278510263771 0.14344083555366513
provided 32 5 8 0.5077655727629306 0.04129770878022723 0.7210133205703018 0.13027181319201228
provided 33 5 8 0.5077655727629306 0.04129770878022723 0.7210133205703018 0.13027181319201228
provided 34 5 8 0.5077655727629306 0.04129770878022723 0.7210133205703018 0.13027181319201228
provided 35 5 8 0.5077655727629306 0.04129770878022723 0.7210133205703018 0.13027181319201228
provided 36 5 8 0.5077655727629306 0.04129770878022723 0.7210133205703018 0.13027181319201228
provided 37 5 7 0.5077655727629306 0.04129770878022723 0.6811580806517734 0.08177784729438213
provided 38 5 6 0.5077655727629306 0.04129770878022723 0.693616051358693 0.08195005666367321
provided 39 5 6 0.5077655727629306 0.04129770878022723 0.693616051358693 0.08195005666367321
provided 40 5 6 0.5077655727629306 0.04129770878022723 0.693616051358693 0.08195005666367321
provided 41 5 6 0.5077655727629306 0.04129770878022723 0.693616051358693 0.08195005666367321
provided 42 5 6 0.5077655727629306 0.04129770878022723 0.693616051358693 0.08195005666367321
provided 43 5 6 0.5077655727629306 0.04129770878022723 0.693616051358693 0.08195005666367321
provided 44 5 6 0.5077655727629306 0.04129770878022723 0.693616051358693 0.08195005666367321
provided 45 5 6 0.5077655727629306 0.04129770878022723 0.693616051358693 0.08195005666367321
provided 46 5 6 0.5077655727629306 0.04129770878022723 0.693616051358693 0.08195005666367321
provided 47 5 6 0.5077655727629306 0.04129770878022723 0.693616051358693 0.08195005666367321
provided 48 5 6 0.5077655727629306 0.04129770878022723 0.693616051358693 0.08195005666367321
