tree cladeSize nAboveminActiveN nAboveminInactiveN meanActives stdActives meanInactives stdInactives
provided 1 57 340 0.7773511661116735 0.2675998416491436 0.9675357936980247 0.12585976604896573
provided 2 41 215 0.7420374608723966 0.2720088114350823 0.9486612551503647 0.15518177624450252
provided 3 30 143 0.6730817350395828 0.27446854602891024 0.9228123766246742 0.18496232767651602
provided 4 25 105 0.6538330513726527 0.2687252182320544 0.8948778081650324 0.20893938374890939
provided 5 21 89 0.6483113305122876 0.25748515089180474 0.8759794365991955 0.22172074559009528
provided 6 20 76 0.630726897037902 0.25123708874954603 0.8547653928595843 0.23342673007398282
provided 7 17 66 0.6172528977198324 0.25519190290005295 0.8327601493534605 0.243030138164775
provided 8 15 62 0.6046657585201046 0.24773706621534736 0.8219704815698128 0.2468872751600759
provided 9 14 57 0.6176195353118562 0.2514766021051606 0.8063538571461123 0.2515472333184412
provided 10 13 52 0.588205653412768 0.23662768972586856 0.7877340357178538 0.2557496588999627
provided 11 12 46 0.553889457863832 0.21295516485878468 0.7749088308905381 0.253075413045249
provided 12 10 42 0.5434812553670688 0.18977476383630926 0.7534715766896372 0.2546801958929272
provided 13 10 37 0.5434812553670688 0.18977476383630926 0.7386335833675981 0.24833986859616705
provided 14 9 34 0.4927569504078542 0.1195262173321929 0.7541101651442399 0.23600081766880157
provided 15 8 32 0.47440525019043106 0.1141983673290863 0.7583253837990882 0.2296502597195661
provided 16 8 29 0.47440525019043106 0.1141983673290863 0.7333245614334768 0.22699762147159847
provided 17 6 27 0.4204494986165797 0.07153445705897664 0.7349953266678654 0.22160257665904806
provided 18 6 24 0.4204494986165797 0.07153445705897664 0.7423419647235706 0.21951753944287258
provided 19 6 23 0.4204494986165797 0.07153445705897664 0.7544934787177633 0.21619263487188337
provided 20 6 22 0.4204494986165797 0.07153445705897664 0.7433340913867524 0.21447501647470069
provided 21 5 22 0.394803468758674 0.046843368487241986 0.7433340913867524 0.21447501647470069
provided 22 5 21 0.394803468758674 0.046843368487241986 0.7311119052623121 0.21190466320729903
provided 23 4 19 0.39394445331297306 0.05233724225023377 0.7236389202206718 0.2119470489974179
provided 24 4 18 0.39394445331297306 0.05233724225023377 0.7082855268995981 0.2072157964300178
provided 25 4 18 0.39394445331297306 0.05233724225023377 0.7082855268995981 0.2072157964300178
provided 26 4 17 0.39394445331297306 0.05233724225023377 0.691125852011339 0.20040956503641277
provided 27 4 16 0.39394445331297306 0.05233724225023377 0.6718212177620477 0.19062757410323128
provided 28 4 16 0.39394445331297306 0.05233724225023377 0.6718212177620477 0.19062757410323128
provided 29 4 15 0.39394445331297306 0.05233724225023377 0.6499426322795175 0.1763595855978718
provided 30 4 15 0.39394445331297306 0.05233724225023377 0.6499426322795175 0.1763595855978718
provided 31 4 14 0.39394445331297306 0.05233724225023377 0.6249385345851974 0.1547457643471343
provided 32 4 14 0.39394445331297306 0.05233724225023377 0.6249385345851974 0.1547457643471343
provided 33 4 14 0.39394445331297306 0.05233724225023377 0.6249385345851974 0.1547457643471343
provided 34 4 14 0.39394445331297306 0.05233724225023377 0.6249385345851974 0.1547457643471343
provided 35 4 14 0.39394445331297306 0.05233724225023377 0.6249385345851974 0.1547457643471343
provided 36 4 12 0.39394445331297306 0.05233724225023377 0.6274159446703848 0.16070385450041524
provided 37 4 12 0.39394445331297306 0.05233724225023377 0.6274159446703848 0.16070385450041524
provided 38 4 12 0.39394445331297306 0.05233724225023377 0.6274159446703848 0.16070385450041524
provided 39 4 12 0.39394445331297306 0.05233724225023377 0.6274159446703848 0.16070385450041524
provided 40 4 12 0.39394445331297306 0.05233724225023377 0.6274159446703848 0.16070385450041524
provided 41 4 11 0.39394445331297306 0.05233724225023377 0.632609601978082 0.16688269373565542
provided 42 4 11 0.39394445331297306 0.05233724225023377 0.632609601978082 0.16688269373565542
provided 43 4 10 0.39394445331297306 0.05233724225023377 0.6603277050330331 0.1489415697805742
provided 44 3 10 0.3674394080093664 0.02902032958050703 0.6603277050330331 0.1489415697805742
provided 45 3 10 0.3674394080093664 0.02902032958050703 0.6603277050330331 0.1489415697805742
provided 46 3 10 0.3674394080093664 0.02902032958050703 0.6603277050330331 0.1489415697805742
provided 47 3 10 0.3674394080093664 0.02902032958050703 0.6603277050330331 0.1489415697805742
provided 48 3 10 0.3674394080093664 0.02902032958050703 0.6603277050330331 0.1489415697805742
provided 49 3 10 0.3674394080093664 0.02902032958050703 0.6603277050330331 0.1489415697805742
provided 50 2 9 0.35059280715326624 0.020293974776460416 0.6457962154688022 0.1501225925261807
provided 51 2 8 0.35059280715326624 0.020293974776460416 0.6452416726349608 0.15922036372693762
provided 52 2 8 0.35059280715326624 0.020293974776460416 0.6452416726349608 0.15922036372693762
provided 53 2 8 0.35059280715326624 0.020293974776460416 0.6452416726349608 0.15922036372693762
provided 54 2 7 0.35059280715326624 0.020293974776460416 0.6228325882745415 0.15797270936907915
provided 55 1 7 0.33029883237680585 0.0 0.6228325882745415 0.15797270936907915
provided 56 1 7 0.33029883237680585 0.0 0.6228325882745415 0.15797270936907915
provided 57 1 7 0.33029883237680585 0.0 0.6228325882745415 0.15797270936907915
provided 58 1 7 0.33029883237680585 0.0 0.6228325882745415 0.15797270936907915
provided 59 1 6 0.33029883237680585 0.0 0.6322790452946575 0.16878968433530486
provided 60 1 6 0.33029883237680585 0.0 0.6322790452946575 0.16878968433530486
provided 61 1 6 0.33029883237680585 0.0 0.6322790452946575 0.16878968433530486
provided 62 1 6 0.33029883237680585 0.0 0.6322790452946575 0.16878968433530486
provided 63 0 6 0.0 0.0 0.6322790452946575 0.16878968433530486
provided 64 0 5 0.0 0.0 0.6072509833858469 0.17444060808236914
provided 65 0 5 0.0 0.0 0.6072509833858469 0.17444060808236914
provided 66 0 5 0.0 0.0 0.6072509833858469 0.17444060808236914
provided 67 0 5 0.0 0.0 0.6072509833858469 0.17444060808236914
provided 68 0 5 0.0 0.0 0.6072509833858469 0.17444060808236914
provided 69 0 5 0.0 0.0 0.6072509833858469 0.17444060808236914
provided 70 0 5 0.0 0.0 0.6072509833858469 0.17444060808236914
provided 71 0 5 0.0 0.0 0.6072509833858469 0.17444060808236914
provided 72 0 5 0.0 0.0 0.6072509833858469 0.17444060808236914
provided 73 0 5 0.0 0.0 0.6072509833858469 0.17444060808236914
provided 74 0 5 0.0 0.0 0.6072509833858469 0.17444060808236914
provided 75 0 5 0.0 0.0 0.6072509833858469 0.17444060808236914
provided 76 0 5 0.0 0.0 0.6072509833858469 0.17444060808236914
provided 77 0 5 0.0 0.0 0.6072509833858469 0.17444060808236914
provided 78 0 4 0.0 0.0 0.5403970625656419 0.12525842702194603
provided 79 0 4 0.0 0.0 0.5403970625656419 0.12525842702194603
provided 80 0 4 0.0 0.0 0.5403970625656419 0.12525842702194603
provided 81 0 4 0.0 0.0 0.5403970625656419 0.12525842702194603
provided 82 0 4 0.0 0.0 0.5403970625656419 0.12525842702194603
provided 83 0 4 0.0 0.0 0.5403970625656419 0.12525842702194603
provided 84 0 4 0.0 0.0 0.5403970625656419 0.12525842702194603
provided 85 0 4 0.0 0.0 0.5403970625656419 0.12525842702194603
provided 86 0 3 0.0 0.0 0.6116736953611546 0.02445672073992834
provided 87 0 3 0.0 0.0 0.6116736953611546 0.02445672073992834
provided 88 0 3 0.0 0.0 0.6116736953611546 0.02445672073992834
provided 89 0 3 0.0 0.0 0.6116736953611546 0.02445672073992834
provided 90 0 3 0.0 0.0 0.6116736953611546 0.02445672073992834
provided 91 0 3 0.0 0.0 0.6116736953611546 0.02445672073992834
provided 92 0 3 0.0 0.0 0.6116736953611546 0.02445672073992834
provided 93 0 3 0.0 0.0 0.6116736953611546 0.02445672073992834
provided 94 0 3 0.0 0.0 0.6116736953611546 0.02445672073992834
provided 95 0 3 0.0 0.0 0.6116736953611546 0.02445672073992834
provided 96 0 3 0.0 0.0 0.6116736953611546 0.02445672073992834
provided 97 0 3 0.0 0.0 0.6116736953611546 0.02445672073992834
provided 98 0 3 0.0 0.0 0.6116736953611546 0.02445672073992834
provided 99 0 3 0.0 0.0 0.6116736953611546 0.02445672073992834
