Small Molecule HMS LINCS ID,Small Molecule Name,Cell Line HMS LINCS ID,Cell Line Name,Drug Concentration,Conc Unit,Cell Count,Relative Cell Count,Relative Growth,Replicate,Experiment Date
10064-101-1,WYE-125132,50056-1,HME1,0.08000,uM,9480,,,3,2014-03-19
10064-101-1,WYE-125132,50056-1,HME1,0.11314,uM,9051,,,3,2014-03-19
10064-101-1,WYE-125132,50056-1,HME1,0.16000,uM,8130,,,3,2014-03-19
10064-101-1,WYE-125132,50056-1,HME1,0.22627,uM,7989,,,3,2014-03-19
10064-101-1,WYE-125132,50056-1,HME1,0.00017,uM,,0.978,0.967,,2014-03-19
10064-101-1,WYE-125132,50056-1,HME1,0.00021,uM,,1.012,1.018,,2014-03-19
10064-101-1,WYE-125132,50056-1,HME1,0.00033,uM,,0.992,0.988,,2014-03-19
10064-101-1,WYE-125132,50056-1,HME1,0.00046,uM,,1.005,1.007,,2014-03-19
10064-101-1,WYE-125132,50056-1,HME1,0.00063,uM,,0.994,0.990,,2014-03-19
10064-101-1,WYE-125132,50056-1,HME1,0.00088,uM,,1.043,1.065,,2014-03-19
10064-101-1,WYE-125132,50056-1,HME1,0.00125,uM,,1.045,1.068,,2014-03-19
10064-101-1,WYE-125132,50056-1,HME1,0.00175,uM,,1.044,1.067,,2014-03-19
10064-101-1,WYE-125132,50056-1,HME1,0.00250,uM,,1.045,1.068,,2014-03-19
10064-101-1,WYE-125132,50056-1,HME1,0.00354,uM,,1.036,1.054,,2014-03-19
10064-101-1,WYE-125132,50056-1,HME1,0.00500,uM,,1.083,1.124,,2014-03-19
10064-101-1,WYE-125132,50056-1,HME1,0.00707,uM,,1.047,1.071,,2014-03-19
10064-101-1,WYE-125132,50056-1,HME1,0.01000,uM,,1.055,1.083,,2014-03-19
10064-101-1,WYE-125132,50056-1,HME1,0.01414,uM,,0.986,0.980,,2014-03-19
10064-101-1,WYE-125132,50056-1,HME1,0.02000,uM,,1.031,1.046,,2014-03-19
10064-101-1,WYE-125132,50056-1,HME1,0.02828,uM,,1.008,1.012,,2014-03-19
10064-101-1,WYE-125132,50056-1,HME1,0.04000,uM,,1.013,1.019,,2014-03-19
10064-101-1,WYE-125132,50056-1,HME1,0.05657,uM,,0.949,0.923,,2014-03-19
10064-101-1,WYE-125132,50056-1,HME1,0.08000,uM,,0.921,0.881,,2014-03-19
10064-101-1,WYE-125132,50056-1,HME1,0.11314,uM,,0.852,0.776,,2014-03-19
10064-101-1,WYE-125132,50056-1,HME1,0.16000,uM,,0.796,0.693,,2014-03-19
10064-101-1,WYE-125132,50056-1,HME1,0.22627,uM,,0.759,0.638,,2014-03-19
10064-101-1,WYE-125132,50056-1,HME1,0.00017,uM,7280,,,1,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00021,uM,6849,,,1,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00033,uM,6369,,,1,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00046,uM,7248,,,1,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00063,uM,6524,,,1,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00088,uM,6541,,,1,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00125,uM,6861,,,1,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00175,uM,6403,,,1,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00250,uM,7544,,,1,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00354,uM,5907,,,1,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00500,uM,7482,,,1,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00707,uM,7705,,,1,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.01000,uM,7300,,,1,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.01414,uM,7274,,,1,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.02000,uM,5454,,,1,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.02828,uM,7066,,,1,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.04000,uM,4511,,,1,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.05657,uM,3783,,,1,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.08000,uM,5408,,,1,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.11314,uM,3317,,,1,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.16000,uM,3518,,,1,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.22627,uM,2860,,,1,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00017,uM,7967,,,2,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00021,uM,6817,,,2,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00033,uM,6970,,,2,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00046,uM,7198,,,2,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00063,uM,7486,,,2,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00088,uM,7024,,,2,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00125,uM,7349,,,2,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00175,uM,6755,,,2,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00250,uM,8018,,,2,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00354,uM,6600,,,2,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00500,uM,6695,,,2,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00707,uM,7411,,,2,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.01000,uM,7174,,,2,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.01414,uM,5790,,,2,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.02000,uM,7279,,,2,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.02828,uM,6829,,,2,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.04000,uM,5666,,,2,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.05657,uM,5285,,,2,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.08000,uM,4995,,,2,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.11314,uM,4728,,,2,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.16000,uM,2981,,,2,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.22627,uM,3613,,,2,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00017,uM,7410,,,3,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00021,uM,7627,,,3,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00033,uM,7922,,,3,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00046,uM,6880,,,3,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00063,uM,7453,,,3,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00088,uM,8255,,,3,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00125,uM,7607,,,3,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00175,uM,6836,,,3,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00250,uM,7510,,,3,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00354,uM,6956,,,3,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00500,uM,7158,,,3,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00707,uM,7625,,,3,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.01000,uM,7771,,,3,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.01414,uM,6220,,,3,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.02000,uM,7235,,,3,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.02828,uM,6281,,,3,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.04000,uM,6198,,,3,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.05657,uM,5396,,,3,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.08000,uM,4385,,,3,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.11314,uM,4061,,,3,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.16000,uM,3133,,,3,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.22627,uM,2978,,,3,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00017,uM,,1.103,1.143,,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00021,uM,,1.036,1.051,,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00033,uM,,1.034,1.048,,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00046,uM,,1.038,1.053,,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00063,uM,,1.044,1.062,,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00088,uM,,1.062,1.086,,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00125,uM,,1.062,1.086,,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00175,uM,,0.973,0.962,,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00250,uM,,1.123,1.171,,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00354,uM,,0.947,0.926,,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00500,uM,,1.039,1.054,,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00707,uM,,1.107,1.149,,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.01000,uM,,1.083,1.115,,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.01414,uM,,0.939,0.916,,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.02000,uM,,0.971,0.959,,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.02828,uM,,0.982,0.975,,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.04000,uM,,0.796,0.715,,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.05657,uM,,0.703,0.585,,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.08000,uM,,0.720,0.610,,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.11314,uM,,0.589,0.426,,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.16000,uM,,0.469,0.259,,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.22627,uM,,0.460,0.246,,2014-04-01
10064-101-1,WYE-125132,50056-1,HME1,0.00017,uM,7959,,,1,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00021,uM,8023,,,1,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00033,uM,7743,,,1,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00046,uM,7756,,,1,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00063,uM,7445,,,1,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00088,uM,7244,,,1,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00125,uM,8019,,,1,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00175,uM,7105,,,1,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00250,uM,8425,,,1,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00354,uM,6301,,,1,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00500,uM,8388,,,1,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00707,uM,8940,,,1,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.01000,uM,8090,,,1,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.01414,uM,8299,,,1,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.02000,uM,6996,,,1,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.02828,uM,7710,,,1,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.04000,uM,6227,,,1,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.05657,uM,5280,,,1,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.08000,uM,6143,,,1,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.11314,uM,4455,,,1,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.16000,uM,4161,,,1,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.22627,uM,3699,,,1,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00017,uM,8552,,,2,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00021,uM,6393,,,2,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00033,uM,7143,,,2,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00046,uM,7625,,,2,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00063,uM,7656,,,2,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00088,uM,7284,,,2,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00125,uM,8166,,,2,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00175,uM,7175,,,2,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00250,uM,9015,,,2,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00354,uM,7285,,,2,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00500,uM,7077,,,2,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00707,uM,6779,,,2,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.01000,uM,8283,,,2,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.01414,uM,6468,,,2,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.02000,uM,7786,,,2,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.02828,uM,7508,,,2,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.04000,uM,5772,,,2,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.05657,uM,5336,,,2,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.08000,uM,5670,,,2,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.11314,uM,4782,,,2,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.16000,uM,3950,,,2,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.22627,uM,3965,,,2,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00017,uM,7044,,,3,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00021,uM,7738,,,3,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00033,uM,8119,,,3,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00046,uM,7048,,,3,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00063,uM,7323,,,3,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00088,uM,9256,,,3,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00125,uM,7645,,,3,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00175,uM,7157,,,3,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00250,uM,8265,,,3,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00354,uM,7538,,,3,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00500,uM,8020,,,3,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00707,uM,8285,,,3,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.01000,uM,8337,,,3,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.01414,uM,7034,,,3,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.02000,uM,7991,,,3,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.02828,uM,7342,,,3,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.04000,uM,6712,,,3,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.05657,uM,5896,,,3,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.08000,uM,4234,,,3,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.11314,uM,4043,,,3,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.16000,uM,3647,,,3,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.22627,uM,3433,,,3,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00017,uM,,1.052,1.071,,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00021,uM,,0.990,0.986,,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00033,uM,,1.028,1.039,,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00046,uM,,1.002,1.003,,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00063,uM,,1.002,1.003,,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00088,uM,,1.064,1.087,,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00125,uM,,1.065,1.088,,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00175,uM,,0.958,0.943,,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00250,uM,,1.149,1.202,,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00354,uM,,0.945,0.925,,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00500,uM,,1.049,1.067,,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.00707,uM,,1.072,1.098,,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.01000,uM,,1.104,1.142,,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.01414,uM,,0.974,0.964,,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.02000,uM,,1.018,1.025,,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.02828,uM,,1.008,1.011,,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.04000,uM,,0.836,0.778,,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.05657,uM,,0.738,0.645,,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.08000,uM,,0.716,0.614,,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.11314,uM,,0.593,0.448,,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.16000,uM,,0.525,0.355,,2014-04-08
10064-101-1,WYE-125132,50056-1,HME1,0.22627,uM,,0.496,0.315,,2014-04-08
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.00038,uM,4874,,,1,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.00054,uM,5285,,,1,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.00079,uM,5207,,,1,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.00113,uM,4939,,,1,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.00158,uM,4916,,,1,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.00221,uM,5231,,,1,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.00313,uM,5078,,,1,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.00442,uM,5340,,,1,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.00625,uM,4771,,,1,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.00884,uM,4638,,,1,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.01250,uM,5033,,,1,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.01768,uM,4782,,,1,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.02500,uM,4592,,,1,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.03536,uM,4032,,,1,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.05000,uM,4345,,,1,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.07071,uM,3374,,,1,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.10000,uM,3433,,,1,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.14142,uM,3300,,,1,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.20000,uM,3091,,,1,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.28284,uM,2510,,,1,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.40000,uM,2544,,,1,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.56569,uM,2309,,,1,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.00038,uM,5055,,,2,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.00054,uM,4965,,,2,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.00079,uM,5084,,,2,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.00113,uM,4856,,,2,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.00158,uM,4422,,,2,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.00221,uM,5108,,,2,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.00313,uM,4888,,,2,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.00442,uM,4769,,,2,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.00625,uM,5286,,,2,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.00884,uM,5186,,,2,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.01250,uM,4418,,,2,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.01768,uM,4778,,,2,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.02500,uM,4844,,,2,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.03536,uM,4820,,,2,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.05000,uM,4593,,,2,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.07071,uM,4304,,,2,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.10000,uM,3209,,,2,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.14142,uM,3302,,,2,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.20000,uM,2406,,,2,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.28284,uM,3575,,,2,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.40000,uM,2961,,,2,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.56569,uM,2011,,,2,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.00038,uM,5259,,,3,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.00054,uM,5061,,,3,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.00079,uM,5294,,,3,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.00113,uM,5354,,,3,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.00158,uM,5293,,,3,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.00221,uM,5005,,,3,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.00313,uM,4992,,,3,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.00442,uM,5090,,,3,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.00625,uM,5248,,,3,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.00884,uM,5092,,,3,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.01250,uM,5119,,,3,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.01768,uM,4816,,,3,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.02500,uM,4777,,,3,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.03536,uM,4604,,,3,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.05000,uM,4353,,,3,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.07071,uM,4414,,,3,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.10000,uM,4100,,,3,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.14142,uM,2844,,,3,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.20000,uM,3411,,,3,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.28284,uM,3035,,,3,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.40000,uM,2620,,,3,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.56569,uM,2504,,,3,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.00038,uM,,1.008,1.011,,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.00054,uM,,1.017,1.023,,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.00079,uM,,1.034,1.047,,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.00113,uM,,1.005,1.007,,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.00158,uM,,0.970,0.959,,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.00221,uM,,1.019,1.026,,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.00313,uM,,0.993,0.991,,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.00442,uM,,1.009,1.012,,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.00625,uM,,1.016,1.022,,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.00884,uM,,0.990,0.987,,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.01250,uM,,0.967,0.954,,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.01768,uM,,0.954,0.938,,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.02500,uM,,0.944,0.923,,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.03536,uM,,0.893,0.855,,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.05000,uM,,0.883,0.840,,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.07071,uM,,0.802,0.730,,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.10000,uM,,0.712,0.607,,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.14142,uM,,0.628,0.493,,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.20000,uM,,0.590,0.441,,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.28284,uM,,0.606,0.463,,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.40000,uM,,0.540,0.372,,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.56569,uM,,0.452,0.253,,2014-03-19
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.00038,uM,2408,,,1,2014-04-01
10064-101-1,WYE-125132,50058-3,MDA-MB-231,0.00054,uM,2525,,,1,2014-04-01
