Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration (uM),Time Point (hr),Mean Total Cell Count Before Treatment,Mean Total Cell Count After Treatment,Mean Total Control Cell Count,Mean Relative Cell Count,Mean Normalized Growth Rate Inhibition Value
51124-1,MCF 10A-H2B-mCherry,,,0,2.90,770.96,881,886,0.9946,1.0689
51124-1,MCF 10A-H2B-mCherry,,,0,5.10,770.96,985,984,1.0008,1.0426
51124-1,MCF 10A-H2B-mCherry,,,0,7.30,770.96,1070,1067,1.0026,1.0274
51124-1,MCF 10A-H2B-mCherry,,,0,9.60,770.96,1173,1178,0.9964,0.9968
51124-1,MCF 10A-H2B-mCherry,,,0,11.90,770.96,1316,1319,0.9981,0.9988
51124-1,MCF 10A-H2B-mCherry,,,0,14.10,770.96,1475,1478,0.9979,0.9960
51124-1,MCF 10A-H2B-mCherry,,,0,16.40,770.96,1624,1625,0.9997,0.9995
51124-1,MCF 10A-H2B-mCherry,,,0,18.60,770.96,1783,1786,0.9981,0.9963
51124-1,MCF 10A-H2B-mCherry,,,0,20.80,770.96,1959,1959,0.9998,0.9988
51124-1,MCF 10A-H2B-mCherry,,,0,23.00,770.96,2189,2193,0.9983,0.9963
51124-1,MCF 10A-H2B-mCherry,,,0,25.30,770.96,2461,2456,1.0022,1.0011
51124-1,MCF 10A-H2B-mCherry,,,0,27.50,770.96,2751,2754,0.9990,0.9974
51124-1,MCF 10A-H2B-mCherry,,,0,29.70,770.96,3028,3022,1.0019,1.0005
51124-1,MCF 10A-H2B-mCherry,,,0,31.90,770.96,3305,3294,1.0032,1.0019
51124-1,MCF 10A-H2B-mCherry,,,0,34.10,770.96,3615,3605,1.0028,1.0013
51124-1,MCF 10A-H2B-mCherry,,,0,36.40,770.96,3993,3985,1.0021,1.0004
51124-1,MCF 10A-H2B-mCherry,,,0,38.60,770.96,4441,4421,1.0045,1.0022
51124-1,MCF 10A-H2B-mCherry,,,0,40.80,770.96,4884,4874,1.0021,1.0004
51124-1,MCF 10A-H2B-mCherry,,,0,43.00,770.96,5295,5280,1.0030,1.0010
51124-1,MCF 10A-H2B-mCherry,,,0,45.30,770.96,5701,5677,1.0042,1.0019
51124-1,MCF 10A-H2B-mCherry,,,0,47.50,770.96,6104,6082,1.0036,1.0015
51124-1,MCF 10A-H2B-mCherry,,,0,49.70,770.96,6535,6511,1.0038,1.0016
51124-1,MCF 10A-H2B-mCherry,,,0,51.90,770.96,6983,6944,1.0056,1.0026
51124-1,MCF 10A-H2B-mCherry,,,0,54.10,770.96,7444,7405,1.0052,1.0022
51124-1,MCF 10A-H2B-mCherry,,,0,56.40,770.96,7862,7845,1.0022,1.0003
51124-1,MCF 10A-H2B-mCherry,,,0,58.60,770.96,8307,8264,1.0053,1.0020
51124-1,MCF 10A-H2B-mCherry,,,0,60.80,770.96,8729,8711,1.0022,1.0002
51124-1,MCF 10A-H2B-mCherry,,,0,63.00,770.96,9148,9152,0.9996,0.9986
51124-1,MCF 10A-H2B-mCherry,,,0,65.30,770.96,9554,9591,0.9962,0.9966
51124-1,MCF 10A-H2B-mCherry,,,0,67.50,770.96,9890,9939,0.9951,0.9958
51124-1,MCF 10A-H2B-mCherry,,,0,69.70,770.96,10225,10312,0.9915,0.9937
51124-1,MCF 10A-H2B-mCherry,,,0,71.90,770.96,10514,10631,0.9890,0.9921
51124-1,MCF 10A-H2B-mCherry,,,0,74.10,770.96,10750,10921,0.9843,0.9893
51124-1,MCF 10A-H2B-mCherry,,,0,76.40,770.96,10987,11184,0.9823,0.9877
51124-1,MCF 10A-H2B-mCherry,,,0,78.60,770.96,11204,11443,0.9791,0.9856
51124-1,MCF 10A-H2B-mCherry,,,0,80.80,770.96,11432,11725,0.9750,0.9826
51124-1,MCF 10A-H2B-mCherry,,,0,83.10,770.96,11654,12002,0.9710,0.9798
51124-1,MCF 10A-H2B-mCherry,,,0,85.30,770.96,11895,12277,0.9689,0.9781
51124-1,MCF 10A-H2B-mCherry,,,0,87.50,770.96,12125,12567,0.9648,0.9748
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,2.90,770.96,889,886,1.0038,1.2896
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,5.10,770.96,1015,984,1.0306,1.2396
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,7.30,770.96,1072,1067,1.0042,1.0622
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,9.60,770.96,1183,1178,1.0038,1.0228
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,11.90,770.96,1303,1319,0.9879,0.9713
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,14.10,770.96,1439,1478,0.9735,0.9440
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,16.40,770.96,1595,1625,0.9820,0.9652
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,18.60,770.96,1770,1786,0.9908,0.9824
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,20.80,770.96,1935,1959,0.9870,0.9775
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,23.00,770.96,2141,2193,0.9762,0.9660
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,25.30,770.96,2429,2456,0.9888,0.9836
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,27.50,770.96,2721,2754,0.9877,0.9833
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,29.70,770.96,2989,3022,0.9889,0.9855
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,31.90,770.96,3287,3294,0.9977,0.9946
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,34.10,770.96,3581,3605,0.9929,0.9908
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,36.40,770.96,3961,3985,0.9936,0.9921
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,38.60,770.96,4372,4421,0.9885,0.9879
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,40.80,770.96,4784,4874,0.9814,0.9832
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,43.00,770.96,5225,5280,0.9893,0.9896
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,45.30,770.96,5609,5677,0.9879,0.9894
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,47.50,770.96,6005,6082,0.9872,0.9894
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,49.70,770.96,6422,6511,0.9862,0.9889
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,51.90,770.96,6805,6944,0.9799,0.9850
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,54.10,770.96,7218,7405,0.9745,0.9821
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,56.40,770.96,7678,7845,0.9785,0.9847
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,58.60,770.96,8117,8264,0.9819,0.9871
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,60.80,770.96,8582,8711,0.9850,0.9896
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,63.00,770.96,9030,9152,0.9864,0.9905
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,65.30,770.96,9434,9591,0.9835,0.9893
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,67.50,770.96,9814,9939,0.9872,0.9914
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,69.70,770.96,10091,10312,0.9783,0.9868
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,71.90,770.96,10368,10631,0.9750,0.9850
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,74.10,770.96,10597,10921,0.9702,0.9825
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,76.40,770.96,10871,11184,0.9718,0.9833
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,78.60,770.96,11099,11443,0.9698,0.9824
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,80.80,770.96,11316,11725,0.9650,0.9797
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,83.10,770.96,11588,12002,0.9654,0.9799
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,85.30,770.96,11837,12277,0.9642,0.9790
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,87.50,770.96,11987,12567,0.9539,0.9736
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,2.90,770.96,913,886,1.0291,1.2745
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,5.10,770.96,1032,984,1.0477,1.2616
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,7.30,770.96,1110,1067,1.0382,1.1574
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,9.60,770.96,1235,1178,1.0466,1.1443
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,11.90,770.96,1383,1319,1.0472,1.1161
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,14.10,770.96,1532,1478,1.0357,1.0736
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,16.40,770.96,1707,1625,1.0494,1.0878
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,18.60,770.96,1880,1786,1.0511,1.0808
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,20.80,770.96,2057,1959,1.0488,1.0693
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,23.00,770.96,2310,2193,1.0517,1.0649
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,25.30,770.96,2593,2456,1.0543,1.0617
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,27.50,770.96,2896,2754,1.0499,1.0514
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,29.70,770.96,3192,3022,1.0546,1.0528
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,31.90,770.96,3506,3294,1.0627,1.0572
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,34.10,770.96,3829,3605,1.0605,1.0519
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,36.40,770.96,4217,3985,1.0565,1.0451
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,38.60,770.96,4690,4421,1.0589,1.0442
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,40.80,770.96,5163,4874,1.0575,1.0410
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,43.00,770.96,5608,5280,1.0608,1.0416
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,45.30,770.96,6032,5677,1.0612,1.0407
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,47.50,770.96,6469,6082,1.0624,1.0402
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,49.70,770.96,6920,6511,1.0618,1.0382
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,51.90,770.96,7415,6944,1.0668,1.0400
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,54.10,770.96,7911,7405,1.0670,1.0392
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,56.40,770.96,8384,7845,1.0675,1.0383
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,58.60,770.96,8875,8264,1.0727,1.0405
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,60.80,770.96,9288,8711,1.0650,1.0352
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,63.00,770.96,9718,9152,1.0607,1.0323
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,65.30,770.96,10130,9591,1.0553,1.0288
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,67.50,770.96,10605,9939,1.0661,1.0339
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,69.70,770.96,10930,10312,1.0592,1.0297
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,71.90,770.96,11218,10631,1.0545,1.0268
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,74.10,770.96,11500,10921,1.0525,1.0255
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,76.40,770.96,11776,11184,1.0523,1.0250
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,78.60,770.96,12056,11443,1.0531,1.0249
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,80.80,770.96,12331,11725,1.0513,1.0234
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,83.10,770.96,12648,12002,1.0536,1.0240
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,85.30,770.96,12913,12277,1.0518,1.0225
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,87.50,770.96,13230,12567,1.0529,1.0226
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,2.90,770.96,880,886,0.9930,0.9812
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,5.10,770.96,960,984,0.9756,0.8747
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,7.30,770.96,1077,1067,1.0088,1.0451
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,9.60,770.96,1193,1178,1.0126,1.0478
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,11.90,770.96,1336,1319,1.0127,1.0339
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,14.10,770.96,1499,1478,1.0140,1.0289
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,16.40,770.96,1648,1625,1.0140,1.0248
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,18.60,770.96,1765,1786,0.9880,0.9791
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,20.80,770.96,1961,1959,1.0009,1.0000
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,23.00,770.96,2209,2193,1.0074,1.0085
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,25.30,770.96,2481,2456,1.0097,1.0101
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,27.50,770.96,2738,2754,0.9937,0.9920
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,29.70,770.96,3050,3022,1.0088,1.0077
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,31.90,770.96,3300,3294,1.0015,1.0006
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,34.10,770.96,3610,3605,1.0012,1.0003
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,36.40,770.96,3971,3985,0.9961,0.9958
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,38.60,770.96,4426,4421,1.0007,1.0000
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,40.80,770.96,4831,4874,0.9907,0.9924
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,43.00,770.96,5186,5280,0.9820,0.9864
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,45.30,770.96,5625,5677,0.9906,0.9929
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,47.50,770.96,6011,6082,0.9880,0.9916
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,49.70,770.96,6455,6511,0.9910,0.9936
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,51.90,770.96,6888,6944,0.9916,0.9944
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,54.10,770.96,7374,7405,0.9954,0.9969
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,56.40,770.96,7831,7845,0.9977,0.9981
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,58.60,770.96,8243,8264,0.9969,0.9977
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,60.80,770.96,8750,8711,1.0040,1.0017
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,63.00,770.96,9170,9152,1.0016,1.0004
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,65.30,770.96,9614,9591,1.0020,1.0007
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,67.50,770.96,9954,9939,1.0011,1.0002
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,69.70,770.96,10342,10312,1.0026,1.0011
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,71.90,770.96,10671,10631,1.0035,1.0015
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,74.10,770.96,10980,10921,1.0052,1.0024
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,76.40,770.96,11316,11184,1.0115,1.0055
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,78.60,770.96,11605,11443,1.0139,1.0067
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,80.80,770.96,11897,11725,1.0145,1.0068
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,83.10,770.96,12162,12002,1.0132,1.0060
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,85.30,770.96,12496,12277,1.0179,1.0082
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,87.50,770.96,12815,12567,1.0198,1.0090
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,2.90,770.96,880,886,0.9918,0.9115
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,5.10,770.96,994,984,1.0085,1.0341
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,7.30,770.96,1108,1067,1.0380,1.1652
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,9.60,770.96,1209,1178,1.0251,1.0760
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,11.90,770.96,1340,1319,1.0151,1.0363
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,14.10,770.96,1500,1478,1.0142,1.0289
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,16.40,770.96,1650,1625,1.0151,1.0260
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,18.60,770.96,1767,1786,0.9877,0.9769
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,20.80,770.96,1982,1959,1.0109,1.0143
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,23.00,770.96,2179,2193,0.9930,0.9894
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,25.30,770.96,2428,2456,0.9881,0.9847
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,27.50,770.96,2693,2754,0.9774,0.9745
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,29.70,770.96,2994,3022,0.9900,0.9889
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,31.90,770.96,3297,3294,1.0001,0.9993
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,34.10,770.96,3588,3605,0.9947,0.9944
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,36.40,770.96,3923,3985,0.9838,0.9857
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,38.60,770.96,4341,4421,0.9814,0.9847
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,40.80,770.96,4716,4874,0.9673,0.9750
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,43.00,770.96,5180,5280,0.9811,0.9861
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,45.30,770.96,5591,5677,0.9846,0.9890
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,47.50,770.96,5946,6082,0.9775,0.9845
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,49.70,770.96,6394,6511,0.9818,0.9879
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,51.90,770.96,6804,6944,0.9797,0.9870
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,54.10,770.96,7216,7405,0.9742,0.9839
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,56.40,770.96,7727,7845,0.9847,0.9907
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,58.60,770.96,8153,8264,0.9864,0.9918
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,60.80,770.96,8567,8711,0.9834,0.9902
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,63.00,770.96,9023,9152,0.9859,0.9918
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,65.30,770.96,9363,9591,0.9762,0.9865
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,67.50,770.96,9683,9939,0.9741,0.9855
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,69.70,770.96,10022,10312,0.9717,0.9843
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,71.90,770.96,10346,10631,0.9730,0.9852
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,74.10,770.96,10604,10921,0.9708,0.9840
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,76.40,770.96,10860,11184,0.9709,0.9841
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,78.60,770.96,11178,11443,0.9767,0.9872
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,80.80,770.96,11381,11725,0.9706,0.9839
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,83.10,770.96,11679,12002,0.9729,0.9851
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,85.30,770.96,11956,12277,0.9739,0.9855
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,87.50,770.96,12268,12567,0.9763,0.9866
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,2.90,770.96,892,886,1.0090,1.4258
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,5.10,770.96,981,984,0.9988,1.0988
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,7.30,770.96,1062,1067,0.9966,1.0164
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,9.60,770.96,1155,1178,0.9839,0.9869
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,11.90,770.96,1284,1319,0.9760,0.9549
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,14.10,770.96,1470,1478,0.9956,0.9942
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,16.40,770.96,1590,1625,0.9810,0.9690
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,18.60,770.96,1754,1786,0.9835,0.9752
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,20.80,770.96,1904,1959,0.9735,0.9615
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,23.00,770.96,2083,2193,0.9515,0.9353
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,25.30,770.96,2349,2456,0.9579,0.9489
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,27.50,770.96,2603,2754,0.9477,0.9412
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,29.70,770.96,2888,3022,0.9580,0.9556
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,31.90,770.96,3151,3294,0.9586,0.9592
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,34.10,770.96,3411,3605,0.9479,0.9516
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,36.40,770.96,3738,3985,0.9396,0.9472
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,38.60,770.96,4084,4421,0.9254,0.9383
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,40.80,770.96,4502,4874,0.9256,0.9412
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,43.00,770.96,4929,5280,0.9355,0.9508
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,45.30,770.96,5302,5677,0.9356,0.9530
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,47.50,770.96,5636,6082,0.9281,0.9494
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,49.70,770.96,6040,6511,0.9288,0.9515
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,51.90,770.96,6441,6944,0.9285,0.9528
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,54.10,770.96,6814,7405,0.9212,0.9493
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,56.40,770.96,7205,7845,0.9194,0.9495
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,58.60,770.96,7590,8264,0.9195,0.9506
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,60.80,770.96,8041,8711,0.9240,0.9545
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,63.00,770.96,8400,9152,0.9186,0.9524
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,65.30,770.96,8659,9591,0.9033,0.9443
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,67.50,770.96,8919,9939,0.8977,0.9420
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,69.70,770.96,9271,10312,0.8992,0.9437
