Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration (uM),Time Point (hr),Time Interval (hr),Normalized Growth Rate Inhibition Value
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,27.48,13.3,0.0977
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,29.70,13.3,0.1182
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,31.92,13.3,0.1140
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,34.14,13.3,0.1177
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,36.36,13.3,0.1166
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,38.59,13.3,0.1044
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,40.81,13.3,0.1055
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,43.03,13.3,0.1012
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,45.25,13.3,0.1127
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,47.47,13.3,0.0864
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,49.69,13.3,0.0982
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,51.92,13.3,0.1086
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,54.14,13.3,0.0951
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,56.36,13.3,0.1148
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,58.58,13.3,0.1103
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,60.80,13.3,0.1695
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,63.02,13.3,0.1421
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,65.24,13.3,0.1559
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,67.47,13.3,0.1530
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,69.71,13.4,0.1113
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,71.94,13.4,0.1571
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,74.16,13.4,0.1052
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,76.38,13.4,0.1196
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,78.60,13.4,0.0926
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,80.82,13.4,0.1028
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,15.91,13.5,0.1432
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,16.73,13.3,0.1161
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,18.59,13.3,0.0926
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,20.81,13.3,0.0159
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,23.04,13.3,-0.0118
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,25.25,13.3,-0.0328
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,27.48,13.3,-0.0294
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,29.70,13.3,-0.0290
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,31.92,13.3,-0.0595
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,34.14,13.3,-0.0344
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,36.36,13.3,-0.0324
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,38.59,13.3,-0.0418
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,40.81,13.3,-0.0618
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,43.03,13.3,-0.0651
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,45.25,13.3,-0.0802
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,47.47,13.3,-0.1100
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,49.69,13.3,-0.1606
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,51.92,13.3,-0.1576
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,54.14,13.3,-0.1842
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,56.36,13.3,-0.1942
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,58.58,13.3,-0.2202
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,60.80,13.3,-0.2483
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,63.02,13.3,-0.2366
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,65.24,13.3,-0.3088
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,67.47,13.3,-0.3174
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,69.71,13.4,-0.3708
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,71.94,13.4,-0.4700
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,74.16,13.4,-0.5134
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,76.38,13.4,-0.6260
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,78.60,13.4,-0.6115
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,80.82,13.4,-0.6670
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,15.91,13.5,0.9737
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,16.73,13.3,1.0097
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,18.59,13.3,0.9442
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,20.81,13.3,0.9870
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,23.04,13.3,0.9886
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,25.25,13.3,1.0178
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,27.48,13.3,1.0664
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,29.70,13.3,1.0507
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,31.92,13.3,1.0526
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,34.14,13.3,1.0117
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,36.36,13.3,1.0596
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,38.59,13.3,1.0139
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,40.81,13.3,1.0191
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,43.03,13.3,1.0550
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,45.25,13.3,1.0743
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,47.47,13.3,1.0707
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,49.69,13.3,1.0774
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,51.92,13.3,1.1127
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,54.14,13.3,1.0548
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,56.36,13.3,1.0701
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,58.58,13.3,1.0712
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,60.80,13.3,1.1665
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,63.02,13.3,1.1599
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,65.24,13.3,1.2493
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,67.47,13.3,1.2898
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,69.71,13.4,1.3255
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,71.94,13.4,1.4604
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,74.16,13.4,1.4747
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,76.38,13.4,1.5213
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,78.60,13.4,1.5664
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,80.82,13.4,1.7651
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,15.91,13.5,0.9980
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,16.73,13.3,1.0194
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,18.59,13.3,1.0004
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,20.81,13.3,0.9979
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,23.04,13.3,1.0045
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,25.25,13.3,1.0211
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,27.48,13.3,1.0062
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,29.70,13.3,0.9743
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,31.92,13.3,0.9926
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,34.14,13.3,1.0129
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,36.36,13.3,0.9871
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,38.59,13.3,0.9656
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,40.81,13.3,0.9739
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,43.03,13.3,0.9694
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,45.25,13.3,0.9806
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,47.47,13.3,0.9405
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,49.69,13.3,0.9486
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,51.92,13.3,0.9596
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,54.14,13.3,0.9314
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,56.36,13.3,0.9386
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,58.58,13.3,0.9615
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,60.80,13.3,1.0154
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,63.02,13.3,0.9733
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,65.24,13.3,0.9412
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,67.47,13.3,0.9272
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,69.71,13.4,0.9912
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,71.94,13.4,0.9539
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,74.16,13.4,0.9195
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,76.38,13.4,0.8659
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,78.60,13.4,0.9259
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,80.82,13.4,0.8938
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,15.91,13.5,0.9148
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,16.73,13.3,0.9669
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,18.59,13.3,0.9880
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,20.81,13.3,0.9801
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,23.04,13.3,0.9676
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,25.25,13.3,1.0000
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,27.48,13.3,0.9989
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,29.70,13.3,1.0044
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,31.92,13.3,0.9981
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,34.14,13.3,0.9788
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,36.36,13.3,1.0083
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,38.59,13.3,0.9756
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,40.81,13.3,0.9766
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,43.03,13.3,0.9703
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,45.25,13.3,0.9790
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,47.47,13.3,0.9719
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,49.69,13.3,0.9320
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,51.92,13.3,0.9341
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,54.14,13.3,0.9355
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,56.36,13.3,0.8926
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,58.58,13.3,0.8881
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,60.80,13.3,0.8835
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,63.02,13.3,0.8755
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,65.24,13.3,0.8657
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,67.47,13.3,0.8564
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,69.71,13.4,0.8564
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,71.94,13.4,0.8213
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,74.16,13.4,0.8056
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,76.38,13.4,0.7736
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,78.60,13.4,0.7848
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,80.82,13.4,0.6597
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,15.91,13.5,0.9678
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,16.73,13.3,0.9497
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,18.59,13.3,0.9693
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,20.81,13.3,0.9646
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,23.04,13.3,0.9724
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,25.25,13.3,0.9699
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,27.48,13.3,0.9523
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,29.70,13.3,0.9582
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,31.92,13.3,0.9418
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,34.14,13.3,0.9347
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,36.36,13.3,0.9489
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,38.59,13.3,0.9212
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,40.81,13.3,0.9578
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,43.03,13.3,0.9263
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,45.25,13.3,0.9642
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,47.47,13.3,0.9327
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,49.69,13.3,0.9192
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,51.92,13.3,0.9527
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,54.14,13.3,0.9295
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,56.36,13.3,0.9853
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,58.58,13.3,0.9554
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,60.80,13.3,1.0276
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,63.02,13.3,0.9978
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,65.24,13.3,0.9704
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,67.47,13.3,0.9835
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,69.71,13.4,0.9883
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,71.94,13.4,0.9836
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,74.16,13.4,1.0114
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,76.38,13.4,1.0368
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,78.60,13.4,1.0669
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,80.82,13.4,1.0804
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,15.91,13.5,0.9047
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,16.73,13.3,0.9701
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,18.59,13.3,0.9106
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,20.81,13.3,0.9578
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,23.04,13.3,0.9781
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,25.25,13.3,0.9627
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,27.48,13.3,0.9718
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,29.70,13.3,0.9639
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,31.92,13.3,0.9527
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,34.14,13.3,0.9513
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,36.36,13.3,0.9223
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,38.59,13.3,0.9638
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,40.81,13.3,0.9472
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,43.03,13.3,0.9539
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,45.25,13.3,0.9897
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,47.47,13.3,0.9837
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,49.69,13.3,1.0048
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,51.92,13.3,0.9841
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,54.14,13.3,0.9646
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,56.36,13.3,0.9983
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,58.58,13.3,1.0445
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,60.80,13.3,1.1165
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,63.02,13.3,1.0617
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,65.24,13.3,1.1161
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,67.47,13.3,1.2410
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,69.71,13.4,1.2279
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,71.94,13.4,1.2757
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,74.16,13.4,1.3020
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,76.38,13.4,1.5016
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,78.60,13.4,1.4617
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,80.82,13.4,1.4148
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,15.91,13.5,0.9361
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,16.73,13.3,0.8731
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,18.59,13.3,0.8953
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,20.81,13.3,0.9033
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,23.04,13.3,0.8794
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,25.25,13.3,0.8976
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,27.48,13.3,0.8948
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,29.70,13.3,0.8977
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,31.92,13.3,0.9099
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,34.14,13.3,0.8865
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,36.36,13.3,0.8909
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,38.59,13.3,0.8998
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,40.81,13.3,0.9397
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,43.03,13.3,0.9364
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,45.25,13.3,0.9583
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,47.47,13.3,0.9666
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,49.69,13.3,1.0023
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,51.92,13.3,0.9925
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,54.14,13.3,0.9856
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,56.36,13.3,1.0042
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,58.58,13.3,1.0088
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,60.80,13.3,1.0366
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,63.02,13.3,1.0101
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,65.24,13.3,1.0235
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,67.47,13.3,1.1343
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,69.71,13.4,1.1848
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,71.94,13.4,1.2379
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,74.16,13.4,1.2584
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,76.38,13.4,1.4347
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,78.60,13.4,1.4482
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,80.82,13.4,1.4225
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,15.91,13.5,0.8608
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,16.73,13.3,0.9225
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,18.59,13.3,0.8818
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,20.81,13.3,0.8469
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,23.04,13.3,0.8410
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,25.25,13.3,0.8976
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,27.48,13.3,0.8862
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,29.70,13.3,0.8752
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,31.92,13.3,0.8364
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,34.14,13.3,0.8378
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,36.36,13.3,0.8127
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,38.59,13.3,0.7789
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,40.81,13.3,0.8196
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,43.03,13.3,0.8050
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,45.25,13.3,0.8563
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,47.47,13.3,0.8493
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,49.69,13.3,0.8460
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,51.92,13.3,0.8529
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,54.14,13.3,0.8331
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,56.36,13.3,0.8976
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,58.58,13.3,0.9295
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,60.80,13.3,0.9472
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,63.02,13.3,0.9933
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,65.24,13.3,1.0355
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,67.47,13.3,1.1032
