Cell Line HMS LINCS ID,Cell Line Name,Unclassified Perturbagen HMS LINCS ID,Unclassified Perturbagen Name,Protein HMS LINCS ID,Protein Name,Image,Protein Ligand Concentration,Conc unit,Time,Time unit,Measured Protein,Measured Protein Value
50105-2,BT-20,,,200866,IL-2,24420,1,ng/ml,90,minute,pSTAT1,128.601
50105-2,BT-20,,,200866,IL-2,24348,100,ng/ml,90,minute,pSTAT1,129.048
50105-2,BT-20,,,200866,IL-2,24288,1,ng/ml,10,minute,pSTAT3,148.073
50105-2,BT-20,,,200866,IL-2,24352,100,ng/ml,10,minute,pSTAT3,177.355
50105-2,BT-20,,,200866,IL-2,24468,1,ng/ml,30,minute,pSTAT3,148.350
50105-2,BT-20,,,200866,IL-2,24444,100,ng/ml,30,minute,pSTAT3,158.672
50105-2,BT-20,,,200866,IL-2,24388,1,ng/ml,90,minute,pSTAT3,166.434
50105-2,BT-20,,,200866,IL-2,24380,100,ng/ml,90,minute,pSTAT3,185.711
50106-2,BT-474,,,200866,IL-2,53459,1,ng/ml,10,minute,NF-kB,1.098
50106-2,BT-474,,,200866,IL-2,53675,100,ng/ml,10,minute,NF-kB,1.023
50106-2,BT-474,,,200866,IL-2,53651,1,ng/ml,30,minute,NF-kB,1.396
50106-2,BT-474,,,200866,IL-2,53575,100,ng/ml,30,minute,NF-kB,1.180
50106-2,BT-474,,,200866,IL-2,53691,1,ng/ml,90,minute,NF-kB,1.219
50106-2,BT-474,,,200866,IL-2,53663,100,ng/ml,90,minute,NF-kB,1.292
50106-2,BT-474,,,200866,IL-2,53687,1,ng/ml,10,minute,pErk,289.156
50106-2,BT-474,,,200866,IL-2,53615,100,ng/ml,10,minute,pErk,269.530
50106-2,BT-474,,,200866,IL-2,53579,1,ng/ml,30,minute,pErk,320.157
50106-2,BT-474,,,200866,IL-2,53731,100,ng/ml,30,minute,pErk,271.291
50106-2,BT-474,,,200866,IL-2,53627,1,ng/ml,90,minute,pErk,294.954
50106-2,BT-474,,,200866,IL-2,53795,100,ng/ml,90,minute,pErk,264.436
50106-2,BT-474,,,200866,IL-2,53104,1,ng/ml,10,minute,pSTAT1,123.983
50106-2,BT-474,,,200866,IL-2,53064,100,ng/ml,10,minute,pSTAT1,132.464
50106-2,BT-474,,,200866,IL-2,53092,1,ng/ml,30,minute,pSTAT1,110.934
50106-2,BT-474,,,200866,IL-2,53084,100,ng/ml,30,minute,pSTAT1,128.811
50106-2,BT-474,,,200866,IL-2,53308,1,ng/ml,90,minute,pSTAT1,128.562
50106-2,BT-474,,,200866,IL-2,53172,100,ng/ml,90,minute,pSTAT1,124.253
50106-2,BT-474,,,200866,IL-2,53056,1,ng/ml,10,minute,pSTAT3,63.231
50106-2,BT-474,,,200866,IL-2,53343,100,ng/ml,10,minute,pSTAT3,64.119
50106-2,BT-474,,,200866,IL-2,53375,1,ng/ml,30,minute,pSTAT3,62.726
50106-2,BT-474,,,200866,IL-2,53383,100,ng/ml,30,minute,pSTAT3,62.869
50106-2,BT-474,,,200866,IL-2,53423,1,ng/ml,90,minute,pSTAT3,66.735
50106-2,BT-474,,,200866,IL-2,53427,100,ng/ml,90,minute,pSTAT3,75.747
50107-2,BT-483,,,200866,IL-2,41763,1,ng/ml,10,minute,NF-kB,1.268
50107-2,BT-483,,,200866,IL-2,41560,100,ng/ml,10,minute,NF-kB,1.223
50107-2,BT-483,,,200866,IL-2,41587,1,ng/ml,30,minute,NF-kB,1.185
50107-2,BT-483,,,200866,IL-2,41879,100,ng/ml,30,minute,NF-kB,1.144
50107-2,BT-483,,,200866,IL-2,41759,1,ng/ml,90,minute,NF-kB,1.149
50107-2,BT-483,,,200866,IL-2,41639,100,ng/ml,90,minute,NF-kB,1.161
50107-2,BT-483,,,200866,IL-2,41751,1,ng/ml,10,minute,pErk,948.520
50107-2,BT-483,,,200866,IL-2,41568,100,ng/ml,10,minute,pErk,873.418
50107-2,BT-483,,,200866,IL-2,41871,1,ng/ml,30,minute,pErk,1032.043
50107-2,BT-483,,,200866,IL-2,41799,100,ng/ml,30,minute,pErk,978.615
50107-2,BT-483,,,200866,IL-2,41564,1,ng/ml,90,minute,pErk,895.311
50107-2,BT-483,,,200866,IL-2,41607,100,ng/ml,90,minute,pErk,828.199
50107-2,BT-483,,,200866,IL-2,42143,1,ng/ml,10,minute,pSTAT1,251.228
50107-2,BT-483,,,200866,IL-2,41920,100,ng/ml,10,minute,pSTAT1,278.675
50107-2,BT-483,,,200866,IL-2,42151,1,ng/ml,30,minute,pSTAT1,268.546
50107-2,BT-483,,,200866,IL-2,42187,100,ng/ml,30,minute,pSTAT1,274.981
50107-2,BT-483,,,200866,IL-2,42027,1,ng/ml,90,minute,pSTAT1,287.925
50107-2,BT-483,,,200866,IL-2,41964,100,ng/ml,90,minute,pSTAT1,286.992
50107-2,BT-483,,,200866,IL-2,41956,1,ng/ml,10,minute,pSTAT3,104.766
50107-2,BT-483,,,200866,IL-2,41932,100,ng/ml,10,minute,pSTAT3,104.482
50107-2,BT-483,,,200866,IL-2,42031,1,ng/ml,30,minute,pSTAT3,96.363
50107-2,BT-483,,,200866,IL-2,42227,100,ng/ml,30,minute,pSTAT3,97.600
50107-2,BT-483,,,200866,IL-2,42111,1,ng/ml,90,minute,pSTAT3,93.037
50107-2,BT-483,,,200866,IL-2,42135,100,ng/ml,90,minute,pSTAT3,117.844
50108-2,BT-549,,,200866,IL-2,46548,1,ng/ml,10,minute,NF-kB,0.909
50108-2,BT-549,,,200866,IL-2,46719,100,ng/ml,10,minute,NF-kB,0.964
50108-2,BT-549,,,200866,IL-2,46891,1,ng/ml,30,minute,NF-kB,0.923
50108-2,BT-549,,,200866,IL-2,46775,100,ng/ml,30,minute,NF-kB,1.039
50108-2,BT-549,,,200866,IL-2,46819,1,ng/ml,90,minute,NF-kB,0.988
50108-2,BT-549,,,200866,IL-2,46619,100,ng/ml,90,minute,NF-kB,0.970
50108-2,BT-549,,,200866,IL-2,46751,1,ng/ml,10,minute,pErk,216.359
50108-2,BT-549,,,200866,IL-2,46839,100,ng/ml,10,minute,pErk,209.012
50108-2,BT-549,,,200866,IL-2,46871,1,ng/ml,30,minute,pErk,216.399
50108-2,BT-549,,,200866,IL-2,46627,100,ng/ml,30,minute,pErk,209.144
50108-2,BT-549,,,200866,IL-2,46695,1,ng/ml,90,minute,pErk,205.473
50108-2,BT-549,,,200866,IL-2,46528,100,ng/ml,90,minute,pErk,220.273
50108-2,BT-549,,,200866,IL-2,46244,1,ng/ml,10,minute,pSTAT1,103.711
50108-2,BT-549,,,200866,IL-2,46312,100,ng/ml,10,minute,pSTAT1,119.113
50108-2,BT-549,,,200866,IL-2,46384,1,ng/ml,30,minute,pSTAT1,103.430
50108-2,BT-549,,,200866,IL-2,46448,100,ng/ml,30,minute,pSTAT1,124.512
50108-2,BT-549,,,200866,IL-2,46471,1,ng/ml,90,minute,pSTAT1,117.274
50108-2,BT-549,,,200866,IL-2,46196,100,ng/ml,90,minute,pSTAT1,115.350
50108-2,BT-549,,,200866,IL-2,46180,1,ng/ml,10,minute,pSTAT3,160.723
50108-2,BT-549,,,200866,IL-2,46495,100,ng/ml,10,minute,pSTAT3,156.984
50108-2,BT-549,,,200866,IL-2,46252,1,ng/ml,30,minute,pSTAT3,152.333
50108-2,BT-549,,,200866,IL-2,46240,100,ng/ml,30,minute,pSTAT3,161.893
50108-2,BT-549,,,200866,IL-2,46479,1,ng/ml,90,minute,pSTAT3,150.529
50108-2,BT-549,,,200866,IL-2,46515,100,ng/ml,90,minute,pSTAT3,138.190
50131-2,CAMA-1,,,200866,IL-2,11180,1,ng/ml,10,minute,NF-kB,1.622
50131-2,CAMA-1,,,200866,IL-2,10992,100,ng/ml,10,minute,NF-kB,1.546
50131-2,CAMA-1,,,200866,IL-2,11056,1,ng/ml,30,minute,NF-kB,1.638
50131-2,CAMA-1,,,200866,IL-2,11140,100,ng/ml,30,minute,NF-kB,1.579
50131-2,CAMA-1,,,200866,IL-2,11040,1,ng/ml,90,minute,NF-kB,1.610
50131-2,CAMA-1,,,200866,IL-2,10892,100,ng/ml,90,minute,NF-kB,1.481
50131-2,CAMA-1,,,200866,IL-2,10924,1,ng/ml,10,minute,pErk,806.602
50131-2,CAMA-1,,,200866,IL-2,11044,100,ng/ml,10,minute,pErk,854.220
50131-2,CAMA-1,,,200866,IL-2,11212,1,ng/ml,30,minute,pErk,925.976
50131-2,CAMA-1,,,200866,IL-2,11008,100,ng/ml,30,minute,pErk,852.068
50131-2,CAMA-1,,,200866,IL-2,11116,1,ng/ml,90,minute,pErk,883.906
50131-2,CAMA-1,,,200866,IL-2,11216,100,ng/ml,90,minute,pErk,818.454
50131-2,CAMA-1,,,200866,IL-2,10512,1,ng/ml,10,minute,pSTAT1,301.431
50131-2,CAMA-1,,,200866,IL-2,10732,100,ng/ml,10,minute,pSTAT1,642.651
50131-2,CAMA-1,,,200866,IL-2,10704,1,ng/ml,30,minute,pSTAT1,237.496
50131-2,CAMA-1,,,200866,IL-2,10736,100,ng/ml,30,minute,pSTAT1,257.447
50131-2,CAMA-1,,,200866,IL-2,10796,1,ng/ml,90,minute,pSTAT1,250.924
50131-2,CAMA-1,,,200866,IL-2,10768,100,ng/ml,90,minute,pSTAT1,250.192
50131-2,CAMA-1,,,200866,IL-2,10632,1,ng/ml,10,minute,pSTAT3,109.130
50131-2,CAMA-1,,,200866,IL-2,10820,100,ng/ml,10,minute,pSTAT3,53.532
50131-2,CAMA-1,,,200866,IL-2,10656,1,ng/ml,30,minute,pSTAT3,53.097
50131-2,CAMA-1,,,200866,IL-2,10824,100,ng/ml,30,minute,pSTAT3,33.372
50131-2,CAMA-1,,,200866,IL-2,10528,1,ng/ml,90,minute,pSTAT3,41.109
50131-2,CAMA-1,,,200866,IL-2,10472,100,ng/ml,90,minute,pSTAT3,71.999
50578-2,HCC1187,,,200866,IL-2,13436,1,ng/ml,10,minute,NF-kB,2.693
50578-2,HCC1187,,,200866,IL-2,13512,100,ng/ml,10,minute,NF-kB,2.572
50578-2,HCC1187,,,200866,IL-2,13316,1,ng/ml,30,minute,NF-kB,2.841
50578-2,HCC1187,,,200866,IL-2,13372,100,ng/ml,30,minute,NF-kB,3.954
50578-2,HCC1187,,,200866,IL-2,13216,1,ng/ml,90,minute,NF-kB,2.872
50578-2,HCC1187,,,200866,IL-2,13192,100,ng/ml,90,minute,NF-kB,2.579
50578-2,HCC1187,,,200866,IL-2,13452,1,ng/ml,10,minute,pErk,502.854
50578-2,HCC1187,,,200866,IL-2,13412,100,ng/ml,10,minute,pErk,827.365
50578-2,HCC1187,,,200866,IL-2,13280,1,ng/ml,30,minute,pErk,852.293
50578-2,HCC1187,,,200866,IL-2,13460,100,ng/ml,30,minute,pErk,768.499
50578-2,HCC1187,,,200866,IL-2,13220,1,ng/ml,90,minute,pErk,773.273
50578-2,HCC1187,,,200866,IL-2,13496,100,ng/ml,90,minute,pErk,837.345
50578-2,HCC1187,,,200866,IL-2,13004,1,ng/ml,10,minute,pSTAT1,195.140
50578-2,HCC1187,,,200866,IL-2,13080,100,ng/ml,10,minute,pSTAT1,216.130
50578-2,HCC1187,,,200866,IL-2,12972,1,ng/ml,30,minute,pSTAT1,227.952
50578-2,HCC1187,,,200866,IL-2,12848,100,ng/ml,30,minute,pSTAT1,184.514
50578-2,HCC1187,,,200866,IL-2,13108,1,ng/ml,90,minute,pSTAT1,186.726
50578-2,HCC1187,,,200866,IL-2,12920,100,ng/ml,90,minute,pSTAT1,195.424
50578-2,HCC1187,,,200866,IL-2,12852,1,ng/ml,10,minute,pSTAT3,104.196
50578-2,HCC1187,,,200866,IL-2,13056,100,ng/ml,10,minute,pSTAT3,97.392
50578-2,HCC1187,,,200866,IL-2,13112,1,ng/ml,30,minute,pSTAT3,102.921
50578-2,HCC1187,,,200866,IL-2,12956,100,ng/ml,30,minute,pSTAT3,104.854
50578-2,HCC1187,,,200866,IL-2,12864,1,ng/ml,90,minute,pSTAT3,109.001
50578-2,HCC1187,,,200866,IL-2,13044,100,ng/ml,90,minute,pSTAT3,99.568
50206-2,HCC1395,,,200866,IL-2,36802,1,ng/ml,10,minute,NF-kB,1.449
50206-2,HCC1395,,,200866,IL-2,36870,100,ng/ml,10,minute,NF-kB,1.482
50206-2,HCC1395,,,200866,IL-2,36722,1,ng/ml,30,minute,NF-kB,1.379
50206-2,HCC1395,,,200866,IL-2,36838,100,ng/ml,30,minute,NF-kB,1.326
50206-2,HCC1395,,,200866,IL-2,36854,1,ng/ml,90,minute,NF-kB,1.762
50206-2,HCC1395,,,200866,IL-2,36886,100,ng/ml,90,minute,NF-kB,1.259
50206-2,HCC1395,,,200866,IL-2,36726,1,ng/ml,10,minute,pErk,440.101
50206-2,HCC1395,,,200866,IL-2,36634,100,ng/ml,10,minute,pErk,483.551
50206-2,HCC1395,,,200866,IL-2,36806,1,ng/ml,30,minute,pErk,464.073
50206-2,HCC1395,,,200866,IL-2,36878,100,ng/ml,30,minute,pErk,488.322
50206-2,HCC1395,,,200866,IL-2,36694,1,ng/ml,90,minute,pErk,457.934
50206-2,HCC1395,,,200866,IL-2,36750,100,ng/ml,90,minute,pErk,388.302
50206-2,HCC1395,,,200866,IL-2,36282,1,ng/ml,10,minute,pSTAT1,257.309
50206-2,HCC1395,,,200866,IL-2,36286,100,ng/ml,10,minute,pSTAT1,222.556
50206-2,HCC1395,,,200866,IL-2,36250,1,ng/ml,30,minute,pSTAT1,218.220
50206-2,HCC1395,,,200866,IL-2,36258,100,ng/ml,30,minute,pSTAT1,234.638
50206-2,HCC1395,,,200866,IL-2,36218,1,ng/ml,90,minute,pSTAT1,240.126
50206-2,HCC1395,,,200866,IL-2,36358,100,ng/ml,90,minute,pSTAT1,253.484
50206-2,HCC1395,,,200866,IL-2,36366,1,ng/ml,10,minute,pSTAT3,160.835
50206-2,HCC1395,,,200866,IL-2,36478,100,ng/ml,10,minute,pSTAT3,167.122
50206-2,HCC1395,,,200866,IL-2,36466,1,ng/ml,30,minute,pSTAT3,156.108
50206-2,HCC1395,,,200866,IL-2,36398,100,ng/ml,30,minute,pSTAT3,161.744
50206-2,HCC1395,,,200866,IL-2,36454,1,ng/ml,90,minute,pSTAT3,176.190
50206-2,HCC1395,,,200866,IL-2,36458,100,ng/ml,90,minute,pSTAT3,161.744
50207-2,HCC1419,,,200866,IL-2,31736,1,ng/ml,10,minute,NF-kB,1.354
50207-2,HCC1419,,,200866,IL-2,31664,100,ng/ml,10,minute,NF-kB,1.201
50207-2,HCC1419,,,200866,IL-2,31764,1,ng/ml,30,minute,NF-kB,1.103
50207-2,HCC1419,,,200866,IL-2,31880,100,ng/ml,30,minute,NF-kB,1.221
50207-2,HCC1419,,,200866,IL-2,31696,1,ng/ml,90,minute,NF-kB,1.301
50207-2,HCC1419,,,200866,IL-2,31756,100,ng/ml,90,minute,NF-kB,1.223
50207-2,HCC1419,,,200866,IL-2,31812,1,ng/ml,10,minute,pErk,2778.862
50207-2,HCC1419,,,200866,IL-2,31644,100,ng/ml,10,minute,pErk,2637.392
50207-2,HCC1419,,,200866,IL-2,31668,1,ng/ml,30,minute,pErk,2557.287
50207-2,HCC1419,,,200866,IL-2,31648,100,ng/ml,30,minute,pErk,2798.317
50207-2,HCC1419,,,200866,IL-2,31632,1,ng/ml,90,minute,pErk,2954.038
50207-2,HCC1419,,,200866,IL-2,31688,100,ng/ml,90,minute,pErk,2996.972
50207-2,HCC1419,,,200866,IL-2,31540,1,ng/ml,10,minute,pSTAT1,531.617
50207-2,HCC1419,,,200866,IL-2,31420,100,ng/ml,10,minute,pSTAT1,528.393
50207-2,HCC1419,,,200866,IL-2,31548,1,ng/ml,30,minute,pSTAT1,558.919
50207-2,HCC1419,,,200866,IL-2,31504,100,ng/ml,30,minute,pSTAT1,605.231
50207-2,HCC1419,,,200866,IL-2,31248,1,ng/ml,90,minute,pSTAT1,593.469
50207-2,HCC1419,,,200866,IL-2,31516,100,ng/ml,90,minute,pSTAT1,583.284
50207-2,HCC1419,,,200866,IL-2,31324,1,ng/ml,10,minute,pSTAT3,106.871
50207-2,HCC1419,,,200866,IL-2,31444,100,ng/ml,10,minute,pSTAT3,108.352
50207-2,HCC1419,,,200866,IL-2,31304,1,ng/ml,30,minute,pSTAT3,107.643
50207-2,HCC1419,,,200866,IL-2,31340,100,ng/ml,30,minute,pSTAT3,101.988
50207-2,HCC1419,,,200866,IL-2,31508,1,ng/ml,90,minute,pSTAT3,102.317
50207-2,HCC1419,,,200866,IL-2,31228,100,ng/ml,90,minute,pSTAT3,108.811
50208-2,HCC1428,,,200866,IL-2,51375,1,ng/ml,10,minute,NF-kB,0.695
50208-2,HCC1428,,,200866,IL-2,51307,100,ng/ml,10,minute,NF-kB,0.685
50208-2,HCC1428,,,200866,IL-2,51507,1,ng/ml,30,minute,NF-kB,0.685
50208-2,HCC1428,,,200866,IL-2,51319,100,ng/ml,30,minute,NF-kB,0.660
50208-2,HCC1428,,,200866,IL-2,51151,1,ng/ml,90,minute,NF-kB,0.694
50208-2,HCC1428,,,200866,IL-2,51187,100,ng/ml,90,minute,NF-kB,0.767
50208-2,HCC1428,,,200866,IL-2,51219,1,ng/ml,10,minute,pErk,187.377
50208-2,HCC1428,,,200866,IL-2,51443,100,ng/ml,10,minute,pErk,201.579
50208-2,HCC1428,,,200866,IL-2,51299,1,ng/ml,30,minute,pErk,197.023
50208-2,HCC1428,,,200866,IL-2,51303,100,ng/ml,30,minute,pErk,235.156
50208-2,HCC1428,,,200866,IL-2,51383,1,ng/ml,90,minute,pErk,194.724
50208-2,HCC1428,,,200866,IL-2,51263,100,ng/ml,90,minute,pErk,200.552
50208-2,HCC1428,,,200866,IL-2,50904,1,ng/ml,10,minute,pSTAT1,184.676
50208-2,HCC1428,,,200866,IL-2,50916,100,ng/ml,10,minute,pSTAT1,148.508
50208-2,HCC1428,,,200866,IL-2,51083,1,ng/ml,30,minute,pSTAT1,238.885
50208-2,HCC1428,,,200866,IL-2,50920,100,ng/ml,30,minute,pSTAT1,42.791
50208-2,HCC1428,,,200866,IL-2,50808,1,ng/ml,90,minute,pSTAT1,127.194
50208-2,HCC1428,,,200866,IL-2,50976,100,ng/ml,90,minute,pSTAT1,42.791
50208-2,HCC1428,,,200866,IL-2,51016,1,ng/ml,10,minute,pSTAT3,72.338
50208-2,HCC1428,,,200866,IL-2,50848,100,ng/ml,10,minute,pSTAT3,30.262
50208-2,HCC1428,,,200866,IL-2,50928,1,ng/ml,30,minute,pSTAT3,30.380
50208-2,HCC1428,,,200866,IL-2,51052,100,ng/ml,30,minute,pSTAT3,28.855
50208-2,HCC1428,,,200866,IL-2,50880,1,ng/ml,90,minute,pSTAT3,30.219
50208-2,HCC1428,,,200866,IL-2,50792,100,ng/ml,90,minute,pSTAT3,29.430
50579-1,HCC1500,,,200866,IL-2,49020,1,ng/ml,10,minute,NF-kB,2.306
50579-1,HCC1500,,,200866,IL-2,49040,100,ng/ml,10,minute,NF-kB,2.008
50579-1,HCC1500,,,200866,IL-2,48940,1,ng/ml,30,minute,NF-kB,2.152
50579-1,HCC1500,,,200866,IL-2,49191,100,ng/ml,30,minute,NF-kB,2.235
50579-1,HCC1500,,,200866,IL-2,49064,1,ng/ml,90,minute,NF-kB,2.474
50579-1,HCC1500,,,200866,IL-2,48964,100,ng/ml,90,minute,NF-kB,3.072
50579-1,HCC1500,,,200866,IL-2,48980,1,ng/ml,10,minute,pErk,367.395
50579-1,HCC1500,,,200866,IL-2,49032,100,ng/ml,10,minute,pErk,376.211
50579-1,HCC1500,,,200866,IL-2,49048,1,ng/ml,30,minute,pErk,384.203
50579-1,HCC1500,,,200866,IL-2,48852,100,ng/ml,30,minute,pErk,337.879
50579-1,HCC1500,,,200866,IL-2,49120,1,ng/ml,90,minute,pErk,347.841
50579-1,HCC1500,,,200866,IL-2,49124,100,ng/ml,90,minute,pErk,342.401
50579-1,HCC1500,,,200866,IL-2,48448,1,ng/ml,10,minute,pSTAT1,226.664
50579-1,HCC1500,,,200866,IL-2,48460,100,ng/ml,10,minute,pSTAT1,266.924
50579-1,HCC1500,,,200866,IL-2,48452,1,ng/ml,30,minute,pSTAT1,224.622
50579-1,HCC1500,,,200866,IL-2,48464,100,ng/ml,30,minute,pSTAT1,233.756
50579-1,HCC1500,,,200866,IL-2,48768,1,ng/ml,90,minute,pSTAT1,236.192
50579-1,HCC1500,,,200866,IL-2,48660,100,ng/ml,90,minute,pSTAT1,227.012
50579-1,HCC1500,,,200866,IL-2,48508,1,ng/ml,10,minute,pSTAT3,82.781
50579-1,HCC1500,,,200866,IL-2,48680,100,ng/ml,10,minute,pSTAT3,80.611
50579-1,HCC1500,,,200866,IL-2,48732,1,ng/ml,30,minute,pSTAT3,78.089
50579-1,HCC1500,,,200866,IL-2,48799,100,ng/ml,30,minute,pSTAT3,80.014
50579-1,HCC1500,,,200866,IL-2,48784,1,ng/ml,90,minute,pSTAT3,74.168
50579-1,HCC1500,,,200866,IL-2,48728,100,ng/ml,90,minute,pSTAT3,74.630
50210-2,HCC1569,,,200866,IL-2,22400,1,ng/ml,10,minute,NF-kB,1.041
50210-2,HCC1569,,,200866,IL-2,22680,100,ng/ml,10,minute,NF-kB,1.189
50210-2,HCC1569,,,200866,IL-2,22384,1,ng/ml,30,minute,NF-kB,1.018
50210-2,HCC1569,,,200866,IL-2,22436,100,ng/ml,30,minute,NF-kB,1.094
50210-2,HCC1569,,,200866,IL-2,22688,1,ng/ml,90,minute,NF-kB,0.976
50210-2,HCC1569,,,200866,IL-2,22624,100,ng/ml,90,minute,NF-kB,1.329
50210-2,HCC1569,,,200866,IL-2,22612,1,ng/ml,10,minute,pErk,433.722
50210-2,HCC1569,,,200866,IL-2,22596,100,ng/ml,10,minute,pErk,448.642
50210-2,HCC1569,,,200866,IL-2,22444,1,ng/ml,30,minute,pErk,458.911
50210-2,HCC1569,,,200866,IL-2,22604,100,ng/ml,30,minute,pErk,446.034
50210-2,HCC1569,,,200866,IL-2,22520,1,ng/ml,90,minute,pErk,486.744
50210-2,HCC1569,,,200866,IL-2,22504,100,ng/ml,90,minute,pErk,412.141
50210-2,HCC1569,,,200866,IL-2,22104,1,ng/ml,10,minute,pSTAT1,224.882
50210-2,HCC1569,,,200866,IL-2,22284,100,ng/ml,10,minute,pSTAT1,212.934
50210-2,HCC1569,,,200866,IL-2,22128,1,ng/ml,30,minute,pSTAT1,225.610
50210-2,HCC1569,,,200866,IL-2,22028,100,ng/ml,30,minute,pSTAT1,227.846
50210-2,HCC1569,,,200866,IL-2,22056,1,ng/ml,90,minute,pSTAT1,255.523
50210-2,HCC1569,,,200866,IL-2,22036,100,ng/ml,90,minute,pSTAT1,224.682
50210-2,HCC1569,,,200866,IL-2,22272,1,ng/ml,10,minute,pSTAT3,247.777
50210-2,HCC1569,,,200866,IL-2,21996,100,ng/ml,10,minute,pSTAT3,265.001
50210-2,HCC1569,,,200866,IL-2,22296,1,ng/ml,30,minute,pSTAT3,250.522
50210-2,HCC1569,,,200866,IL-2,22176,100,ng/ml,30,minute,pSTAT3,248.732
50210-2,HCC1569,,,200866,IL-2,22248,1,ng/ml,90,minute,pSTAT3,261.391
50210-2,HCC1569,,,200866,IL-2,22040,100,ng/ml,90,minute,pSTAT3,293.895
50211-2,HCC1806,,,200866,IL-2,8952,1,ng/ml,10,minute,NF-kB,1.115
50211-2,HCC1806,,,200866,IL-2,8940,100,ng/ml,10,minute,NF-kB,1.090
50211-2,HCC1806,,,200866,IL-2,8996,1,ng/ml,30,minute,NF-kB,1.094
50211-2,HCC1806,,,200866,IL-2,9280,100,ng/ml,30,minute,NF-kB,1.080
50211-2,HCC1806,,,200866,IL-2,9024,1,ng/ml,90,minute,NF-kB,1.082
50211-2,HCC1806,,,200866,IL-2,9212,100,ng/ml,90,minute,NF-kB,1.096
50211-2,HCC1806,,,200866,IL-2,9048,1,ng/ml,10,minute,pErk,663.211
50211-2,HCC1806,,,200866,IL-2,9040,100,ng/ml,10,minute,pErk,699.125
50211-2,HCC1806,,,200866,IL-2,9032,1,ng/ml,30,minute,pErk,670.059
50211-2,HCC1806,,,200866,IL-2,9016,100,ng/ml,30,minute,pErk,723.351
50211-2,HCC1806,,,200866,IL-2,9068,1,ng/ml,90,minute,pErk,650.530
50211-2,HCC1806,,,200866,IL-2,9244,100,ng/ml,90,minute,pErk,654.814
50211-2,HCC1806,,,200866,IL-2,8744,1,ng/ml,10,minute,pSTAT1,106.067
50211-2,HCC1806,,,200866,IL-2,8840,100,ng/ml,10,minute,pSTAT1,113.655
50211-2,HCC1806,,,200866,IL-2,8556,1,ng/ml,30,minute,pSTAT1,112.123
50211-2,HCC1806,,,200866,IL-2,8644,100,ng/ml,30,minute,pSTAT1,135.599
50211-2,HCC1806,,,200866,IL-2,8632,1,ng/ml,90,minute,pSTAT1,113.644
50211-2,HCC1806,,,200866,IL-2,8900,100,ng/ml,90,minute,pSTAT1,109.946
50211-2,HCC1806,,,200866,IL-2,8756,1,ng/ml,10,minute,pSTAT3,43.534
50211-2,HCC1806,,,200866,IL-2,8640,100,ng/ml,10,minute,pSTAT3,49.003
50211-2,HCC1806,,,200866,IL-2,8816,1,ng/ml,30,minute,pSTAT3,44.937
50211-2,HCC1806,,,200866,IL-2,8764,100,ng/ml,30,minute,pSTAT3,45.337
50211-2,HCC1806,,,200866,IL-2,8712,1,ng/ml,90,minute,pSTAT3,44.375
50211-2,HCC1806,,,200866,IL-2,8732,100,ng/ml,90,minute,pSTAT3,41.775
50212-2,HCC1937,,,200866,IL-2,34096,1,ng/ml,10,minute,NF-kB,0.947
50212-2,HCC1937,,,200866,IL-2,33972,100,ng/ml,10,minute,NF-kB,0.981
50212-2,HCC1937,,,200866,IL-2,34224,1,ng/ml,30,minute,NF-kB,0.998
50212-2,HCC1937,,,200866,IL-2,33896,100,ng/ml,30,minute,NF-kB,1.034
50212-2,HCC1937,,,200866,IL-2,33980,1,ng/ml,90,minute,NF-kB,1.045
50212-2,HCC1937,,,200866,IL-2,33880,100,ng/ml,90,minute,NF-kB,0.993
50212-2,HCC1937,,,200866,IL-2,34176,1,ng/ml,10,minute,pErk,201.329
50212-2,HCC1937,,,200866,IL-2,34004,100,ng/ml,10,minute,pErk,215.954
50212-2,HCC1937,,,200866,IL-2,34156,1,ng/ml,30,minute,pErk,208.542
50212-2,HCC1937,,,200866,IL-2,34196,100,ng/ml,30,minute,pErk,193.774
50212-2,HCC1937,,,200866,IL-2,33952,1,ng/ml,90,minute,pErk,154.082
50212-2,HCC1937,,,200866,IL-2,34068,100,ng/ml,90,minute,pErk,212.407
50212-2,HCC1937,,,200866,IL-2,33860,1,ng/ml,10,minute,pSTAT1,129.409
50212-2,HCC1937,,,200866,IL-2,33700,100,ng/ml,10,minute,pSTAT1,146.549
50212-2,HCC1937,,,200866,IL-2,33784,1,ng/ml,30,minute,pSTAT1,163.326
50212-2,HCC1937,,,200866,IL-2,33564,100,ng/ml,30,minute,pSTAT1,152.673
50212-2,HCC1937,,,200866,IL-2,33800,1,ng/ml,90,minute,pSTAT1,140.066
50212-2,HCC1937,,,200866,IL-2,33788,100,ng/ml,90,minute,pSTAT1,139.971
50212-2,HCC1937,,,200866,IL-2,33708,1,ng/ml,10,minute,pSTAT3,81.618
50212-2,HCC1937,,,200866,IL-2,33772,100,ng/ml,10,minute,pSTAT3,88.546
50212-2,HCC1937,,,200866,IL-2,33612,1,ng/ml,30,minute,pSTAT3,90.710
50212-2,HCC1937,,,200866,IL-2,33732,100,ng/ml,30,minute,pSTAT3,93.328
50212-2,HCC1937,,,200866,IL-2,33620,1,ng/ml,90,minute,pSTAT3,81.131
50212-2,HCC1937,,,200866,IL-2,33664,100,ng/ml,90,minute,pSTAT3,85.821
