Cell Line HMS LINCS ID,Cell Line Name,Unclassified Perturbagen HMS LINCS ID,Unclassified Perturbagen Name,Protein HMS LINCS ID,Protein Name,Image,Protein Ligand Concentration,Conc unit,Time,Time unit,Measured Protein,Measured Protein Value
50131-2,CAMA-1,,,200869,IFN-gamma,10752,100,ng/ml,10,minute,pSTAT3,88.264
50131-2,CAMA-1,,,200869,IFN-gamma,10592,1,ng/ml,30,minute,pSTAT3,85.897
50131-2,CAMA-1,,,200869,IFN-gamma,10556,100,ng/ml,30,minute,pSTAT3,84.518
50131-2,CAMA-1,,,200869,IFN-gamma,10628,1,ng/ml,90,minute,pSTAT3,119.960
50131-2,CAMA-1,,,200869,IFN-gamma,10672,100,ng/ml,90,minute,pSTAT3,164.973
50578-2,HCC1187,,,200869,IFN-gamma,13248,1,ng/ml,10,minute,NF-kB,2.324
50578-2,HCC1187,,,200869,IFN-gamma,13360,100,ng/ml,10,minute,NF-kB,4.421
50578-2,HCC1187,,,200869,IFN-gamma,13332,1,ng/ml,30,minute,NF-kB,2.445
50578-2,HCC1187,,,200869,IFN-gamma,13504,100,ng/ml,30,minute,NF-kB,2.376
50578-2,HCC1187,,,200869,IFN-gamma,13336,1,ng/ml,90,minute,NF-kB,2.493
50578-2,HCC1187,,,200869,IFN-gamma,13408,100,ng/ml,90,minute,NF-kB,2.360
50578-2,HCC1187,,,200869,IFN-gamma,13264,1,ng/ml,10,minute,pErk,732.965
50578-2,HCC1187,,,200869,IFN-gamma,13296,100,ng/ml,10,minute,pErk,844.260
50578-2,HCC1187,,,200869,IFN-gamma,13344,1,ng/ml,30,minute,pErk,801.613
50578-2,HCC1187,,,200869,IFN-gamma,13432,100,ng/ml,30,minute,pErk,1005.330
50578-2,HCC1187,,,200869,IFN-gamma,13416,1,ng/ml,90,minute,pErk,823.654
50578-2,HCC1187,,,200869,IFN-gamma,13492,100,ng/ml,90,minute,pErk,1110.318
50578-2,HCC1187,,,200869,IFN-gamma,13032,1,ng/ml,10,minute,pSTAT1,1374.291
50578-2,HCC1187,,,200869,IFN-gamma,13100,100,ng/ml,10,minute,pSTAT1,5034.217
50578-2,HCC1187,,,200869,IFN-gamma,12764,1,ng/ml,30,minute,pSTAT1,3323.789
50578-2,HCC1187,,,200869,IFN-gamma,13040,100,ng/ml,30,minute,pSTAT1,3260.550
50578-2,HCC1187,,,200869,IFN-gamma,12984,1,ng/ml,90,minute,pSTAT1,2562.834
50578-2,HCC1187,,,200869,IFN-gamma,13028,100,ng/ml,90,minute,pSTAT1,2741.023
50578-2,HCC1187,,,200869,IFN-gamma,12792,1,ng/ml,10,minute,pSTAT3,138.336
50578-2,HCC1187,,,200869,IFN-gamma,13132,100,ng/ml,10,minute,pSTAT3,344.201
50578-2,HCC1187,,,200869,IFN-gamma,12812,1,ng/ml,30,minute,pSTAT3,257.784
50578-2,HCC1187,,,200869,IFN-gamma,13084,100,ng/ml,30,minute,pSTAT3,453.261
50578-2,HCC1187,,,200869,IFN-gamma,12900,1,ng/ml,90,minute,pSTAT3,305.709
50578-2,HCC1187,,,200869,IFN-gamma,12772,100,ng/ml,90,minute,pSTAT3,378.554
50206-2,HCC1395,,,200869,IFN-gamma,36866,1,ng/ml,10,minute,NF-kB,1.212
50206-2,HCC1395,,,200869,IFN-gamma,36834,100,ng/ml,10,minute,NF-kB,1.258
50206-2,HCC1395,,,200869,IFN-gamma,36786,1,ng/ml,30,minute,NF-kB,1.317
50206-2,HCC1395,,,200869,IFN-gamma,36746,100,ng/ml,30,minute,NF-kB,1.594
50206-2,HCC1395,,,200869,IFN-gamma,36850,1,ng/ml,90,minute,NF-kB,1.563
50206-2,HCC1395,,,200869,IFN-gamma,36934,100,ng/ml,90,minute,NF-kB,1.272
50206-2,HCC1395,,,200869,IFN-gamma,36598,1,ng/ml,10,minute,pErk,481.647
50206-2,HCC1395,,,200869,IFN-gamma,36714,100,ng/ml,10,minute,pErk,524.616
50206-2,HCC1395,,,200869,IFN-gamma,36762,1,ng/ml,30,minute,pErk,462.475
50206-2,HCC1395,,,200869,IFN-gamma,36670,100,ng/ml,30,minute,pErk,490.783
50206-2,HCC1395,,,200869,IFN-gamma,36730,1,ng/ml,90,minute,pErk,458.540
50206-2,HCC1395,,,200869,IFN-gamma,36950,100,ng/ml,90,minute,pErk,462.815
50206-2,HCC1395,,,200869,IFN-gamma,36570,1,ng/ml,10,minute,pSTAT1,1111.519
50206-2,HCC1395,,,200869,IFN-gamma,36238,100,ng/ml,10,minute,pSTAT1,6617.669
50206-2,HCC1395,,,200869,IFN-gamma,36470,1,ng/ml,30,minute,pSTAT1,4309.284
50206-2,HCC1395,,,200869,IFN-gamma,36306,100,ng/ml,30,minute,pSTAT1,6847.539
50206-2,HCC1395,,,200869,IFN-gamma,36326,1,ng/ml,90,minute,pSTAT1,5009.069
50206-2,HCC1395,,,200869,IFN-gamma,36450,100,ng/ml,90,minute,pSTAT1,5921.968
50206-2,HCC1395,,,200869,IFN-gamma,36554,1,ng/ml,10,minute,pSTAT3,203.418
50206-2,HCC1395,,,200869,IFN-gamma,36334,100,ng/ml,10,minute,pSTAT3,244.163
50206-2,HCC1395,,,200869,IFN-gamma,36566,1,ng/ml,30,minute,pSTAT3,216.021
50206-2,HCC1395,,,200869,IFN-gamma,36346,100,ng/ml,30,minute,pSTAT3,278.985
50206-2,HCC1395,,,200869,IFN-gamma,36498,1,ng/ml,90,minute,pSTAT3,205.111
50206-2,HCC1395,,,200869,IFN-gamma,36298,100,ng/ml,90,minute,pSTAT3,205.765
50207-2,HCC1419,,,200869,IFN-gamma,31728,1,ng/ml,10,minute,NF-kB,1.479
50207-2,HCC1419,,,200869,IFN-gamma,31604,100,ng/ml,10,minute,NF-kB,1.327
50207-2,HCC1419,,,200869,IFN-gamma,31640,1,ng/ml,30,minute,NF-kB,1.142
50207-2,HCC1419,,,200869,IFN-gamma,31868,100,ng/ml,30,minute,NF-kB,1.294
50207-2,HCC1419,,,200869,IFN-gamma,31856,1,ng/ml,90,minute,NF-kB,1.198
50207-2,HCC1419,,,200869,IFN-gamma,31904,100,ng/ml,90,minute,NF-kB,1.301
50207-2,HCC1419,,,200869,IFN-gamma,31872,1,ng/ml,10,minute,pErk,2863.966
50207-2,HCC1419,,,200869,IFN-gamma,31864,100,ng/ml,10,minute,pErk,3078.100
50207-2,HCC1419,,,200869,IFN-gamma,31588,1,ng/ml,30,minute,pErk,2978.014
50207-2,HCC1419,,,200869,IFN-gamma,31576,100,ng/ml,30,minute,pErk,2884.966
50207-2,HCC1419,,,200869,IFN-gamma,31752,1,ng/ml,90,minute,pErk,3060.033
50207-2,HCC1419,,,200869,IFN-gamma,31908,100,ng/ml,90,minute,pErk,2856.601
50207-2,HCC1419,,,200869,IFN-gamma,31428,1,ng/ml,10,minute,pSTAT1,584.628
50207-2,HCC1419,,,200869,IFN-gamma,31496,100,ng/ml,10,minute,pSTAT1,766.686
50207-2,HCC1419,,,200869,IFN-gamma,31500,1,ng/ml,30,minute,pSTAT1,806.818
50207-2,HCC1419,,,200869,IFN-gamma,31320,100,ng/ml,30,minute,pSTAT1,1523.353
50207-2,HCC1419,,,200869,IFN-gamma,31264,1,ng/ml,90,minute,pSTAT1,1744.527
50207-2,HCC1419,,,200869,IFN-gamma,31452,100,ng/ml,90,minute,pSTAT1,2272.319
50207-2,HCC1419,,,200869,IFN-gamma,31240,1,ng/ml,10,minute,pSTAT3,111.962
50207-2,HCC1419,,,200869,IFN-gamma,31224,100,ng/ml,10,minute,pSTAT3,107.611
50207-2,HCC1419,,,200869,IFN-gamma,31488,1,ng/ml,30,minute,pSTAT3,112.706
50207-2,HCC1419,,,200869,IFN-gamma,31356,100,ng/ml,30,minute,pSTAT3,112.837
50207-2,HCC1419,,,200869,IFN-gamma,31528,1,ng/ml,90,minute,pSTAT3,108.530
50207-2,HCC1419,,,200869,IFN-gamma,31392,100,ng/ml,90,minute,pSTAT3,109.159
50208-2,HCC1428,,,200869,IFN-gamma,51399,1,ng/ml,10,minute,NF-kB,0.683
50208-2,HCC1428,,,200869,IFN-gamma,51235,100,ng/ml,10,minute,NF-kB,0.692
50208-2,HCC1428,,,200869,IFN-gamma,51447,1,ng/ml,30,minute,NF-kB,0.700
50208-2,HCC1428,,,200869,IFN-gamma,51451,100,ng/ml,30,minute,NF-kB,0.716
50208-2,HCC1428,,,200869,IFN-gamma,51291,1,ng/ml,90,minute,NF-kB,0.683
50208-2,HCC1428,,,200869,IFN-gamma,51155,100,ng/ml,90,minute,NF-kB,0.646
50208-2,HCC1428,,,200869,IFN-gamma,51135,1,ng/ml,10,minute,pErk,184.161
50208-2,HCC1428,,,200869,IFN-gamma,51471,100,ng/ml,10,minute,pErk,188.710
50208-2,HCC1428,,,200869,IFN-gamma,51163,1,ng/ml,30,minute,pErk,202.390
50208-2,HCC1428,,,200869,IFN-gamma,51167,100,ng/ml,30,minute,pErk,204.814
50208-2,HCC1428,,,200869,IFN-gamma,51431,1,ng/ml,90,minute,pErk,204.054
50208-2,HCC1428,,,200869,IFN-gamma,51247,100,ng/ml,90,minute,pErk,201.550
50208-2,HCC1428,,,200869,IFN-gamma,50912,1,ng/ml,10,minute,pSTAT1,511.637
50208-2,HCC1428,,,200869,IFN-gamma,50768,100,ng/ml,10,minute,pSTAT1,285.600
50208-2,HCC1428,,,200869,IFN-gamma,50788,1,ng/ml,30,minute,pSTAT1,181.898
50208-2,HCC1428,,,200869,IFN-gamma,51036,100,ng/ml,30,minute,pSTAT1,607.548
50208-2,HCC1428,,,200869,IFN-gamma,50844,1,ng/ml,90,minute,pSTAT1,214.421
50208-2,HCC1428,,,200869,IFN-gamma,51067,100,ng/ml,90,minute,pSTAT1,868.245
50208-2,HCC1428,,,200869,IFN-gamma,50784,1,ng/ml,10,minute,pSTAT3,28.934
50208-2,HCC1428,,,200869,IFN-gamma,50760,100,ng/ml,10,minute,pSTAT3,29.244
50208-2,HCC1428,,,200869,IFN-gamma,51056,1,ng/ml,30,minute,pSTAT3,31.210
50208-2,HCC1428,,,200869,IFN-gamma,50964,100,ng/ml,30,minute,pSTAT3,31.826
50208-2,HCC1428,,,200869,IFN-gamma,51095,1,ng/ml,90,minute,pSTAT3,29.878
50208-2,HCC1428,,,200869,IFN-gamma,51028,100,ng/ml,90,minute,pSTAT3,30.445
50579-1,HCC1500,,,200869,IFN-gamma,49168,1,ng/ml,10,minute,NF-kB,1.882
50579-1,HCC1500,,,200869,IFN-gamma,48924,100,ng/ml,10,minute,NF-kB,1.904
50579-1,HCC1500,,,200869,IFN-gamma,49036,1,ng/ml,30,minute,NF-kB,2.107
50579-1,HCC1500,,,200869,IFN-gamma,48932,100,ng/ml,30,minute,NF-kB,2.200
50579-1,HCC1500,,,200869,IFN-gamma,48900,1,ng/ml,90,minute,NF-kB,1.939
50579-1,HCC1500,,,200869,IFN-gamma,48860,100,ng/ml,90,minute,NF-kB,2.248
50579-1,HCC1500,,,200869,IFN-gamma,48916,1,ng/ml,10,minute,pErk,375.129
50579-1,HCC1500,,,200869,IFN-gamma,49004,100,ng/ml,10,minute,pErk,390.497
50579-1,HCC1500,,,200869,IFN-gamma,49080,1,ng/ml,30,minute,pErk,350.814
50579-1,HCC1500,,,200869,IFN-gamma,49199,100,ng/ml,30,minute,pErk,342.124
50579-1,HCC1500,,,200869,IFN-gamma,48936,1,ng/ml,90,minute,pErk,358.826
50579-1,HCC1500,,,200869,IFN-gamma,49016,100,ng/ml,90,minute,pErk,348.047
50579-1,HCC1500,,,200869,IFN-gamma,48524,1,ng/ml,10,minute,pSTAT1,324.265
50579-1,HCC1500,,,200869,IFN-gamma,48612,100,ng/ml,10,minute,pSTAT1,1286.912
50579-1,HCC1500,,,200869,IFN-gamma,48496,1,ng/ml,30,minute,pSTAT1,989.282
50579-1,HCC1500,,,200869,IFN-gamma,48572,100,ng/ml,30,minute,pSTAT1,1847.943
50579-1,HCC1500,,,200869,IFN-gamma,48520,1,ng/ml,90,minute,pSTAT1,1672.577
50579-1,HCC1500,,,200869,IFN-gamma,48632,100,ng/ml,90,minute,pSTAT1,1630.056
50579-1,HCC1500,,,200869,IFN-gamma,48819,1,ng/ml,10,minute,pSTAT3,71.737
50579-1,HCC1500,,,200869,IFN-gamma,48788,100,ng/ml,10,minute,pSTAT3,88.809
50579-1,HCC1500,,,200869,IFN-gamma,48644,1,ng/ml,30,minute,pSTAT3,83.768
50579-1,HCC1500,,,200869,IFN-gamma,48672,100,ng/ml,30,minute,pSTAT3,111.693
50579-1,HCC1500,,,200869,IFN-gamma,48764,1,ng/ml,90,minute,pSTAT3,107.927
50579-1,HCC1500,,,200869,IFN-gamma,48712,100,ng/ml,90,minute,pSTAT3,109.834
50210-2,HCC1569,,,200869,IFN-gamma,22540,1,ng/ml,10,minute,NF-kB,1.020
50210-2,HCC1569,,,200869,IFN-gamma,22588,100,ng/ml,10,minute,NF-kB,1.110
50210-2,HCC1569,,,200869,IFN-gamma,22628,1,ng/ml,30,minute,NF-kB,1.411
50210-2,HCC1569,,,200869,IFN-gamma,22564,100,ng/ml,30,minute,NF-kB,1.271
50210-2,HCC1569,,,200869,IFN-gamma,22616,1,ng/ml,90,minute,NF-kB,1.076
50210-2,HCC1569,,,200869,IFN-gamma,22708,100,ng/ml,90,minute,NF-kB,1.431
50210-2,HCC1569,,,200869,IFN-gamma,22416,1,ng/ml,10,minute,pErk,499.791
50210-2,HCC1569,,,200869,IFN-gamma,22544,100,ng/ml,10,minute,pErk,550.029
50210-2,HCC1569,,,200869,IFN-gamma,22396,1,ng/ml,30,minute,pErk,465.192
50210-2,HCC1569,,,200869,IFN-gamma,22456,100,ng/ml,30,minute,pErk,543.568
50210-2,HCC1569,,,200869,IFN-gamma,22404,1,ng/ml,90,minute,pErk,473.114
50210-2,HCC1569,,,200869,IFN-gamma,22552,100,ng/ml,90,minute,pErk,522.927
50210-2,HCC1569,,,200869,IFN-gamma,22060,1,ng/ml,10,minute,pSTAT1,514.965
50210-2,HCC1569,,,200869,IFN-gamma,22136,100,ng/ml,10,minute,pSTAT1,3092.265
50210-2,HCC1569,,,200869,IFN-gamma,22340,1,ng/ml,30,minute,pSTAT1,1888.872
50210-2,HCC1569,,,200869,IFN-gamma,22072,100,ng/ml,30,minute,pSTAT1,3619.477
50210-2,HCC1569,,,200869,IFN-gamma,22348,1,ng/ml,90,minute,pSTAT1,2677.948
50210-2,HCC1569,,,200869,IFN-gamma,21976,100,ng/ml,90,minute,pSTAT1,3780.612
50210-2,HCC1569,,,200869,IFN-gamma,22244,1,ng/ml,10,minute,pSTAT3,299.059
50210-2,HCC1569,,,200869,IFN-gamma,22080,100,ng/ml,10,minute,pSTAT3,343.114
50210-2,HCC1569,,,200869,IFN-gamma,22032,1,ng/ml,30,minute,pSTAT3,284.276
50210-2,HCC1569,,,200869,IFN-gamma,22084,100,ng/ml,30,minute,pSTAT3,304.806
50210-2,HCC1569,,,200869,IFN-gamma,22088,1,ng/ml,90,minute,pSTAT3,205.726
50210-2,HCC1569,,,200869,IFN-gamma,22252,100,ng/ml,90,minute,pSTAT3,211.244
50211-2,HCC1806,,,200869,IFN-gamma,9236,1,ng/ml,10,minute,NF-kB,0.987
50211-2,HCC1806,,,200869,IFN-gamma,9240,100,ng/ml,10,minute,NF-kB,1.115
50211-2,HCC1806,,,200869,IFN-gamma,9084,1,ng/ml,30,minute,NF-kB,1.110
50211-2,HCC1806,,,200869,IFN-gamma,9128,100,ng/ml,30,minute,NF-kB,1.093
50211-2,HCC1806,,,200869,IFN-gamma,9056,1,ng/ml,90,minute,NF-kB,1.094
50211-2,HCC1806,,,200869,IFN-gamma,9256,100,ng/ml,90,minute,NF-kB,1.082
50211-2,HCC1806,,,200869,IFN-gamma,9028,1,ng/ml,10,minute,pErk,694.981
50211-2,HCC1806,,,200869,IFN-gamma,9088,100,ng/ml,10,minute,pErk,743.441
50211-2,HCC1806,,,200869,IFN-gamma,8932,1,ng/ml,30,minute,pErk,697.864
50211-2,HCC1806,,,200869,IFN-gamma,9080,100,ng/ml,30,minute,pErk,840.314
50211-2,HCC1806,,,200869,IFN-gamma,9020,1,ng/ml,90,minute,pErk,733.222
50211-2,HCC1806,,,200869,IFN-gamma,8948,100,ng/ml,90,minute,pErk,841.022
50211-2,HCC1806,,,200869,IFN-gamma,8548,1,ng/ml,10,minute,pSTAT1,269.309
50211-2,HCC1806,,,200869,IFN-gamma,8804,100,ng/ml,10,minute,pSTAT1,4494.171
50211-2,HCC1806,,,200869,IFN-gamma,8700,1,ng/ml,30,minute,pSTAT1,1998.295
50211-2,HCC1806,,,200869,IFN-gamma,8824,100,ng/ml,30,minute,pSTAT1,4171.485
50211-2,HCC1806,,,200869,IFN-gamma,8760,1,ng/ml,90,minute,pSTAT1,2725.522
50211-2,HCC1806,,,200869,IFN-gamma,8772,100,ng/ml,90,minute,pSTAT1,3396.812
50211-2,HCC1806,,,200869,IFN-gamma,8876,1,ng/ml,10,minute,pSTAT3,46.489
50211-2,HCC1806,,,200869,IFN-gamma,8600,100,ng/ml,10,minute,pSTAT3,61.177
50211-2,HCC1806,,,200869,IFN-gamma,8544,1,ng/ml,30,minute,pSTAT3,49.298
50211-2,HCC1806,,,200869,IFN-gamma,8576,100,ng/ml,30,minute,pSTAT3,67.574
50211-2,HCC1806,,,200869,IFN-gamma,8608,1,ng/ml,90,minute,pSTAT3,55.632
50211-2,HCC1806,,,200869,IFN-gamma,8880,100,ng/ml,90,minute,pSTAT3,56.694
50212-2,HCC1937,,,200869,IFN-gamma,34092,1,ng/ml,10,minute,NF-kB,0.991
50212-2,HCC1937,,,200869,IFN-gamma,33916,100,ng/ml,10,minute,NF-kB,0.944
50212-2,HCC1937,,,200869,IFN-gamma,33900,1,ng/ml,30,minute,NF-kB,1.078
50212-2,HCC1937,,,200869,IFN-gamma,33892,100,ng/ml,30,minute,NF-kB,1.060
50212-2,HCC1937,,,200869,IFN-gamma,33932,1,ng/ml,90,minute,NF-kB,1.038
50212-2,HCC1937,,,200869,IFN-gamma,34184,100,ng/ml,90,minute,NF-kB,1.048
50212-2,HCC1937,,,200869,IFN-gamma,34204,1,ng/ml,10,minute,pErk,224.069
50212-2,HCC1937,,,200869,IFN-gamma,34008,100,ng/ml,10,minute,pErk,259.531
50212-2,HCC1937,,,200869,IFN-gamma,34080,1,ng/ml,30,minute,pErk,230.803
50212-2,HCC1937,,,200869,IFN-gamma,34112,100,ng/ml,30,minute,pErk,270.186
50212-2,HCC1937,,,200869,IFN-gamma,34208,1,ng/ml,90,minute,pErk,211.230
50212-2,HCC1937,,,200869,IFN-gamma,33964,100,ng/ml,90,minute,pErk,276.845
50212-2,HCC1937,,,200869,IFN-gamma,33544,1,ng/ml,10,minute,pSTAT1,941.121
50212-2,HCC1937,,,200869,IFN-gamma,33676,100,ng/ml,10,minute,pSTAT1,3899.851
50212-2,HCC1937,,,200869,IFN-gamma,33824,1,ng/ml,30,minute,pSTAT1,2602.593
50212-2,HCC1937,,,200869,IFN-gamma,33684,100,ng/ml,30,minute,pSTAT1,3855.218
50212-2,HCC1937,,,200869,IFN-gamma,33852,1,ng/ml,90,minute,pSTAT1,3065.275
50212-2,HCC1937,,,200869,IFN-gamma,33624,100,ng/ml,90,minute,pSTAT1,3545.835
50212-2,HCC1937,,,200869,IFN-gamma,33576,1,ng/ml,10,minute,pSTAT3,85.257
50212-2,HCC1937,,,200869,IFN-gamma,33632,100,ng/ml,10,minute,pSTAT3,178.010
50212-2,HCC1937,,,200869,IFN-gamma,33796,1,ng/ml,30,minute,pSTAT3,151.328
50212-2,HCC1937,,,200869,IFN-gamma,33616,100,ng/ml,30,minute,pSTAT3,259.624
50212-2,HCC1937,,,200869,IFN-gamma,33604,1,ng/ml,90,minute,pSTAT3,173.365
50212-2,HCC1937,,,200869,IFN-gamma,33768,100,ng/ml,90,minute,pSTAT3,195.343
50213-3,HCC1954,,,200869,IFN-gamma,18120,1,ng/ml,10,minute,NF-kB,0.822
50213-3,HCC1954,,,200869,IFN-gamma,17980,100,ng/ml,10,minute,NF-kB,0.826
50213-3,HCC1954,,,200869,IFN-gamma,17992,1,ng/ml,30,minute,NF-kB,0.855
50213-3,HCC1954,,,200869,IFN-gamma,17848,100,ng/ml,30,minute,NF-kB,0.831
50213-3,HCC1954,,,200869,IFN-gamma,17840,1,ng/ml,90,minute,NF-kB,0.889
50213-3,HCC1954,,,200869,IFN-gamma,17944,100,ng/ml,90,minute,NF-kB,0.822
50213-3,HCC1954,,,200869,IFN-gamma,17960,1,ng/ml,10,minute,pErk,864.504
50213-3,HCC1954,,,200869,IFN-gamma,17752,100,ng/ml,10,minute,pErk,1142.854
50213-3,HCC1954,,,200869,IFN-gamma,17820,1,ng/ml,30,minute,pErk,827.925
50213-3,HCC1954,,,200869,IFN-gamma,18076,100,ng/ml,30,minute,pErk,1012.285
50213-3,HCC1954,,,200869,IFN-gamma,17796,1,ng/ml,90,minute,pErk,780.349
50213-3,HCC1954,,,200869,IFN-gamma,17984,100,ng/ml,90,minute,pErk,1013.180
50213-3,HCC1954,,,200869,IFN-gamma,17440,1,ng/ml,10,minute,pSTAT1,2258.800
50213-3,HCC1954,,,200869,IFN-gamma,17396,100,ng/ml,10,minute,pSTAT1,11076.139
50213-3,HCC1954,,,200869,IFN-gamma,17736,1,ng/ml,30,minute,pSTAT1,6319.751
50213-3,HCC1954,,,200869,IFN-gamma,17576,100,ng/ml,30,minute,pSTAT1,9145.655
50213-3,HCC1954,,,200869,IFN-gamma,17612,1,ng/ml,90,minute,pSTAT1,8028.232
50213-3,HCC1954,,,200869,IFN-gamma,17472,100,ng/ml,90,minute,pSTAT1,9679.845
50213-3,HCC1954,,,200869,IFN-gamma,17436,1,ng/ml,10,minute,pSTAT3,482.468
50213-3,HCC1954,,,200869,IFN-gamma,17492,100,ng/ml,10,minute,pSTAT3,928.779
50213-3,HCC1954,,,200869,IFN-gamma,17640,1,ng/ml,30,minute,pSTAT3,577.528
50213-3,HCC1954,,,200869,IFN-gamma,17412,100,ng/ml,30,minute,pSTAT3,1267.694
50213-3,HCC1954,,,200869,IFN-gamma,17632,1,ng/ml,90,minute,pSTAT3,654.479
50213-3,HCC1954,,,200869,IFN-gamma,17408,100,ng/ml,90,minute,pSTAT3,1000.584
50214-2,HCC202,,,200869,IFN-gamma,55812,1,ng/ml,10,minute,NF-kB,1.353
50214-2,HCC202,,,200869,IFN-gamma,55992,100,ng/ml,10,minute,NF-kB,1.332
50214-2,HCC202,,,200869,IFN-gamma,55944,1,ng/ml,30,minute,NF-kB,1.445
50214-2,HCC202,,,200869,IFN-gamma,55828,100,ng/ml,30,minute,NF-kB,1.314
50214-2,HCC202,,,200869,IFN-gamma,55756,1,ng/ml,90,minute,NF-kB,1.308
50214-2,HCC202,,,200869,IFN-gamma,55784,100,ng/ml,90,minute,NF-kB,1.403
50214-2,HCC202,,,200869,IFN-gamma,55736,1,ng/ml,10,minute,pErk,3444.131
50214-2,HCC202,,,200869,IFN-gamma,56004,100,ng/ml,10,minute,pErk,3152.470
50214-2,HCC202,,,200869,IFN-gamma,56076,1,ng/ml,30,minute,pErk,3559.569
50214-2,HCC202,,,200869,IFN-gamma,55844,100,ng/ml,30,minute,pErk,2962.750
50214-2,HCC202,,,200869,IFN-gamma,55840,1,ng/ml,90,minute,pErk,2941.152
50214-2,HCC202,,,200869,IFN-gamma,55976,100,ng/ml,90,minute,pErk,2734.696
50214-2,HCC202,,,200869,IFN-gamma,55392,1,ng/ml,10,minute,pSTAT1,89.402
50214-2,HCC202,,,200869,IFN-gamma,55591,100,ng/ml,10,minute,pSTAT1,107.154
50214-2,HCC202,,,200869,IFN-gamma,55384,1,ng/ml,30,minute,pSTAT1,96.369
50214-2,HCC202,,,200869,IFN-gamma,55448,100,ng/ml,30,minute,pSTAT1,142.682
50214-2,HCC202,,,200869,IFN-gamma,55707,1,ng/ml,90,minute,pSTAT1,123.280
50214-2,HCC202,,,200869,IFN-gamma,55623,100,ng/ml,90,minute,pSTAT1,147.405
50214-2,HCC202,,,200869,IFN-gamma,55476,1,ng/ml,10,minute,pSTAT3,609.390
50214-2,HCC202,,,200869,IFN-gamma,55376,100,ng/ml,10,minute,pSTAT3,2754.019
50214-2,HCC202,,,200869,IFN-gamma,55356,1,ng/ml,30,minute,pSTAT3,2148.393
50214-2,HCC202,,,200869,IFN-gamma,55484,100,ng/ml,30,minute,pSTAT3,3246.970
50214-2,HCC202,,,200869,IFN-gamma,55647,1,ng/ml,90,minute,pSTAT3,2829.787
50214-2,HCC202,,,200869,IFN-gamma,55352,100,ng/ml,90,minute,pSTAT3,3068.830
50216-2,HCC38,,,200869,IFN-gamma,27224,1,ng/ml,10,minute,NF-kB,0.957
50216-2,HCC38,,,200869,IFN-gamma,27076,100,ng/ml,10,minute,NF-kB,0.951
50216-2,HCC38,,,200869,IFN-gamma,27208,1,ng/ml,30,minute,NF-kB,0.996
50216-2,HCC38,,,200869,IFN-gamma,27104,100,ng/ml,30,minute,NF-kB,1.006
50216-2,HCC38,,,200869,IFN-gamma,27192,1,ng/ml,90,minute,NF-kB,1.285
50216-2,HCC38,,,200869,IFN-gamma,27312,100,ng/ml,90,minute,NF-kB,1.013
50216-2,HCC38,,,200869,IFN-gamma,27080,1,ng/ml,10,minute,pErk,2412.789
50216-2,HCC38,,,200869,IFN-gamma,27332,100,ng/ml,10,minute,pErk,2563.894
50216-2,HCC38,,,200869,IFN-gamma,27016,1,ng/ml,30,minute,pErk,2384.055
50216-2,HCC38,,,200869,IFN-gamma,27288,100,ng/ml,30,minute,pErk,2616.105
50216-2,HCC38,,,200869,IFN-gamma,27164,1,ng/ml,90,minute,pErk,2419.910
50216-2,HCC38,,,200869,IFN-gamma,27136,100,ng/ml,90,minute,pErk,2632.129
50216-2,HCC38,,,200869,IFN-gamma,26868,1,ng/ml,10,minute,pSTAT1,1042.912
50216-2,HCC38,,,200869,IFN-gamma,26960,100,ng/ml,10,minute,pSTAT1,6533.066
50216-2,HCC38,,,200869,IFN-gamma,26928,1,ng/ml,30,minute,pSTAT1,4010.372
50216-2,HCC38,,,200869,IFN-gamma,26804,100,ng/ml,30,minute,pSTAT1,4010.996
50216-2,HCC38,,,200869,IFN-gamma,26636,1,ng/ml,90,minute,pSTAT1,4075.229
50216-2,HCC38,,,200869,IFN-gamma,26888,100,ng/ml,90,minute,pSTAT1,4521.493
50216-2,HCC38,,,200869,IFN-gamma,26676,1,ng/ml,10,minute,pSTAT3,229.331
50216-2,HCC38,,,200869,IFN-gamma,26704,100,ng/ml,10,minute,pSTAT3,496.781
50216-2,HCC38,,,200869,IFN-gamma,26652,1,ng/ml,30,minute,pSTAT3,412.199
50216-2,HCC38,,,200869,IFN-gamma,26948,100,ng/ml,30,minute,pSTAT3,563.615
50216-2,HCC38,,,200869,IFN-gamma,26876,1,ng/ml,90,minute,pSTAT3,317.400
50216-2,HCC38,,,200869,IFN-gamma,26864,100,ng/ml,90,minute,pSTAT3,373.448
50219-2,HCC70,,,200869,IFN-gamma,29344,1,ng/ml,10,minute,NF-kB,1.712
50219-2,HCC70,,,200869,IFN-gamma,29284,100,ng/ml,10,minute,NF-kB,2.941
50219-2,HCC70,,,200869,IFN-gamma,29424,1,ng/ml,30,minute,NF-kB,1.577
50219-2,HCC70,,,200869,IFN-gamma,29524,100,ng/ml,30,minute,NF-kB,1.546
50219-2,HCC70,,,200869,IFN-gamma,29340,1,ng/ml,90,minute,NF-kB,2.268
50219-2,HCC70,,,200869,IFN-gamma,29572,100,ng/ml,90,minute,NF-kB,1.527
50219-2,HCC70,,,200869,IFN-gamma,29500,1,ng/ml,10,minute,pErk,986.767
50219-2,HCC70,,,200869,IFN-gamma,29392,100,ng/ml,10,minute,pErk,998.681
