Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration,Small Mol Conc Unit,LJP Library Plate,Timepoint,Timepoint Unit,Mean Total Cell Count Before Treatment,Mean Total Cell Count After Treatment,Mean Total Control Cell Count,Mean Relative Cell Count,Mean Normalized Growth Rate Inhibition Value
50029-3,MCF7,10052-101-1,Sirolimus,10,uM,LJP6,72,hr,1389,2978,5445,0.5475,0.4728
50029-3,MCF7,10053-101-1,ZSTK474,0.04,uM,LJP6,72,hr,1389,4300,5445,0.7900,0.7742
50029-3,MCF7,10053-101-1,ZSTK474,0.12,uM,LJP6,72,hr,1389,3157,5445,0.5788,0.5133
50029-3,MCF7,10053-101-1,ZSTK474,0.37,uM,LJP6,72,hr,1389,1922,5445,0.3542,0.1800
50029-3,MCF7,10053-101-1,ZSTK474,1.11,uM,LJP6,72,hr,1389,1689,5445,0.3108,0.1044
50029-3,MCF7,10053-101-1,ZSTK474,3.33,uM,LJP6,72,hr,1389,1571,5445,0.2888,0.0640
50029-3,MCF7,10053-101-1,ZSTK474,10,uM,LJP6,72,hr,1389,1515,5445,0.2791,0.0454
50029-3,MCF7,10055-101-1,BX-912,0.04,uM,LJP5,72,hr,1389,4745,5905,0.8033,0.8007
50029-3,MCF7,10055-101-1,BX-912,0.12,uM,LJP5,72,hr,1389,5484,5905,0.9298,0.9315
50029-3,MCF7,10055-101-1,BX-912,0.37,uM,LJP5,72,hr,1389,5266,5905,0.8911,0.8918
50029-3,MCF7,10055-101-1,BX-912,1.11,uM,LJP5,72,hr,1389,3569,5905,0.6040,0.5703
50029-3,MCF7,10055-101-1,BX-912,3.33,uM,LJP5,72,hr,1389,2637,5905,0.4465,0.3590
50029-3,MCF7,10055-101-1,BX-912,10,uM,LJP5,72,hr,1389,1535,5905,0.2600,0.0489
50029-3,MCF7,10056-101-1,Selumetinib,0.04,uM,LJP6,72,hr,1389,4868,5445,0.8954,0.8915
50029-3,MCF7,10056-101-1,Selumetinib,0.12,uM,LJP6,72,hr,1389,4127,5445,0.7573,0.7358
50029-3,MCF7,10056-101-1,Selumetinib,0.37,uM,LJP6,72,hr,1389,3295,5445,0.6065,0.5517
50029-3,MCF7,10056-101-1,Selumetinib,1.11,uM,LJP6,72,hr,1389,3004,5445,0.5530,0.4802
50029-3,MCF7,10056-101-1,Selumetinib,3.33,uM,LJP6,72,hr,1389,3098,5445,0.5695,0.5026
50029-3,MCF7,10056-101-1,Selumetinib,10,uM,LJP6,72,hr,1389,3071,5445,0.5671,0.4982
50029-3,MCF7,10057-102-1,MK2206,0.04,uM,LJP6,72,hr,1389,4071,5445,0.7484,0.7262
50029-3,MCF7,10057-102-1,MK2206,0.12,uM,LJP6,72,hr,1389,3511,5445,0.6447,0.5998
50029-3,MCF7,10057-102-1,MK2206,0.37,uM,LJP6,72,hr,1389,2368,5445,0.4350,0.3100
50029-3,MCF7,10057-102-1,MK2206,1.11,uM,LJP6,72,hr,1389,2765,5445,0.5086,0.4186
50029-3,MCF7,10057-102-1,MK2206,3.33,uM,LJP6,72,hr,1389,2211,5445,0.4065,0.2660
50029-3,MCF7,10057-102-1,MK2206,10,uM,LJP6,72,hr,1389,1453,5445,0.2667,0.0203
50029-3,MCF7,10059-101-1,AZD-6482,0.04,uM,LJP5,72,hr,1389,6084,5905,1.0297,1.0278
50029-3,MCF7,10059-101-1,AZD-6482,0.12,uM,LJP5,72,hr,1389,6014,5905,1.0180,1.0168
50029-3,MCF7,10059-101-1,AZD-6482,0.37,uM,LJP5,72,hr,1389,6318,5905,1.0688,1.0636
50029-3,MCF7,10059-101-1,AZD-6482,1.11,uM,LJP5,72,hr,1389,5388,5905,0.9123,0.9139
50029-3,MCF7,10059-101-1,AZD-6482,3.33,uM,LJP5,72,hr,1389,4380,5905,0.7408,0.7310
50029-3,MCF7,10059-101-1,AZD-6482,10,uM,LJP5,72,hr,1389,1957,5905,0.3309,0.1761
50029-3,MCF7,10061-101-1,NU7441,0.04,uM,LJP5,72,hr,1389,6255,5905,1.0608,1.0573
50029-3,MCF7,10061-101-1,NU7441,0.12,uM,LJP5,72,hr,1389,5677,5905,0.9624,0.9637
50029-3,MCF7,10061-101-1,NU7441,0.37,uM,LJP5,72,hr,1389,5519,5905,0.9336,0.9339
50029-3,MCF7,10061-101-1,NU7441,1.11,uM,LJP5,72,hr,1389,5906,5905,1.0024,1.0013
50029-3,MCF7,10061-101-1,NU7441,3.33,uM,LJP5,72,hr,1389,5117,5905,0.8677,0.8684
50029-3,MCF7,10061-101-1,NU7441,10,uM,LJP5,72,hr,1389,3490,5905,0.5918,0.5554
50029-3,MCF7,10063-102-1,OSI-027,0.04,uM,LJP6,72,hr,1389,5485,5445,1.0072,1.0073
50029-3,MCF7,10063-102-1,OSI-027,0.12,uM,LJP6,72,hr,1389,4017,5445,0.7386,0.7131
50029-3,MCF7,10063-102-1,OSI-027,0.37,uM,LJP6,72,hr,1389,2848,5445,0.5229,0.4382
50029-3,MCF7,10063-102-1,OSI-027,1.11,uM,LJP6,72,hr,1389,2175,5445,0.3993,0.2544
50029-3,MCF7,10063-102-1,OSI-027,3.33,uM,LJP6,72,hr,1389,2141,5445,0.3935,0.2451
50029-3,MCF7,10063-102-1,OSI-027,10,uM,LJP6,72,hr,1389,1894,5445,0.3486,0.1707
50029-3,MCF7,10064-101-1,WYE-125132,0.04,uM,LJP6,72,hr,1389,1958,5445,0.3614,0.1917
50029-3,MCF7,10064-101-1,WYE-125132,0.12,uM,LJP6,72,hr,1389,1919,5445,0.3532,0.1784
50029-3,MCF7,10064-101-1,WYE-125132,0.37,uM,LJP6,72,hr,1389,1854,5445,0.3416,0.1586
50029-3,MCF7,10064-101-1,WYE-125132,1.11,uM,LJP6,72,hr,1389,1894,5445,0.3490,0.1713
50029-3,MCF7,10064-101-1,WYE-125132,3.33,uM,LJP6,72,hr,1389,1701,5445,0.3129,0.1083
50029-3,MCF7,10064-101-1,WYE-125132,10,uM,LJP6,72,hr,1389,1652,5445,0.3039,0.0920
50029-3,MCF7,10067-101-1,Barasertib,0.04,uM,LJP5,72,hr,1389,2234,5905,0.3783,0.2554
50029-3,MCF7,10067-101-1,Barasertib,0.12,uM,LJP5,72,hr,1389,1796,5905,0.3043,0.1311
50029-3,MCF7,10067-101-1,Barasertib,0.37,uM,LJP5,72,hr,1389,1687,5905,0.2858,0.0975
50029-3,MCF7,10067-101-1,Barasertib,1.11,uM,LJP5,72,hr,1389,1814,5905,0.3069,0.1354
50029-3,MCF7,10067-101-1,Barasertib,3.33,uM,LJP5,72,hr,1389,1739,5905,0.2941,0.1121
50029-3,MCF7,10067-101-1,Barasertib,10,uM,LJP5,72,hr,1389,1663,5905,0.2820,0.0904
50029-3,MCF7,10068-101-1,Vemurafenib,0.04,uM,LJP5,72,hr,1389,5823,5905,0.9859,0.9864
50029-3,MCF7,10068-101-1,Vemurafenib,0.12,uM,LJP5,72,hr,1389,5909,5905,1.0012,1.0013
50029-3,MCF7,10068-101-1,Vemurafenib,0.37,uM,LJP5,72,hr,1389,6152,5905,1.0425,1.0406
50029-3,MCF7,10068-101-1,Vemurafenib,1.11,uM,LJP5,72,hr,1389,6263,5905,1.0611,1.0579
50029-3,MCF7,10068-101-1,Vemurafenib,3.33,uM,LJP5,72,hr,1389,5927,5905,1.0052,1.0049
50029-3,MCF7,10068-101-1,Vemurafenib,10,uM,LJP5,72,hr,1389,5618,5905,0.9517,0.9533
50029-3,MCF7,10069-101-1,Enzastaurin,0.04,uM,LJP5,72,hr,1389,6139,5905,1.0394,1.0373
50029-3,MCF7,10069-101-1,Enzastaurin,0.12,uM,LJP5,72,hr,1389,5864,5905,0.9938,0.9942
50029-3,MCF7,10069-101-1,Enzastaurin,0.37,uM,LJP5,72,hr,1389,6125,5905,1.0364,1.0338
50029-3,MCF7,10069-101-1,Enzastaurin,1.11,uM,LJP5,72,hr,1389,5842,5905,0.9887,0.9886
50029-3,MCF7,10069-101-1,Enzastaurin,3.33,uM,LJP5,72,hr,1389,6070,5905,1.0269,1.0244
50029-3,MCF7,10069-101-1,Enzastaurin,10,uM,LJP5,72,hr,1389,6072,5905,1.0283,1.0270
50029-3,MCF7,10071-101-1,Palbociclib,0.04,uM,LJP6,72,hr,1389,4400,5445,0.8075,0.7926
50029-3,MCF7,10071-101-1,Palbociclib,0.12,uM,LJP6,72,hr,1389,3951,5445,0.7250,0.6976
50029-3,MCF7,10071-101-1,Palbociclib,0.37,uM,LJP6,72,hr,1389,3632,5445,0.6662,0.6259
50029-3,MCF7,10071-101-1,Palbociclib,1.11,uM,LJP6,72,hr,1389,3058,5445,0.5622,0.4926
50029-3,MCF7,10071-101-1,Palbociclib,3.33,uM,LJP6,72,hr,1389,2633,5445,0.4835,0.3822
50029-3,MCF7,10071-101-1,Palbociclib,10,uM,LJP6,72,hr,1389,2357,5445,0.4325,0.3057
50029-3,MCF7,10072-101-1,PF562271,0.04,uM,LJP6,72,hr,1389,4722,5445,0.8668,0.8594
50029-3,MCF7,10072-101-1,PF562271,0.12,uM,LJP6,72,hr,1389,4397,5445,0.8077,0.7942
50029-3,MCF7,10072-101-1,PF562271,0.37,uM,LJP6,72,hr,1389,3527,5445,0.6477,0.6036
50029-3,MCF7,10072-101-1,PF562271,1.11,uM,LJP6,72,hr,1389,2503,5445,0.4590,0.3457
50029-3,MCF7,10072-101-1,PF562271,3.33,uM,LJP6,72,hr,1389,1233,5445,0.2267,-0.0590
50029-3,MCF7,10072-101-1,PF562271,10,uM,LJP6,72,hr,1389,532,5445,0.0972,-0.3885
50029-3,MCF7,10073-101-1,PHA-793887,0.04,uM,LJP6,72,hr,1389,2290,5445,0.4211,0.2888
50029-3,MCF7,10073-101-1,PHA-793887,0.12,uM,LJP6,72,hr,1389,2180,5445,0.4005,0.2563
50029-3,MCF7,10073-101-1,PHA-793887,0.37,uM,LJP6,72,hr,1389,1696,5445,0.3119,0.1064
50029-3,MCF7,10073-101-1,PHA-793887,1.11,uM,LJP6,72,hr,1389,1507,5445,0.2767,0.0411
50029-3,MCF7,10073-101-1,PHA-793887,3.33,uM,LJP6,72,hr,1389,1357,5445,0.2487,-0.0143
50029-3,MCF7,10073-101-1,PHA-793887,10,uM,LJP6,72,hr,1389,578,5445,0.1063,-0.3600
50029-3,MCF7,10075-101-1,QL-X-138,0.04,uM,LJP6,72,hr,1389,3387,5445,0.6226,0.5715
50029-3,MCF7,10075-101-1,QL-X-138,0.12,uM,LJP6,72,hr,1389,3314,5445,0.6096,0.5556
50029-3,MCF7,10075-101-1,QL-X-138,0.37,uM,LJP6,72,hr,1389,2730,5445,0.5009,0.4070
50029-3,MCF7,10075-101-1,QL-X-138,1.11,uM,LJP6,72,hr,1389,2395,5445,0.4384,0.3129
50029-3,MCF7,10075-101-1,QL-X-138,3.33,uM,LJP6,72,hr,1389,2037,5445,0.3734,0.2115
50029-3,MCF7,10075-101-1,QL-X-138,10,uM,LJP6,72,hr,1389,1134,5445,0.2086,-0.0981
50029-3,MCF7,10077-101-1,QL-XII-47,0.04,uM,LJP6,72,hr,1389,4059,5445,0.7404,0.7067
50029-3,MCF7,10077-101-1,QL-XII-47,0.12,uM,LJP6,72,hr,1389,3723,5445,0.6823,0.6403
50029-3,MCF7,10077-101-1,QL-XII-47,0.37,uM,LJP6,72,hr,1389,1728,5445,0.3173,0.1160
50029-3,MCF7,10077-101-1,QL-XII-47,1.11,uM,LJP6,72,hr,1389,1257,5445,0.2308,-0.0510
50029-3,MCF7,10077-101-1,QL-XII-47,3.33,uM,LJP6,72,hr,1389,1122,5445,0.2059,-0.1049
50029-3,MCF7,10077-101-1,QL-XII-47,10,uM,LJP6,72,hr,1389,1074,5445,0.1966,-0.1261
50029-3,MCF7,10079-101-1,Torin1,0.04,uM,LJP6,72,hr,1389,1882,5445,0.3460,0.1663
50029-3,MCF7,10079-101-1,Torin1,0.12,uM,LJP6,72,hr,1389,1804,5445,0.3313,0.1408
50029-3,MCF7,10079-101-1,Torin1,0.37,uM,LJP6,72,hr,1389,1754,5445,0.3217,0.1233
50029-3,MCF7,10079-101-1,Torin1,1.11,uM,LJP6,72,hr,1389,1569,5445,0.2889,0.0639
50029-3,MCF7,10079-101-1,Torin1,3.33,uM,LJP6,72,hr,1389,1459,5445,0.2683,0.0250
50029-3,MCF7,10079-101-1,Torin1,10,uM,LJP6,72,hr,1389,1257,5445,0.2308,-0.0508
50029-3,MCF7,10080-101-1,Torin2,0.04,uM,LJP5,72,hr,1389,1493,5905,0.2525,0.0337
50029-3,MCF7,10080-101-1,Torin2,0.12,uM,LJP5,72,hr,1389,1641,5905,0.2778,0.0827
50029-3,MCF7,10080-101-1,Torin2,0.37,uM,LJP5,72,hr,1389,1458,5905,0.2467,0.0226
50029-3,MCF7,10080-101-1,Torin2,1.11,uM,LJP5,72,hr,1389,1352,5905,0.2288,-0.0138
50029-3,MCF7,10080-101-1,Torin2,3.33,uM,LJP5,72,hr,1389,1322,5905,0.2236,-0.0244
50029-3,MCF7,10080-101-1,Torin2,10,uM,LJP5,72,hr,1389,1122,5905,0.1901,-0.0973
50029-3,MCF7,10082-101-1,WZ-4-145,0.04,uM,LJP6,72,hr,1389,3933,5445,0.7218,0.6937
50029-3,MCF7,10082-101-1,WZ-4-145,0.12,uM,LJP6,72,hr,1389,4235,5445,0.7766,0.7572
50029-3,MCF7,10082-101-1,WZ-4-145,0.37,uM,LJP6,72,hr,1389,3794,5445,0.6957,0.6618
50029-3,MCF7,10082-101-1,WZ-4-145,1.11,uM,LJP6,72,hr,1389,2885,5445,0.5306,0.4496
50029-3,MCF7,10082-101-1,WZ-4-145,3.33,uM,LJP6,72,hr,1389,2662,5445,0.4893,0.3909
50029-3,MCF7,10082-101-1,WZ-4-145,10,uM,LJP6,72,hr,1389,579,5445,0.1064,-0.3595
50029-3,MCF7,10084-101-1,WZ3105,0.04,uM,LJP5,72,hr,1389,544,5905,0.0917,-0.3656
50029-3,MCF7,10084-101-1,WZ3105,0.12,uM,LJP5,72,hr,1389,485,5905,0.0822,-0.3957
50029-3,MCF7,10084-101-1,WZ3105,0.37,uM,LJP5,72,hr,1389,503,5905,0.0853,-0.3853
50029-3,MCF7,10084-101-1,WZ3105,1.11,uM,LJP5,72,hr,1389,577,5905,0.0976,-0.3443
50029-3,MCF7,10084-101-1,WZ3105,3.33,uM,LJP5,72,hr,1389,614,5905,0.1040,-0.3239
50029-3,MCF7,10084-101-1,WZ3105,10,uM,LJP5,72,hr,1389,562,5905,0.0956,-0.3530
50029-3,MCF7,10086-101-1,XMD11-50,0.04,uM,LJP6,72,hr,1389,4718,5445,0.8595,0.8378
50029-3,MCF7,10086-101-1,XMD11-50,0.12,uM,LJP6,72,hr,1389,4496,5445,0.8209,0.8002
50029-3,MCF7,10086-101-1,XMD11-50,0.37,uM,LJP6,72,hr,1389,3653,5445,0.6673,0.6204
50029-3,MCF7,10086-101-1,XMD11-50,1.11,uM,LJP6,72,hr,1389,2574,5445,0.4705,0.3576
50029-3,MCF7,10086-101-1,XMD11-50,3.33,uM,LJP6,72,hr,1389,2022,5445,0.3699,0.2037
50029-3,MCF7,10086-101-1,XMD11-50,10,uM,LJP6,72,hr,1389,1481,5445,0.2704,0.0254
50029-3,MCF7,10087-101-1,XMD11-85h,0.04,uM,LJP6,72,hr,1389,3914,5445,0.7153,0.6814
50029-3,MCF7,10087-101-1,XMD11-85h,0.12,uM,LJP6,72,hr,1389,4450,5445,0.8130,0.7892
50029-3,MCF7,10087-101-1,XMD11-85h,0.37,uM,LJP6,72,hr,1389,4413,5445,0.8063,0.7839
50029-3,MCF7,10087-101-1,XMD11-85h,1.11,uM,LJP6,72,hr,1389,4435,5445,0.8099,0.7847
50029-3,MCF7,10087-101-1,XMD11-85h,3.33,uM,LJP6,72,hr,1389,4145,5445,0.7560,0.7204
50029-3,MCF7,10087-101-1,XMD11-85h,10,uM,LJP6,72,hr,1389,2431,5445,0.4426,0.3089
50029-3,MCF7,10091-101-1,XMD16-144,0.04,uM,LJP5,72,hr,1389,2076,5905,0.3516,0.2121
50029-3,MCF7,10091-101-1,XMD16-144,0.12,uM,LJP5,72,hr,1389,1767,5905,0.2995,0.1223
50029-3,MCF7,10091-101-1,XMD16-144,0.37,uM,LJP5,72,hr,1389,1804,5905,0.3054,0.1330
50029-3,MCF7,10091-101-1,XMD16-144,1.11,uM,LJP5,72,hr,1389,1804,5905,0.3057,0.1335
50029-3,MCF7,10091-101-1,XMD16-144,3.33,uM,LJP5,72,hr,1389,1860,5905,0.3154,0.1503
50029-3,MCF7,10091-101-1,XMD16-144,10,uM,LJP5,72,hr,1389,721,5905,0.1218,-0.2727
50029-3,MCF7,10097-101-1,Erlotinib,0.04,uM,LJP5,72,hr,1389,5185,5905,0.8788,0.8801
50029-3,MCF7,10097-101-1,Erlotinib,0.12,uM,LJP5,72,hr,1389,5720,5905,0.9682,0.9689
50029-3,MCF7,10097-101-1,Erlotinib,0.37,uM,LJP5,72,hr,1389,6206,5905,1.0514,1.0488
50029-3,MCF7,10097-101-1,Erlotinib,1.11,uM,LJP5,72,hr,1389,6611,5905,1.1195,1.1112
50029-3,MCF7,10097-101-1,Erlotinib,3.33,uM,LJP5,72,hr,1389,6425,5905,1.0885,1.0832
50029-3,MCF7,10097-101-1,Erlotinib,10,uM,LJP5,72,hr,1389,5477,5905,0.9272,0.9287
50029-3,MCF7,10098-101-1,Gefitinib,0.04,uM,LJP6,72,hr,1389,5921,5445,1.0878,1.0876
50029-3,MCF7,10098-101-1,Gefitinib,0.12,uM,LJP6,72,hr,1389,5776,5445,1.0587,1.0568
50029-3,MCF7,10098-101-1,Gefitinib,0.37,uM,LJP6,72,hr,1389,5783,5445,1.0616,1.0614
50029-3,MCF7,10098-101-1,Gefitinib,1.11,uM,LJP6,72,hr,1389,5302,5445,0.9720,0.9697
50029-3,MCF7,10098-101-1,Gefitinib,3.33,uM,LJP6,72,hr,1389,5503,5445,1.0090,1.0074
50029-3,MCF7,10098-101-1,Gefitinib,10,uM,LJP6,72,hr,1389,4654,5445,0.8533,0.8433
50029-3,MCF7,10099-101-1,Nilotinib,0.04,uM,LJP5,72,hr,1389,6100,5905,1.0313,1.0276
50029-3,MCF7,10099-101-1,Nilotinib,0.12,uM,LJP5,72,hr,1389,6333,5905,1.0729,1.0688
50029-3,MCF7,10099-101-1,Nilotinib,0.37,uM,LJP5,72,hr,1389,5701,5905,0.9658,0.9671
50029-3,MCF7,10099-101-1,Nilotinib,1.11,uM,LJP5,72,hr,1389,5707,5905,0.9665,0.9676
50029-3,MCF7,10099-101-1,Nilotinib,3.33,uM,LJP5,72,hr,1389,5583,5905,0.9463,0.9480
50029-3,MCF7,10099-101-1,Nilotinib,10,uM,LJP5,72,hr,1389,1619,5905,0.2751,0.0756
50029-3,MCF7,10100-101-1,JNK-9L,0.04,uM,LJP6,72,hr,1389,4161,5445,0.7679,0.7475
50029-3,MCF7,10100-101-1,JNK-9L,0.12,uM,LJP6,72,hr,1389,4020,5445,0.7420,0.7182
50029-3,MCF7,10100-101-1,JNK-9L,0.37,uM,LJP6,72,hr,1389,2616,5445,0.4804,0.3779
50029-3,MCF7,10100-101-1,JNK-9L,1.11,uM,LJP6,72,hr,1389,1329,5445,0.2443,-0.0227
50029-3,MCF7,10100-101-1,JNK-9L,3.33,uM,LJP6,72,hr,1389,957,5445,0.1758,-0.1731
50029-3,MCF7,10100-101-1,JNK-9L,10,uM,LJP6,72,hr,1389,1219,5445,0.2244,-0.0649
50029-3,MCF7,10101-101-1,PD0325901,0.04,uM,LJP5,72,hr,1389,3848,5905,0.6519,0.6293
50029-3,MCF7,10101-101-1,PD0325901,0.04,uM,LJP6,72,hr,1389,3622,5445,0.6627,0.6182
50029-3,MCF7,10101-101-1,PD0325901,0.12,uM,LJP5,72,hr,1389,3513,5905,0.5953,0.5600
50029-3,MCF7,10101-101-1,PD0325901,0.12,uM,LJP6,72,hr,1389,3310,5445,0.6090,0.5547
50029-3,MCF7,10101-101-1,PD0325901,0.37,uM,LJP5,72,hr,1389,3616,5905,0.6136,0.5819
50029-3,MCF7,10101-101-1,PD0325901,0.37,uM,LJP6,72,hr,1389,3098,5445,0.5678,0.4983
50029-3,MCF7,10101-101-1,PD0325901,1.11,uM,LJP5,72,hr,1389,3226,5905,0.5465,0.4973
50029-3,MCF7,10101-101-1,PD0325901,1.11,uM,LJP6,72,hr,1389,2953,5445,0.5427,0.4660
50029-3,MCF7,10101-101-1,PD0325901,3.33,uM,LJP5,72,hr,1389,2392,5905,0.4047,0.2961
50029-3,MCF7,10101-101-1,PD0325901,3.33,uM,LJP6,72,hr,1389,2287,5445,0.4199,0.2867
50029-3,MCF7,10101-101-1,PD0325901,10,uM,LJP5,72,hr,1389,1384,5905,0.2343,-0.0022
50029-3,MCF7,10101-101-1,PD0325901,10,uM,LJP6,72,hr,1389,1461,5445,0.2677,0.0226
50029-3,MCF7,10108-101-1,Geldanamycin,0.04,uM,LJP5,72,hr,1389,3677,5905,0.6223,0.5931
50029-3,MCF7,10108-101-1,Geldanamycin,0.04,uM,LJP6,72,hr,1389,3461,5445,0.6377,0.5915
50029-3,MCF7,10108-101-1,Geldanamycin,0.12,uM,LJP5,72,hr,1389,1923,5905,0.3253,0.1671
50029-3,MCF7,10108-101-1,Geldanamycin,0.12,uM,LJP6,72,hr,1389,1825,5445,0.3367,0.1498
50029-3,MCF7,10108-101-1,Geldanamycin,0.37,uM,LJP5,72,hr,1389,1509,5905,0.2556,0.0404
50029-3,MCF7,10108-101-1,Geldanamycin,0.37,uM,LJP6,72,hr,1389,1401,5445,0.2576,0.0039
50029-3,MCF7,10108-101-1,Geldanamycin,1.11,uM,LJP5,72,hr,1389,1638,5905,0.2776,0.0823
50029-3,MCF7,10108-101-1,Geldanamycin,1.11,uM,LJP6,72,hr,1389,1577,5445,0.2902,0.0663
50029-3,MCF7,10108-101-1,Geldanamycin,3.33,uM,LJP5,72,hr,1389,1257,5905,0.2129,-0.0469
50029-3,MCF7,10108-101-1,Geldanamycin,3.33,uM,LJP6,72,hr,1389,1217,5445,0.2238,-0.0653
50029-3,MCF7,10108-101-1,Geldanamycin,10,uM,LJP5,72,hr,1389,699,5905,0.1182,-0.2819
50029-3,MCF7,10108-101-1,Geldanamycin,10,uM,LJP6,72,hr,1389,621,5445,0.1143,-0.3363
50029-3,MCF7,10109-101-1,YM 201636,0.04,uM,LJP5,72,hr,1389,6388,5905,1.0823,1.0775
50029-3,MCF7,10109-101-1,YM 201636,0.12,uM,LJP5,72,hr,1389,5685,5905,0.9638,0.9651
50029-3,MCF7,10109-101-1,YM 201636,0.37,uM,LJP5,72,hr,1389,5117,5905,0.8663,0.8670
50029-3,MCF7,10109-101-1,YM 201636,1.11,uM,LJP5,72,hr,1389,3887,5905,0.6572,0.6338
50029-3,MCF7,10109-101-1,YM 201636,3.33,uM,LJP5,72,hr,1389,3105,5905,0.5249,0.4667
50029-3,MCF7,10109-101-1,YM 201636,10,uM,LJP5,72,hr,1389,1595,5905,0.2699,0.0675
50029-3,MCF7,10111-101-1,TWS119,0.04,uM,LJP5,72,hr,1389,6227,5905,1.0550,1.0522
50029-3,MCF7,10111-101-1,TWS119,0.12,uM,LJP5,72,hr,1389,6153,5905,1.0424,1.0405
50029-3,MCF7,10111-101-1,TWS119,0.37,uM,LJP5,72,hr,1389,5683,5905,0.9630,0.9644
50029-3,MCF7,10111-101-1,TWS119,1.11,uM,LJP5,72,hr,1389,6210,5905,1.0518,1.0490
50029-3,MCF7,10111-101-1,TWS119,3.33,uM,LJP5,72,hr,1389,4120,5905,0.6961,0.6784
50029-3,MCF7,10111-101-1,TWS119,10,uM,LJP5,72,hr,1389,909,5905,0.1535,-0.1867
50029-3,MCF7,10112-101-1,PF477736,0.04,uM,LJP5,72,hr,1389,3686,5905,0.6243,0.5960
50029-3,MCF7,10112-101-1,PF477736,0.12,uM,LJP5,72,hr,1389,2979,5905,0.5042,0.4403
50029-3,MCF7,10112-101-1,PF477736,0.37,uM,LJP5,72,hr,1389,2726,5905,0.4615,0.3806
50029-3,MCF7,10112-101-1,PF477736,1.11,uM,LJP5,72,hr,1389,2299,5905,0.3888,0.2712
50029-3,MCF7,10112-101-1,PF477736,3.33,uM,LJP5,72,hr,1389,2002,5905,0.3391,0.1913
50029-3,MCF7,10112-101-1,PF477736,10,uM,LJP5,72,hr,1389,1495,5905,0.2534,0.0360
50029-3,MCF7,10115-102-1,LDN-193189,0.04,uM,LJP5,72,hr,1389,6186,5905,1.0473,1.0446
50029-3,MCF7,10115-102-1,LDN-193189,0.12,uM,LJP5,72,hr,1389,5484,5905,0.9282,0.9294
50029-3,MCF7,10115-102-1,LDN-193189,0.37,uM,LJP5,72,hr,1389,5764,5905,0.9757,0.9763
50029-3,MCF7,10115-102-1,LDN-193189,1.11,uM,LJP5,72,hr,1389,5282,5905,0.8945,0.8959
50029-3,MCF7,10115-102-1,LDN-193189,3.33,uM,LJP5,72,hr,1389,3320,5905,0.5621,0.5175
50029-3,MCF7,10115-102-1,LDN-193189,10,uM,LJP5,72,hr,1389,536,5905,0.0909,-0.3661
50029-3,MCF7,10116-101-1,PF431396,0.04,uM,LJP5,72,hr,1389,4828,5905,0.8175,0.8158
50029-3,MCF7,10116-101-1,PF431396,0.12,uM,LJP5,72,hr,1389,3602,5905,0.6098,0.5778
50029-3,MCF7,10116-101-1,PF431396,0.37,uM,LJP5,72,hr,1389,2289,5905,0.3872,0.2685
50029-3,MCF7,10116-101-1,PF431396,1.11,uM,LJP5,72,hr,1389,1589,5905,0.2686,0.0640
50029-3,MCF7,10116-101-1,PF431396,3.33,uM,LJP5,72,hr,1389,1405,5905,0.2378,0.0048
50029-3,MCF7,10116-101-1,PF431396,10,uM,LJP5,72,hr,1389,665,5905,0.1127,-0.2973
50029-3,MCF7,10117-101-1,Celastrol,0.04,uM,LJP6,72,hr,1389,6120,5445,1.1282,1.1277
50029-3,MCF7,10117-101-1,Celastrol,0.12,uM,LJP6,72,hr,1389,5607,5445,1.0295,1.0296
50029-3,MCF7,10117-101-1,Celastrol,0.37,uM,LJP6,72,hr,1389,3634,5445,0.6688,0.6292
50029-3,MCF7,10117-101-1,Celastrol,1.11,uM,LJP6,72,hr,1389,2084,5445,0.3847,0.2299
50029-3,MCF7,10117-101-1,Celastrol,3.33,uM,LJP6,72,hr,1389,1322,5445,0.2422,-0.0275
50029-3,MCF7,10117-101-1,Celastrol,10,uM,LJP6,72,hr,1389,1046,5445,0.1914,-0.1399
50029-3,MCF7,10119-101-1,SU11274,0.04,uM,LJP5,72,hr,1389,6419,5905,1.0870,1.0816
50029-3,MCF7,10119-101-1,SU11274,0.12,uM,LJP5,72,hr,1389,5985,5905,1.0136,1.0130
50029-3,MCF7,10119-101-1,SU11274,0.37,uM,LJP5,72,hr,1389,5969,5905,1.0111,1.0107
50029-3,MCF7,10119-101-1,SU11274,1.11,uM,LJP5,72,hr,1389,4937,5905,0.8350,0.8330
50029-3,MCF7,10119-101-1,SU11274,3.33,uM,LJP5,72,hr,1389,4553,5905,0.7704,0.7641
50029-3,MCF7,10119-101-1,SU11274,10,uM,LJP5,72,hr,1389,1689,5905,0.2859,0.0974
50029-3,MCF7,10120-102-1,Canertinib,0.04,uM,LJP6,72,hr,1389,5411,5445,0.9908,0.9849
50029-3,MCF7,10120-102-1,Canertinib,0.12,uM,LJP6,72,hr,1389,4810,5445,0.8814,0.8717
50029-3,MCF7,10120-102-1,Canertinib,0.37,uM,LJP6,72,hr,1389,4622,5445,0.8472,0.8355
50029-3,MCF7,10120-102-1,Canertinib,1.11,uM,LJP6,72,hr,1389,3882,5445,0.7098,0.6745
