Cell Line HMS LINCS ID,Cell Line Name,Time Point,Time Point Unit,Variable,Average VIP Score
50999,MMAC-SF,48,hr,Bim,NaN
50999,MMAC-SF,48,hr,cPARP,-1.52870
50999,MMAC-SF,48,hr,p-Histone H3(S10),1.59960
50999,MMAC-SF,48,hr,p27 Kip1,NaN
51006,MZ7-mel,1,hr,p-p90RSK(S380),0.56785
51006,MZ7-mel,1,hr,p-p90RSK(T573),NaN
51006,MZ7-mel,1,hr,p-AKT(T308),0.47697
51006,MZ7-mel,1,hr,p-AKT(S473),0.98495
51006,MZ7-mel,1,hr,p-mTOR(S2448),0.43270
51006,MZ7-mel,1,hr,p-p70S6K(T421/S424),0.83406
51006,MZ7-mel,1,hr,p-p70S6K(T389),0.75863
51006,MZ7-mel,1,hr,p-S6(S235/236),0.42135
51006,MZ7-mel,1,hr,p-AMPK(T172),-0.28432
51006,MZ7-mel,1,hr,p-JNK(T183/Y185),0.26621
51006,MZ7-mel,1,hr,Total c-Jun,0.78288
51006,MZ7-mel,1,hr,p-cJun(S63),0.35063
51006,MZ7-mel,1,hr,p-P38(T180/Y182),0.98757
51006,MZ7-mel,1,hr,p-HSP27(S82),0.31493
51006,MZ7-mel,1,hr,p-NFKB(S536),0.16181
51006,MZ7-mel,1,hr,Bim,NaN
51006,MZ7-mel,1,hr,cPARP,NaN
51006,MZ7-mel,1,hr,p-Histone H3(S10),-0.22101
51006,MZ7-mel,1,hr,p27 Kip1,0.17722
51006,MZ7-mel,5,hr,p-p90RSK(S380),NaN
51006,MZ7-mel,5,hr,p-p90RSK(T573),NaN
51006,MZ7-mel,5,hr,p-AKT(T308),NaN
51006,MZ7-mel,5,hr,p-AKT(S473),NaN
51006,MZ7-mel,5,hr,p-mTOR(S2448),NaN
51006,MZ7-mel,5,hr,p-p70S6K(T421/S424),-0.58275
51006,MZ7-mel,5,hr,p-p70S6K(T389),NaN
51006,MZ7-mel,5,hr,p-S6(S235/236),0.48430
51006,MZ7-mel,5,hr,p-AMPK(T172),-0.57675
51006,MZ7-mel,5,hr,p-JNK(T183/Y185),NaN
51006,MZ7-mel,5,hr,Total c-Jun,0.67613
51006,MZ7-mel,5,hr,p-cJun(S63),NaN
51006,MZ7-mel,5,hr,p-P38(T180/Y182),NaN
51006,MZ7-mel,5,hr,p-HSP27(S82),NaN
51006,MZ7-mel,5,hr,p-NFKB(S536),-0.64566
51006,MZ7-mel,5,hr,Bim,NaN
51006,MZ7-mel,5,hr,cPARP,NaN
51006,MZ7-mel,5,hr,p-Histone H3(S10),-0.43926
51006,MZ7-mel,5,hr,p27 Kip1,-0.36435
51006,MZ7-mel,10,hr,p-p90RSK(S380),1.06660
51006,MZ7-mel,10,hr,p-p90RSK(T573),0.59120
51006,MZ7-mel,10,hr,p-AKT(T308),NaN
51006,MZ7-mel,10,hr,p-AKT(S473),0.60071
51006,MZ7-mel,10,hr,p-mTOR(S2448),0.64446
51006,MZ7-mel,10,hr,p-p70S6K(T421/S424),1.01310
51006,MZ7-mel,10,hr,p-p70S6K(T389),0.84778
51006,MZ7-mel,10,hr,p-S6(S235/236),1.23840
51006,MZ7-mel,10,hr,p-AMPK(T172),-0.70468
51006,MZ7-mel,10,hr,p-JNK(T183/Y185),0.47959
51006,MZ7-mel,10,hr,Total c-Jun,0.98120
51006,MZ7-mel,10,hr,p-cJun(S63),0.45131
51006,MZ7-mel,10,hr,p-P38(T180/Y182),0.68789
51006,MZ7-mel,10,hr,p-HSP27(S82),0.34035
51006,MZ7-mel,10,hr,p-NFKB(S536),1.05890
51006,MZ7-mel,10,hr,Bim,-0.40275
51006,MZ7-mel,10,hr,cPARP,NaN
51006,MZ7-mel,10,hr,p-Histone H3(S10),-0.32072
51006,MZ7-mel,10,hr,p27 Kip1,-0.56098
51006,MZ7-mel,24,hr,p-p90RSK(S380),NaN
51006,MZ7-mel,24,hr,p-p90RSK(T573),1.45960
51006,MZ7-mel,24,hr,p-AKT(T308),-0.59000
51006,MZ7-mel,24,hr,p-AKT(S473),NaN
51006,MZ7-mel,24,hr,p-mTOR(S2448),NaN
51006,MZ7-mel,24,hr,p-p70S6K(T421/S424),0.72891
51006,MZ7-mel,24,hr,p-p70S6K(T389),NaN
51006,MZ7-mel,24,hr,p-S6(S235/236),2.10020
51006,MZ7-mel,24,hr,p-AMPK(T172),-0.48094
51006,MZ7-mel,24,hr,p-JNK(T183/Y185),-0.40353
51006,MZ7-mel,24,hr,Total c-Jun,0.49324
51006,MZ7-mel,24,hr,p-cJun(S63),NaN
51006,MZ7-mel,24,hr,p-P38(T180/Y182),1.07010
51006,MZ7-mel,24,hr,p-HSP27(S82),NaN
51006,MZ7-mel,24,hr,p-NFKB(S536),-0.50772
51006,MZ7-mel,24,hr,Bim,-1.60590
51006,MZ7-mel,24,hr,cPARP,-1.41350
51006,MZ7-mel,24,hr,p-Histone H3(S10),0.88186
51006,MZ7-mel,24,hr,p27 Kip1,-2.11370
51006,MZ7-mel,48,hr,p-p90RSK(S380),NaN
51006,MZ7-mel,48,hr,p-p90RSK(T573),2.24270
51006,MZ7-mel,48,hr,p-AKT(T308),-0.95693
51006,MZ7-mel,48,hr,p-AKT(S473),-0.40393
51006,MZ7-mel,48,hr,p-mTOR(S2448),NaN
51006,MZ7-mel,48,hr,p-p70S6K(T421/S424),1.03870
51006,MZ7-mel,48,hr,p-p70S6K(T389),NaN
51006,MZ7-mel,48,hr,p-S6(S235/236),1.32500
51006,MZ7-mel,48,hr,p-AMPK(T172),-0.54943
51006,MZ7-mel,48,hr,p-JNK(T183/Y185),-0.74394
51006,MZ7-mel,48,hr,Total c-Jun,-0.52248
51006,MZ7-mel,48,hr,p-cJun(S63),NaN
51006,MZ7-mel,48,hr,p-P38(T180/Y182),1.38730
51006,MZ7-mel,48,hr,p-HSP27(S82),NaN
51006,MZ7-mel,48,hr,p-NFKB(S536),-0.32198
51006,MZ7-mel,48,hr,Bim,-2.39090
51006,MZ7-mel,48,hr,cPARP,-2.05540
51006,MZ7-mel,48,hr,p-Histone H3(S10),2.98190
51006,MZ7-mel,48,hr,p27 Kip1,-2.41820
50475,RVH-421,1,hr,p-p90RSK(S380),0.73089
50475,RVH-421,1,hr,p-p90RSK(T573),0.42888
50475,RVH-421,1,hr,p-AKT(T308),0.37869
50475,RVH-421,1,hr,p-AKT(S473),0.18467
50475,RVH-421,1,hr,p-mTOR(S2448),0.66328
50475,RVH-421,1,hr,p-p70S6K(T421/S424),1.09040
50475,RVH-421,1,hr,p-p70S6K(T389),0.77206
50475,RVH-421,1,hr,p-S6(S235/236),0.49750
50475,RVH-421,1,hr,p-AMPK(T172),0.83114
50475,RVH-421,1,hr,p-JNK(T183/Y185),0.73589
50475,RVH-421,1,hr,Total c-Jun,0.37291
50475,RVH-421,1,hr,p-cJun(S63),NaN
50475,RVH-421,1,hr,p-P38(T180/Y182),0.71579
50475,RVH-421,1,hr,p-HSP27(S82),0.69241
50475,RVH-421,1,hr,p-NFKB(S536),1.14870
50475,RVH-421,1,hr,Bim,0.41103
50475,RVH-421,1,hr,cPARP,0.58990
50475,RVH-421,1,hr,p-Histone H3(S10),NaN
50475,RVH-421,1,hr,p27 Kip1,0.55022
50475,RVH-421,5,hr,p-p90RSK(S380),-0.69970
50475,RVH-421,5,hr,p-p90RSK(T573),NaN
50475,RVH-421,5,hr,p-AKT(T308),-0.65256
50475,RVH-421,5,hr,p-AKT(S473),-0.58425
50475,RVH-421,5,hr,p-mTOR(S2448),-0.77894
50475,RVH-421,5,hr,p-p70S6K(T421/S424),0.26993
50475,RVH-421,5,hr,p-p70S6K(T389),NaN
50475,RVH-421,5,hr,p-S6(S235/236),0.61113
50475,RVH-421,5,hr,p-AMPK(T172),NaN
50475,RVH-421,5,hr,p-JNK(T183/Y185),-0.63346
50475,RVH-421,5,hr,Total c-Jun,NaN
50475,RVH-421,5,hr,p-cJun(S63),NaN
50475,RVH-421,5,hr,p-P38(T180/Y182),0.22986
50475,RVH-421,5,hr,p-HSP27(S82),-0.77288
50475,RVH-421,5,hr,p-NFKB(S536),-1.30500
50475,RVH-421,5,hr,Bim,-1.04630
50475,RVH-421,5,hr,cPARP,-0.50626
50475,RVH-421,5,hr,p-Histone H3(S10),-0.68250
50475,RVH-421,5,hr,p27 Kip1,-0.62768
50475,RVH-421,10,hr,p-p90RSK(S380),1.11340
50475,RVH-421,10,hr,p-p90RSK(T573),0.78083
50475,RVH-421,10,hr,p-AKT(T308),0.65412
50475,RVH-421,10,hr,p-AKT(S473),0.61229
50475,RVH-421,10,hr,p-mTOR(S2448),1.40570
50475,RVH-421,10,hr,p-p70S6K(T421/S424),1.43370
50475,RVH-421,10,hr,p-p70S6K(T389),1.62910
50475,RVH-421,10,hr,p-S6(S235/236),1.76460
50475,RVH-421,10,hr,p-AMPK(T172),1.45430
50475,RVH-421,10,hr,p-JNK(T183/Y185),1.40820
50475,RVH-421,10,hr,Total c-Jun,NaN
50475,RVH-421,10,hr,p-cJun(S63),NaN
50475,RVH-421,10,hr,p-P38(T180/Y182),NaN
50475,RVH-421,10,hr,p-HSP27(S82),0.77342
50475,RVH-421,10,hr,p-NFKB(S536),0.44518
50475,RVH-421,10,hr,Bim,0.41463
50475,RVH-421,10,hr,cPARP,0.16856
50475,RVH-421,10,hr,p-Histone H3(S10),NaN
50475,RVH-421,10,hr,p27 Kip1,NaN
50475,RVH-421,24,hr,p-p90RSK(S380),NaN
50475,RVH-421,24,hr,p-p90RSK(T573),NaN
50475,RVH-421,24,hr,p-AKT(T308),-0.39409
50475,RVH-421,24,hr,p-AKT(S473),NaN
50475,RVH-421,24,hr,p-mTOR(S2448),NaN
50475,RVH-421,24,hr,p-p70S6K(T421/S424),1.37350
50475,RVH-421,24,hr,p-p70S6K(T389),NaN
50475,RVH-421,24,hr,p-S6(S235/236),1.53400
50475,RVH-421,24,hr,p-AMPK(T172),-0.66423
50475,RVH-421,24,hr,p-JNK(T183/Y185),-0.56908
50475,RVH-421,24,hr,Total c-Jun,-1.24410
50475,RVH-421,24,hr,p-cJun(S63),-0.50516
50475,RVH-421,24,hr,p-P38(T180/Y182),NaN
50475,RVH-421,24,hr,p-HSP27(S82),NaN
50475,RVH-421,24,hr,p-NFKB(S536),-1.52420
50475,RVH-421,24,hr,Bim,-1.32560
50475,RVH-421,24,hr,cPARP,-1.33520
50475,RVH-421,24,hr,p-Histone H3(S10),0.81086
50475,RVH-421,24,hr,p27 Kip1,-1.45100
50475,RVH-421,48,hr,p-p90RSK(S380),-0.60222
50475,RVH-421,48,hr,p-p90RSK(T573),NaN
50475,RVH-421,48,hr,p-AKT(T308),-0.79373
50475,RVH-421,48,hr,p-AKT(S473),0.49185
50475,RVH-421,48,hr,p-mTOR(S2448),NaN
50475,RVH-421,48,hr,p-p70S6K(T421/S424),1.12510
50475,RVH-421,48,hr,p-p70S6K(T389),NaN
50475,RVH-421,48,hr,p-S6(S235/236),1.24510
50475,RVH-421,48,hr,p-AMPK(T172),-0.67720
50475,RVH-421,48,hr,p-JNK(T183/Y185),-1.55080
50475,RVH-421,48,hr,Total c-Jun,-1.78760
50475,RVH-421,48,hr,p-cJun(S63),-1.17070
50475,RVH-421,48,hr,p-P38(T180/Y182),NaN
50475,RVH-421,48,hr,p-HSP27(S82),NaN
50475,RVH-421,48,hr,p-NFKB(S536),-0.55050
50475,RVH-421,48,hr,Bim,-1.64760
50475,RVH-421,48,hr,cPARP,-1.36250
50475,RVH-421,48,hr,p-Histone H3(S10),2.08130
50475,RVH-421,48,hr,p27 Kip1,-1.59000
51101,SKMEL28,1,hr,p-p90RSK(S380),1.04170
51101,SKMEL28,1,hr,p-p90RSK(T573),0.41264
51101,SKMEL28,1,hr,p-AKT(T308),NaN
51101,SKMEL28,1,hr,p-AKT(S473),0.61843
51101,SKMEL28,1,hr,p-mTOR(S2448),0.61188
51101,SKMEL28,1,hr,p-p70S6K(T421/S424),1.20960
51101,SKMEL28,1,hr,p-p70S6K(T389),0.60277
51101,SKMEL28,1,hr,p-S6(S235/236),0.58875
51101,SKMEL28,1,hr,p-AMPK(T172),NaN
51101,SKMEL28,1,hr,p-JNK(T183/Y185),1.07840
51101,SKMEL28,1,hr,Total c-Jun,0.59367
51101,SKMEL28,1,hr,p-cJun(S63),0.56096
51101,SKMEL28,1,hr,p-P38(T180/Y182),0.58098
51101,SKMEL28,1,hr,p-HSP27(S82),0.69218
51101,SKMEL28,1,hr,p-NFKB(S536),0.35365
51101,SKMEL28,1,hr,Bim,0.36643
51101,SKMEL28,1,hr,cPARP,0.47894
51101,SKMEL28,1,hr,p-Histone H3(S10),0.33634
51101,SKMEL28,1,hr,p27 Kip1,0.41783
51101,SKMEL28,5,hr,p-p90RSK(S380),0.45569
51101,SKMEL28,5,hr,p-p90RSK(T573),-0.56904
51101,SKMEL28,5,hr,p-AKT(T308),NaN
51101,SKMEL28,5,hr,p-AKT(S473),-0.99542
51101,SKMEL28,5,hr,p-mTOR(S2448),NaN
51101,SKMEL28,5,hr,p-p70S6K(T421/S424),-0.78730
51101,SKMEL28,5,hr,p-p70S6K(T389),NaN
51101,SKMEL28,5,hr,p-S6(S235/236),0.52224
51101,SKMEL28,5,hr,p-AMPK(T172),-0.49420
51101,SKMEL28,5,hr,p-JNK(T183/Y185),NaN
51101,SKMEL28,5,hr,Total c-Jun,0.83264
51101,SKMEL28,5,hr,p-cJun(S63),-1.01390
51101,SKMEL28,5,hr,p-P38(T180/Y182),NaN
51101,SKMEL28,5,hr,p-HSP27(S82),NaN
51101,SKMEL28,5,hr,p-NFKB(S536),NaN
51101,SKMEL28,5,hr,Bim,-0.59177
51101,SKMEL28,5,hr,cPARP,-0.57451
51101,SKMEL28,5,hr,p-Histone H3(S10),-0.18617
51101,SKMEL28,5,hr,p27 Kip1,NaN
51101,SKMEL28,10,hr,p-p90RSK(S380),1.58460
51101,SKMEL28,10,hr,p-p90RSK(T573),0.66327
51101,SKMEL28,10,hr,p-AKT(T308),NaN
51101,SKMEL28,10,hr,p-AKT(S473),0.67691
51101,SKMEL28,10,hr,p-mTOR(S2448),0.85779
51101,SKMEL28,10,hr,p-p70S6K(T421/S424),1.22570
51101,SKMEL28,10,hr,p-p70S6K(T389),1.24880
51101,SKMEL28,10,hr,p-S6(S235/236),1.40380
51101,SKMEL28,10,hr,p-AMPK(T172),0.60140
51101,SKMEL28,10,hr,p-JNK(T183/Y185),1.12800
51101,SKMEL28,10,hr,Total c-Jun,1.65220
51101,SKMEL28,10,hr,p-cJun(S63),0.59615
51101,SKMEL28,10,hr,p-P38(T180/Y182),0.65581
51101,SKMEL28,10,hr,p-HSP27(S82),0.53442
51101,SKMEL28,10,hr,p-NFKB(S536),1.49200
51101,SKMEL28,10,hr,Bim,-0.16529
51101,SKMEL28,10,hr,cPARP,0.28001
51101,SKMEL28,10,hr,p-Histone H3(S10),NaN
51101,SKMEL28,10,hr,p27 Kip1,-0.51507
51101,SKMEL28,24,hr,p-p90RSK(S380),0.21054
51101,SKMEL28,24,hr,p-p90RSK(T573),NaN
51101,SKMEL28,24,hr,p-AKT(T308),NaN
51101,SKMEL28,24,hr,p-AKT(S473),NaN
51101,SKMEL28,24,hr,p-mTOR(S2448),1.85510
51101,SKMEL28,24,hr,p-p70S6K(T421/S424),1.65840
51101,SKMEL28,24,hr,p-p70S6K(T389),1.50420
51101,SKMEL28,24,hr,p-S6(S235/236),NaN
51101,SKMEL28,24,hr,p-AMPK(T172),-0.37196
51101,SKMEL28,24,hr,p-JNK(T183/Y185),NaN
51101,SKMEL28,24,hr,Total c-Jun,NaN
51101,SKMEL28,24,hr,p-cJun(S63),-0.59190
51101,SKMEL28,24,hr,p-P38(T180/Y182),NaN
51101,SKMEL28,24,hr,p-HSP27(S82),NaN
51101,SKMEL28,24,hr,p-NFKB(S536),1.38870
51101,SKMEL28,24,hr,Bim,-0.68980
51101,SKMEL28,24,hr,cPARP,-1.20710
51101,SKMEL28,24,hr,p-Histone H3(S10),2.16750
51101,SKMEL28,24,hr,p27 Kip1,-1.52160
51101,SKMEL28,48,hr,p-p90RSK(S380),1.13920
51101,SKMEL28,48,hr,p-p90RSK(T573),1.28060
51101,SKMEL28,48,hr,p-AKT(T308),NaN
51101,SKMEL28,48,hr,p-AKT(S473),NaN
51101,SKMEL28,48,hr,p-mTOR(S2448),1.29710
51101,SKMEL28,48,hr,p-p70S6K(T421/S424),0.71737
51101,SKMEL28,48,hr,p-p70S6K(T389),1.08170
51101,SKMEL28,48,hr,p-S6(S235/236),NaN
51101,SKMEL28,48,hr,p-AMPK(T172),-0.84624
51101,SKMEL28,48,hr,p-JNK(T183/Y185),NaN
51101,SKMEL28,48,hr,Total c-Jun,-0.73459
51101,SKMEL28,48,hr,p-cJun(S63),-0.98814
51101,SKMEL28,48,hr,p-P38(T180/Y182),0.61775
51101,SKMEL28,48,hr,p-HSP27(S82),NaN
51101,SKMEL28,48,hr,p-NFKB(S536),1.33180
51101,SKMEL28,48,hr,Bim,NaN
51101,SKMEL28,48,hr,cPARP,-1.37510
51101,SKMEL28,48,hr,p-Histone H3(S10),2.19890
51101,SKMEL28,48,hr,p27 Kip1,-2.21920
50567,WM-115,1,hr,p-p90RSK(S380),1.22690
50567,WM-115,1,hr,p-p90RSK(T573),0.35229
50567,WM-115,1,hr,p-AKT(T308),0.93461
50567,WM-115,1,hr,p-AKT(S473),NaN
50567,WM-115,1,hr,p-mTOR(S2448),0.62683
50567,WM-115,1,hr,p-p70S6K(T421/S424),0.97563
50567,WM-115,1,hr,p-p70S6K(T389),0.74367
50567,WM-115,1,hr,p-S6(S235/236),0.43608
50567,WM-115,1,hr,p-AMPK(T172),NaN
50567,WM-115,1,hr,p-JNK(T183/Y185),1.52970
50567,WM-115,1,hr,Total c-Jun,0.85630
50567,WM-115,1,hr,p-cJun(S63),NaN
50567,WM-115,1,hr,p-P38(T180/Y182),1.31950
50567,WM-115,1,hr,p-HSP27(S82),-0.33793
50567,WM-115,1,hr,p-NFKB(S536),0.41587
50567,WM-115,1,hr,Bim,0.93658
50567,WM-115,1,hr,cPARP,0.77093
50567,WM-115,1,hr,p-Histone H3(S10),0.42351
50567,WM-115,1,hr,p27 Kip1,0.67655
50567,WM-115,5,hr,p-p90RSK(S380),0.89933
50567,WM-115,5,hr,p-p90RSK(T573),NaN
50567,WM-115,5,hr,p-AKT(T308),-0.79027
50567,WM-115,5,hr,p-AKT(S473),-0.81455
50567,WM-115,5,hr,p-mTOR(S2448),0.42960
50567,WM-115,5,hr,p-p70S6K(T421/S424),-0.17204
50567,WM-115,5,hr,p-p70S6K(T389),NaN
50567,WM-115,5,hr,p-S6(S235/236),0.65950
50567,WM-115,5,hr,p-AMPK(T172),-0.42314
50567,WM-115,5,hr,p-JNK(T183/Y185),NaN
50567,WM-115,5,hr,Total c-Jun,0.61828
50567,WM-115,5,hr,p-cJun(S63),-0.46479
50567,WM-115,5,hr,p-P38(T180/Y182),0.70534
50567,WM-115,5,hr,p-HSP27(S82),0.08822
50567,WM-115,5,hr,p-NFKB(S536),-0.16998
50567,WM-115,5,hr,Bim,-0.81780
50567,WM-115,5,hr,cPARP,NaN
50567,WM-115,5,hr,p-Histone H3(S10),-0.94266
50567,WM-115,5,hr,p27 Kip1,0.42857
50567,WM-115,10,hr,p-p90RSK(S380),1.13970
50567,WM-115,10,hr,p-p90RSK(T573),NaN
50567,WM-115,10,hr,p-AKT(T308),-0.68812
50567,WM-115,10,hr,p-AKT(S473),-0.52788
50567,WM-115,10,hr,p-mTOR(S2448),0.65551
50567,WM-115,10,hr,p-p70S6K(T421/S424),0.51143
50567,WM-115,10,hr,p-p70S6K(T389),1.01620
50567,WM-115,10,hr,p-S6(S235/236),0.90692
50567,WM-115,10,hr,p-AMPK(T172),0.36597
50567,WM-115,10,hr,p-JNK(T183/Y185),0.88221
50567,WM-115,10,hr,Total c-Jun,-1.35940
50567,WM-115,10,hr,p-cJun(S63),NaN
50567,WM-115,10,hr,p-P38(T180/Y182),0.50900
50567,WM-115,10,hr,p-HSP27(S82),-0.22354
50567,WM-115,10,hr,p-NFKB(S536),0.50290
50567,WM-115,10,hr,Bim,-0.30135
50567,WM-115,10,hr,cPARP,0.67536
50567,WM-115,10,hr,p-Histone H3(S10),-0.77003
50567,WM-115,10,hr,p27 Kip1,0.43586
50567,WM-115,24,hr,p-p90RSK(S380),0.52040
50567,WM-115,24,hr,p-p90RSK(T573),NaN
50567,WM-115,24,hr,p-AKT(T308),-0.79026
50567,WM-115,24,hr,p-AKT(S473),-0.68794
50567,WM-115,24,hr,p-mTOR(S2448),-0.40411
50567,WM-115,24,hr,p-p70S6K(T421/S424),-0.40436
50567,WM-115,24,hr,p-p70S6K(T389),NaN
50567,WM-115,24,hr,p-S6(S235/236),1.81380
50567,WM-115,24,hr,p-AMPK(T172),-0.88057
50567,WM-115,24,hr,p-JNK(T183/Y185),NaN
50567,WM-115,24,hr,Total c-Jun,-1.15730
50567,WM-115,24,hr,p-cJun(S63),-0.80333
50567,WM-115,24,hr,p-P38(T180/Y182),NaN
50567,WM-115,24,hr,p-HSP27(S82),-0.42550
50567,WM-115,24,hr,p-NFKB(S536),-0.47474
50567,WM-115,24,hr,Bim,NaN
50567,WM-115,24,hr,cPARP,0.48989
50567,WM-115,24,hr,p-Histone H3(S10),NaN
50567,WM-115,24,hr,p27 Kip1,-0.39922
50567,WM-115,48,hr,p-p90RSK(S380),1.60330
50567,WM-115,48,hr,p-p90RSK(T573),1.03000
50567,WM-115,48,hr,p-AKT(T308),-0.89141
50567,WM-115,48,hr,p-AKT(S473),-0.24656
50567,WM-115,48,hr,p-mTOR(S2448),0.61967
50567,WM-115,48,hr,p-p70S6K(T421/S424),2.02740
50567,WM-115,48,hr,p-p70S6K(T389),1.82570
50567,WM-115,48,hr,p-S6(S235/236),1.86160
50567,WM-115,48,hr,p-AMPK(T172),-0.91522
50567,WM-115,48,hr,p-JNK(T183/Y185),0.65144
50567,WM-115,48,hr,Total c-Jun,-2.18360
50567,WM-115,48,hr,p-cJun(S63),-1.55450
50567,WM-115,48,hr,p-P38(T180/Y182),0.87080
50567,WM-115,48,hr,p-HSP27(S82),0.72441
50567,WM-115,48,hr,p-NFKB(S536),1.05740
50567,WM-115,48,hr,Bim,NaN
50567,WM-115,48,hr,cPARP,NaN
50567,WM-115,48,hr,p-Histone H3(S10),3.57390
50567,WM-115,48,hr,p27 Kip1,-1.10150
50568,WM1552C,1,hr,p-p90RSK(S380),0.81016
50568,WM1552C,1,hr,p-p90RSK(T573),0.48146
50568,WM1552C,1,hr,p-AKT(T308),0.52449
50568,WM1552C,1,hr,p-AKT(S473),NaN
50568,WM1552C,1,hr,p-mTOR(S2448),0.68414
50568,WM1552C,1,hr,p-p70S6K(T421/S424),1.02310
50568,WM1552C,1,hr,p-p70S6K(T389),0.80114
50568,WM1552C,1,hr,p-S6(S235/236),0.42843
50568,WM1552C,1,hr,p-AMPK(T172),0.97605
50568,WM1552C,1,hr,p-JNK(T183/Y185),1.06260
50568,WM1552C,1,hr,Total c-Jun,0.61840
50568,WM1552C,1,hr,p-cJun(S63),0.85042
50568,WM1552C,1,hr,p-P38(T180/Y182),0.96030
50568,WM1552C,1,hr,p-HSP27(S82),0.81144
50568,WM1552C,1,hr,p-NFKB(S536),0.74671
50568,WM1552C,1,hr,Bim,0.73961
50568,WM1552C,1,hr,cPARP,0.79246
50568,WM1552C,1,hr,p-Histone H3(S10),0.24960
50568,WM1552C,1,hr,p27 Kip1,NaN
50568,WM1552C,5,hr,p-p90RSK(S380),NaN
50568,WM1552C,5,hr,p-p90RSK(T573),NaN
50568,WM1552C,5,hr,p-AKT(T308),-0.56449
50568,WM1552C,5,hr,p-AKT(S473),-0.46578
50568,WM1552C,5,hr,p-mTOR(S2448),NaN
50568,WM1552C,5,hr,p-p70S6K(T421/S424),-0.47542
50568,WM1552C,5,hr,p-p70S6K(T389),NaN
50568,WM1552C,5,hr,p-S6(S235/236),NaN
50568,WM1552C,5,hr,p-AMPK(T172),-0.68836
50568,WM1552C,5,hr,p-JNK(T183/Y185),NaN
50568,WM1552C,5,hr,Total c-Jun,1.41970
50568,WM1552C,5,hr,p-cJun(S63),1.18220
50568,WM1552C,5,hr,p-P38(T180/Y182),NaN
50568,WM1552C,5,hr,p-HSP27(S82),0.96946
50568,WM1552C,5,hr,p-NFKB(S536),-0.49639
50568,WM1552C,5,hr,Bim,-0.58522
50568,WM1552C,5,hr,cPARP,-0.47236
50568,WM1552C,5,hr,p-Histone H3(S10),-0.35061
50568,WM1552C,5,hr,p27 Kip1,NaN
50568,WM1552C,10,hr,p-p90RSK(S380),0.89499
50568,WM1552C,10,hr,p-p90RSK(T573),0.45496
50568,WM1552C,10,hr,p-AKT(T308),-1.03560
50568,WM1552C,10,hr,p-AKT(S473),NaN
50568,WM1552C,10,hr,p-mTOR(S2448),0.64542
50568,WM1552C,10,hr,p-p70S6K(T421/S424),0.69219
50568,WM1552C,10,hr,p-p70S6K(T389),0.77814
50568,WM1552C,10,hr,p-S6(S235/236),0.79069
50568,WM1552C,10,hr,p-AMPK(T172),NaN
50568,WM1552C,10,hr,p-JNK(T183/Y185),0.93172
50568,WM1552C,10,hr,Total c-Jun,1.97430
50568,WM1552C,10,hr,p-cJun(S63),1.05380
50568,WM1552C,10,hr,p-P38(T180/Y182),0.61283
50568,WM1552C,10,hr,p-HSP27(S82),0.41162
50568,WM1552C,10,hr,p-NFKB(S536),0.52127
50568,WM1552C,10,hr,Bim,NaN
50568,WM1552C,10,hr,cPARP,NaN
50568,WM1552C,10,hr,p-Histone H3(S10),NaN
50568,WM1552C,10,hr,p27 Kip1,NaN
50568,WM1552C,24,hr,p-p90RSK(S380),0.62822
50568,WM1552C,24,hr,p-p90RSK(T573),NaN
50568,WM1552C,24,hr,p-AKT(T308),-0.98743
50568,WM1552C,24,hr,p-AKT(S473),-0.97161
50568,WM1552C,24,hr,p-mTOR(S2448),0.33699
50568,WM1552C,24,hr,p-p70S6K(T421/S424),-0.30308
50568,WM1552C,24,hr,p-p70S6K(T389),NaN
50568,WM1552C,24,hr,p-S6(S235/236),NaN
50568,WM1552C,24,hr,p-AMPK(T172),-0.31682
50568,WM1552C,24,hr,p-JNK(T183/Y185),NaN
50568,WM1552C,24,hr,Total c-Jun,0.62581
50568,WM1552C,24,hr,p-cJun(S63),-1.17510
50568,WM1552C,24,hr,p-P38(T180/Y182),NaN
50568,WM1552C,24,hr,p-HSP27(S82),0.39000
50568,WM1552C,24,hr,p-NFKB(S536),0.70333
50568,WM1552C,24,hr,Bim,-1.64600
50568,WM1552C,24,hr,cPARP,NaN
50568,WM1552C,24,hr,p-Histone H3(S10),1.40980
50568,WM1552C,24,hr,p27 Kip1,NaN
50568,WM1552C,48,hr,p-p90RSK(S380),1.90000
50568,WM1552C,48,hr,p-p90RSK(T573),1.45380
50568,WM1552C,48,hr,p-AKT(T308),0.58462
50568,WM1552C,48,hr,p-AKT(S473),-1.32770
50568,WM1552C,48,hr,p-mTOR(S2448),1.27030
50568,WM1552C,48,hr,p-p70S6K(T421/S424),1.44410
50568,WM1552C,48,hr,p-p70S6K(T389),0.95501
50568,WM1552C,48,hr,p-S6(S235/236),-0.34452
50568,WM1552C,48,hr,p-AMPK(T172),0.70236
50568,WM1552C,48,hr,p-JNK(T183/Y185),1.52110
50568,WM1552C,48,hr,Total c-Jun,0.40568
50568,WM1552C,48,hr,p-cJun(S63),-1.64590
50568,WM1552C,48,hr,p-P38(T180/Y182),NaN
50568,WM1552C,48,hr,p-HSP27(S82),1.01800
50568,WM1552C,48,hr,p-NFKB(S536),2.00870
50568,WM1552C,48,hr,Bim,0.42780
50568,WM1552C,48,hr,cPARP,1.92410
