Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration (uM),Time Point (hr),Time Interval (hr),Normalized Growth Rate Inhibition Value
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1,37.23,11.9,0.5284
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1,38.93,11.9,0.5791
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1,40.63,11.9,0.5290
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1,42.33,11.9,0.4024
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1,44.03,11.9,0.3837
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1,45.74,11.9,0.3917
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1,47.45,11.9,0.4320
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1,49.15,11.9,0.4531
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1,50.86,11.9,0.4062
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1,52.56,11.9,0.4180
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1,54.25,11.9,0.4398
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1,55.97,11.9,0.4143
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1,57.67,11.9,0.4409
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1,59.37,11.9,0.4114
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1,61.08,11.9,0.4386
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1,62.78,11.9,0.4658
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1,64.49,11.9,0.6097
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1,66.19,11.9,0.7343
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1,67.89,11.9,1.0410
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1,69.60,11.9,2.3359
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1,71.30,11.9,3.2502
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1,73.49,11.9,-0.8137
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1,76.90,11.9,-0.6839
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1,80.31,11.9,-0.5994
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1,85.43,11.9,-0.2727
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1,85.43,12.0,-0.1521
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1,89.69,11.9,-0.6908
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,15.08,11.9,0.2130
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,16.79,11.9,0.1546
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,18.49,11.9,0.1370
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,20.19,11.9,0.1372
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,21.90,11.9,0.1552
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,23.60,11.9,0.1995
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,25.30,11.9,0.2425
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,27.00,11.9,0.2783
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,28.71,11.9,0.3209
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,30.41,11.9,0.3492
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,32.11,11.9,0.3869
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,33.82,11.9,0.3888
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,35.52,11.9,0.3849
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,37.23,11.9,0.4175
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,38.93,11.9,0.4311
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,40.63,11.9,0.4460
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,42.33,11.9,0.4748
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,44.03,11.9,0.4677
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,45.74,11.9,0.4931
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,47.45,11.9,0.5654
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,49.15,11.9,0.5822
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,50.86,11.9,0.6635
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,52.56,11.9,0.6875
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,54.25,11.9,0.7481
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,55.97,11.9,0.9144
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,57.67,11.9,1.0449
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,59.37,11.9,1.0288
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,61.08,11.9,1.1282
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,62.78,11.9,1.2146
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,64.49,11.9,1.5254
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,66.19,11.9,1.9662
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,67.89,11.9,2.0913
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,69.60,11.9,4.3667
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,71.30,11.9,6.6780
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,73.49,11.9,10.3021
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,76.90,11.9,9.0040
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,80.31,11.9,18.9993
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,85.43,11.9,9.6447
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,85.43,12.0,13.3692
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,89.69,11.9,14.2928
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,15.08,11.9,0.1717
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,16.79,11.9,0.1141
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,18.49,11.9,0.0796
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,20.19,11.9,0.0679
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,21.90,11.9,0.0612
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,23.60,11.9,0.0730
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,25.30,11.9,0.0720
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,27.00,11.9,0.1042
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,28.71,11.9,0.1207
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,30.41,11.9,0.1318
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,32.11,11.9,0.1520
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,33.82,11.9,0.1510
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,35.52,11.9,0.1216
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,37.23,11.9,0.1453
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,38.93,11.9,0.1558
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,40.63,11.9,0.1548
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,42.33,11.9,0.1500
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,44.03,11.9,0.1570
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,45.74,11.9,0.1665
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,47.45,11.9,0.2520
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,49.15,11.9,0.4300
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,50.86,11.9,0.5287
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,52.56,11.9,0.5018
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,54.25,11.9,0.6479
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,55.97,11.9,0.6743
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,57.67,11.9,0.8432
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,59.37,11.9,0.7211
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,61.08,11.9,0.3527
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,62.78,11.9,0.1998
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,64.49,11.9,0.2953
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,66.19,11.9,0.2724
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,67.89,11.9,0.4151
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,69.60,11.9,0.6206
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,71.30,11.9,0.6517
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,73.49,11.9,-0.0464
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,76.90,11.9,0.1204
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,80.31,11.9,-0.0757
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,85.43,11.9,-0.2888
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,85.43,12.0,-0.1945
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,89.69,11.9,-0.5268
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,15.08,11.9,0.3769
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,16.79,11.9,0.3389
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,18.49,11.9,0.2755
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,20.19,11.9,0.2475
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,21.90,11.9,0.1512
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,23.60,11.9,0.1439
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,25.30,11.9,0.1056
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,27.00,11.9,0.0269
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,28.71,11.9,0.0083
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,30.41,11.9,0.0177
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,32.11,11.9,0.0171
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,33.82,11.9,0.0048
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,35.52,11.9,-0.0202
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,37.23,11.9,-0.0704
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,38.93,11.9,-0.0964
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,40.63,11.9,-0.1289
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,42.33,11.9,-0.1481
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,44.03,11.9,-0.1412
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,45.74,11.9,-0.1569
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,47.45,11.9,-0.2148
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,49.15,11.9,-0.2493
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,50.86,11.9,-0.2680
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,52.56,11.9,-0.2797
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,54.25,11.9,-0.3369
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,55.97,11.9,-0.4294
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,57.67,11.9,-0.4485
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,59.37,11.9,-0.4145
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,61.08,11.9,-0.4178
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,62.78,11.9,-0.4665
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,64.49,11.9,-0.5153
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,66.19,11.9,-0.5860
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,67.89,11.9,-0.6482
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,69.60,11.9,-0.7093
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,71.30,11.9,-0.7768
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,73.49,11.9,-0.7187
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,76.90,11.9,-0.8342
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,80.31,11.9,-0.8783
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,85.43,11.9,-0.9117
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,85.43,12.0,-0.8540
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,89.69,11.9,-0.9466
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,15.08,11.9,0.8163
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,16.79,11.9,0.9414
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,18.49,11.9,0.9913
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,20.19,11.9,1.0602
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,21.90,11.9,1.1114
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,23.60,11.9,1.1150
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,25.30,11.9,1.2756
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,27.00,11.9,1.2645
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,28.71,11.9,1.0018
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,30.41,11.9,0.9637
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,32.11,11.9,0.9493
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,33.82,11.9,0.9639
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,35.52,11.9,0.9492
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,37.23,11.9,0.9570
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,38.93,11.9,1.0179
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,40.63,11.9,0.9893
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,42.33,11.9,0.9658
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,44.03,11.9,0.9968
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,45.74,11.9,0.9827
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,47.45,11.9,1.0266
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,49.15,11.9,1.0426
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,50.86,11.9,1.0174
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,52.56,11.9,1.0489
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,54.25,11.9,1.1070
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,55.97,11.9,1.1098
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,57.67,11.9,1.1450
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,59.37,11.9,1.1456
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,61.08,11.9,1.2041
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,62.78,11.9,1.2559
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,64.49,11.9,1.3931
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,66.19,11.9,1.5603
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,67.89,11.9,1.6460
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,69.60,11.9,2.2564
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,71.30,11.9,2.3826
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,73.49,11.9,2.6896
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,76.90,11.9,2.0573
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,80.31,11.9,2.3409
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,85.43,11.9,0.7920
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,85.43,12.0,0.8097
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,89.69,11.9,-0.4605
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,15.08,11.9,1.2278
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,16.79,11.9,1.2098
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,18.49,11.9,1.1793
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,20.19,11.9,1.1169
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,21.90,11.9,1.0842
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,23.60,11.9,1.0274
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,25.30,11.9,1.0885
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,27.00,11.9,1.0105
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,28.71,11.9,1.0055
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,30.41,11.9,1.0577
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,32.11,11.9,1.1907
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,33.82,11.9,1.2179
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,35.52,11.9,1.1320
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,37.23,11.9,1.1146
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,38.93,11.9,1.2541
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,40.63,11.9,1.2831
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,42.33,11.9,1.2153
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,44.03,11.9,1.0358
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,45.74,11.9,1.0174
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,47.45,11.9,1.0254
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,49.15,11.9,1.0166
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,50.86,11.9,0.8857
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,52.56,11.9,0.8654
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,54.25,11.9,0.8501
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,55.97,11.9,0.8700
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,57.67,11.9,0.8752
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,59.37,11.9,0.8681
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,61.08,11.9,0.9105
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,62.78,11.9,0.8969
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,64.49,11.9,0.8340
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,66.19,11.9,0.9017
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,67.89,11.9,0.8228
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,69.60,11.9,1.3337
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,71.30,11.9,1.1139
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,73.49,11.9,-0.6254
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,76.90,11.9,-0.9053
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,80.31,11.9,-0.9831
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,85.43,11.9,-0.9938
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,85.43,12.0,-0.9963
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,89.69,11.9,-1.0000
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,15.08,11.9,1.3167
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,16.79,11.9,1.2461
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,18.49,11.9,1.2612
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,20.19,11.9,1.1710
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,21.90,11.9,1.0745
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,23.60,11.9,1.0045
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,25.30,11.9,0.9400
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,27.00,11.9,0.9394
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,28.71,11.9,0.9407
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,30.41,11.9,0.9312
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,32.11,11.9,0.9556
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,33.82,11.9,0.9547
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,35.52,11.9,0.9299
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,37.23,11.9,0.9364
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,38.93,11.9,0.9657
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,40.63,11.9,0.9623
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,42.33,11.9,0.9373
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,44.03,11.9,0.9187
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,45.74,11.9,0.9029
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,47.45,11.9,0.9429
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,49.15,11.9,0.9466
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,50.86,11.9,0.9631
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,52.56,11.9,0.9799
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,54.25,11.9,0.9980
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,55.97,11.9,1.0228
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,57.67,11.9,1.0148
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,59.37,11.9,0.9536
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,61.08,11.9,0.9539
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,62.78,11.9,0.8897
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,64.49,11.9,0.9218
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,66.19,11.9,0.9265
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,67.89,11.9,0.9556
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,69.60,11.9,1.5263
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,71.30,11.9,1.4968
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,73.49,11.9,-0.6516
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,76.90,11.9,-0.9020
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,80.31,11.9,-0.9927
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,85.43,11.9,-0.9972
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,85.43,12.0,-0.9974
