Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration,Small Mol Conc Unit,LJP Library Plate,Replicate,Assay Well,Timepoint,Timepoint Unit,Total Cell Count Before Treatment,Total Cell Count After Treatment,Total Control Cell Count,Relative Cell Count,Normalized Growth Rate Inhibition Value
50029-3,MCF7,10079-101-1,Torin1,10,uM,LJP6,2,O13,72,hr,1235,1067,4070,0.2621,-0.0817
50029-3,MCF7,10079-101-1,Torin1,10,uM,LJP6,3,O13,72,hr,1235,1263,4126,0.3061,0.0128
50029-3,MCF7,10080-101-1,Torin2,0.04,uM,LJP5,1,I24,72,hr,1235,1175,4119,0.2853,-0.0284
50029-3,MCF7,10080-101-1,Torin2,0.04,uM,LJP5,2,I24,72,hr,1235,1263,4356,0.2899,0.0122
50029-3,MCF7,10080-101-1,Torin2,0.04,uM,LJP5,3,I24,72,hr,1235,1237,4326,0.2859,0.0007
50029-3,MCF7,10080-101-1,Torin2,0.12,uM,LJP5,1,I23,72,hr,1235,1222,4119,0.2967,-0.0063
50029-3,MCF7,10080-101-1,Torin2,0.12,uM,LJP5,2,I23,72,hr,1235,1084,4356,0.2488,-0.0694
50029-3,MCF7,10080-101-1,Torin2,0.12,uM,LJP5,3,I23,72,hr,1235,1175,4326,0.2716,-0.0273
50029-3,MCF7,10080-101-1,Torin2,0.37,uM,LJP5,1,I22,72,hr,1235,1098,4119,0.2666,-0.0656
50029-3,MCF7,10080-101-1,Torin2,0.37,uM,LJP5,2,I22,72,hr,1235,1094,4356,0.2511,-0.0647
50029-3,MCF7,10080-101-1,Torin2,0.37,uM,LJP5,3,I22,72,hr,1235,1068,4326,0.2469,-0.0774
50029-3,MCF7,10080-101-1,Torin2,1.11,uM,LJP5,1,I21,72,hr,1235,1129,4119,0.2741,-0.0505
50029-3,MCF7,10080-101-1,Torin2,1.11,uM,LJP5,2,I21,72,hr,1235,1126,4356,0.2585,-0.0497
50029-3,MCF7,10080-101-1,Torin2,1.11,uM,LJP5,3,I21,72,hr,1235,1176,4326,0.2718,-0.0269
50029-3,MCF7,10080-101-1,Torin2,3.33,uM,LJP5,1,I20,72,hr,1235,1090,4119,0.2646,-0.0695
50029-3,MCF7,10080-101-1,Torin2,3.33,uM,LJP5,2,I20,72,hr,1235,1146,4356,0.2631,-0.0405
50029-3,MCF7,10080-101-1,Torin2,3.33,uM,LJP5,3,I20,72,hr,1235,1223,4326,0.2827,-0.0056
50029-3,MCF7,10080-101-1,Torin2,10,uM,LJP5,1,I19,72,hr,1235,948,4119,0.2301,-0.1414
50029-3,MCF7,10080-101-1,Torin2,10,uM,LJP5,2,I19,72,hr,1235,1016,4356,0.2332,-0.1020
50029-3,MCF7,10080-101-1,Torin2,10,uM,LJP5,3,I19,72,hr,1235,867,4326,0.2004,-0.1779
50029-3,MCF7,10082-101-1,WZ-4-145,0.04,uM,LJP6,1,J24,72,hr,1235,3107,3974,0.7818,0.7283
50029-3,MCF7,10082-101-1,WZ-4-145,0.04,uM,LJP6,2,J24,72,hr,1235,2953,4070,0.7255,0.6596
50029-3,MCF7,10082-101-1,WZ-4-145,0.04,uM,LJP6,3,J24,72,hr,1235,3212,4126,0.7784,0.7318
50029-3,MCF7,10082-101-1,WZ-4-145,0.12,uM,LJP6,1,J23,72,hr,1235,2909,3974,0.7320,0.6621
50029-3,MCF7,10082-101-1,WZ-4-145,0.12,uM,LJP6,2,J23,72,hr,1235,2712,4070,0.6663,0.5795
50029-3,MCF7,10082-101-1,WZ-4-145,0.12,uM,LJP6,3,J23,72,hr,1235,2958,4126,0.7169,0.6517
50029-3,MCF7,10082-101-1,WZ-4-145,0.37,uM,LJP6,1,J22,72,hr,1235,2458,3974,0.6185,0.5040
50029-3,MCF7,10082-101-1,WZ-4-145,0.37,uM,LJP6,2,J22,72,hr,1235,2648,4070,0.6506,0.5577
50029-3,MCF7,10082-101-1,WZ-4-145,0.37,uM,LJP6,3,J22,72,hr,1235,2373,4126,0.5751,0.4553
50029-3,MCF7,10082-101-1,WZ-4-145,1.11,uM,LJP6,1,J21,72,hr,1235,2079,3974,0.5231,0.3618
50029-3,MCF7,10082-101-1,WZ-4-145,1.11,uM,LJP6,2,J21,72,hr,1235,2129,4070,0.5231,0.3722
50029-3,MCF7,10082-101-1,WZ-4-145,1.11,uM,LJP6,3,J21,72,hr,1235,2075,4126,0.5029,0.3472
50029-3,MCF7,10082-101-1,WZ-4-145,3.33,uM,LJP6,1,J20,72,hr,1235,2019,3974,0.5080,0.3383
50029-3,MCF7,10082-101-1,WZ-4-145,3.33,uM,LJP6,2,J20,72,hr,1235,1726,4070,0.4240,0.2146
50029-3,MCF7,10082-101-1,WZ-4-145,3.33,uM,LJP6,3,J20,72,hr,1235,1799,4126,0.4360,0.2411
50029-3,MCF7,10082-101-1,WZ-4-145,10,uM,LJP6,1,J19,72,hr,1235,912,3974,0.2295,-0.1648
50029-3,MCF7,10082-101-1,WZ-4-145,10,uM,LJP6,2,J19,72,hr,1235,831,4070,0.2042,-0.2059
50029-3,MCF7,10082-101-1,WZ-4-145,10,uM,LJP6,3,J19,72,hr,1235,944,4126,0.2288,-0.1433
50029-3,MCF7,10084-101-1,WZ3105,0.04,uM,LJP5,1,D24,72,hr,1235,811,4119,0.1969,-0.2151
50029-3,MCF7,10084-101-1,WZ3105,0.04,uM,LJP5,2,D24,72,hr,1235,632,4356,0.1451,-0.3083
50029-3,MCF7,10084-101-1,WZ3105,0.04,uM,LJP5,3,D24,72,hr,1235,812,4326,0.1877,-0.2071
50029-3,MCF7,10084-101-1,WZ3105,0.12,uM,LJP5,1,D23,72,hr,1235,811,4119,0.1969,-0.2151
50029-3,MCF7,10084-101-1,WZ3105,0.12,uM,LJP5,2,D23,72,hr,1235,694,4356,0.1593,-0.2718
50029-3,MCF7,10084-101-1,WZ3105,0.12,uM,LJP5,3,D23,72,hr,1235,976,4326,0.2256,-0.1222
50029-3,MCF7,10084-101-1,WZ3105,0.37,uM,LJP5,1,D22,72,hr,1235,877,4119,0.2129,-0.1790
50029-3,MCF7,10084-101-1,WZ3105,0.37,uM,LJP5,2,D22,72,hr,1235,899,4356,0.2064,-0.1604
50029-3,MCF7,10084-101-1,WZ3105,0.37,uM,LJP5,3,D22,72,hr,1235,875,4326,0.2023,-0.1737
50029-3,MCF7,10084-101-1,WZ3105,1.11,uM,LJP5,1,D21,72,hr,1235,805,4119,0.1954,-0.2185
50029-3,MCF7,10084-101-1,WZ3105,1.11,uM,LJP5,2,D21,72,hr,1235,942,4356,0.2162,-0.1385
50029-3,MCF7,10084-101-1,WZ3105,1.11,uM,LJP5,3,D21,72,hr,1235,966,4326,0.2233,-0.1272
50029-3,MCF7,10084-101-1,WZ3105,3.33,uM,LJP5,1,D20,72,hr,1235,849,4119,0.2061,-0.1942
50029-3,MCF7,10084-101-1,WZ3105,3.33,uM,LJP5,2,D20,72,hr,1235,779,4356,0.1788,-0.2240
50029-3,MCF7,10084-101-1,WZ3105,3.33,uM,LJP5,3,D20,72,hr,1235,845,4326,0.1953,-0.1895
50029-3,MCF7,10084-101-1,WZ3105,10,uM,LJP5,1,D19,72,hr,1235,744,4119,0.1806,-0.2531
50029-3,MCF7,10084-101-1,WZ3105,10,uM,LJP5,2,D19,72,hr,1235,791,4356,0.1816,-0.2175
50029-3,MCF7,10084-101-1,WZ3105,10,uM,LJP5,3,D19,72,hr,1235,614,4326,0.1419,-0.3207
50029-3,MCF7,10086-101-1,XMD11-50,0.04,uM,LJP6,1,P12,72,hr,1235,3752,3974,0.9441,0.9329
50029-3,MCF7,10086-101-1,XMD11-50,0.04,uM,LJP6,2,P12,72,hr,1235,3370,4070,0.8279,0.7921
50029-3,MCF7,10086-101-1,XMD11-50,0.04,uM,LJP6,3,P12,72,hr,1235,3790,4126,0.9185,0.9046
50029-3,MCF7,10086-101-1,XMD11-50,0.12,uM,LJP6,1,P11,72,hr,1235,3304,3974,0.8314,0.7925
50029-3,MCF7,10086-101-1,XMD11-50,0.12,uM,LJP6,2,P11,72,hr,1235,2986,4070,0.7336,0.6704
50029-3,MCF7,10086-101-1,XMD11-50,0.12,uM,LJP6,3,P11,72,hr,1235,3619,4126,0.8770,0.8547
50029-3,MCF7,10086-101-1,XMD11-50,0.37,uM,LJP6,1,P10,72,hr,1235,3041,3974,0.7652,0.7064
50029-3,MCF7,10086-101-1,XMD11-50,0.37,uM,LJP6,2,P10,72,hr,1235,2326,4070,0.5715,0.4446
50029-3,MCF7,10086-101-1,XMD11-50,0.37,uM,LJP6,3,P10,72,hr,1235,2824,4126,0.6844,0.6083
50029-3,MCF7,10086-101-1,XMD11-50,1.11,uM,LJP6,1,P09,72,hr,1235,2061,3974,0.5186,0.3548
50029-3,MCF7,10086-101-1,XMD11-50,1.11,uM,LJP6,2,P09,72,hr,1235,1954,4070,0.4801,0.3054
50029-3,MCF7,10086-101-1,XMD11-50,1.11,uM,LJP6,3,P09,72,hr,1235,2075,4126,0.5029,0.3472
50029-3,MCF7,10086-101-1,XMD11-50,3.33,uM,LJP6,1,P08,72,hr,1235,1649,3974,0.4149,0.1869
50029-3,MCF7,10086-101-1,XMD11-50,3.33,uM,LJP6,2,P08,72,hr,1235,1613,4070,0.3963,0.1677
50029-3,MCF7,10086-101-1,XMD11-50,3.33,uM,LJP6,3,P08,72,hr,1235,1720,4126,0.4168,0.2095
50029-3,MCF7,10086-101-1,XMD11-50,10,uM,LJP6,1,P07,72,hr,1235,1362,3974,0.3427,0.0596
50029-3,MCF7,10086-101-1,XMD11-50,10,uM,LJP6,2,P07,72,hr,1235,1311,4070,0.3221,0.0351
50029-3,MCF7,10086-101-1,XMD11-50,10,uM,LJP6,3,P07,72,hr,1235,1308,4126,0.3170,0.0334
50029-3,MCF7,10087-101-1,XMD11-85h,0.04,uM,LJP6,1,P24,72,hr,1235,3145,3974,0.7914,0.7408
50029-3,MCF7,10087-101-1,XMD11-85h,0.04,uM,LJP6,2,P24,72,hr,1235,3477,4070,0.8542,0.8250
50029-3,MCF7,10087-101-1,XMD11-85h,0.04,uM,LJP6,3,P24,72,hr,1235,3335,4126,0.8082,0.7696
50029-3,MCF7,10087-101-1,XMD11-85h,0.12,uM,LJP6,1,P23,72,hr,1235,3643,3974,0.9167,0.8994
50029-3,MCF7,10087-101-1,XMD11-85h,0.12,uM,LJP6,2,P23,72,hr,1235,3315,4070,0.8144,0.7750
50029-3,MCF7,10087-101-1,XMD11-85h,0.12,uM,LJP6,3,P23,72,hr,1235,3531,4126,0.8557,0.8287
50029-3,MCF7,10087-101-1,XMD11-85h,0.37,uM,LJP6,1,P22,72,hr,1235,3970,3974,0.9990,0.9988
50029-3,MCF7,10087-101-1,XMD11-85h,0.37,uM,LJP6,2,P22,72,hr,1235,3358,4070,0.8250,0.7884
50029-3,MCF7,10087-101-1,XMD11-85h,0.37,uM,LJP6,3,P22,72,hr,1235,3471,4126,0.8412,0.8108
50029-3,MCF7,10087-101-1,XMD11-85h,1.11,uM,LJP6,1,P21,72,hr,1235,3479,3974,0.8754,0.8482
50029-3,MCF7,10087-101-1,XMD11-85h,1.11,uM,LJP6,2,P21,72,hr,1235,3108,4070,0.7636,0.7097
50029-3,MCF7,10087-101-1,XMD11-85h,1.11,uM,LJP6,3,P21,72,hr,1235,3730,4126,0.9040,0.8872
50029-3,MCF7,10087-101-1,XMD11-85h,3.33,uM,LJP6,1,P20,72,hr,1235,3097,3974,0.7793,0.7250
50029-3,MCF7,10087-101-1,XMD11-85h,3.33,uM,LJP6,2,P20,72,hr,1235,3013,4070,0.7402,0.6792
50029-3,MCF7,10087-101-1,XMD11-85h,3.33,uM,LJP6,3,P20,72,hr,1235,3290,4126,0.7973,0.7559
50029-3,MCF7,10087-101-1,XMD11-85h,10,uM,LJP6,1,P19,72,hr,1235,1760,3974,0.4429,0.2336
50029-3,MCF7,10087-101-1,XMD11-85h,10,uM,LJP6,2,P19,72,hr,1235,2043,4070,0.5019,0.3397
50029-3,MCF7,10087-101-1,XMD11-85h,10,uM,LJP6,3,P19,72,hr,1235,2146,4126,0.5201,0.3735
50029-3,MCF7,10091-101-1,XMD16-144,0.04,uM,LJP5,1,M12,72,hr,1235,1660,4119,0.4030,0.1854
50029-3,MCF7,10091-101-1,XMD16-144,0.04,uM,LJP5,2,M12,72,hr,1235,1791,4356,0.4111,0.2266
50029-3,MCF7,10091-101-1,XMD16-144,0.04,uM,LJP5,3,M12,72,hr,1235,1698,4326,0.3925,0.1923
50029-3,MCF7,10091-101-1,XMD16-144,0.12,uM,LJP5,1,M11,72,hr,1235,1607,4119,0.3901,0.1634
50029-3,MCF7,10091-101-1,XMD16-144,0.12,uM,LJP5,2,M11,72,hr,1235,1679,4356,0.3854,0.1838
50029-3,MCF7,10091-101-1,XMD16-144,0.12,uM,LJP5,3,M11,72,hr,1235,1634,4326,0.3777,0.1673
50029-3,MCF7,10091-101-1,XMD16-144,0.37,uM,LJP5,1,M10,72,hr,1235,1776,4119,0.4312,0.2324
50029-3,MCF7,10091-101-1,XMD16-144,0.37,uM,LJP5,2,M10,72,hr,1235,1754,4356,0.4026,0.2126
50029-3,MCF7,10091-101-1,XMD16-144,0.37,uM,LJP5,3,M10,72,hr,1235,1835,4326,0.4241,0.2446
50029-3,MCF7,10091-101-1,XMD16-144,1.11,uM,LJP5,1,M09,72,hr,1235,1754,4119,0.4258,0.2235
50029-3,MCF7,10091-101-1,XMD16-144,1.11,uM,LJP5,2,M09,72,hr,1235,1849,4356,0.4244,0.2483
50029-3,MCF7,10091-101-1,XMD16-144,1.11,uM,LJP5,3,M09,72,hr,1235,1758,4326,0.4063,0.2154
50029-3,MCF7,10091-101-1,XMD16-144,3.33,uM,LJP5,1,M08,72,hr,1235,1708,4119,0.4146,0.2050
50029-3,MCF7,10091-101-1,XMD16-144,3.33,uM,LJP5,2,M08,72,hr,1235,1818,4356,0.4173,0.2368
50029-3,MCF7,10091-101-1,XMD16-144,3.33,uM,LJP5,3,M08,72,hr,1235,1768,4326,0.4087,0.2193
50029-3,MCF7,10091-101-1,XMD16-144,10,uM,LJP5,1,M07,72,hr,1235,588,4119,0.1428,-0.3477
50029-3,MCF7,10091-101-1,XMD16-144,10,uM,LJP5,2,M07,72,hr,1235,849,4356,0.1949,-0.1864
50029-3,MCF7,10091-101-1,XMD16-144,10,uM,LJP5,3,M07,72,hr,1235,761,4326,0.1759,-0.2351
50029-3,MCF7,10097-101-1,Erlotinib,0.04,uM,LJP5,1,M24,72,hr,1235,3403,4119,0.8261,0.7918
50029-3,MCF7,10097-101-1,Erlotinib,0.04,uM,LJP5,2,M24,72,hr,1235,3534,4356,0.8112,0.7826
50029-3,MCF7,10097-101-1,Erlotinib,0.04,uM,LJP5,3,M24,72,hr,1235,3468,4326,0.8016,0.7698
50029-3,MCF7,10097-101-1,Erlotinib,0.12,uM,LJP5,1,M23,72,hr,1235,3592,4119,0.8720,0.8484
50029-3,MCF7,10097-101-1,Erlotinib,0.12,uM,LJP5,2,M23,72,hr,1235,3483,4356,0.7995,0.7684
50029-3,MCF7,10097-101-1,Erlotinib,0.12,uM,LJP5,3,M23,72,hr,1235,3739,4326,0.8642,0.8449
50029-3,MCF7,10097-101-1,Erlotinib,0.37,uM,LJP5,1,M22,72,hr,1235,4247,4119,1.0310,1.0355
50029-3,MCF7,10097-101-1,Erlotinib,0.37,uM,LJP5,2,M22,72,hr,1235,4484,4356,1.0293,1.0320
50029-3,MCF7,10097-101-1,Erlotinib,0.37,uM,LJP5,3,M22,72,hr,1235,4295,4326,0.9927,0.9920
50029-3,MCF7,10097-101-1,Erlotinib,1.11,uM,LJP5,1,M21,72,hr,1235,4097,4119,0.9946,0.9938
50029-3,MCF7,10097-101-1,Erlotinib,1.11,uM,LJP5,2,M21,72,hr,1235,4469,4356,1.0259,1.0283
50029-3,MCF7,10097-101-1,Erlotinib,1.11,uM,LJP5,3,M21,72,hr,1235,4622,4326,1.0683,1.0744
50029-3,MCF7,10097-101-1,Erlotinib,3.33,uM,LJP5,1,M20,72,hr,1235,3932,4119,0.9546,0.9472
50029-3,MCF7,10097-101-1,Erlotinib,3.33,uM,LJP5,2,M20,72,hr,1235,4817,4356,1.1058,1.1137
50029-3,MCF7,10097-101-1,Erlotinib,3.33,uM,LJP5,3,M20,72,hr,1235,4223,4326,0.9761,0.9734
50029-3,MCF7,10097-101-1,Erlotinib,10,uM,LJP5,1,M19,72,hr,1235,4103,4119,0.9961,0.9955
50029-3,MCF7,10097-101-1,Erlotinib,10,uM,LJP5,2,M19,72,hr,1235,4302,4356,0.9875,0.9863
50029-3,MCF7,10097-101-1,Erlotinib,10,uM,LJP5,3,M19,72,hr,1235,4400,4326,1.0170,1.0187
50029-3,MCF7,10098-101-1,Gefitinib,0.04,uM,LJP6,1,N12,72,hr,1235,4441,3974,1.1175,1.1362
50029-3,MCF7,10098-101-1,Gefitinib,0.04,uM,LJP6,2,N12,72,hr,1235,4611,4070,1.1328,1.1504
50029-3,MCF7,10098-101-1,Gefitinib,0.04,uM,LJP6,3,N12,72,hr,1235,4809,4126,1.1654,1.1840
50029-3,MCF7,10098-101-1,Gefitinib,0.12,uM,LJP6,1,N11,72,hr,1235,4759,3974,1.1975,1.2257
50029-3,MCF7,10098-101-1,Gefitinib,0.12,uM,LJP6,2,N11,72,hr,1235,4185,4070,1.0282,1.0326
50029-3,MCF7,10098-101-1,Gefitinib,0.12,uM,LJP6,3,N11,72,hr,1235,4596,4126,1.1138,1.1278
50029-3,MCF7,10098-101-1,Gefitinib,0.37,uM,LJP6,1,N10,72,hr,1235,4997,3974,1.2574,1.2911
50029-3,MCF7,10098-101-1,Gefitinib,0.37,uM,LJP6,2,N10,72,hr,1235,3864,4070,0.9493,0.9404
50029-3,MCF7,10098-101-1,Gefitinib,0.37,uM,LJP6,3,N10,72,hr,1235,4732,4126,1.1468,1.1638
50029-3,MCF7,10098-101-1,Gefitinib,1.11,uM,LJP6,1,N09,72,hr,1235,4820,3974,1.2128,1.2426
50029-3,MCF7,10098-101-1,Gefitinib,1.11,uM,LJP6,2,N09,72,hr,1235,4237,4070,1.0409,1.0472
50029-3,MCF7,10098-101-1,Gefitinib,1.11,uM,LJP6,3,N09,72,hr,1235,4667,4126,1.1310,1.1467
50029-3,MCF7,10098-101-1,Gefitinib,3.33,uM,LJP6,1,N08,72,hr,1235,4682,3974,1.1781,1.2043
50029-3,MCF7,10098-101-1,Gefitinib,3.33,uM,LJP6,2,N08,72,hr,1235,4237,4070,1.0409,1.0472
50029-3,MCF7,10098-101-1,Gefitinib,3.33,uM,LJP6,3,N08,72,hr,1235,4350,4126,1.0542,1.0616
50029-3,MCF7,10098-101-1,Gefitinib,10,uM,LJP6,1,N07,72,hr,1235,3650,3974,0.9184,0.9016
50029-3,MCF7,10098-101-1,Gefitinib,10,uM,LJP6,2,N07,72,hr,1235,2972,4070,0.7302,0.6658
50029-3,MCF7,10098-101-1,Gefitinib,10,uM,LJP6,3,N07,72,hr,1235,3711,4126,0.8993,0.8817
50029-3,MCF7,10099-101-1,Nilotinib,0.04,uM,LJP5,1,N18,72,hr,1235,4323,4119,1.0495,1.0564
50029-3,MCF7,10099-101-1,Nilotinib,0.04,uM,LJP5,2,N18,72,hr,1235,4671,4356,1.0722,1.0782
50029-3,MCF7,10099-101-1,Nilotinib,0.04,uM,LJP5,3,N18,72,hr,1235,4390,4326,1.0147,1.0162
50029-3,MCF7,10099-101-1,Nilotinib,0.12,uM,LJP5,1,N17,72,hr,1235,4322,4119,1.0492,1.0561
50029-3,MCF7,10099-101-1,Nilotinib,0.12,uM,LJP5,2,N17,72,hr,1235,4417,4356,1.0139,1.0153
50029-3,MCF7,10099-101-1,Nilotinib,0.12,uM,LJP5,3,N17,72,hr,1235,4583,4326,1.0593,1.0647
50029-3,MCF7,10099-101-1,Nilotinib,0.37,uM,LJP5,1,N16,72,hr,1235,3762,4119,0.9133,0.8983
50029-3,MCF7,10099-101-1,Nilotinib,0.37,uM,LJP5,2,N16,72,hr,1235,4513,4356,1.0360,1.0393
50029-3,MCF7,10099-101-1,Nilotinib,0.37,uM,LJP5,3,N16,72,hr,1235,4495,4326,1.0390,1.0427
50029-3,MCF7,10099-101-1,Nilotinib,1.11,uM,LJP5,1,N15,72,hr,1235,3657,4119,0.8878,0.8676
50029-3,MCF7,10099-101-1,Nilotinib,1.11,uM,LJP5,2,N15,72,hr,1235,4267,4356,0.9795,0.9774
50029-3,MCF7,10099-101-1,Nilotinib,1.11,uM,LJP5,3,N15,72,hr,1235,4516,4326,1.0438,1.0480
50029-3,MCF7,10099-101-1,Nilotinib,3.33,uM,LJP5,1,N14,72,hr,1235,3983,4119,0.9669,0.9617
50029-3,MCF7,10099-101-1,Nilotinib,3.33,uM,LJP5,2,N14,72,hr,1235,4674,4356,1.0729,1.0790
50029-3,MCF7,10099-101-1,Nilotinib,3.33,uM,LJP5,3,N14,72,hr,1235,4392,4326,1.0152,1.0167
50029-3,MCF7,10099-101-1,Nilotinib,10,uM,LJP5,1,N13,72,hr,1235,1724,4119,0.4185,0.2115
50029-3,MCF7,10099-101-1,Nilotinib,10,uM,LJP5,2,N13,72,hr,1235,1460,4356,0.3352,0.0962
50029-3,MCF7,10099-101-1,Nilotinib,10,uM,LJP5,3,N13,72,hr,1235,1716,4326,0.3966,0.1993
50029-3,MCF7,10100-101-1,JNK-9L,0.04,uM,LJP6,1,K24,72,hr,1235,2764,3974,0.6955,0.6124
50029-3,MCF7,10100-101-1,JNK-9L,0.04,uM,LJP6,2,K24,72,hr,1235,3000,4070,0.7370,0.6749
50029-3,MCF7,10100-101-1,JNK-9L,0.04,uM,LJP6,3,K24,72,hr,1235,2519,4126,0.6105,0.5061
50029-3,MCF7,10100-101-1,JNK-9L,0.12,uM,LJP6,1,K23,72,hr,1235,2158,3974,0.5430,0.3922
50029-3,MCF7,10100-101-1,JNK-9L,0.12,uM,LJP6,2,K23,72,hr,1235,2160,4070,0.5307,0.3838
50029-3,MCF7,10100-101-1,JNK-9L,0.12,uM,LJP6,3,K23,72,hr,1235,1977,4126,0.4791,0.3103
50029-3,MCF7,10100-101-1,JNK-9L,0.37,uM,LJP6,1,K22,72,hr,1235,1331,3974,0.3349,0.0452
50029-3,MCF7,10100-101-1,JNK-9L,0.37,uM,LJP6,2,K22,72,hr,1235,1464,4070,0.3597,0.1037
50029-3,MCF7,10100-101-1,JNK-9L,0.37,uM,LJP6,3,K22,72,hr,1235,1315,4126,0.3187,0.0365
50029-3,MCF7,10100-101-1,JNK-9L,1.11,uM,LJP6,1,K21,72,hr,1235,1082,3974,0.2723,-0.0756
50029-3,MCF7,10100-101-1,JNK-9L,1.11,uM,LJP6,2,K21,72,hr,1235,1025,4070,0.2518,-0.1029
50029-3,MCF7,10100-101-1,JNK-9L,1.11,uM,LJP6,3,K21,72,hr,1235,841,4126,0.2038,-0.1983
50029-3,MCF7,10100-101-1,JNK-9L,3.33,uM,LJP6,1,K20,72,hr,1235,1072,3974,0.2697,-0.0807
50029-3,MCF7,10100-101-1,JNK-9L,3.33,uM,LJP6,2,K20,72,hr,1235,1068,4070,0.2624,-0.0812
50029-3,MCF7,10100-101-1,JNK-9L,3.33,uM,LJP6,3,K20,72,hr,1235,1052,4126,0.2550,-0.0882
50029-3,MCF7,10100-101-1,JNK-9L,10,uM,LJP6,1,K19,72,hr,1235,922,3974,0.2320,-0.1594
50029-3,MCF7,10100-101-1,JNK-9L,10,uM,LJP6,2,K19,72,hr,1235,964,4070,0.2368,-0.1343
50029-3,MCF7,10100-101-1,JNK-9L,10,uM,LJP6,3,K19,72,hr,1235,946,4126,0.2293,-0.1422
50029-3,MCF7,10101-101-1,PD0325901,0.04,uM,LJP6,1,E06,72,hr,1235,2676,3974,0.6734,0.5818
50029-3,MCF7,10101-101-1,PD0325901,0.04,uM,LJP6,2,E06,72,hr,1235,3107,4070,0.7633,0.7094
50029-3,MCF7,10101-101-1,PD0325901,0.04,uM,LJP6,3,E06,72,hr,1235,3053,4126,0.7399,0.6820
50029-3,MCF7,10101-101-1,PD0325901,0.04,uM,LJP5,1,C06,72,hr,1235,2870,4119,0.6967,0.6244
50029-3,MCF7,10101-101-1,PD0325901,0.04,uM,LJP5,2,C06,72,hr,1235,2819,4356,0.6471,0.5742
50029-3,MCF7,10101-101-1,PD0325901,0.04,uM,LJP5,3,C06,72,hr,1235,3189,4326,0.7371,0.6895
50029-3,MCF7,10101-101-1,PD0325901,0.12,uM,LJP6,1,E05,72,hr,1235,2189,3974,0.5508,0.4041
50029-3,MCF7,10101-101-1,PD0325901,0.12,uM,LJP6,2,E05,72,hr,1235,2701,4070,0.6636,0.5758
50029-3,MCF7,10101-101-1,PD0325901,0.12,uM,LJP6,3,E05,72,hr,1235,2580,4126,0.6253,0.5269
50029-3,MCF7,10101-101-1,PD0325901,0.12,uM,LJP5,1,C05,72,hr,1235,2793,4119,0.6780,0.5992
50029-3,MCF7,10101-101-1,PD0325901,0.12,uM,LJP5,2,C05,72,hr,1235,2625,4356,0.6026,0.5137
50029-3,MCF7,10101-101-1,PD0325901,0.12,uM,LJP5,3,C05,72,hr,1235,2551,4326,0.5896,0.4933
50029-3,MCF7,10101-101-1,PD0325901,0.37,uM,LJP6,1,E04,72,hr,1235,2317,3974,0.5830,0.4522
50029-3,MCF7,10101-101-1,PD0325901,0.37,uM,LJP6,2,E04,72,hr,1235,2591,4070,0.6366,0.5381
50029-3,MCF7,10101-101-1,PD0325901,0.37,uM,LJP6,3,E04,72,hr,1235,2054,4126,0.4978,0.3394
50029-3,MCF7,10101-101-1,PD0325901,0.37,uM,LJP5,1,C04,72,hr,1235,2503,4119,0.6076,0.5014
50029-3,MCF7,10101-101-1,PD0325901,0.37,uM,LJP5,2,C04,72,hr,1235,2784,4356,0.6391,0.5634
50029-3,MCF7,10101-101-1,PD0325901,0.37,uM,LJP5,3,C04,72,hr,1235,2393,4326,0.5531,0.4414
50029-3,MCF7,10101-101-1,PD0325901,1.11,uM,LJP6,1,E03,72,hr,1235,2223,3974,0.5594,0.4170
50029-3,MCF7,10101-101-1,PD0325901,1.11,uM,LJP6,2,E03,72,hr,1235,2272,4070,0.5582,0.4250
50029-3,MCF7,10101-101-1,PD0325901,1.11,uM,LJP6,3,E03,72,hr,1235,2259,4126,0.5475,0.4147
50029-3,MCF7,10101-101-1,PD0325901,1.11,uM,LJP5,1,C03,72,hr,1235,2255,4119,0.5474,0.4139
50029-3,MCF7,10101-101-1,PD0325901,1.11,uM,LJP5,2,C03,72,hr,1235,2521,4356,0.5787,0.4804
50029-3,MCF7,10101-101-1,PD0325901,1.11,uM,LJP5,3,C03,72,hr,1235,2530,4326,0.5848,0.4865
50029-3,MCF7,10101-101-1,PD0325901,3.33,uM,LJP6,1,E02,72,hr,1235,1569,3974,0.3948,0.1524
50029-3,MCF7,10101-101-1,PD0325901,3.33,uM,LJP6,2,E02,72,hr,1235,1551,4070,0.3811,0.1414
50029-3,MCF7,10101-101-1,PD0325901,3.33,uM,LJP6,3,E02,72,hr,1235,1659,4126,0.4021,0.1847
50029-3,MCF7,10101-101-1,PD0325901,3.33,uM,LJP5,1,C02,72,hr,1235,1689,4119,0.4100,0.1972
50029-3,MCF7,10101-101-1,PD0325901,3.33,uM,LJP5,2,C02,72,hr,1235,1816,4356,0.4169,0.2360
50029-3,MCF7,10101-101-1,PD0325901,3.33,uM,LJP5,3,C02,72,hr,1235,1623,4326,0.3751,0.1629
50029-3,MCF7,10101-101-1,PD0325901,10,uM,LJP6,1,E01,72,hr,1235,1120,3974,0.2818,-0.0565
50029-3,MCF7,10101-101-1,PD0325901,10,uM,LJP6,2,E01,72,hr,1235,1129,4070,0.2774,-0.0510
