Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration,Small Mol Conc Unit,LJP Library Plate,Replicate,Assay Well,Timepoint,Timepoint Unit,Total Cell Count Before Treatment,Total Cell Count After Treatment,Total Control Cell Count,Relative Cell Count,Normalized Growth Rate Inhibition Value
50105-3,BT-20,10108-101-1,Geldanamycin,0.12,uM,LJP6,1,O05,72,hr,1657,1954,5244,0.3726,0.1040
50105-3,BT-20,10108-101-1,Geldanamycin,0.12,uM,LJP6,2,O05,72,hr,1657,1878,5360,0.3504,0.0765
50105-3,BT-20,10108-101-1,Geldanamycin,0.12,uM,LJP6,3,O05,72,hr,1657,1833,5546,0.3305,0.0594
50105-3,BT-20,10108-101-1,Geldanamycin,0.12,uM,LJP5,1,O05,72,hr,1657,1810,5624,0.3218,0.0511
50105-3,BT-20,10108-101-1,Geldanamycin,0.12,uM,LJP5,2,O05,72,hr,1657,1993,5610,0.3552,0.1104
50105-3,BT-20,10108-101-1,Geldanamycin,0.12,uM,LJP5,3,O05,72,hr,1657,2110,5529,0.3816,0.1489
50105-3,BT-20,10108-101-1,Geldanamycin,0.37,uM,LJP6,1,O04,72,hr,1657,1843,5244,0.3514,0.0658
50105-3,BT-20,10108-101-1,Geldanamycin,0.37,uM,LJP6,2,O04,72,hr,1657,1807,5360,0.3371,0.0522
50105-3,BT-20,10108-101-1,Geldanamycin,0.37,uM,LJP6,3,O04,72,hr,1657,1916,5546,0.3455,0.0867
50105-3,BT-20,10108-101-1,Geldanamycin,0.37,uM,LJP5,1,O04,72,hr,1657,1700,5624,0.3023,0.0144
50105-3,BT-20,10108-101-1,Geldanamycin,0.37,uM,LJP5,2,O04,72,hr,1657,1839,5610,0.3278,0.0608
50105-3,BT-20,10108-101-1,Geldanamycin,0.37,uM,LJP5,3,O04,72,hr,1657,1789,5529,0.3235,0.0448
50105-3,BT-20,10108-101-1,Geldanamycin,1.11,uM,LJP6,1,O03,72,hr,1657,1922,5244,0.3665,0.0931
50105-3,BT-20,10108-101-1,Geldanamycin,1.11,uM,LJP6,2,O03,72,hr,1657,1924,5360,0.3589,0.0920
50105-3,BT-20,10108-101-1,Geldanamycin,1.11,uM,LJP6,3,O03,72,hr,1657,1837,5546,0.3312,0.0607
50105-3,BT-20,10108-101-1,Geldanamycin,1.11,uM,LJP5,1,O03,72,hr,1657,1842,5624,0.3275,0.0616
50105-3,BT-20,10108-101-1,Geldanamycin,1.11,uM,LJP5,2,O03,72,hr,1657,1946,5610,0.3468,0.0954
50105-3,BT-20,10108-101-1,Geldanamycin,1.11,uM,LJP5,3,O03,72,hr,1657,1960,5529,0.3545,0.1012
50105-3,BT-20,10108-101-1,Geldanamycin,3.33,uM,LJP6,1,O02,72,hr,1657,1633,5244,0.3114,-0.0090
50105-3,BT-20,10108-101-1,Geldanamycin,3.33,uM,LJP6,2,O02,72,hr,1657,1624,5360,0.3030,-0.0121
50105-3,BT-20,10108-101-1,Geldanamycin,3.33,uM,LJP6,3,O02,72,hr,1657,1711,5546,0.3085,0.0183
50105-3,BT-20,10108-101-1,Geldanamycin,3.33,uM,LJP5,1,O02,72,hr,1657,1783,5624,0.3170,0.0422
50105-3,BT-20,10108-101-1,Geldanamycin,3.33,uM,LJP5,2,O02,72,hr,1657,1745,5610,0.3110,0.0296
50105-3,BT-20,10108-101-1,Geldanamycin,3.33,uM,LJP5,3,O02,72,hr,1657,1679,5529,0.3036,0.0074
50105-3,BT-20,10108-101-1,Geldanamycin,10,uM,LJP6,1,O01,72,hr,1657,1339,5244,0.2553,-0.1206
50105-3,BT-20,10108-101-1,Geldanamycin,10,uM,LJP6,2,O01,72,hr,1657,1263,5360,0.2356,-0.1484
50105-3,BT-20,10108-101-1,Geldanamycin,10,uM,LJP6,3,O01,72,hr,1657,1458,5546,0.2629,-0.0710
50105-3,BT-20,10108-101-1,Geldanamycin,10,uM,LJP5,1,O01,72,hr,1657,1220,5624,0.2169,-0.1597
50105-3,BT-20,10108-101-1,Geldanamycin,10,uM,LJP5,2,O01,72,hr,1657,1436,5610,0.2559,-0.0784
50105-3,BT-20,10108-101-1,Geldanamycin,10,uM,LJP5,3,O01,72,hr,1657,1417,5529,0.2563,-0.0863
50105-3,BT-20,10109-101-1,YM 201636,0.04,uM,LJP5,1,N12,72,hr,1657,6080,5624,1.0810,1.0904
50105-3,BT-20,10109-101-1,YM 201636,0.04,uM,LJP5,2,N12,72,hr,1657,5860,5610,1.0444,1.0500
50105-3,BT-20,10109-101-1,YM 201636,0.04,uM,LJP5,3,N12,72,hr,1657,5587,5529,1.0104,1.0119
50105-3,BT-20,10109-101-1,YM 201636,0.12,uM,LJP5,1,N11,72,hr,1657,5409,5624,0.9617,0.9562
50105-3,BT-20,10109-101-1,YM 201636,0.12,uM,LJP5,2,N11,72,hr,1657,5642,5610,1.0056,1.0063
50105-3,BT-20,10109-101-1,YM 201636,0.12,uM,LJP5,3,N11,72,hr,1657,5289,5529,0.9565,0.9495
50105-3,BT-20,10109-101-1,YM 201636,0.37,uM,LJP5,1,N10,72,hr,1657,4855,5624,0.8632,0.8399
50105-3,BT-20,10109-101-1,YM 201636,0.37,uM,LJP5,2,N10,72,hr,1657,5608,5610,0.9995,0.9994
50105-3,BT-20,10109-101-1,YM 201636,0.37,uM,LJP5,3,N10,72,hr,1657,4942,5529,0.8938,0.8748
50105-3,BT-20,10109-101-1,YM 201636,1.11,uM,LJP5,1,N09,72,hr,1657,4344,5624,0.7724,0.7274
50105-3,BT-20,10109-101-1,YM 201636,1.11,uM,LJP5,2,N09,72,hr,1657,5082,5610,0.9058,0.8906
50105-3,BT-20,10109-101-1,YM 201636,1.11,uM,LJP5,3,N09,72,hr,1657,4514,5529,0.8164,0.7796
50105-3,BT-20,10109-101-1,YM 201636,3.33,uM,LJP5,1,N08,72,hr,1657,4177,5624,0.7427,0.6894
50105-3,BT-20,10109-101-1,YM 201636,3.33,uM,LJP5,2,N08,72,hr,1657,3805,5610,0.6782,0.6038
50105-3,BT-20,10109-101-1,YM 201636,3.33,uM,LJP5,3,N08,72,hr,1657,3892,5529,0.7039,0.6341
50105-3,BT-20,10109-101-1,YM 201636,10,uM,LJP5,1,N07,72,hr,1657,2187,5624,0.3889,0.1702
50105-3,BT-20,10109-101-1,YM 201636,10,uM,LJP5,2,N07,72,hr,1657,2236,5610,0.3985,0.1854
50105-3,BT-20,10109-101-1,YM 201636,10,uM,LJP5,3,N07,72,hr,1657,2005,5529,0.3626,0.1157
50105-3,BT-20,10111-101-1,TWS119,0.04,uM,LJP5,1,M06,72,hr,1657,5266,5624,0.9363,0.9267
50105-3,BT-20,10111-101-1,TWS119,0.04,uM,LJP5,2,M06,72,hr,1657,5976,5610,1.0651,1.0730
50105-3,BT-20,10111-101-1,TWS119,0.04,uM,LJP5,3,M06,72,hr,1657,5421,5529,0.9804,0.9773
50105-3,BT-20,10111-101-1,TWS119,0.12,uM,LJP5,1,M05,72,hr,1657,4928,5624,0.8762,0.8555
50105-3,BT-20,10111-101-1,TWS119,0.12,uM,LJP5,2,M05,72,hr,1657,5544,5610,0.9881,0.9864
50105-3,BT-20,10111-101-1,TWS119,0.12,uM,LJP5,3,M05,72,hr,1657,5571,5529,1.0075,1.0086
50105-3,BT-20,10111-101-1,TWS119,0.37,uM,LJP5,1,M04,72,hr,1657,5386,5624,0.9576,0.9515
50105-3,BT-20,10111-101-1,TWS119,0.37,uM,LJP5,2,M04,72,hr,1657,5700,5610,1.0159,1.0180
50105-3,BT-20,10111-101-1,TWS119,0.37,uM,LJP5,3,M04,72,hr,1657,5314,5529,0.9610,0.9548
50105-3,BT-20,10111-101-1,TWS119,1.11,uM,LJP5,1,M03,72,hr,1657,5333,5624,0.9482,0.9406
50105-3,BT-20,10111-101-1,TWS119,1.11,uM,LJP5,2,M03,72,hr,1657,5678,5610,1.0120,1.0136
50105-3,BT-20,10111-101-1,TWS119,1.11,uM,LJP5,3,M03,72,hr,1657,5139,5529,0.9294,0.9175
50105-3,BT-20,10111-101-1,TWS119,3.33,uM,LJP5,1,M02,72,hr,1657,4727,5624,0.8405,0.8122
50105-3,BT-20,10111-101-1,TWS119,3.33,uM,LJP5,2,M02,72,hr,1657,4049,5610,0.7217,0.6614
50105-3,BT-20,10111-101-1,TWS119,3.33,uM,LJP5,3,M02,72,hr,1657,4625,5529,0.8364,0.8047
50105-3,BT-20,10111-101-1,TWS119,10,uM,LJP5,1,M01,72,hr,1657,1934,5624,0.3439,0.0914
50105-3,BT-20,10111-101-1,TWS119,10,uM,LJP5,2,M01,72,hr,1657,1992,5610,0.3550,0.1101
50105-3,BT-20,10111-101-1,TWS119,10,uM,LJP5,3,M01,72,hr,1657,1874,5529,0.3389,0.0731
50105-3,BT-20,10112-101-1,PF477736,0.04,uM,LJP5,1,J24,72,hr,1657,5037,5624,0.8956,0.8787
50105-3,BT-20,10112-101-1,PF477736,0.04,uM,LJP5,2,J24,72,hr,1657,5066,5610,0.9029,0.8872
50105-3,BT-20,10112-101-1,PF477736,0.04,uM,LJP5,3,J24,72,hr,1657,5325,5529,0.9630,0.9571
50105-3,BT-20,10112-101-1,PF477736,0.12,uM,LJP5,1,J23,72,hr,1657,5435,5624,0.9664,0.9615
50105-3,BT-20,10112-101-1,PF477736,0.12,uM,LJP5,2,J23,72,hr,1657,5117,5610,0.9120,0.8980
50105-3,BT-20,10112-101-1,PF477736,0.12,uM,LJP5,3,J23,72,hr,1657,5414,5529,0.9791,0.9759
50105-3,BT-20,10112-101-1,PF477736,0.37,uM,LJP5,1,J22,72,hr,1657,5458,5624,0.9705,0.9663
50105-3,BT-20,10112-101-1,PF477736,0.37,uM,LJP5,2,J22,72,hr,1657,5188,5610,0.9247,0.9129
50105-3,BT-20,10112-101-1,PF477736,0.37,uM,LJP5,3,J22,72,hr,1657,5336,5529,0.9650,0.9594
50105-3,BT-20,10112-101-1,PF477736,1.11,uM,LJP5,1,J21,72,hr,1657,5183,5624,0.9216,0.9094
50105-3,BT-20,10112-101-1,PF477736,1.11,uM,LJP5,2,J21,72,hr,1657,5155,5610,0.9188,0.9060
50105-3,BT-20,10112-101-1,PF477736,1.11,uM,LJP5,3,J21,72,hr,1657,5324,5529,0.9628,0.9569
50105-3,BT-20,10112-101-1,PF477736,3.33,uM,LJP5,1,J20,72,hr,1657,4440,5624,0.7894,0.7489
50105-3,BT-20,10112-101-1,PF477736,3.33,uM,LJP5,2,J20,72,hr,1657,4699,5610,0.8375,0.8082
50105-3,BT-20,10112-101-1,PF477736,3.33,uM,LJP5,3,J20,72,hr,1657,4583,5529,0.8288,0.7952
50105-3,BT-20,10112-101-1,PF477736,10,uM,LJP5,1,J19,72,hr,1657,2036,5624,0.3620,0.1237
50105-3,BT-20,10112-101-1,PF477736,10,uM,LJP5,2,J19,72,hr,1657,2098,5610,0.3739,0.1433
50105-3,BT-20,10112-101-1,PF477736,10,uM,LJP5,3,J19,72,hr,1657,2208,5529,0.3993,0.1793
50105-3,BT-20,10115-102-1,LDN-193189,0.04,uM,LJP5,1,G06,72,hr,1657,5327,5624,0.9472,0.9393
50105-3,BT-20,10115-102-1,LDN-193189,0.04,uM,LJP5,2,G06,72,hr,1657,5399,5610,0.9623,0.9567
50105-3,BT-20,10115-102-1,LDN-193189,0.04,uM,LJP5,3,G06,72,hr,1657,5479,5529,0.9909,0.9895
50105-3,BT-20,10115-102-1,LDN-193189,0.12,uM,LJP5,1,G05,72,hr,1657,5158,5624,0.9171,0.9042
50105-3,BT-20,10115-102-1,LDN-193189,0.12,uM,LJP5,2,G05,72,hr,1657,5278,5610,0.9407,0.9317
50105-3,BT-20,10115-102-1,LDN-193189,0.12,uM,LJP5,3,G05,72,hr,1657,5061,5529,0.9153,0.9007
50105-3,BT-20,10115-102-1,LDN-193189,0.37,uM,LJP5,1,G04,72,hr,1657,5337,5624,0.9489,0.9414
50105-3,BT-20,10115-102-1,LDN-193189,0.37,uM,LJP5,2,G04,72,hr,1657,5524,5610,0.9845,0.9824
50105-3,BT-20,10115-102-1,LDN-193189,0.37,uM,LJP5,3,G04,72,hr,1657,5355,5529,0.9684,0.9634
50105-3,BT-20,10115-102-1,LDN-193189,1.11,uM,LJP5,1,G03,72,hr,1657,4951,5624,0.8803,0.8604
50105-3,BT-20,10115-102-1,LDN-193189,1.11,uM,LJP5,2,G03,72,hr,1657,4711,5610,0.8396,0.8108
50105-3,BT-20,10115-102-1,LDN-193189,1.11,uM,LJP5,3,G03,72,hr,1657,4643,5529,0.8397,0.8087
50105-3,BT-20,10115-102-1,LDN-193189,3.33,uM,LJP5,1,G02,72,hr,1657,1956,5624,0.3478,0.0984
50105-3,BT-20,10115-102-1,LDN-193189,3.33,uM,LJP5,2,G02,72,hr,1657,2140,5610,0.3814,0.1562
50105-3,BT-20,10115-102-1,LDN-193189,3.33,uM,LJP5,3,G02,72,hr,1657,2337,5529,0.4226,0.2185
50105-3,BT-20,10115-102-1,LDN-193189,10,uM,LJP5,1,G01,72,hr,1657,463,5624,0.0823,-0.5151
50105-3,BT-20,10115-102-1,LDN-193189,10,uM,LJP5,2,G01,72,hr,1657,566,5610,0.1009,-0.4572
50105-3,BT-20,10115-102-1,LDN-193189,10,uM,LJP5,3,G01,72,hr,1657,608,5529,0.1100,-0.4385
50105-3,BT-20,10116-101-1,PF431396,0.04,uM,LJP5,1,E12,72,hr,1657,3803,5624,0.6762,0.6018
50105-3,BT-20,10116-101-1,PF431396,0.04,uM,LJP5,2,E12,72,hr,1657,5541,5610,0.9876,0.9858
50105-3,BT-20,10116-101-1,PF431396,0.04,uM,LJP5,3,E12,72,hr,1657,5432,5529,0.9824,0.9796
50105-3,BT-20,10116-101-1,PF431396,0.12,uM,LJP5,1,E11,72,hr,1657,4772,5624,0.8485,0.8220
50105-3,BT-20,10116-101-1,PF431396,0.12,uM,LJP5,2,E11,72,hr,1657,4520,5610,0.8056,0.7687
50105-3,BT-20,10116-101-1,PF431396,0.12,uM,LJP5,3,E11,72,hr,1657,4681,5529,0.8466,0.8172
50105-3,BT-20,10116-101-1,PF431396,0.37,uM,LJP5,1,E10,72,hr,1657,3815,5624,0.6783,0.6047
50105-3,BT-20,10116-101-1,PF431396,0.37,uM,LJP5,2,E10,72,hr,1657,3114,5610,0.5550,0.4311
50105-3,BT-20,10116-101-1,PF431396,0.37,uM,LJP5,3,E10,72,hr,1657,3583,5529,0.6480,0.5581
50105-3,BT-20,10116-101-1,PF431396,1.11,uM,LJP5,1,E09,72,hr,1657,2566,5624,0.4562,0.2813
50105-3,BT-20,10116-101-1,PF431396,1.11,uM,LJP5,2,E09,72,hr,1657,2316,5610,0.4128,0.2094
50105-3,BT-20,10116-101-1,PF431396,1.11,uM,LJP5,3,E09,72,hr,1657,2303,5529,0.4165,0.2082
50105-3,BT-20,10116-101-1,PF431396,3.33,uM,LJP5,1,E08,72,hr,1657,1865,5624,0.3316,0.0691
50105-3,BT-20,10116-101-1,PF431396,3.33,uM,LJP5,2,E08,72,hr,1657,1974,5610,0.3518,0.1044
50105-3,BT-20,10116-101-1,PF431396,3.33,uM,LJP5,3,E08,72,hr,1657,1982,5529,0.3584,0.1083
50105-3,BT-20,10116-101-1,PF431396,10,uM,LJP5,1,E07,72,hr,1657,1659,5624,0.2950,0.0004
50105-3,BT-20,10116-101-1,PF431396,10,uM,LJP5,2,E07,72,hr,1657,1611,5610,0.2871,-0.0161
50105-3,BT-20,10116-101-1,PF431396,10,uM,LJP5,3,E07,72,hr,1657,1848,5529,0.3342,0.0645
50105-3,BT-20,10117-101-1,Celastrol,0.04,uM,LJP6,1,G12,72,hr,1657,5726,5244,1.0918,1.1085
50105-3,BT-20,10117-101-1,Celastrol,0.04,uM,LJP6,2,G12,72,hr,1657,5735,5360,1.0699,1.0815
50105-3,BT-20,10117-101-1,Celastrol,0.04,uM,LJP6,3,G12,72,hr,1657,6025,5546,1.0864,1.0974
50105-3,BT-20,10117-101-1,Celastrol,0.12,uM,LJP6,1,G11,72,hr,1657,5793,5244,1.1045,1.1233
50105-3,BT-20,10117-101-1,Celastrol,0.12,uM,LJP6,2,G11,72,hr,1657,5989,5360,1.1173,1.1354
50105-3,BT-20,10117-101-1,Celastrol,0.12,uM,LJP6,3,G11,72,hr,1657,6204,5546,1.1186,1.1329
50105-3,BT-20,10117-101-1,Celastrol,0.37,uM,LJP6,1,G10,72,hr,1657,4489,5244,0.8559,0.8212
50105-3,BT-20,10117-101-1,Celastrol,0.37,uM,LJP6,2,G10,72,hr,1657,4557,5360,0.8502,0.8171
50105-3,BT-20,10117-101-1,Celastrol,0.37,uM,LJP6,3,G10,72,hr,1657,4778,5546,0.8615,0.8360
50105-3,BT-20,10117-101-1,Celastrol,1.11,uM,LJP6,1,G09,72,hr,1657,2246,5244,0.4282,0.2005
50105-3,BT-20,10117-101-1,Celastrol,1.11,uM,LJP6,2,G09,72,hr,1657,2194,5360,0.4093,0.1800
50105-3,BT-20,10117-101-1,Celastrol,1.11,uM,LJP6,3,G09,72,hr,1657,2636,5546,0.4753,0.3050
50105-3,BT-20,10117-101-1,Celastrol,3.33,uM,LJP6,1,G08,72,hr,1657,781,5244,0.1489,-0.3642
50105-3,BT-20,10117-101-1,Celastrol,3.33,uM,LJP6,2,G08,72,hr,1657,953,5360,0.1778,-0.2789
50105-3,BT-20,10117-101-1,Celastrol,3.33,uM,LJP6,3,G08,72,hr,1657,846,5546,0.1525,-0.3203
50105-3,BT-20,10117-101-1,Celastrol,10,uM,LJP6,1,G07,72,hr,1657,824,5244,0.1571,-0.3434
50105-3,BT-20,10117-101-1,Celastrol,10,uM,LJP6,2,G07,72,hr,1657,856,5360,0.1597,-0.3232
50105-3,BT-20,10117-101-1,Celastrol,10,uM,LJP6,3,G07,72,hr,1657,992,5546,0.1789,-0.2553
50105-3,BT-20,10119-101-1,SU11274,0.04,uM,LJP5,1,J12,72,hr,1657,5572,5624,0.9907,0.9894
50105-3,BT-20,10119-101-1,SU11274,0.04,uM,LJP5,2,J12,72,hr,1657,5838,5610,1.0405,1.0457
50105-3,BT-20,10119-101-1,SU11274,0.04,uM,LJP5,3,J12,72,hr,1657,5648,5529,1.0214,1.0246
50105-3,BT-20,10119-101-1,SU11274,0.12,uM,LJP5,1,J11,72,hr,1657,5733,5624,1.0193,1.0219
50105-3,BT-20,10119-101-1,SU11274,0.12,uM,LJP5,2,J11,72,hr,1657,5510,5610,0.9820,0.9795
50105-3,BT-20,10119-101-1,SU11274,0.12,uM,LJP5,3,J11,72,hr,1657,6005,5529,1.0860,1.0972
50105-3,BT-20,10119-101-1,SU11274,0.37,uM,LJP5,1,J10,72,hr,1657,5300,5624,0.9424,0.9337
50105-3,BT-20,10119-101-1,SU11274,0.37,uM,LJP5,2,J10,72,hr,1657,5476,5610,0.9760,0.9725
50105-3,BT-20,10119-101-1,SU11274,0.37,uM,LJP5,3,J10,72,hr,1657,5547,5529,1.0032,1.0036
50105-3,BT-20,10119-101-1,SU11274,1.11,uM,LJP5,1,J09,72,hr,1657,4941,5624,0.8785,0.8583
50105-3,BT-20,10119-101-1,SU11274,1.11,uM,LJP5,2,J09,72,hr,1657,5489,5610,0.9783,0.9752
50105-3,BT-20,10119-101-1,SU11274,1.11,uM,LJP5,3,J09,72,hr,1657,5433,5529,0.9826,0.9798
50105-3,BT-20,10119-101-1,SU11274,3.33,uM,LJP5,1,J08,72,hr,1657,4588,5624,0.8158,0.7818
50105-3,BT-20,10119-101-1,SU11274,3.33,uM,LJP5,2,J08,72,hr,1657,4803,5610,0.8560,0.8308
50105-3,BT-20,10119-101-1,SU11274,3.33,uM,LJP5,3,J08,72,hr,1657,4656,5529,0.8420,0.8116
50105-3,BT-20,10119-101-1,SU11274,10,uM,LJP5,1,J07,72,hr,1657,2102,5624,0.3737,0.1442
50105-3,BT-20,10119-101-1,SU11274,10,uM,LJP5,2,J07,72,hr,1657,2153,5610,0.3837,0.1602
50105-3,BT-20,10119-101-1,SU11274,10,uM,LJP5,3,J07,72,hr,1657,2026,5529,0.3664,0.1224
50105-3,BT-20,10120-102-1,Canertinib,0.04,uM,LJP6,1,H12,72,hr,1657,4887,5244,0.9318,0.9167
50105-3,BT-20,10120-102-1,Canertinib,0.04,uM,LJP6,2,H12,72,hr,1657,4592,5360,0.8567,0.8254
50105-3,BT-20,10120-102-1,Canertinib,0.04,uM,LJP6,3,H12,72,hr,1657,5178,5546,0.9336,0.9227
50105-3,BT-20,10120-102-1,Canertinib,0.12,uM,LJP6,1,H11,72,hr,1657,4693,5244,0.8948,0.8706
50105-3,BT-20,10120-102-1,Canertinib,0.12,uM,LJP6,2,H11,72,hr,1657,4869,5360,0.9084,0.8896
50105-3,BT-20,10120-102-1,Canertinib,0.12,uM,LJP6,3,H11,72,hr,1657,5063,5546,0.9129,0.8981
50105-3,BT-20,10120-102-1,Canertinib,0.37,uM,LJP6,1,H10,72,hr,1657,4496,5244,0.8572,0.8229
50105-3,BT-20,10120-102-1,Canertinib,0.37,uM,LJP6,2,H10,72,hr,1657,4613,5360,0.8606,0.8303
50105-3,BT-20,10120-102-1,Canertinib,0.37,uM,LJP6,3,H10,72,hr,1657,4597,5546,0.8289,0.7958
50105-3,BT-20,10120-102-1,Canertinib,1.11,uM,LJP6,1,H09,72,hr,1657,4609,5244,0.8788,0.8504
50105-3,BT-20,10120-102-1,Canertinib,1.11,uM,LJP6,2,H09,72,hr,1657,4595,5360,0.8572,0.8261
50105-3,BT-20,10120-102-1,Canertinib,1.11,uM,LJP6,3,H09,72,hr,1657,4647,5546,0.8379,0.8069
50105-3,BT-20,10120-102-1,Canertinib,3.33,uM,LJP6,1,H08,72,hr,1657,4161,5244,0.7934,0.7399
50105-3,BT-20,10120-102-1,Canertinib,3.33,uM,LJP6,2,H08,72,hr,1657,3928,5360,0.7328,0.6645
50105-3,BT-20,10120-102-1,Canertinib,3.33,uM,LJP6,3,H08,72,hr,1657,3962,5546,0.7144,0.6489
50105-3,BT-20,10120-102-1,Canertinib,10,uM,LJP6,1,H07,72,hr,1657,1052,5244,0.2006,-0.2394
50105-3,BT-20,10120-102-1,Canertinib,10,uM,LJP6,2,H07,72,hr,1657,1303,5360,0.2431,-0.1326
50105-3,BT-20,10120-102-1,Canertinib,10,uM,LJP6,3,H07,72,hr,1657,1196,5546,0.2157,-0.1709
50105-3,BT-20,10122-101-1,NVP-AEW541,0.04,uM,LJP5,1,E18,72,hr,1657,5706,5624,1.0145,1.0165
50105-3,BT-20,10122-101-1,NVP-AEW541,0.04,uM,LJP5,2,E18,72,hr,1657,5562,5610,0.9913,0.9901
50105-3,BT-20,10122-101-1,NVP-AEW541,0.04,uM,LJP5,3,E18,72,hr,1657,6152,5529,1.1126,1.1266
50105-3,BT-20,10122-101-1,NVP-AEW541,0.12,uM,LJP5,1,E17,72,hr,1657,6025,5624,1.0713,1.0797
50105-3,BT-20,10122-101-1,NVP-AEW541,0.12,uM,LJP5,2,E17,72,hr,1657,5711,5610,1.0179,1.0202
50105-3,BT-20,10122-101-1,NVP-AEW541,0.12,uM,LJP5,3,E17,72,hr,1657,5728,5529,1.0359,1.0410
50105-3,BT-20,10122-101-1,NVP-AEW541,0.37,uM,LJP5,1,E16,72,hr,1657,5878,5624,1.0451,1.0507
50105-3,BT-20,10122-101-1,NVP-AEW541,0.37,uM,LJP5,2,E16,72,hr,1657,5373,5610,0.9576,0.9514
50105-3,BT-20,10122-101-1,NVP-AEW541,0.37,uM,LJP5,3,E16,72,hr,1657,6044,5529,1.0930,1.1051
50105-3,BT-20,10122-101-1,NVP-AEW541,1.11,uM,LJP5,1,E15,72,hr,1657,5666,5624,1.0074,1.0084
50105-3,BT-20,10122-101-1,NVP-AEW541,1.11,uM,LJP5,2,E15,72,hr,1657,5306,5610,0.9457,0.9375
50105-3,BT-20,10122-101-1,NVP-AEW541,1.11,uM,LJP5,3,E15,72,hr,1657,5842,5529,1.0565,1.0643
50105-3,BT-20,10122-101-1,NVP-AEW541,3.33,uM,LJP5,1,E14,72,hr,1657,5731,5624,1.0190,1.0215
50105-3,BT-20,10122-101-1,NVP-AEW541,3.33,uM,LJP5,2,E14,72,hr,1657,5707,5610,1.0171,1.0194
50105-3,BT-20,10122-101-1,NVP-AEW541,3.33,uM,LJP5,3,E14,72,hr,1657,6075,5529,1.0987,1.1113
50105-3,BT-20,10122-101-1,NVP-AEW541,10,uM,LJP5,1,E13,72,hr,1657,5669,5624,1.0080,1.0090
50105-3,BT-20,10122-101-1,NVP-AEW541,10,uM,LJP5,2,E13,72,hr,1657,5066,5610,0.9029,0.8872
50105-3,BT-20,10122-101-1,NVP-AEW541,10,uM,LJP5,3,E13,72,hr,1657,5270,5529,0.9531,0.9454
50105-3,BT-20,10125-101-1,PHA-665752,0.04,uM,LJP5,1,F18,72,hr,1657,5584,5624,0.9929,0.9919
50105-3,BT-20,10125-101-1,PHA-665752,0.04,uM,LJP5,2,F18,72,hr,1657,5450,5610,0.9713,0.9672
50105-3,BT-20,10125-101-1,PHA-665752,0.04,uM,LJP5,3,F18,72,hr,1657,5868,5529,1.0612,1.0696
50105-3,BT-20,10125-101-1,PHA-665752,0.12,uM,LJP5,1,F17,72,hr,1657,5644,5624,1.0035,1.0040
50105-3,BT-20,10125-101-1,PHA-665752,0.12,uM,LJP5,2,F17,72,hr,1657,5933,5610,1.0574,1.0645
50105-3,BT-20,10125-101-1,PHA-665752,0.12,uM,LJP5,3,F17,72,hr,1657,6135,5529,1.1095,1.1232
50105-3,BT-20,10125-101-1,PHA-665752,0.37,uM,LJP5,1,F16,72,hr,1657,5933,5624,1.0549,1.0616
50105-3,BT-20,10125-101-1,PHA-665752,0.37,uM,LJP5,2,F16,72,hr,1657,5397,5610,0.9619,0.9563
50105-3,BT-20,10125-101-1,PHA-665752,0.37,uM,LJP5,3,F16,72,hr,1657,5486,5529,0.9921,0.9909
50105-3,BT-20,10125-101-1,PHA-665752,1.11,uM,LJP5,1,F15,72,hr,1657,5626,5624,1.0003,1.0004
50105-3,BT-20,10125-101-1,PHA-665752,1.11,uM,LJP5,2,F15,72,hr,1657,5511,5610,0.9822,0.9797
50105-3,BT-20,10125-101-1,PHA-665752,1.11,uM,LJP5,3,F15,72,hr,1657,5955,5529,1.0770,1.0872
50105-3,BT-20,10125-101-1,PHA-665752,3.33,uM,LJP5,1,F14,72,hr,1657,5732,5624,1.0192,1.0217
50105-3,BT-20,10125-101-1,PHA-665752,3.33,uM,LJP5,2,F14,72,hr,1657,5745,5610,1.0239,1.0271
50105-3,BT-20,10125-101-1,PHA-665752,3.33,uM,LJP5,3,F14,72,hr,1657,5437,5529,0.9833,0.9807
50105-3,BT-20,10125-101-1,PHA-665752,10,uM,LJP5,1,F13,72,hr,1657,4022,5624,0.7151,0.6535
50105-3,BT-20,10125-101-1,PHA-665752,10,uM,LJP5,2,F13,72,hr,1657,4114,5610,0.7332,0.6766
50105-3,BT-20,10125-101-1,PHA-665752,10,uM,LJP5,3,F13,72,hr,1657,4041,5529,0.7308,0.6698
50105-3,BT-20,10126-101-1,PI103,0.04,uM,LJP6,1,I18,72,hr,1657,5231,5244,0.9974,0.9968
50105-3,BT-20,10126-101-1,PI103,0.04,uM,LJP6,2,I18,72,hr,1657,5428,5360,1.0126,1.0149
50105-3,BT-20,10126-101-1,PI103,0.04,uM,LJP6,3,I18,72,hr,1657,5616,5546,1.0126,1.0144
50105-3,BT-20,10126-101-1,PI103,0.12,uM,LJP6,1,I17,72,hr,1657,4493,5244,0.8567,0.8222
50105-3,BT-20,10126-101-1,PI103,0.12,uM,LJP6,2,I17,72,hr,1657,4521,5360,0.8434,0.8087
50105-3,BT-20,10126-101-1,PI103,0.12,uM,LJP6,3,I17,72,hr,1657,4181,5546,0.7539,0.7006
