Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration (uM),Time Point (hr),Time Interval (hr),Normalized Growth Rate Inhibition Value
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,74.59,11.8,3.0588
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,76.56,11.8,3.8201
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,78.53,11.8,4.0351
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,80.50,11.8,3.8622
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,82.47,11.8,3.0997
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,84.44,11.8,4.4309
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,86.41,11.8,5.4709
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,88.39,11.8,4.3041
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,14.50,11.8,0.4912
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,16.47,11.8,0.5071
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,18.43,11.8,0.5634
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,20.40,11.8,0.6618
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,22.37,11.8,0.7880
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,24.34,11.8,0.8323
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,26.31,11.8,0.8609
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,28.28,11.8,0.7829
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,30.24,11.8,0.7290
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,32.22,11.8,0.6996
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,34.19,11.8,0.7330
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,36.16,11.8,0.7484
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,38.13,11.8,0.8066
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,40.10,11.8,0.9025
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,42.07,11.8,0.8864
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,44.04,11.8,0.8868
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,46.00,11.8,0.8950
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,47.98,11.8,1.0754
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,49.95,11.8,1.3045
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,51.92,11.8,1.6106
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,53.89,11.8,1.7989
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,56.36,12.8,1.9858
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,58.33,12.8,2.0206
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,60.30,12.8,1.9521
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,62.27,12.8,1.8392
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,64.24,12.8,1.8560
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,66.21,12.8,2.2027
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,68.68,11.8,1.7923
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,70.65,11.8,3.0795
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,72.62,11.8,3.4334
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,74.59,11.8,3.0292
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,76.56,11.8,3.5243
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,78.53,11.8,3.6764
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,80.50,11.8,4.1248
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,82.47,11.8,1.7682
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,84.44,11.8,1.5035
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,86.41,11.8,1.3765
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,88.39,11.8,1.2569
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.31623,14.50,11.8,0.3965
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.31623,16.47,11.8,0.3344
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.31623,18.43,11.8,0.2893
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.31623,20.40,11.8,0.3101
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.31623,22.37,11.8,0.3490
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.31623,24.34,11.8,0.4086
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.31623,26.31,11.8,0.4582
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.31623,28.28,11.8,0.5242
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.31623,30.24,11.8,0.6145
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.31623,32.22,11.8,0.6058
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.31623,34.19,11.8,0.5970
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.31623,36.16,11.8,0.5430
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.31623,38.13,11.8,0.4736
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.31623,40.10,11.8,0.4221
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.31623,42.07,11.8,0.4223
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.31623,44.04,11.8,0.5078
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.31623,46.00,11.8,0.5441
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.31623,47.98,11.8,0.6906
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.31623,49.95,11.8,0.9357
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.31623,51.92,11.8,1.0736
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.31623,53.89,11.8,1.2790
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.31623,56.36,12.8,1.3024
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.31623,58.33,12.8,1.4691
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.31623,60.30,12.8,1.5688
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.31623,62.27,12.8,1.7832
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.31623,64.24,12.8,2.6460
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.31623,66.21,12.8,3.0423
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.31623,68.68,11.8,3.0279
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.31623,70.65,11.8,5.5834
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.31623,72.62,11.8,6.4509
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.31623,74.59,11.8,7.9476
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.31623,76.56,11.8,8.3424
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.31623,78.53,11.8,11.4246
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.31623,80.50,11.8,27.5899
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.31623,82.47,11.8,17.6851
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.31623,84.44,11.8,29.4756
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.31623,86.41,11.8,19.5555
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.31623,88.39,11.8,28.0836
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.56234,14.50,11.8,0.5669
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.56234,16.47,11.8,0.4651
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.56234,18.43,11.8,0.4041
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.56234,20.40,11.8,0.3854
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.56234,22.37,11.8,0.4017
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.56234,24.34,11.8,0.3779
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.56234,26.31,11.8,0.3668
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.56234,28.28,11.8,0.4316
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.56234,30.24,11.8,0.4760
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.56234,32.22,11.8,0.5236
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.56234,34.19,11.8,0.5138
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.56234,36.16,11.8,0.4833
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.56234,38.13,11.8,0.4464
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.56234,40.10,11.8,0.4033
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.56234,42.07,11.8,0.4130
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.56234,44.04,11.8,0.4034
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.56234,46.00,11.8,0.4996
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.56234,47.98,11.8,0.6729
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.56234,49.95,11.8,0.9047
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.56234,51.92,11.8,1.1287
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.56234,53.89,11.8,1.2711
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.56234,56.36,12.8,1.5928
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.56234,58.33,12.8,1.5343
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.56234,60.30,12.8,1.4561
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.56234,62.27,12.8,1.5176
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.56234,64.24,12.8,1.5579
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.56234,66.21,12.8,1.6427
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.56234,68.68,11.8,1.5281
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.56234,70.65,11.8,1.8786
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.56234,72.62,11.8,2.2224
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.56234,74.59,11.8,2.4283
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.56234,76.56,11.8,2.9536
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.56234,78.53,11.8,3.6636
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.56234,80.50,11.8,4.9284
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.56234,82.47,11.8,5.0090
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.56234,84.44,11.8,6.1780
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.56234,86.41,11.8,5.4909
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.56234,88.39,11.8,6.4001
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1,14.50,11.8,0.1641
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1,16.47,11.8,0.0789
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1,18.43,11.8,0.0648
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1,20.40,11.8,0.0626
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1,22.37,11.8,0.0983
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1,24.34,11.8,0.1462
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1,26.31,11.8,0.2025
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1,28.28,11.8,0.2533
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1,30.24,11.8,0.3102
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1,32.22,11.8,0.3380
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1,34.19,11.8,0.3443
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1,36.16,11.8,0.3253
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1,38.13,11.8,0.3160
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1,40.10,11.8,0.3250
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1,42.07,11.8,0.3088
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1,44.04,11.8,0.3214
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1,46.00,11.8,0.3913
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1,47.98,11.8,0.5205
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1,49.95,11.8,0.6490
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1,51.92,11.8,0.7820
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1,53.89,11.8,0.8812
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1,56.36,12.8,1.0181
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1,58.33,12.8,1.0563
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1,60.30,12.8,1.0451
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1,62.27,12.8,1.1446
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1,64.24,12.8,1.4569
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1,66.21,12.8,1.6314
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1,68.68,11.8,1.6942
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1,70.65,11.8,2.0535
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1,72.62,11.8,2.4917
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1,74.59,11.8,3.1182
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1,76.56,11.8,3.3564
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1,78.53,11.8,4.5441
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1,80.50,11.8,6.3794
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1,82.47,11.8,6.3902
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1,84.44,11.8,8.6372
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1,86.41,11.8,8.1440
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1,88.39,11.8,8.6745
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1.7783,14.50,11.8,0.3806
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1.7783,16.47,11.8,0.3799
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1.7783,18.43,11.8,0.3697
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1.7783,20.40,11.8,0.3731
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1.7783,22.37,11.8,0.3813
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1.7783,24.34,11.8,0.4056
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1.7783,26.31,11.8,0.4400
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1.7783,28.28,11.8,0.4367
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1.7783,30.24,11.8,0.4538
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1.7783,32.22,11.8,0.4530
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1.7783,34.19,11.8,0.4930
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1.7783,36.16,11.8,0.4450
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1.7783,38.13,11.8,0.3987
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1.7783,40.10,11.8,0.3585
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1.7783,42.07,11.8,0.3430
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1.7783,44.04,11.8,0.3819
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1.7783,46.00,11.8,0.4215
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1.7783,47.98,11.8,0.4869
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1.7783,49.95,11.8,0.7012
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1.7783,51.92,11.8,0.7999
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1.7783,53.89,11.8,0.8192
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1.7783,56.36,12.8,0.9456
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1.7783,58.33,12.8,0.8766
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1.7783,60.30,12.8,0.9358
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1.7783,62.27,12.8,0.8944
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1.7783,64.24,12.8,1.0385
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1.7783,66.21,12.8,1.0578
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1.7783,68.68,11.8,0.8350
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1.7783,70.65,11.8,1.1110
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1.7783,72.62,11.8,1.1543
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1.7783,74.59,11.8,1.2856
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1.7783,76.56,11.8,1.4067
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1.7783,78.53,11.8,1.9330
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1.7783,80.50,11.8,2.5704
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1.7783,82.47,11.8,2.4457
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1.7783,84.44,11.8,2.5039
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1.7783,86.41,11.8,2.2465
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1.7783,88.39,11.8,2.2426
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,3.1623,14.50,11.8,0.6265
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,3.1623,16.47,11.8,0.5600
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,3.1623,18.43,11.8,0.5020
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,3.1623,20.40,11.8,0.4623
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,3.1623,22.37,11.8,0.4586
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,3.1623,24.34,11.8,0.3830
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,3.1623,26.31,11.8,0.3383
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,3.1623,28.28,11.8,0.2679
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,3.1623,30.24,11.8,0.2474
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,3.1623,32.22,11.8,0.2681
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,3.1623,34.19,11.8,0.2700
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,3.1623,36.16,11.8,0.2325
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,3.1623,38.13,11.8,0.2282
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,3.1623,40.10,11.8,0.2557
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,3.1623,42.07,11.8,0.2516
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,3.1623,44.04,11.8,0.2555
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,3.1623,46.00,11.8,0.2542
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,3.1623,47.98,11.8,0.3127
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,3.1623,49.95,11.8,0.3555
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,3.1623,51.92,11.8,0.3700
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,3.1623,53.89,11.8,0.4513
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,3.1623,56.36,12.8,0.4964
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,3.1623,58.33,12.8,0.5710
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,3.1623,60.30,12.8,0.6239
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,3.1623,62.27,12.8,0.7015
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,3.1623,64.24,12.8,0.8401
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,3.1623,66.21,12.8,0.8558
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,3.1623,68.68,11.8,0.9300
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,3.1623,70.65,11.8,1.1406
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,3.1623,72.62,11.8,0.9904
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,3.1623,74.59,11.8,1.1096
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,3.1623,76.56,11.8,1.1064
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,3.1623,78.53,11.8,1.3018
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,3.1623,80.50,11.8,1.3063
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,3.1623,82.47,11.8,0.8990
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,3.1623,84.44,11.8,1.2045
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,3.1623,86.41,11.8,1.3122
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,3.1623,88.39,11.8,1.6840
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,5.6234,14.50,11.8,0.3782
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,5.6234,16.47,11.8,0.3373
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,5.6234,18.43,11.8,0.3643
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,5.6234,20.40,11.8,0.3894
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,5.6234,22.37,11.8,0.3684
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,5.6234,24.34,11.8,0.4369
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,5.6234,26.31,11.8,0.4527
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,5.6234,28.28,11.8,0.3810
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,5.6234,30.24,11.8,0.2656
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,5.6234,32.22,11.8,0.2530
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,5.6234,34.19,11.8,0.2551
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,5.6234,36.16,11.8,0.1766
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,5.6234,38.13,11.8,0.1727
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,5.6234,40.10,11.8,0.1476
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,5.6234,42.07,11.8,0.1075
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,5.6234,44.04,11.8,0.1162
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,5.6234,46.00,11.8,0.1069
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,5.6234,47.98,11.8,0.0726
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,5.6234,49.95,11.8,0.1798
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,5.6234,51.92,11.8,0.2687
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,5.6234,53.89,11.8,0.3826
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,5.6234,56.36,12.8,0.3983
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,5.6234,58.33,12.8,0.3913
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,5.6234,60.30,12.8,0.6938
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,5.6234,62.27,12.8,0.4702
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,5.6234,64.24,12.8,0.3946
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,5.6234,66.21,12.8,0.5057
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,5.6234,68.68,11.8,0.5557
