Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration (uM),Time Point (hr),Time Interval (hr),Normalized Growth Rate Inhibition Value
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,14.50,11.8,0.8840
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,16.47,11.8,0.8835
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,18.43,11.8,0.9425
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,20.40,11.8,0.9380
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,22.37,11.8,0.9614
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,24.34,11.8,1.0550
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,26.31,11.8,1.0681
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,28.28,11.8,1.0707
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,30.24,11.8,1.0384
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,32.22,11.8,1.0606
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,34.19,11.8,1.0570
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,36.16,11.8,0.9309
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,38.13,11.8,0.9070
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,40.10,11.8,0.8674
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,42.07,11.8,0.8509
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,44.04,11.8,0.9055
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,46.00,11.8,0.8913
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,47.98,11.8,0.8945
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,49.95,11.8,0.8527
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,51.92,11.8,0.9509
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,53.89,11.8,0.8557
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,56.36,12.8,0.7080
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,58.33,12.8,0.7361
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,60.30,12.8,0.8259
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,62.27,12.8,1.1041
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,64.24,12.8,1.1752
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,66.21,12.8,1.5044
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,68.68,11.8,1.3946
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,70.65,11.8,1.8353
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,72.62,11.8,2.0226
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,74.59,11.8,1.8159
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,76.56,11.8,1.7111
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,78.53,11.8,1.7650
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,80.50,11.8,1.9312
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,82.47,11.8,1.7880
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,84.44,11.8,2.0127
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,86.41,11.8,2.0521
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,88.39,11.8,2.6261
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,14.50,11.8,1.0536
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,16.47,11.8,1.0509
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,18.43,11.8,1.0056
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,20.40,11.8,0.9814
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,22.37,11.8,1.0043
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,24.34,11.8,0.9903
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,26.31,11.8,0.8992
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,28.28,11.8,0.9211
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,30.24,11.8,0.9477
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,32.22,11.8,1.0030
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,34.19,11.8,1.0304
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,36.16,11.8,0.9989
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,38.13,11.8,0.9981
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,40.10,11.8,0.9975
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,42.07,11.8,1.0264
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,44.04,11.8,0.9369
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,46.00,11.8,0.9205
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,47.98,11.8,0.9304
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,49.95,11.8,1.0103
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,51.92,11.8,1.0515
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,53.89,11.8,1.0046
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,56.36,12.8,1.1911
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,58.33,12.8,1.2121
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,60.30,12.8,1.3208
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,62.27,12.8,1.4689
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,64.24,12.8,1.2700
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,66.21,12.8,1.0972
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,68.68,11.8,0.8674
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,70.65,11.8,0.6231
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,72.62,11.8,0.6278
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,74.59,11.8,0.3266
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,76.56,11.8,0.3509
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,78.53,11.8,0.3056
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,80.50,11.8,0.3003
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,82.47,11.8,0.4392
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,84.44,11.8,0.4246
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,86.41,11.8,0.4303
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,88.39,11.8,0.4468
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,14.50,11.8,0.7984
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,16.47,11.8,0.7672
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,18.43,11.8,0.7187
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,20.40,11.8,0.7382
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,22.37,11.8,0.7562
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,24.34,11.8,0.8437
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,26.31,11.8,0.9151
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,28.28,11.8,0.8854
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,30.24,11.8,0.9670
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,32.22,11.8,0.9483
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,34.19,11.8,0.9539
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,36.16,11.8,0.8993
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,38.13,11.8,0.9432
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,40.10,11.8,1.1753
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,42.07,11.8,1.1539
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,44.04,11.8,1.1664
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,46.00,11.8,1.2308
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,47.98,11.8,1.3497
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,49.95,11.8,1.4258
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,51.92,11.8,1.4775
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,53.89,11.8,1.7746
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,56.36,12.8,2.0748
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,58.33,12.8,2.1409
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,60.30,12.8,1.8593
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,62.27,12.8,1.8889
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,64.24,12.8,1.8189
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,66.21,12.8,1.4250
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,68.68,11.8,1.3719
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,70.65,11.8,1.4633
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,72.62,11.8,1.8103
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,74.59,11.8,1.6266
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,76.56,11.8,1.8268
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,78.53,11.8,2.3354
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,80.50,11.8,2.8113
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,82.47,11.8,2.2482
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,84.44,11.8,3.2367
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,86.41,11.8,3.2555
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,88.39,11.8,4.0019
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,14.50,11.8,1.2137
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,16.47,11.8,1.1693
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,18.43,11.8,1.0893
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,20.40,11.8,1.1526
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,22.37,11.8,0.9357
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,24.34,11.8,0.9352
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,26.31,11.8,1.0048
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,28.28,11.8,0.9677
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,30.24,11.8,0.9654
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,32.22,11.8,1.0072
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,34.19,11.8,0.9709
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,36.16,11.8,0.9485
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,38.13,11.8,0.8951
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,40.10,11.8,0.9988
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,42.07,11.8,0.9713
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,44.04,11.8,0.9998
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,46.00,11.8,1.0282
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,47.98,11.8,1.1485
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,49.95,11.8,1.2557
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,51.92,11.8,1.2836
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,53.89,11.8,1.3914
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,56.36,12.8,1.3634
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,58.33,12.8,1.6596
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,60.30,12.8,1.5054
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,62.27,12.8,1.5117
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,64.24,12.8,1.1340
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,66.21,12.8,1.0121
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,68.68,11.8,1.1957
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,70.65,11.8,0.9508
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,72.62,11.8,1.0625
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,74.59,11.8,1.0227
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,76.56,11.8,1.2785
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,78.53,11.8,1.3038
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,80.50,11.8,1.1859
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,82.47,11.8,1.2663
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,84.44,11.8,1.2358
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,86.41,11.8,1.2985
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,88.39,11.8,1.0304
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,14.50,11.8,1.1916
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,16.47,11.8,0.9909
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,18.43,11.8,0.9274
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,20.40,11.8,0.8379
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,22.37,11.8,0.8568
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,24.34,11.8,0.7953
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,26.31,11.8,0.8041
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,28.28,11.8,0.8672
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,30.24,11.8,0.9124
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,32.22,11.8,0.9855
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,34.19,11.8,1.0051
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,36.16,11.8,0.9243
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,38.13,11.8,0.9293
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,40.10,11.8,0.9233
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,42.07,11.8,0.9614
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,44.04,11.8,1.0626
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,46.00,11.8,1.0811
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,47.98,11.8,1.2515
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,49.95,11.8,1.3359
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,51.92,11.8,1.5099
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,53.89,11.8,1.5002
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,56.36,12.8,1.7868
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,58.33,12.8,1.9115
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,60.30,12.8,1.9120
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,62.27,12.8,2.3042
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,64.24,12.8,2.2207
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,66.21,12.8,2.0397
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,68.68,11.8,1.3392
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,70.65,11.8,1.3833
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,72.62,11.8,1.3872
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,74.59,11.8,1.1252
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,76.56,11.8,1.1166
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,78.53,11.8,1.1038
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,80.50,11.8,0.8752
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,82.47,11.8,0.7456
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,84.44,11.8,0.5890
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,86.41,11.8,0.5998
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,88.39,11.8,0.4379
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,14.50,11.8,1.0466
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,16.47,11.8,0.9838
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,18.43,11.8,0.9495
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,20.40,11.8,0.9482
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,22.37,11.8,0.8960
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,24.34,11.8,0.8089
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,26.31,11.8,0.8224
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,28.28,11.8,0.8283
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,30.24,11.8,0.9290
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,32.22,11.8,0.9597
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,34.19,11.8,0.9933
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,36.16,11.8,0.9767
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,38.13,11.8,0.9792
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,40.10,11.8,1.0606
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,42.07,11.8,0.9996
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,44.04,11.8,1.0444
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,46.00,11.8,1.1311
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,47.98,11.8,1.2659
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,49.95,11.8,1.4127
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,51.92,11.8,1.4960
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,53.89,11.8,1.6628
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,56.36,12.8,1.7996
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,58.33,12.8,2.2029
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,60.30,12.8,2.1895
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,62.27,12.8,2.4591
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,64.24,12.8,2.1743
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,66.21,12.8,1.5683
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,68.68,11.8,1.2045
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,70.65,11.8,0.1767
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,72.62,11.8,-0.0329
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,74.59,11.8,-0.2092
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,76.56,11.8,-0.2454
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,78.53,11.8,-0.0982
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,80.50,11.8,-0.1903
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,82.47,11.8,0.0603
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,84.44,11.8,0.3198
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,86.41,11.8,0.7560
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,88.39,11.8,0.3725
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,14.50,11.8,1.1925
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,16.47,11.8,0.9601
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,18.43,11.8,0.8257
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,20.40,11.8,0.7983
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,22.37,11.8,0.7777
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,24.34,11.8,0.6899
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,26.31,11.8,0.6595
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,28.28,11.8,0.6754
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,30.24,11.8,0.7735
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,32.22,11.8,0.8092
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,34.19,11.8,0.8439
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,36.16,11.8,0.8594
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,38.13,11.8,0.8772
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,40.10,11.8,0.9597
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,42.07,11.8,0.9595
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,44.04,11.8,0.9764
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,46.00,11.8,1.0227
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,47.98,11.8,1.1473
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,49.95,11.8,1.3145
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,51.92,11.8,1.4699
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,53.89,11.8,1.6252
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,56.36,12.8,1.9468
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,58.33,12.8,2.3132
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,60.30,12.8,2.6415
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,62.27,12.8,2.8716
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,64.24,12.8,3.0133
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,66.21,12.8,2.8827
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,68.68,11.8,2.5135
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,70.65,11.8,2.5950
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,72.62,11.8,2.0321
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,74.59,11.8,1.6132
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,76.56,11.8,1.3165
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,78.53,11.8,1.2843
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,80.50,11.8,0.9195
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,82.47,11.8,0.8335
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,84.44,11.8,0.9283
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,86.41,11.8,0.6655
