Small Molecule HMS LINCS ID,Small Molecule Name,Cell Line HMS LINCS ID,Cell Line Name,log10[max. dose (M)],R^2 (goodness of fit),log10[EC50 (M)],log10[IC50 (M)],log10[GI50 (M)],HillSlope,E_inf,E_max,AUC
10278-999-1,Topotecan,50029-1,MCF7,-3.9626,0.8837,-5.7031,-5.2955,-5.8839,1.0841,0.2482,0.2617,6.8515
10278-999-1,Topotecan,50057-1,SK-BR-3,-3.9626,0.9775,-7.2166,-7.0815,-7.9071,0.9831,0.1281,0.1324,4.5646
10278-999-1,Topotecan,50058-1,MDA-MB-231,-3.9626,0.9702,-6.3301,-6.1848,-6.4463,0.6222,0.0953,0.1259,7.1047
10278-999-1,Topotecan,50091-1,AU565,-3.9626,0.9944,-7.7496,-7.7184,-7.7936,2.4000,0.0780,0.0780,3.5241
10278-999-1,Topotecan,50105-1,BT-20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10278-999-1,Topotecan,50106-1,BT-474,-3.9626,0.9365,-5.3256,-4.7055,-5.6113,0.8288,0.3469,0.3920,7.5272
10278-999-1,Topotecan,50107-1,BT-483,-3.9626,0.9666,-6.4486,-5.8203,-7.4947,0.4380,0.2316,0.2895,5.8655
10278-999-1,Topotecan,50108-1,BT-549,-3.9626,0.9871,-7.6526,-7.6260,-7.7001,2.6710,0.0748,0.0748,3.5874
10278-999-1,Topotecan,50131-1,CAMA-1,-3.9626,0.8431,-5.1246,-5.1243,-6.3233,0.4322,0.0000,0.2394,6.6657
10278-999-1,Topotecan,50205-1,HCC1143,-3.9626,0.9754,-5.9606,-5.8032,-6.5648,0.7005,0.1120,0.1460,6.1576
10278-999-1,Topotecan,50206-1,HCC1395,-3.9626,0.9209,-7.0486,-6.9981,-7.7934,0.4886,0.0366,0.0886,4.5496
10278-999-1,Topotecan,50207-1,HCC1419,-3.9626,0.9810,-6.0896,-5.9434,-6.5412,1.2050,0.1834,0.1855,6.2646
10278-999-1,Topotecan,50208-1,HCC1428,-3.9626,0.9785,-5.7831,-5.6965,-6.3155,1.2935,0.1085,0.1148,6.3916
10278-999-1,Topotecan,50210-1,HCC1569,-3.9626,0.9006,-5.5592,-5.3784,-5.8132,0.9228,0.1629,0.2996,6.7602
10278-999-1,Topotecan,50211-1,HCC1806,-3.9626,0.9858,-7.3486,-7.3172,-7.6959,0.9514,0.0337,0.0343,3.9182
10278-999-1,Topotecan,50212-1,HCC1937,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10278-999-1,Topotecan,50213-1,HCC1954,-3.9626,0.9470,-6.3186,-6.2793,-6.5495,1.4233,0.0668,0.0686,5.6629
10278-999-1,Topotecan,50214-1,HCC202,-3.9626,0.9567,-4.9676,-4.7767,-6.4536,0.5111,0.1008,0.3116,6.9979
10278-999-1,Topotecan,50216-1,HCC38,-3.9626,0.9866,-8.3826,-8.3335,-8.6100,1.5540,0.0790,0.0790,2.7260
10278-999-1,Topotecan,50219-1,HCC70,-3.9626,0.9842,-5.9606,-5.9458,-6.2330,2.1910,0.0366,0.0367,7.1377
10278-999-1,Topotecan,50238-1,Hs 578T,-3.9626,0.8659,-4.1679,-4.1678,-4.7001,0.5118,0.0000,0.4398,7.7654
10278-999-1,Topotecan,50324-1,MB 157,-3.9626,0.9843,-7.1696,-7.1692,-7.8725,0.9499,0.0000,0.0009,3.8081
10278-999-1,Topotecan,50327-1,MDA-MB-134-VI,-3.9626,0.8977,-5.8156,-5.5309,-6.8888,0.4913,0.1265,0.2275,6.2619
10278-999-1,Topotecan,50328-1,MDA-MB-157,-3.9626,0.9721,-6.2336,-6.1842,-6.4415,1.0030,0.0542,0.0592,5.3168
10278-999-1,Topotecan,50329-1,MDA-MB-175-VII,-3.9626,0.8402,-5.0873,-4.8720,-5.9961,0.6216,0.1214,0.3177,7.1292
10278-999-1,Topotecan,50331-1,MDA-MB-361,-3.9626,0.9095,-5.5601,-5.5601,-6.4516,0.4739,0.0000,0.2321,6.0804
10278-999-1,Topotecan,50333-1,MDA-MB-436,-3.9626,0.8541,-7.6856,-7.4176,-7.6979,2.4115,0.3168,0.3170,5.1664
10278-999-1,Topotecan,50334-1,MDA-MB-453,-3.9626,0.9464,-6.6191,-6.4914,-7.0976,0.8262,0.1076,0.1133,5.2129
10278-999-1,Topotecan,50335-1,MDA-MB-468,-3.9626,0.7946,-7.0096,-6.7671,-7.1240,1.1470,0.2368,0.2370,5.4412
10278-999-1,Topotecan,50541-1,T47D,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10278-999-1,Topotecan,50556-1,UACC-812,-3.9626,0.8668,-5.7296,-5.7299,-7.3224,0.4595,0.0000,0.1338,5.9316
10278-999-1,Topotecan,50557-1,UACC-893,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10278-999-1,Topotecan,50574-1,ZR-75-1,-3.9626,0.9706,-6.9426,-6.6284,-7.5222,0.5168,0.1561,0.1801,5.0278
10278-999-1,Topotecan,50576-1,184B5,-3.9626,0.9768,-6.3746,-6.3743,-7.1997,0.4995,0.0000,0.0588,4.9385
10278-999-1,Topotecan,50578-1,HCC1187,-3.9626,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.3025
10278-999-1,Topotecan,50583-1,MCF 10A,-3.9626,0.9780,-6.9901,-6.9901,-7.2644,0.6104,0.0000,0.0141,4.1275
10278-999-1,Topotecan,50584-1,MCF 10F,-3.9626,0.9648,-6.5121,-6.5122,-7.0465,0.4695,0.0000,0.0607,4.8639
10278-999-1,Topotecan,51081-1,SUM1315MO2,-3.9626,0.9248,-6.4536,-6.4541,-8.0966,0.3629,0.0000,0.1109,4.8848
10278-999-1,Topotecan,51082-1,SUM149PT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10278-999-1,Topotecan,51083-1,SUM159PT,-3.9626,0.9359,-5.7106,-5.7107,-5.8217,0.4674,0.0000,0.1322,5.8324
10278-999-1,Topotecan,51084-1,SUM185PE,-3.9626,0.7668,-6.6796,-6.3421,-7.2363,0.6116,0.1892,0.2065,5.5134
10278-999-1,Topotecan,51085-1,SUM225CWN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10278-999-1,Topotecan,51086-1,SUM229PE,-3.9626,0.9297,-7.1491,-6.9775,-7.2598,1.5005,0.2239,0.2239,5.0421
10278-999-1,Topotecan,51087-1,SUM52PE,-3.9626,0.9535,-7.5856,-7.4538,-8.0542,0.9009,0.1195,0.1200,4.0015
10278-999-1,Topotecan,51088-1,184A1,-3.9626,0.8916,-6.6386,-6.1231,-7.0810,0.8042,0.3075,0.3124,5.8239
10278-999-1,Topotecan,51089-1,MCF12A,-3.9626,0.9716,-6.8631,-6.8630,-7.6411,0.5807,0.0000,0.0208,4.2451
10278-999-1,Topotecan,51090-1,MX1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10278-999-1,Topotecan,51091-1,T47DKBLUC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10278-999-1,Topotecan,51092-1,600MPE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10278-999-1,Topotecan,51093-1,HCC2185,-3.9626,0.8939,-6.3376,-3.9626,-7.3028,0.7330,0.5374,0.5407,6.9119
10278-999-1,Topotecan,51094-1,HCC3153,-3.9626,0.9854,-6.2436,-6.2064,-6.6946,0.7628,0.0315,0.0488,5.3948
10278-999-1,Topotecan,51095-1,LY2,-3.9626,0.9546,-6.1176,-5.9119,-6.6278,0.5455,0.1140,0.1694,5.8004
10278-999-1,Topotecan,51096-1,ZR75B,-3.9626,0.9273,-6.1276,-6.1279,-7.2077,0.3952,0.0000,0.1239,5.3567
10279-101-1,Trichostatin A,50029-1,MCF7,-2.3010,0.9767,-5.0140,-4.9761,-5.1867,1.7175,0.0697,0.0697,4.8153
10279-101-1,Trichostatin A,50057-1,SK-BR-3,-2.3010,0.9858,-5.1370,-5.1345,-5.2881,1.6250,0.0051,0.0052,4.2956
10279-101-1,Trichostatin A,50058-1,MDA-MB-231,-2.3010,0.9344,-4.7750,-4.7729,-4.8425,3.0270,0.0270,0.0270,5.4185
10279-101-1,Trichostatin A,50091-1,AU565,-2.3010,0.9924,-5.4325,-5.4300,-5.5016,2.8975,0.0083,0.0083,4.0767
10279-101-1,Trichostatin A,50105-1,BT-20,-2.3010,0.9801,-4.6990,-4.6769,-4.8947,1.9240,0.0450,0.0451,5.0531
10279-101-1,Trichostatin A,50106-1,BT-474,-2.3010,0.9917,-4.8530,-4.8448,-5.0323,3.2330,0.0300,0.0300,4.9791
10279-101-1,Trichostatin A,50107-1,BT-483,-2.3010,0.9631,-4.4250,-4.3457,-4.9536,1.3160,0.1063,0.1077,5.6402
10279-101-1,Trichostatin A,50108-1,BT-549,-2.3010,0.9764,-5.0950,-5.0880,-5.1310,3.0420,0.0236,0.0236,4.8410
10279-101-1,Trichostatin A,50131-1,CAMA-1,-2.3010,0.9721,-5.0370,-5.0141,-5.1708,4.0000,0.0963,0.0963,4.8347
10279-101-1,Trichostatin A,50205-1,HCC1143,-2.3010,0.9873,-4.7580,-4.7216,-4.8250,2.4610,0.0941,0.0941,5.3980
10279-101-1,Trichostatin A,50206-1,HCC1395,-2.3010,0.9213,-4.4110,-4.3755,-4.6377,1.9505,0.0727,0.0736,5.5670
10279-101-1,Trichostatin A,50207-1,HCC1419,-2.3010,0.9849,-4.3440,-4.3344,-4.7769,2.2975,0.0220,0.0221,5.4964
10279-101-1,Trichostatin A,50208-1,HCC1428,-2.3010,0.9787,-5.4660,-5.4557,-5.7568,2.2110,0.0193,0.0193,4.1335
10279-101-1,Trichostatin A,50210-1,HCC1569,-2.3010,0.8717,-4.9980,-4.9721,-5.0569,2.2065,0.0585,0.0585,4.6730
10279-101-1,Trichostatin A,50211-1,HCC1806,-2.3010,0.9690,-4.9315,-4.9267,-5.0104,2.1805,0.0119,0.0119,4.6628
10279-101-1,Trichostatin A,50212-1,HCC1937,-2.3010,0.9829,-4.6870,-4.6441,-4.8525,1.4350,0.0659,0.0663,5.3981
10279-101-1,Trichostatin A,50213-1,HCC1954,-2.3010,0.9200,-4.8680,-4.8614,-5.0142,1.9125,0.0223,0.0223,4.5927
10279-101-1,Trichostatin A,50214-1,HCC202,-2.3010,0.9946,-5.6060,-5.6001,-5.9612,2.1550,0.0149,0.0149,3.7975
10279-101-1,Trichostatin A,50216-1,HCC38,-2.3010,0.9816,-5.1470,-5.1397,-5.2478,3.0035,0.0253,0.0253,4.5603
10279-101-1,Trichostatin A,50219-1,HCC70,-2.3010,0.9937,-4.6980,-4.6943,-4.8885,2.4470,0.0104,0.0104,5.1089
10279-101-1,Trichostatin A,50238-1,Hs 578T,-2.3010,0.9769,-4.7195,-4.7134,-4.7692,2.8145,0.0120,0.0120,5.2163
10279-101-1,Trichostatin A,50324-1,MB 157,-2.3010,0.9928,-4.9680,-4.9666,-5.0738,1.7480,0.0032,0.0032,4.5977
10279-101-1,Trichostatin A,50327-1,MDA-MB-134-VI,-2.3010,0.9556,-4.9020,-4.8003,-5.2452,1.8090,0.1660,0.1664,5.4139
10279-101-1,Trichostatin A,50328-1,MDA-MB-157,-2.3010,0.9870,-4.5220,-4.5205,-4.7920,2.0590,0.0060,0.0060,5.2276
10279-101-1,Trichostatin A,50329-1,MDA-MB-175-VII,-2.3010,0.9816,-4.6785,-4.6297,-5.2778,1.0380,0.0537,0.0569,5.1994
10279-101-1,Trichostatin A,50331-1,MDA-MB-361,-2.3010,0.9900,-4.9720,-4.9657,-5.0913,3.4660,0.0134,0.0134,4.7595
10279-101-1,Trichostatin A,50333-1,MDA-MB-436,-2.3010,0.9766,-4.7150,-4.6140,-4.7300,2.4220,0.2155,0.2155,5.7445
10279-101-1,Trichostatin A,50334-1,MDA-MB-453,-2.3010,0.9842,-5.2355,-5.2325,-5.3569,2.3690,0.0136,0.0136,4.1238
10279-101-1,Trichostatin A,50335-1,MDA-MB-468,-2.3010,0.9883,-4.7270,-4.7209,-4.7933,3.0220,0.0201,0.0201,5.1476
10279-101-1,Trichostatin A,50541-1,T47D,-2.3010,0.9817,-5.2390,-5.2380,-5.4822,1.6405,0.0020,0.0020,4.2513
10279-101-1,Trichostatin A,50556-1,UACC-812,-2.3010,0.9182,-4.6925,-4.6241,-5.0743,1.4550,0.1017,0.1020,5.1885
10279-101-1,Trichostatin A,50557-1,UACC-893,-2.3010,0.9911,-5.1235,-5.1188,-5.3317,2.9500,0.0192,0.0192,4.5560
10279-101-1,Trichostatin A,50574-1,ZR-75-1,-2.3010,0.9876,-4.6200,-4.5134,-4.7797,1.9915,0.1905,0.1905,5.9452
10279-101-1,Trichostatin A,50576-1,184B5,-2.3010,0.9838,-4.1130,-4.1130,-4.3682,1.3820,0.0000,0.0035,5.8083
10279-101-1,Trichostatin A,50578-1,HCC1187,-2.3010,0.9821,-5.2360,-5.2325,-5.3657,2.6760,0.0149,0.0149,4.3798
10279-101-1,Trichostatin A,50583-1,MCF 10A,-2.3010,0.9831,-4.7880,-4.7805,-4.8665,1.2940,0.0055,0.0061,5.0583
10279-101-1,Trichostatin A,50584-1,MCF 10F,-2.3010,0.9375,-4.0820,-4.0665,-4.2690,2.1330,0.0377,0.0378,6.5932
10279-101-1,Trichostatin A,51081-1,SUM1315MO2,-2.3010,0.9822,-4.2110,-4.1982,-4.3426,3.0145,0.0404,0.0404,5.9435
10279-101-1,Trichostatin A,51082-1,SUM149PT,-2.3010,0.9908,-5.1320,-5.1289,-5.1832,4.0000,0.0124,0.0124,4.3968
10279-101-1,Trichostatin A,51083-1,SUM159PT,-2.3010,0.9727,-5.1850,-5.1844,-5.2343,1.5990,0.0000,0.0000,4.6160
10279-101-1,Trichostatin A,51084-1,SUM185PE,-2.3010,0.9885,-4.3890,-4.3845,-4.7450,1.8340,0.0097,0.0099,5.5155
10279-101-1,Trichostatin A,51085-1,SUM225CWN,-2.3010,0.9824,-4.6735,-4.6603,-4.8936,2.2205,0.0299,0.0301,5.2381
10279-101-1,Trichostatin A,51086-1,SUM229PE,-2.3010,0.9820,-4.7270,-4.7202,-4.8837,2.4200,0.0192,0.0192,5.0419
10279-101-1,Trichostatin A,51087-1,SUM52PE,-2.3010,0.9394,-5.4220,-5.4112,-5.6493,1.5135,0.0198,0.0198,4.0655
10279-101-1,Trichostatin A,51088-1,184A1,-2.3010,0.9665,-4.4785,-4.4657,-4.7341,1.2225,0.0173,0.0194,5.6423
10279-101-1,Trichostatin A,51089-1,MCF12A,-2.3010,0.9877,-4.6640,-4.6507,-4.7526,1.5750,0.0240,0.0242,5.2011
10279-101-1,Trichostatin A,51090-1,MX1,-2.3010,0.9903,-4.4800,-4.4634,-4.7871,1.8440,0.0332,0.0333,5.6594
10279-101-1,Trichostatin A,51091-1,T47DKBLUC,-2.3010,0.9845,-5.1270,-5.1211,-5.3735,1.7930,0.0111,0.0113,4.3892
10279-101-1,Trichostatin A,51092-1,600MPE,-2.3010,0.9781,-4.7385,-4.7348,-5.1894,1.3262,0.0061,0.0087,4.8220
10279-101-1,Trichostatin A,51093-1,HCC2185,-2.3010,0.9910,-4.6010,-4.5958,-4.8275,3.2570,0.0153,0.0153,5.2562
10279-101-1,Trichostatin A,51094-1,HCC3153,-2.3010,0.9928,-4.4800,-4.4611,-4.6533,2.0190,0.0728,0.0731,5.6299
10279-101-1,Trichostatin A,51095-1,LY2,-2.3010,0.9785,-4.7670,-4.7587,-4.8913,2.4760,0.0223,0.0223,5.3241
10279-101-1,Trichostatin A,51096-1,ZR75B,-2.3010,0.9827,-5.1260,-5.0946,-5.3275,1.1750,0.0408,0.0413,4.5727
10280-101-1,Triciribine,50029-1,MCF7,-4.4776,0.9691,-6.5801,-6.1686,-6.7767,0.8491,0.2748,0.2866,6.4195
10280-101-1,Triciribine,50057-1,SK-BR-3,-4.4776,0.9794,-7.1261,-7.0205,-7.3056,1.0085,0.1086,0.1106,5.1406
10280-101-1,Triciribine,50058-1,MDA-MB-231,-4.4776,0.7777,-5.9048,-4.9232,-5.2626,0.7320,0.3927,0.4692,8.3898
10280-101-1,Triciribine,50091-1,AU565,-4.4776,0.9816,-7.3716,-7.3323,-7.6135,0.7532,0.0324,0.0389,4.5358
10280-101-1,Triciribine,50105-1,BT-20,-4.4776,0.9563,-5.5436,-5.2117,-6.0030,0.7149,0.1791,0.3001,7.3224
10280-101-1,Triciribine,50106-1,BT-474,-4.4776,0.8889,-6.7916,-5.8680,-7.0645,0.7845,0.4058,0.4148,6.8088
10280-101-1,Triciribine,50107-1,BT-483,-4.4776,0.8148,-6.4496,-4.4776,-7.6168,0.3389,0.4704,0.5640,7.1257
10280-101-1,Triciribine,50108-1,BT-549,-4.4776,0.8695,-5.4856,-4.4776,-4.5806,0.7227,0.4548,0.5406,7.8425
10280-101-1,Triciribine,50131-1,CAMA-1,-4.4776,0.8651,-5.3606,-4.4776,-5.7331,0.4620,0.4116,0.5770,7.3674
10280-101-1,Triciribine,50205-1,HCC1143,-4.4776,0.9159,-4.9695,-4.9694,-5.6388,0.4002,0.0000,0.3886,7.1918
10280-101-1,Triciribine,50206-1,HCC1395,-4.4776,0.8151,-4.3237,-4.4776,-5.8158,0.2974,0.1533,0.5989,7.6593
10280-101-1,Triciribine,50207-1,HCC1419,-4.4776,0.8884,-5.0431,-4.4776,-6.6517,0.5086,0.2758,0.5662,7.7476
10280-101-1,Triciribine,50208-1,HCC1428,-4.4776,0.9804,-5.8886,-5.8680,-7.0873,0.4599,0.0000,0.1972,6.2826
10280-101-1,Triciribine,50210-1,HCC1569,-4.4776,0.9035,-5.5916,-4.4776,-4.4776,0.3913,0.4681,0.6124,7.5391
10280-101-1,Triciribine,50211-1,HCC1806,-4.4776,0.9684,-6.5416,-6.4771,-6.8429,0.6782,0.0639,0.1856,5.7257
10280-101-1,Triciribine,50212-1,HCC1937,-4.4776,0.9165,-5.6121,-4.4776,-5.1060,0.7318,0.5303,0.5908,8.0888
10280-101-1,Triciribine,50213-1,HCC1954,-4.4776,0.7479,-5.0011,-4.4776,-4.9238,0.4139,0.2296,0.5341,7.4613
10280-101-1,Triciribine,50214-1,HCC202,-4.4776,0.9284,-6.6626,-6.2400,-7.7822,0.6371,0.2310,0.2610,6.2608
10280-101-1,Triciribine,50216-1,HCC38,-4.4776,0.9083,-6.3136,-5.8505,-6.3287,0.8642,0.2953,0.3371,6.8224
10280-101-1,Triciribine,50219-1,HCC70,-4.4776,0.7821,-6.8566,-6.5506,-7.0104,1.5620,0.3337,0.3338,6.2366
10280-101-1,Triciribine,50238-1,Hs 578T,-4.4776,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.6809
10280-101-1,Triciribine,50324-1,MB 157,-4.4776,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8795
10280-101-1,Triciribine,50327-1,MDA-MB-134-VI,-4.4776,0.9055,-6.5306,-4.4776,-6.2585,0.4988,0.6758,0.7038,7.8526
10280-101-1,Triciribine,50328-1,MDA-MB-157,-4.4776,0.8856,-6.8311,-4.4776,-6.2354,0.6880,0.5867,0.5975,7.5488
10280-101-1,Triciribine,50329-1,MDA-MB-175-VII,-4.4776,0.9038,-6.7746,-4.4776,-6.5976,0.8341,0.6622,0.6663,7.7654
10280-101-1,Triciribine,50331-1,MDA-MB-361,-4.4776,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.1965
10280-101-1,Triciribine,50333-1,MDA-MB-436,-4.4776,0.9432,-6.4156,-4.4776,-6.1973,1.7370,0.5026,0.5028,7.4559
10280-101-1,Triciribine,50334-1,MDA-MB-453,-4.4776,0.9185,-7.1056,-5.9841,-7.0996,0.4798,0.3451,0.3916,6.2478
10280-101-1,Triciribine,50335-1,MDA-MB-468,-4.4776,0.9133,-6.0465,-5.6623,-6.2957,0.3984,0.1163,0.3190,6.5122
10280-101-1,Triciribine,50541-1,T47D,-4.4776,0.9428,-6.9191,-6.3736,-7.2175,0.5597,0.2500,0.2840,5.9987
10280-101-1,Triciribine,50556-1,UACC-812,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10280-101-1,Triciribine,50557-1,UACC-893,-4.4776,0.8445,-6.5936,-4.4776,-6.2902,0.7431,0.6326,0.6422,7.5601
10280-101-1,Triciribine,50574-1,ZR-75-1,-4.4776,0.7862,-3.9549,-4.4776,-4.9534,0.5003,0.0001,0.6425,8.1832
10280-101-1,Triciribine,50576-1,184B5,-4.4776,0.9853,-6.6721,-6.5813,-6.9932,1.0586,0.0962,0.1104,5.6369
10280-101-1,Triciribine,50578-1,HCC1187,-4.4776,0.9304,-6.1581,-6.1084,-6.7316,2.2393,0.1494,0.2416,6.4643
10280-101-1,Triciribine,50583-1,MCF 10A,-4.4776,0.9489,-6.3696,-6.3694,-6.5359,0.4077,0.0034,0.1591,5.7659
10280-101-1,Triciribine,50584-1,MCF 10F,-4.4776,0.8938,-7.0306,-6.9805,-7.6879,0.4921,0.0278,0.0789,4.8002
10280-101-1,Triciribine,51081-1,SUM1315MO2,-4.4776,0.9153,-6.0691,-4.4776,-6.4178,0.4903,0.4597,0.5455,7.4882
10280-101-1,Triciribine,51082-1,SUM149PT,-4.4776,0.8871,-6.4306,-6.3471,-6.4203,3.9970,0.2676,0.2676,6.5141
10280-101-1,Triciribine,51083-1,SUM159PT,-4.4776,0.9359,-5.2680,-5.2680,-5.4301,0.3391,0.0000,0.3504,6.7580
10280-101-1,Triciribine,51084-1,SUM185PE,-4.4776,0.9274,-6.2506,-5.4228,-6.8671,0.5656,0.3299,0.3905,6.9241
10280-101-1,Triciribine,51085-1,SUM225CWN,-4.4776,0.9006,-6.2381,-5.3856,-6.9213,0.3820,0.2585,0.3938,6.6658
10280-101-1,Triciribine,51086-1,SUM229PE,-4.4776,0.9202,-6.1466,-4.4776,-6.1103,0.3556,0.3717,0.5072,6.9973
10280-101-1,Triciribine,51087-1,SUM52PE,-4.4776,0.9249,-4.5540,-4.5540,-5.6806,0.3205,0.0000,0.4859,7.3979
10280-101-1,Triciribine,51088-1,184A1,-4.4776,0.9806,-6.7336,-6.6062,-7.0537,0.9426,0.1206,0.1272,5.7766
10280-101-1,Triciribine,51089-1,MCF12A,-4.4776,0.9141,-7.0446,-6.8181,-7.2326,0.4569,0.0969,0.1536,5.1533
10280-101-1,Triciribine,51090-1,MX1,-4.4776,0.9240,-5.9716,-5.9714,-7.3670,0.3861,0.0000,0.2095,6.1241
10280-101-1,Triciribine,51091-1,T47DKBLUC,-4.4776,0.9132,-6.4716,-4.4776,-6.8979,0.4230,0.4417,0.5118,7.1261
10280-101-1,Triciribine,51092-1,600MPE,-4.4776,0.9308,-5.3005,-4.4776,-6.1655,0.3851,0.3850,0.5851,7.5199
10280-101-1,Triciribine,51093-1,HCC2185,-4.4776,0.9381,-6.7776,-4.4776,-7.6786,0.4986,0.4876,0.5091,6.7844
10280-101-1,Triciribine,51094-1,HCC3153,-4.4776,0.9000,-6.2511,-5.0334,-6.5579,2.2051,0.3842,0.4621,7.0536
10280-101-1,Triciribine,51095-1,LY2,-4.4776,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6288
10280-101-1,Triciribine,51096-1,ZR75B,-4.4776,0.8768,-5.3379,-5.3377,-5.8627,0.4714,0.0000,0.2822,6.7431
10281-101-1,Vinorelbine,50029-1,MCF7,-4.3335,0.8379,-7.5265,-7.3826,-7.8807,1.0510,0.1576,0.2011,4.8392
10281-101-1,Vinorelbine,50057-1,SK-BR-3,-4.3335,0.8852,-7.8995,-7.8475,-8.0234,3.9960,0.1913,0.1913,4.5547
10281-101-1,Vinorelbine,50058-1,MDA-MB-231,-4.3335,0.8987,-8.3230,-8.0849,-8.3051,1.3138,0.1745,0.1745,3.8716
10281-101-1,Vinorelbine,50091-1,AU565,-4.3335,0.9787,-8.2355,-8.2178,-8.2931,3.9965,0.0760,0.0760,3.4210
10281-101-1,Vinorelbine,50105-1,BT-20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10281-101-1,Vinorelbine,50106-1,BT-474,-4.3335,0.8757,-6.4655,-6.4650,-7.2884,0.3937,0.0000,0.1265,5.4541
10281-101-1,Vinorelbine,50107-1,BT-483,-4.3335,0.8002,-7.3945,-6.8854,-7.8878,0.9524,0.3364,0.3372,5.7933
10281-101-1,Vinorelbine,50108-1,BT-549,-4.3335,0.9427,-8.0965,-8.0750,-8.1222,3.2750,0.0776,0.0776,3.3764
10281-101-1,Vinorelbine,50131-1,CAMA-1,-4.3335,0.8546,-7.8915,-7.7976,-7.9419,3.9990,0.2885,0.2885,5.0736
10281-101-1,Vinorelbine,50205-1,HCC1143,-4.3335,0.7251,-7.5695,-7.3296,-7.5171,3.9960,0.4451,0.4451,6.2724
10281-101-1,Vinorelbine,50206-1,HCC1395,-4.3335,0.9719,-8.1050,-8.0457,-8.3061,2.4500,0.1351,0.1351,3.8075
10281-101-1,Vinorelbine,50207-1,HCC1419,-4.3335,0.7958,-5.3196,-5.3194,-7.0980,0.4106,0.0000,0.2709,6.4006
10281-101-1,Vinorelbine,50208-1,HCC1428,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10281-101-1,Vinorelbine,50210-1,HCC1569,-4.3335,0.8898,-6.3490,-6.3490,-6.3653,0.4765,0.0000,0.1190,5.7630
10281-101-1,Vinorelbine,50211-1,HCC1806,-4.3335,0.9910,-8.2425,-8.2240,-8.2912,3.8810,0.0763,0.0763,3.3665
10281-101-1,Vinorelbine,50212-1,HCC1937,-4.3335,0.7866,-5.7920,-5.7917,NaN,0.3574,0.0000,0.2341,6.3165
10281-101-1,Vinorelbine,50213-1,HCC1954,-4.3335,0.8463,-8.2095,-8.1427,-8.3181,2.9650,0.1842,0.1842,3.8895
10281-101-1,Vinorelbine,50214-1,HCC202,-4.3335,0.8707,-5.7985,-5.7988,NaN,0.3858,0.0000,0.2139,6.1447
10281-101-1,Vinorelbine,50216-1,HCC38,-4.3335,0.9214,-7.7570,-7.6518,-7.9162,2.5860,0.1921,0.1922,4.5617
10281-101-1,Vinorelbine,50219-1,HCC70,-4.3335,0.8579,-7.6870,-7.5722,-7.7966,2.8670,0.2475,0.2475,4.9618
10281-101-1,Vinorelbine,50238-1,Hs 578T,-4.3335,0.9828,-8.4295,-8.3827,-8.6943,2.6070,0.0730,0.0730,3.0790
10281-101-1,Vinorelbine,50324-1,MB 157,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10281-101-1,Vinorelbine,50327-1,MDA-MB-134-VI,-4.3335,0.7975,-7.7635,-7.5799,-7.8968,3.1780,0.3601,0.3601,5.5120
10281-101-1,Vinorelbine,50328-1,MDA-MB-157,-4.3335,0.9869,-7.9085,-7.8895,-7.9587,3.9980,0.0806,0.0806,3.8993
10281-101-1,Vinorelbine,50329-1,MDA-MB-175-VII,-4.3335,0.7928,-5.5005,-5.5004,NaN,0.3627,0.0000,0.2740,5.8416
10281-101-1,Vinorelbine,50331-1,MDA-MB-361,-4.3335,0.9103,-7.8875,-7.8287,-7.9808,2.8390,0.1590,0.1590,3.6134
10281-101-1,Vinorelbine,50333-1,MDA-MB-436,-4.3335,0.8865,-7.6845,-7.4414,-7.6361,2.1830,0.3079,0.3079,5.5398
10281-101-1,Vinorelbine,50334-1,MDA-MB-453,-4.3335,0.9077,-8.2795,-8.1921,-8.3326,3.9990,0.2760,0.2760,4.6441
10281-101-1,Vinorelbine,50335-1,MDA-MB-468,-4.3335,0.9074,-8.1695,-8.1270,-8.2193,3.9980,0.1619,0.1619,3.9040
10281-101-1,Vinorelbine,50541-1,T47D,-4.3335,0.7351,-4.9618,-4.9619,-5.7842,1.6100,0.0000,0.0887,6.8027
