HMS LINCS Batch ID,HMS LINCS ID,Name,Alternative Names,LINCS ID,PubChem CID,ChEBI ID,ChEMBL ID,Molecular Mass,InChi,InChi Key,SMILES,Relevant Citations,Comments,Provider,Provider Batch ID,Molecular Weight,Purity,Purification Method,Chemical Synthesis Reference,Date Publicly Available,Most Recent Update
10090-101-1,10090,XMD15-27,,LSM-44938,,,,restricted,restricted,restricted,restricted,restricted,,Nathanael Gray (DFCI),XMD15-27-1,restricted,restricted,restricted,restricted,,2018-03-30
