Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration (uM),Time Point (hr),Total Cell Count Before Treatment,Total Cell Count After Treatment,Total Control Cell Count,Relative Cell Count,Normalized Growth Rate Inhibition Value,Assay Plate,Assay Well
51124-1,MCF 10A-H2B-mCherry,,,0,38.22,771.67,4014,4299,0.9336,0.9453,MN20160304_L01,F09
51124-1,MCF 10A-H2B-mCherry,,,0,38.22,771.67,4583,4299,1.0659,1.0522,MN20160304_L01,F16
51124-1,MCF 10A-H2B-mCherry,,,0,38.22,771.67,4420,4299,1.0280,1.0224,MN20160304_L01,F17
51124-1,MCF 10A-H2B-mCherry,,,0,38.22,771.67,4006,4299,0.9317,0.9437,MN20160304_L01,F18
51124-1,MCF 10A-H2B-mCherry,,,0,38.22,771.67,4333,4299,1.0078,1.0063,MN20160304_L01,G12
51124-1,MCF 10A-H2B-mCherry,,,0,38.22,771.67,3926,4299,0.9131,0.9280,MN20160304_L01,G14
51124-1,MCF 10A-H2B-mCherry,,,0,38.22,771.67,4115,4299,0.9571,0.9649,MN20160304_L01,H09
51124-1,MCF 10A-H2B-mCherry,,,0,38.22,771.67,4174,4299,0.9708,0.9762,MN20160304_L01,K05
51124-1,MCF 10A-H2B-mCherry,,,0,38.22,771.67,4812,4299,1.1192,1.0930,MN20160304_L01,K09
51124-1,MCF 10A-H2B-mCherry,,,0,38.22,771.67,4898,4299,1.1392,1.1080,MN20160304_L01,K16
51124-1,MCF 10A-H2B-mCherry,,,0,40.44,771.67,4924,4738,1.0392,1.0296,MN20160304_L01,C17
51124-1,MCF 10A-H2B-mCherry,,,0,40.44,771.67,4643,4738,0.9799,0.9845,MN20160304_L01,D21
51124-1,MCF 10A-H2B-mCherry,,,0,40.44,771.67,4621,4738,0.9752,0.9809,MN20160304_L01,D22
51124-1,MCF 10A-H2B-mCherry,,,0,40.44,771.67,5058,4738,1.0675,1.0505,MN20160304_L01,E04
51124-1,MCF 10A-H2B-mCherry,,,0,40.44,771.67,4371,4738,0.9225,0.9393,MN20160304_L01,F09
51124-1,MCF 10A-H2B-mCherry,,,0,40.44,771.67,5131,4738,1.0829,1.0617,MN20160304_L01,F16
51124-1,MCF 10A-H2B-mCherry,,,0,40.44,771.67,4885,4738,1.0309,1.0234,MN20160304_L01,F17
51124-1,MCF 10A-H2B-mCherry,,,0,40.44,771.67,4417,4738,0.9322,0.9471,MN20160304_L01,F18
51124-1,MCF 10A-H2B-mCherry,,,0,40.44,771.67,4825,4738,1.0183,1.0139,MN20160304_L01,G12
51124-1,MCF 10A-H2B-mCherry,,,0,40.44,771.67,4364,4738,0.9210,0.9381,MN20160304_L01,G14
51124-1,MCF 10A-H2B-mCherry,,,0,40.44,771.67,4424,4738,0.9337,0.9482,MN20160304_L01,H09
51124-1,MCF 10A-H2B-mCherry,,,0,40.44,771.67,4527,4738,0.9554,0.9654,MN20160304_L01,K05
51124-1,MCF 10A-H2B-mCherry,,,0,40.44,771.67,5264,4738,1.1109,1.0820,MN20160304_L01,K09
51124-1,MCF 10A-H2B-mCherry,,,0,40.44,771.67,5329,4738,1.1246,1.0918,MN20160304_L01,K16
51124-1,MCF 10A-H2B-mCherry,,,0,42.67,771.67,5353,5155,1.0383,1.0276,MN20160304_L01,C17
51124-1,MCF 10A-H2B-mCherry,,,0,42.67,771.67,4994,5155,0.9686,0.9769,MN20160304_L01,D21
51124-1,MCF 10A-H2B-mCherry,,,0,42.67,771.67,5000,5155,0.9698,0.9777,MN20160304_L01,D22
51124-1,MCF 10A-H2B-mCherry,,,0,42.67,771.67,5479,5155,1.0627,1.0449,MN20160304_L01,E04
51124-1,MCF 10A-H2B-mCherry,,,0,42.67,771.67,4750,5155,0.9213,0.9411,MN20160304_L01,F09
51124-1,MCF 10A-H2B-mCherry,,,0,42.67,771.67,5547,5155,1.0759,1.0541,MN20160304_L01,F16
51124-1,MCF 10A-H2B-mCherry,,,0,42.67,771.67,5333,5155,1.0344,1.0248,MN20160304_L01,F17
51124-1,MCF 10A-H2B-mCherry,,,0,42.67,771.67,4814,5155,0.9337,0.9506,MN20160304_L01,F18
51124-1,MCF 10A-H2B-mCherry,,,0,42.67,771.67,5238,5155,1.0160,1.0116,MN20160304_L01,G12
51124-1,MCF 10A-H2B-mCherry,,,0,42.67,771.67,4786,5155,0.9283,0.9464,MN20160304_L01,G14
51124-1,MCF 10A-H2B-mCherry,,,0,42.67,771.67,4848,5155,0.9403,0.9556,MN20160304_L01,H09
51124-1,MCF 10A-H2B-mCherry,,,0,42.67,771.67,5001,5155,0.9700,0.9779,MN20160304_L01,K05
51124-1,MCF 10A-H2B-mCherry,,,0,42.67,771.67,5749,5155,1.1151,1.0811,MN20160304_L01,K09
51124-1,MCF 10A-H2B-mCherry,,,0,42.67,771.67,5752,5155,1.1156,1.0815,MN20160304_L01,K16
51124-1,MCF 10A-H2B-mCherry,,,0,44.89,771.67,5807,5541,1.0479,1.0332,MN20160304_L01,C17
51124-1,MCF 10A-H2B-mCherry,,,0,44.89,771.67,5345,5541,0.9645,0.9748,MN20160304_L01,D21
51124-1,MCF 10A-H2B-mCherry,,,0,44.89,771.67,5387,5541,0.9721,0.9802,MN20160304_L01,D22
51124-1,MCF 10A-H2B-mCherry,,,0,44.89,771.67,5856,5541,1.0568,1.0392,MN20160304_L01,E04
51124-1,MCF 10A-H2B-mCherry,,,0,44.89,771.67,5087,5541,0.9180,0.9407,MN20160304_L01,F09
51124-1,MCF 10A-H2B-mCherry,,,0,44.89,771.67,5914,5541,1.0672,1.0463,MN20160304_L01,F16
51124-1,MCF 10A-H2B-mCherry,,,0,44.89,771.67,5686,5541,1.0261,1.0182,MN20160304_L01,F17
51124-1,MCF 10A-H2B-mCherry,,,0,44.89,771.67,5184,5541,0.9355,0.9537,MN20160304_L01,F18
51124-1,MCF 10A-H2B-mCherry,,,0,44.89,771.67,5611,5541,1.0125,1.0088,MN20160304_L01,G12
51124-1,MCF 10A-H2B-mCherry,,,0,44.89,771.67,5157,5541,0.9306,0.9501,MN20160304_L01,G14
51124-1,MCF 10A-H2B-mCherry,,,0,44.89,771.67,5223,5541,0.9425,0.9588,MN20160304_L01,H09
51124-1,MCF 10A-H2B-mCherry,,,0,44.89,771.67,5417,5541,0.9775,0.9841,MN20160304_L01,K05
51124-1,MCF 10A-H2B-mCherry,,,0,44.89,771.67,6157,5541,1.1111,1.0755,MN20160304_L01,K09
51124-1,MCF 10A-H2B-mCherry,,,0,44.89,771.67,6231,5541,1.1244,1.0842,MN20160304_L01,K16
51124-1,MCF 10A-H2B-mCherry,,,0,47.11,771.67,6221,5941,1.0470,1.0315,MN20160304_L01,C17
51124-1,MCF 10A-H2B-mCherry,,,0,47.11,771.67,5728,5941,0.9641,0.9753,MN20160304_L01,D21
51124-1,MCF 10A-H2B-mCherry,,,0,47.11,771.67,5781,5941,0.9730,0.9815,MN20160304_L01,D22
51124-1,MCF 10A-H2B-mCherry,,,0,47.11,771.67,6263,5941,1.0541,1.0361,MN20160304_L01,E04
51124-1,MCF 10A-H2B-mCherry,,,0,47.11,771.67,5581,5941,0.9393,0.9579,MN20160304_L01,F09
51124-1,MCF 10A-H2B-mCherry,,,0,47.11,771.67,6368,5941,1.0718,1.0476,MN20160304_L01,F16
51124-1,MCF 10A-H2B-mCherry,,,0,47.11,771.67,6078,5941,1.0230,1.0155,MN20160304_L01,F17
51124-1,MCF 10A-H2B-mCherry,,,0,47.11,771.67,5577,5941,0.9387,0.9575,MN20160304_L01,F18
51124-1,MCF 10A-H2B-mCherry,,,0,47.11,771.67,6088,5941,1.0247,1.0166,MN20160304_L01,G12
51124-1,MCF 10A-H2B-mCherry,,,0,47.11,771.67,5580,5941,0.9392,0.9578,MN20160304_L01,G14
51124-1,MCF 10A-H2B-mCherry,,,0,47.11,771.67,5635,5941,0.9484,0.9644,MN20160304_L01,H09
51124-1,MCF 10A-H2B-mCherry,,,0,47.11,771.67,5738,5941,0.9658,0.9765,MN20160304_L01,K05
51124-1,MCF 10A-H2B-mCherry,,,0,47.11,771.67,6592,5941,1.1095,1.0718,MN20160304_L01,K09
51124-1,MCF 10A-H2B-mCherry,,,0,47.11,771.67,6587,5941,1.1086,1.0713,MN20160304_L01,K16
51124-1,MCF 10A-H2B-mCherry,,,0,49.33,771.67,6595,6392,1.0317,1.0205,MN20160304_L01,C17
51124-1,MCF 10A-H2B-mCherry,,,0,49.33,771.67,6179,6392,0.9666,0.9778,MN20160304_L01,D21
51124-1,MCF 10A-H2B-mCherry,,,0,49.33,771.67,6248,6392,0.9774,0.9851,MN20160304_L01,D22
51124-1,MCF 10A-H2B-mCherry,,,0,49.33,771.67,6543,6392,1.0235,1.0153,MN20160304_L01,E04
51124-1,MCF 10A-H2B-mCherry,,,0,49.33,771.67,5918,6392,0.9258,0.9501,MN20160304_L01,F09
51124-1,MCF 10A-H2B-mCherry,,,0,49.33,771.67,6831,6392,1.0686,1.0440,MN20160304_L01,F16
51124-1,MCF 10A-H2B-mCherry,,,0,49.33,771.67,6655,6392,1.0410,1.0265,MN20160304_L01,F17
51124-1,MCF 10A-H2B-mCherry,,,0,49.33,771.67,6035,6392,0.9441,0.9626,MN20160304_L01,F18
51124-1,MCF 10A-H2B-mCherry,,,0,49.33,771.67,6594,6392,1.0315,1.0204,MN20160304_L01,G12
51124-1,MCF 10A-H2B-mCherry,,,0,49.33,771.67,6045,6392,0.9456,0.9637,MN20160304_L01,G14
51124-1,MCF 10A-H2B-mCherry,,,0,49.33,771.67,6132,6392,0.9592,0.9729,MN20160304_L01,H09
51124-1,MCF 10A-H2B-mCherry,,,0,49.33,771.67,6195,6392,0.9691,0.9795,MN20160304_L01,K05
51124-1,MCF 10A-H2B-mCherry,,,0,49.33,771.67,7002,6392,1.0953,1.0606,MN20160304_L01,K09
51124-1,MCF 10A-H2B-mCherry,,,0,49.33,771.67,7098,6392,1.1103,1.0698,MN20160304_L01,K16
51124-1,MCF 10A-H2B-mCherry,,,0,51.55,771.67,7099,6829,1.0394,1.0247,MN20160304_L01,C17
51124-1,MCF 10A-H2B-mCherry,,,0,51.55,771.67,6591,6829,0.9650,0.9775,MN20160304_L01,D21
51124-1,MCF 10A-H2B-mCherry,,,0,51.55,771.67,6678,6829,0.9778,0.9858,MN20160304_L01,D22
51124-1,MCF 10A-H2B-mCherry,,,0,51.55,771.67,6867,6829,1.0055,1.0035,MN20160304_L01,E04
51124-1,MCF 10A-H2B-mCherry,,,0,51.55,771.67,6316,6829,0.9248,0.9509,MN20160304_L01,F09
51124-1,MCF 10A-H2B-mCherry,,,0,51.55,771.67,7298,6829,1.0686,1.0426,MN20160304_L01,F16
51124-1,MCF 10A-H2B-mCherry,,,0,51.55,771.67,7059,6829,1.0336,1.0211,MN20160304_L01,F17
51124-1,MCF 10A-H2B-mCherry,,,0,51.55,771.67,6413,6829,0.9390,0.9604,MN20160304_L01,F18
51124-1,MCF 10A-H2B-mCherry,,,0,51.55,771.67,7103,6829,1.0400,1.0251,MN20160304_L01,G12
51124-1,MCF 10A-H2B-mCherry,,,0,51.55,771.67,6571,6829,0.9621,0.9756,MN20160304_L01,G14
51124-1,MCF 10A-H2B-mCherry,,,0,51.55,771.67,6462,6829,0.9462,0.9651,MN20160304_L01,H09
51124-1,MCF 10A-H2B-mCherry,,,0,51.55,771.67,6670,6829,0.9766,0.9850,MN20160304_L01,K05
51124-1,MCF 10A-H2B-mCherry,,,0,51.55,771.67,7467,6829,1.0933,1.0575,MN20160304_L01,K09
51124-1,MCF 10A-H2B-mCherry,,,0,51.55,771.67,7598,6829,1.1125,1.0689,MN20160304_L01,K16
51124-1,MCF 10A-H2B-mCherry,,,0,53.77,771.67,7479,7256,1.0307,1.0188,MN20160304_L01,C17
51124-1,MCF 10A-H2B-mCherry,,,0,53.77,771.67,7110,7256,0.9798,0.9874,MN20160304_L01,D21
51124-1,MCF 10A-H2B-mCherry,,,0,53.77,771.67,7120,7256,0.9812,0.9883,MN20160304_L01,D22
51124-1,MCF 10A-H2B-mCherry,,,0,53.77,771.67,7224,7256,0.9955,0.9972,MN20160304_L01,E04
51124-1,MCF 10A-H2B-mCherry,,,0,53.77,771.67,6681,7256,0.9207,0.9495,MN20160304_L01,F09
51124-1,MCF 10A-H2B-mCherry,,,0,53.77,771.67,7812,7256,1.0766,1.0462,MN20160304_L01,F16
51124-1,MCF 10A-H2B-mCherry,,,0,53.77,771.67,7451,7256,1.0268,1.0164,MN20160304_L01,F17
51124-1,MCF 10A-H2B-mCherry,,,0,53.77,771.67,6866,7256,0.9462,0.9661,MN20160304_L01,F18
51124-1,MCF 10A-H2B-mCherry,,,0,53.77,771.67,7660,7256,1.0556,1.0338,MN20160304_L01,G12
51124-1,MCF 10A-H2B-mCherry,,,0,53.77,771.67,6956,7256,0.9586,0.9740,MN20160304_L01,G14
51124-1,MCF 10A-H2B-mCherry,,,0,53.77,771.67,6819,7256,0.9397,0.9619,MN20160304_L01,H09
51124-1,MCF 10A-H2B-mCherry,,,0,53.77,771.67,7051,7256,0.9717,0.9823,MN20160304_L01,K05
51124-1,MCF 10A-H2B-mCherry,,,0,53.77,771.67,7986,7256,1.1005,1.0602,MN20160304_L01,K09
51124-1,MCF 10A-H2B-mCherry,,,0,53.77,771.67,8225,7256,1.1335,1.0790,MN20160304_L01,K16
51124-1,MCF 10A-H2B-mCherry,,,0,55.99,771.67,7968,7690,1.0361,1.0215,MN20160304_L01,C17
51124-1,MCF 10A-H2B-mCherry,,,0,55.99,771.67,7608,7690,0.9893,0.9935,MN20160304_L01,D21
51124-1,MCF 10A-H2B-mCherry,,,0,55.99,771.67,7490,7690,0.9740,0.9842,MN20160304_L01,D22
51124-1,MCF 10A-H2B-mCherry,,,0,55.99,771.67,7498,7690,0.9750,0.9848,MN20160304_L01,E04
51124-1,MCF 10A-H2B-mCherry,,,0,55.99,771.67,7136,7690,0.9279,0.9554,MN20160304_L01,F09
51124-1,MCF 10A-H2B-mCherry,,,0,55.99,771.67,8203,7690,1.0667,1.0393,MN20160304_L01,F16
51124-1,MCF 10A-H2B-mCherry,,,0,55.99,771.67,8002,7690,1.0406,1.0241,MN20160304_L01,F17
51124-1,MCF 10A-H2B-mCherry,,,0,55.99,771.67,7385,7690,0.9603,0.9757,MN20160304_L01,F18
51124-1,MCF 10A-H2B-mCherry,,,0,55.99,771.67,7974,7690,1.0369,1.0220,MN20160304_L01,G12
51124-1,MCF 10A-H2B-mCherry,,,0,55.99,771.67,7285,7690,0.9473,0.9676,MN20160304_L01,G14
51124-1,MCF 10A-H2B-mCherry,,,0,55.99,771.67,7125,7690,0.9265,0.9545,MN20160304_L01,H09
51124-1,MCF 10A-H2B-mCherry,,,0,55.99,771.67,7596,7690,0.9878,0.9926,MN20160304_L01,K05
51124-1,MCF 10A-H2B-mCherry,,,0,55.99,771.67,8382,7690,1.0900,1.0526,MN20160304_L01,K09
51124-1,MCF 10A-H2B-mCherry,,,0,55.99,771.67,8718,7690,1.1337,1.0771,MN20160304_L01,K16
51124-1,MCF 10A-H2B-mCherry,,,0,58.21,771.67,8350,8085,1.0327,1.0191,MN20160304_L01,C17
51124-1,MCF 10A-H2B-mCherry,,,0,58.21,771.67,8076,8085,0.9988,0.9993,MN20160304_L01,D21
51124-1,MCF 10A-H2B-mCherry,,,0,58.21,771.67,8012,8085,0.9909,0.9946,MN20160304_L01,D22
51124-1,MCF 10A-H2B-mCherry,,,0,58.21,771.67,7761,8085,0.9599,0.9760,MN20160304_L01,E04
51124-1,MCF 10A-H2B-mCherry,,,0,58.21,771.67,7428,8085,0.9187,0.9506,MN20160304_L01,F09
51124-1,MCF 10A-H2B-mCherry,,,0,58.21,771.67,8835,8085,1.0927,1.0530,MN20160304_L01,F16
51124-1,MCF 10A-H2B-mCherry,,,0,58.21,771.67,8351,8085,1.0328,1.0192,MN20160304_L01,F17
51124-1,MCF 10A-H2B-mCherry,,,0,58.21,771.67,7772,8085,0.9612,0.9768,MN20160304_L01,F18
51124-1,MCF 10A-H2B-mCherry,,,0,58.21,771.67,8359,8085,1.0338,1.0197,MN20160304_L01,G12
51124-1,MCF 10A-H2B-mCherry,,,0,58.21,771.67,7721,8085,0.9549,0.9730,MN20160304_L01,G14
51124-1,MCF 10A-H2B-mCherry,,,0,58.21,771.67,7474,8085,0.9244,0.9541,MN20160304_L01,H09
51124-1,MCF 10A-H2B-mCherry,,,0,58.21,771.67,8003,8085,0.9898,0.9940,MN20160304_L01,K05
51124-1,MCF 10A-H2B-mCherry,,,0,58.21,771.67,8902,8085,1.1010,1.0576,MN20160304_L01,K09
51124-1,MCF 10A-H2B-mCherry,,,0,58.21,771.67,9248,8085,1.1438,1.0809,MN20160304_L01,K16
51124-1,MCF 10A-H2B-mCherry,,,0,60.44,771.67,8885,8530,1.0415,1.0236,MN20160304_L01,C17
51124-1,MCF 10A-H2B-mCherry,,,0,60.44,771.67,8449,8530,0.9904,0.9945,MN20160304_L01,D21
51124-1,MCF 10A-H2B-mCherry,,,0,60.44,771.67,8342,8530,0.9779,0.9871,MN20160304_L01,D22
51124-1,MCF 10A-H2B-mCherry,,,0,60.44,771.67,7978,8530,0.9352,0.9617,MN20160304_L01,E04
51124-1,MCF 10A-H2B-mCherry,,,0,60.44,771.67,7987,8530,0.9363,0.9624,MN20160304_L01,F09
51124-1,MCF 10A-H2B-mCherry,,,0,60.44,771.67,9313,8530,1.0917,1.0513,MN20160304_L01,F16
51124-1,MCF 10A-H2B-mCherry,,,0,60.44,771.67,8845,8530,1.0369,1.0210,MN20160304_L01,F17
51124-1,MCF 10A-H2B-mCherry,,,0,60.44,771.67,8221,8530,0.9637,0.9788,MN20160304_L01,F18
51124-1,MCF 10A-H2B-mCherry,,,0,60.44,771.67,8918,8530,1.0454,1.0258,MN20160304_L01,G12
51124-1,MCF 10A-H2B-mCherry,,,0,60.44,771.67,8246,8530,0.9666,0.9805,MN20160304_L01,G14
51124-1,MCF 10A-H2B-mCherry,,,0,60.44,771.67,7796,8530,0.9139,0.9487,MN20160304_L01,H09
51124-1,MCF 10A-H2B-mCherry,,,0,60.44,771.67,8339,8530,0.9775,0.9869,MN20160304_L01,K05
51124-1,MCF 10A-H2B-mCherry,,,0,60.44,771.67,9310,8530,1.0914,1.0511,MN20160304_L01,K09
51124-1,MCF 10A-H2B-mCherry,,,0,60.44,771.67,9560,8530,1.1207,1.0668,MN20160304_L01,K16
51124-1,MCF 10A-H2B-mCherry,,,0,62.66,771.67,9305,8978,1.0364,1.0203,MN20160304_L01,C17
51124-1,MCF 10A-H2B-mCherry,,,0,62.66,771.67,8847,8978,0.9854,0.9917,MN20160304_L01,D21
51124-1,MCF 10A-H2B-mCherry,,,0,62.66,771.67,8838,8978,0.9844,0.9911,MN20160304_L01,D22
51124-1,MCF 10A-H2B-mCherry,,,0,62.66,771.67,8195,8978,0.9127,0.9491,MN20160304_L01,E04
51124-1,MCF 10A-H2B-mCherry,,,0,62.66,771.67,8303,8978,0.9248,0.9563,MN20160304_L01,F09
51124-1,MCF 10A-H2B-mCherry,,,0,62.66,771.67,9858,8978,1.0980,1.0535,MN20160304_L01,F16
51124-1,MCF 10A-H2B-mCherry,,,0,62.66,771.67,9346,8978,1.0409,1.0228,MN20160304_L01,F17
51124-1,MCF 10A-H2B-mCherry,,,0,62.66,771.67,8627,8978,0.9609,0.9776,MN20160304_L01,F18
51124-1,MCF 10A-H2B-mCherry,,,0,62.66,771.67,9448,8978,1.0523,1.0290,MN20160304_L01,G12
51124-1,MCF 10A-H2B-mCherry,,,0,62.66,771.67,8725,8978,0.9718,0.9839,MN20160304_L01,G14
51124-1,MCF 10A-H2B-mCherry,,,0,62.66,771.67,8092,8978,0.9013,0.9421,MN20160304_L01,H09
51124-1,MCF 10A-H2B-mCherry,,,0,62.66,771.67,8692,8978,0.9681,0.9818,MN20160304_L01,K05
51124-1,MCF 10A-H2B-mCherry,,,0,62.66,771.67,9824,8978,1.0942,1.0515,MN20160304_L01,K09
51124-1,MCF 10A-H2B-mCherry,,,0,62.66,771.67,10029,8978,1.1170,1.0635,MN20160304_L01,K16
51124-1,MCF 10A-H2B-mCherry,,,0,64.88,771.67,9756,9447,1.0327,1.0179,MN20160304_L01,C17
51124-1,MCF 10A-H2B-mCherry,,,0,64.88,771.67,9345,9447,0.9892,0.9940,MN20160304_L01,D21
51124-1,MCF 10A-H2B-mCherry,,,0,64.88,771.67,9242,9447,0.9783,0.9879,MN20160304_L01,D22
51124-1,MCF 10A-H2B-mCherry,,,0,64.88,771.67,8268,9447,0.8752,0.9276,MN20160304_L01,E04
51124-1,MCF 10A-H2B-mCherry,,,0,64.88,771.67,8742,9447,0.9254,0.9575,MN20160304_L01,F09
51124-1,MCF 10A-H2B-mCherry,,,0,64.88,771.67,10233,9447,1.0832,1.0447,MN20160304_L01,F16
51124-1,MCF 10A-H2B-mCherry,,,0,64.88,771.67,9878,9447,1.0456,1.0248,MN20160304_L01,F17
51124-1,MCF 10A-H2B-mCherry,,,0,64.88,771.67,9091,9447,0.9623,0.9789,MN20160304_L01,F18
51124-1,MCF 10A-H2B-mCherry,,,0,64.88,771.67,9988,9447,1.0573,1.0311,MN20160304_L01,G12
51124-1,MCF 10A-H2B-mCherry,,,0,64.88,771.67,9245,9447,0.9786,0.9881,MN20160304_L01,G14
51124-1,MCF 10A-H2B-mCherry,,,0,64.88,771.67,8512,9447,0.9010,0.9431,MN20160304_L01,H09
51124-1,MCF 10A-H2B-mCherry,,,0,64.88,771.67,9032,9447,0.9561,0.9753,MN20160304_L01,K05
51124-1,MCF 10A-H2B-mCherry,,,0,64.88,771.67,10228,9447,1.0827,1.0444,MN20160304_L01,K09
51124-1,MCF 10A-H2B-mCherry,,,0,64.88,771.67,10573,9447,1.1192,1.0633,MN20160304_L01,K16
51124-1,MCF 10A-H2B-mCherry,,,0,67.10,771.67,10056,9800,1.0261,1.0141,MN20160304_L01,C17
51124-1,MCF 10A-H2B-mCherry,,,0,67.10,771.67,9736,9800,0.9934,0.9964,MN20160304_L01,D21
51124-1,MCF 10A-H2B-mCherry,,,0,67.10,771.67,9518,9800,0.9712,0.9841,MN20160304_L01,D22
51124-1,MCF 10A-H2B-mCherry,,,0,67.10,771.67,8356,9800,0.8526,0.9149,MN20160304_L01,E04
51124-1,MCF 10A-H2B-mCherry,,,0,67.10,771.67,9034,9800,0.9218,0.9561,MN20160304_L01,F09
51124-1,MCF 10A-H2B-mCherry,,,0,67.10,771.67,10727,9800,1.0946,1.0499,MN20160304_L01,F16
51124-1,MCF 10A-H2B-mCherry,,,0,67.10,771.67,10207,9800,1.0415,1.0223,MN20160304_L01,F17
51124-1,MCF 10A-H2B-mCherry,,,0,67.10,771.67,9616,9800,0.9812,0.9897,MN20160304_L01,F18
51124-1,MCF 10A-H2B-mCherry,,,0,67.10,771.67,10341,9800,1.0552,1.0295,MN20160304_L01,G12
51124-1,MCF 10A-H2B-mCherry,,,0,67.10,771.67,9651,9800,0.9848,0.9917,MN20160304_L01,G14
51124-1,MCF 10A-H2B-mCherry,,,0,67.10,771.67,8742,9800,0.8920,0.9386,MN20160304_L01,H09
51124-1,MCF 10A-H2B-mCherry,,,0,67.10,771.67,9277,9800,0.9466,0.9703,MN20160304_L01,K05
51124-1,MCF 10A-H2B-mCherry,,,0,67.10,771.67,10570,9800,1.0785,1.0417,MN20160304_L01,K09
51124-1,MCF 10A-H2B-mCherry,,,0,67.10,771.67,10978,9800,1.1202,1.0629,MN20160304_L01,K16
51124-1,MCF 10A-H2B-mCherry,,,0,69.32,771.67,10404,10212,1.0188,1.0100,MN20160304_L01,C17
51124-1,MCF 10A-H2B-mCherry,,,0,69.32,771.67,10147,10212,0.9936,0.9966,MN20160304_L01,D21
51124-1,MCF 10A-H2B-mCherry,,,0,69.32,771.67,9977,10212,0.9770,0.9875,MN20160304_L01,D22
51124-1,MCF 10A-H2B-mCherry,,,0,69.32,771.67,8258,10212,0.8087,0.8892,MN20160304_L01,E04
51124-1,MCF 10A-H2B-mCherry,,,0,69.32,771.67,9299,10212,0.9106,0.9504,MN20160304_L01,F09
51124-1,MCF 10A-H2B-mCherry,,,0,69.32,771.67,11141,10212,1.0910,1.0473,MN20160304_L01,F16
51124-1,MCF 10A-H2B-mCherry,,,0,69.32,771.67,10636,10212,1.0415,1.0219,MN20160304_L01,F17
51124-1,MCF 10A-H2B-mCherry,,,0,69.32,771.67,10117,10212,0.9907,0.9950,MN20160304_L01,F18
51124-1,MCF 10A-H2B-mCherry,,,0,69.32,771.67,10841,10212,1.0616,1.0323,MN20160304_L01,G12
51124-1,MCF 10A-H2B-mCherry,,,0,69.32,771.67,10122,10212,0.9912,0.9953,MN20160304_L01,G14
51124-1,MCF 10A-H2B-mCherry,,,0,69.32,771.67,8943,10212,0.8757,0.9300,MN20160304_L01,H09
51124-1,MCF 10A-H2B-mCherry,,,0,69.32,771.67,9453,10212,0.9257,0.9590,MN20160304_L01,K05
51124-1,MCF 10A-H2B-mCherry,,,0,69.32,771.67,10979,10212,1.0751,1.0392,MN20160304_L01,K09
51124-1,MCF 10A-H2B-mCherry,,,0,69.32,771.67,11378,10212,1.1142,1.0589,MN20160304_L01,K16
51124-1,MCF 10A-H2B-mCherry,,,0,71.54,771.67,10743,10532,1.0199,1.0105,MN20160304_L01,C17
51124-1,MCF 10A-H2B-mCherry,,,0,71.54,771.67,10395,10532,0.9869,0.9930,MN20160304_L01,D21
51124-1,MCF 10A-H2B-mCherry,,,0,71.54,771.67,10287,10532,0.9767,0.9875,MN20160304_L01,D22
51124-1,MCF 10A-H2B-mCherry,,,0,71.54,771.67,8115,10532,0.7704,0.8664,MN20160304_L01,E04
51124-1,MCF 10A-H2B-mCherry,,,0,71.54,771.67,9608,10532,0.9122,0.9518,MN20160304_L01,F09
51124-1,MCF 10A-H2B-mCherry,,,0,71.54,771.67,11378,10532,1.0802,1.0414,MN20160304_L01,F16
51124-1,MCF 10A-H2B-mCherry,,,0,71.54,771.67,11056,10532,1.0497,1.0259,MN20160304_L01,F17
51124-1,MCF 10A-H2B-mCherry,,,0,71.54,771.67,10481,10532,0.9951,0.9974,MN20160304_L01,F18
51124-1,MCF 10A-H2B-mCherry,,,0,71.54,771.67,11213,10532,1.0646,1.0335,MN20160304_L01,G12
51124-1,MCF 10A-H2B-mCherry,,,0,71.54,771.67,10476,10532,0.9946,0.9971,MN20160304_L01,G14
51124-1,MCF 10A-H2B-mCherry,,,0,71.54,771.67,9186,10532,0.8721,0.9287,MN20160304_L01,H09
51124-1,MCF 10A-H2B-mCherry,,,0,71.54,771.67,9612,10532,0.9126,0.9521,MN20160304_L01,K05
51124-1,MCF 10A-H2B-mCherry,,,0,71.54,771.67,11282,10532,1.0711,1.0368,MN20160304_L01,K09
51124-1,MCF 10A-H2B-mCherry,,,0,71.54,771.67,11809,10532,1.1212,1.0616,MN20160304_L01,K16
51124-1,MCF 10A-H2B-mCherry,,,0,73.76,771.67,11024,10851,1.0159,1.0083,MN20160304_L01,C17
51124-1,MCF 10A-H2B-mCherry,,,0,73.76,771.67,10715,10851,0.9874,0.9934,MN20160304_L01,D21
51124-1,MCF 10A-H2B-mCherry,,,0,73.76,771.67,10574,10851,0.9744,0.9865,MN20160304_L01,D22
51124-1,MCF 10A-H2B-mCherry,,,0,73.76,771.67,7587,10851,0.6992,0.8209,MN20160304_L01,E04
51124-1,MCF 10A-H2B-mCherry,,,0,73.76,771.67,9846,10851,0.9073,0.9496,MN20160304_L01,F09
51124-1,MCF 10A-H2B-mCherry,,,0,73.76,771.67,11901,10851,1.0967,1.0490,MN20160304_L01,F16
51124-1,MCF 10A-H2B-mCherry,,,0,73.76,771.67,11289,10851,1.0403,1.0208,MN20160304_L01,F17
