Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration,Small Mol Conc Unit,LJP Library Plate,Replicate,Assay Well,Timepoint,Timepoint Unit,Total Cell Count Before Treatment,Total Cell Count After Treatment,Total Control Cell Count,Relative Cell Count,Normalized Growth Rate Inhibition Value
50029-3,MCF7,10086-101-1,XMD11-50,10,uM,LJP6,1,P07,72,hr,1209,1244,3823,0.3254,0.0171
50029-3,MCF7,10086-101-1,XMD11-50,10,uM,LJP6,2,P07,72,hr,1209,1292,4093,0.3156,0.0382
50029-3,MCF7,10086-101-1,XMD11-50,10,uM,LJP6,3,P07,72,hr,1209,1297,4121,0.3147,0.0403
50029-3,MCF7,10087-101-1,XMD11-85h,0.04,uM,LJP6,1,P24,72,hr,1209,3667,3823,0.9592,0.9504
50029-3,MCF7,10087-101-1,XMD11-85h,0.04,uM,LJP6,2,P24,72,hr,1209,3276,4093,0.8002,0.7620
50029-3,MCF7,10087-101-1,XMD11-85h,0.04,uM,LJP6,3,P24,72,hr,1209,3379,4121,0.8199,0.7876
50029-3,MCF7,10087-101-1,XMD11-85h,0.12,uM,LJP6,1,P23,72,hr,1209,3634,3823,0.9506,0.9399
50029-3,MCF7,10087-101-1,XMD11-85h,0.12,uM,LJP6,2,P23,72,hr,1209,3773,4093,0.9216,0.9093
50029-3,MCF7,10087-101-1,XMD11-85h,0.12,uM,LJP6,3,P23,72,hr,1209,3545,4121,0.8602,0.8367
50029-3,MCF7,10087-101-1,XMD11-85h,0.37,uM,LJP6,1,P22,72,hr,1209,4044,3823,1.0578,1.0689
50029-3,MCF7,10087-101-1,XMD11-85h,0.37,uM,LJP6,2,P22,72,hr,1209,3828,4093,0.9351,0.9251
50029-3,MCF7,10087-101-1,XMD11-85h,0.37,uM,LJP6,3,P22,72,hr,1209,3334,4121,0.8090,0.7741
50029-3,MCF7,10087-101-1,XMD11-85h,1.11,uM,LJP6,1,P21,72,hr,1209,3230,3823,0.8449,0.8069
50029-3,MCF7,10087-101-1,XMD11-85h,1.11,uM,LJP6,2,P21,72,hr,1209,3440,4093,0.8403,0.8116
50029-3,MCF7,10087-101-1,XMD11-85h,1.11,uM,LJP6,3,P21,72,hr,1209,3590,4121,0.8711,0.8499
50029-3,MCF7,10087-101-1,XMD11-85h,3.33,uM,LJP6,1,P20,72,hr,1209,3230,3823,0.8449,0.8069
50029-3,MCF7,10087-101-1,XMD11-85h,3.33,uM,LJP6,2,P20,72,hr,1209,3593,4093,0.8777,0.8570
50029-3,MCF7,10087-101-1,XMD11-85h,3.33,uM,LJP6,3,P20,72,hr,1209,3534,4121,0.8575,0.8335
50029-3,MCF7,10087-101-1,XMD11-85h,10,uM,LJP6,1,P19,72,hr,1209,1777,3823,0.4648,0.2607
50029-3,MCF7,10087-101-1,XMD11-85h,10,uM,LJP6,2,P19,72,hr,1209,1891,4093,0.4619,0.2892
50029-3,MCF7,10087-101-1,XMD11-85h,10,uM,LJP6,3,P19,72,hr,1209,1824,4121,0.4426,0.2615
50029-3,MCF7,10091-101-1,XMD16-144,0.04,uM,LJP5,1,M12,72,hr,1209,1663,3980,0.4178,0.2036
50029-3,MCF7,10091-101-1,XMD16-144,0.04,uM,LJP5,2,M12,72,hr,1209,1389,4252,0.3266,0.0792
50029-3,MCF7,10091-101-1,XMD16-144,0.04,uM,LJP5,3,M12,72,hr,1209,1579,4376,0.3608,0.1545
50029-3,MCF7,10091-101-1,XMD16-144,0.12,uM,LJP5,1,M11,72,hr,1209,1553,3980,0.3902,0.1566
50029-3,MCF7,10091-101-1,XMD16-144,0.12,uM,LJP5,2,M11,72,hr,1209,1508,4252,0.3546,0.1293
50029-3,MCF7,10091-101-1,XMD16-144,0.12,uM,LJP5,3,M11,72,hr,1209,1590,4376,0.3633,0.1588
50029-3,MCF7,10091-101-1,XMD16-144,0.37,uM,LJP5,1,M10,72,hr,1209,1481,3980,0.3721,0.1251
50029-3,MCF7,10091-101-1,XMD16-144,0.37,uM,LJP5,2,M10,72,hr,1209,1385,4252,0.3257,0.0775
50029-3,MCF7,10091-101-1,XMD16-144,0.37,uM,LJP5,3,M10,72,hr,1209,1620,4376,0.3702,0.1706
50029-3,MCF7,10091-101-1,XMD16-144,1.11,uM,LJP5,1,M09,72,hr,1209,1489,3980,0.3741,0.1286
50029-3,MCF7,10091-101-1,XMD16-144,1.11,uM,LJP5,2,M09,72,hr,1209,1586,4252,0.3729,0.1611
50029-3,MCF7,10091-101-1,XMD16-144,1.11,uM,LJP5,3,M09,72,hr,1209,1471,4376,0.3361,0.1113
50029-3,MCF7,10091-101-1,XMD16-144,3.33,uM,LJP5,1,M08,72,hr,1209,1520,3980,0.3819,0.1422
50029-3,MCF7,10091-101-1,XMD16-144,3.33,uM,LJP5,2,M08,72,hr,1209,1427,4252,0.3355,0.0954
50029-3,MCF7,10091-101-1,XMD16-144,3.33,uM,LJP5,3,M08,72,hr,1209,1425,4376,0.3256,0.0924
50029-3,MCF7,10091-101-1,XMD16-144,10,uM,LJP5,1,M07,72,hr,1209,689,3980,0.1731,-0.2793
50029-3,MCF7,10091-101-1,XMD16-144,10,uM,LJP5,2,M07,72,hr,1209,666,4252,0.1566,-0.2803
50029-3,MCF7,10091-101-1,XMD16-144,10,uM,LJP5,3,M07,72,hr,1209,702,4376,0.1604,-0.2542
50029-3,MCF7,10097-101-1,Erlotinib,0.04,uM,LJP5,1,M24,72,hr,1209,3889,3980,0.9771,0.9732
50029-3,MCF7,10097-101-1,Erlotinib,0.04,uM,LJP5,2,M24,72,hr,1209,3815,4252,0.8971,0.8837
50029-3,MCF7,10097-101-1,Erlotinib,0.04,uM,LJP5,3,M24,72,hr,1209,3920,4376,0.8958,0.8848
50029-3,MCF7,10097-101-1,Erlotinib,0.12,uM,LJP5,1,M23,72,hr,1209,3684,3980,0.9256,0.9120
50029-3,MCF7,10097-101-1,Erlotinib,0.12,uM,LJP5,2,M23,72,hr,1209,3747,4252,0.8811,0.8652
50029-3,MCF7,10097-101-1,Erlotinib,0.12,uM,LJP5,3,M23,72,hr,1209,4158,4376,0.9502,0.9456
50029-3,MCF7,10097-101-1,Erlotinib,0.37,uM,LJP5,1,M22,72,hr,1209,4076,3980,1.0241,1.0279
50029-3,MCF7,10097-101-1,Erlotinib,0.37,uM,LJP5,2,M22,72,hr,1209,4153,4252,0.9765,0.9740
50029-3,MCF7,10097-101-1,Erlotinib,0.37,uM,LJP5,3,M22,72,hr,1209,4396,4376,1.0045,1.0049
50029-3,MCF7,10097-101-1,Erlotinib,1.11,uM,LJP5,1,M21,72,hr,1209,4115,3980,1.0339,1.0392
50029-3,MCF7,10097-101-1,Erlotinib,1.11,uM,LJP5,2,M21,72,hr,1209,4383,4252,1.0306,1.0335
50029-3,MCF7,10097-101-1,Erlotinib,1.11,uM,LJP5,3,M21,72,hr,1209,4428,4376,1.0118,1.0127
50029-3,MCF7,10097-101-1,Erlotinib,3.33,uM,LJP5,1,M20,72,hr,1209,4230,3980,1.0628,1.0722
50029-3,MCF7,10097-101-1,Erlotinib,3.33,uM,LJP5,2,M20,72,hr,1209,4366,4252,1.0266,1.0292
50029-3,MCF7,10097-101-1,Erlotinib,3.33,uM,LJP5,3,M20,72,hr,1209,4157,4376,0.9499,0.9454
50029-3,MCF7,10097-101-1,Erlotinib,10,uM,LJP5,1,M19,72,hr,1209,3647,3980,0.9163,0.9008
50029-3,MCF7,10097-101-1,Erlotinib,10,uM,LJP5,2,M19,72,hr,1209,3898,4252,0.9166,0.9062
50029-3,MCF7,10097-101-1,Erlotinib,10,uM,LJP5,3,M19,72,hr,1209,3408,4376,0.7788,0.7478
50029-3,MCF7,10098-101-1,Gefitinib,0.04,uM,LJP6,1,N12,72,hr,1209,3989,3823,1.0434,1.0519
50029-3,MCF7,10098-101-1,Gefitinib,0.04,uM,LJP6,2,N12,72,hr,1209,4298,4093,1.0499,1.0561
50029-3,MCF7,10098-101-1,Gefitinib,0.04,uM,LJP6,3,N12,72,hr,1209,4050,4121,0.9827,0.9804
50029-3,MCF7,10098-101-1,Gefitinib,0.12,uM,LJP6,1,N11,72,hr,1209,3833,3823,1.0026,1.0031
50029-3,MCF7,10098-101-1,Gefitinib,0.12,uM,LJP6,2,N11,72,hr,1209,3828,4093,0.9351,0.9251
50029-3,MCF7,10098-101-1,Gefitinib,0.12,uM,LJP6,3,N11,72,hr,1209,4288,4121,1.0405,1.0454
50029-3,MCF7,10098-101-1,Gefitinib,0.37,uM,LJP6,1,N10,72,hr,1209,3637,3823,0.9514,0.9408
50029-3,MCF7,10098-101-1,Gefitinib,0.37,uM,LJP6,2,N10,72,hr,1209,4217,4093,1.0301,1.0340
50029-3,MCF7,10098-101-1,Gefitinib,0.37,uM,LJP6,3,N10,72,hr,1209,3842,4121,0.9323,0.9222
50029-3,MCF7,10098-101-1,Gefitinib,1.11,uM,LJP6,1,N09,72,hr,1209,3688,3823,0.9647,0.9572
50029-3,MCF7,10098-101-1,Gefitinib,1.11,uM,LJP6,2,N09,72,hr,1209,4245,4093,1.0369,1.0416
50029-3,MCF7,10098-101-1,Gefitinib,1.11,uM,LJP6,3,N09,72,hr,1209,4229,4121,1.0262,1.0294
50029-3,MCF7,10098-101-1,Gefitinib,3.33,uM,LJP6,1,N08,72,hr,1209,3584,3823,0.9375,0.9237
50029-3,MCF7,10098-101-1,Gefitinib,3.33,uM,LJP6,2,N08,72,hr,1209,4089,4093,0.9988,0.9987
50029-3,MCF7,10098-101-1,Gefitinib,3.33,uM,LJP6,3,N08,72,hr,1209,4095,4121,0.9936,0.9928
50029-3,MCF7,10098-101-1,Gefitinib,10,uM,LJP6,1,N07,72,hr,1209,3125,3823,0.8174,0.7713
50029-3,MCF7,10098-101-1,Gefitinib,10,uM,LJP6,2,N07,72,hr,1209,3266,4093,0.7978,0.7589
50029-3,MCF7,10098-101-1,Gefitinib,10,uM,LJP6,3,N07,72,hr,1209,3305,4121,0.8020,0.7654
50029-3,MCF7,10099-101-1,Nilotinib,0.04,uM,LJP5,1,N18,72,hr,1209,4114,3980,1.0336,1.0389
50029-3,MCF7,10099-101-1,Nilotinib,0.04,uM,LJP5,2,N18,72,hr,1209,4353,4252,1.0236,1.0258
50029-3,MCF7,10099-101-1,Nilotinib,0.04,uM,LJP5,3,N18,72,hr,1209,4206,4376,0.9611,0.9577
50029-3,MCF7,10099-101-1,Nilotinib,0.12,uM,LJP5,1,N17,72,hr,1209,3614,3980,0.9080,0.8908
50029-3,MCF7,10099-101-1,Nilotinib,0.12,uM,LJP5,2,N17,72,hr,1209,4475,4252,1.0523,1.0570
50029-3,MCF7,10099-101-1,Nilotinib,0.12,uM,LJP5,3,N17,72,hr,1209,4528,4376,1.0347,1.0371
50029-3,MCF7,10099-101-1,Nilotinib,0.37,uM,LJP5,1,N16,72,hr,1209,4006,3980,1.0065,1.0076
50029-3,MCF7,10099-101-1,Nilotinib,0.37,uM,LJP5,2,N16,72,hr,1209,4154,4252,0.9768,0.9743
50029-3,MCF7,10099-101-1,Nilotinib,0.37,uM,LJP5,3,N16,72,hr,1209,3881,4376,0.8869,0.8747
50029-3,MCF7,10099-101-1,Nilotinib,1.11,uM,LJP5,1,N15,72,hr,1209,3726,3980,0.9362,0.9247
50029-3,MCF7,10099-101-1,Nilotinib,1.11,uM,LJP5,2,N15,72,hr,1209,4118,4252,0.9683,0.9648
50029-3,MCF7,10099-101-1,Nilotinib,1.11,uM,LJP5,3,N15,72,hr,1209,4120,4376,0.9415,0.9360
50029-3,MCF7,10099-101-1,Nilotinib,3.33,uM,LJP5,1,N14,72,hr,1209,3815,3980,0.9585,0.9513
50029-3,MCF7,10099-101-1,Nilotinib,3.33,uM,LJP5,2,N14,72,hr,1209,3828,4252,0.9001,0.8873
50029-3,MCF7,10099-101-1,Nilotinib,3.33,uM,LJP5,3,N14,72,hr,1209,3846,4376,0.8789,0.8655
50029-3,MCF7,10099-101-1,Nilotinib,10,uM,LJP5,1,N13,72,hr,1209,915,3980,0.2299,-0.1499
50029-3,MCF7,10099-101-1,Nilotinib,10,uM,LJP5,2,N13,72,hr,1209,1008,4252,0.2370,-0.0956
50029-3,MCF7,10099-101-1,Nilotinib,10,uM,LJP5,3,N13,72,hr,1209,950,4376,0.2171,-0.1221
50029-3,MCF7,10100-101-1,JNK-9L,0.04,uM,LJP6,1,K24,72,hr,1209,3088,3823,0.8077,0.7586
50029-3,MCF7,10100-101-1,JNK-9L,0.04,uM,LJP6,2,K24,72,hr,1209,3338,4093,0.8154,0.7809
50029-3,MCF7,10100-101-1,JNK-9L,0.04,uM,LJP6,3,K24,72,hr,1209,3599,4121,0.8733,0.8525
50029-3,MCF7,10100-101-1,JNK-9L,0.12,uM,LJP6,1,K23,72,hr,1209,2583,3823,0.6757,0.5793
50029-3,MCF7,10100-101-1,JNK-9L,0.12,uM,LJP6,2,K23,72,hr,1209,3412,4093,0.8334,0.8032
50029-3,MCF7,10100-101-1,JNK-9L,0.12,uM,LJP6,3,K23,72,hr,1209,3304,4121,0.8017,0.7651
50029-3,MCF7,10100-101-1,JNK-9L,0.37,uM,LJP6,1,K22,72,hr,1209,1373,3823,0.3591,0.0793
50029-3,MCF7,10100-101-1,JNK-9L,0.37,uM,LJP6,2,K22,72,hr,1209,1518,4093,0.3708,0.1378
50029-3,MCF7,10100-101-1,JNK-9L,0.37,uM,LJP6,3,K22,72,hr,1209,1622,4121,0.3936,0.1805
50029-3,MCF7,10100-101-1,JNK-9L,1.11,uM,LJP6,1,K21,72,hr,1209,434,3823,0.1135,-0.4606
50029-3,MCF7,10100-101-1,JNK-9L,1.11,uM,LJP6,2,K21,72,hr,1209,466,4093,0.1138,-0.4186
50029-3,MCF7,10100-101-1,JNK-9L,1.11,uM,LJP6,3,K21,72,hr,1209,481,4121,0.1167,-0.4063
50029-3,MCF7,10100-101-1,JNK-9L,3.33,uM,LJP6,1,K20,72,hr,1209,326,3823,0.0853,-0.5460
50029-3,MCF7,10100-101-1,JNK-9L,3.33,uM,LJP6,2,K20,72,hr,1209,355,4093,0.0867,-0.5019
50029-3,MCF7,10100-101-1,JNK-9L,3.33,uM,LJP6,3,K20,72,hr,1209,378,4121,0.0917,-0.4819
50029-3,MCF7,10100-101-1,JNK-9L,10,uM,LJP6,1,K19,72,hr,1209,207,3823,0.0541,-0.6547
50029-3,MCF7,10100-101-1,JNK-9L,10,uM,LJP6,2,K19,72,hr,1209,266,4093,0.0650,-0.5773
50029-3,MCF7,10100-101-1,JNK-9L,10,uM,LJP6,3,K19,72,hr,1209,227,4121,0.0551,-0.6117
50029-3,MCF7,10101-101-1,PD0325901,0.04,uM,LJP6,1,E06,72,hr,1209,2725,3823,0.7128,0.6310
50029-3,MCF7,10101-101-1,PD0325901,0.04,uM,LJP6,2,E06,72,hr,1209,2678,4093,0.6542,0.5712
50029-3,MCF7,10101-101-1,PD0325901,0.04,uM,LJP6,3,E06,72,hr,1209,2512,4121,0.6095,0.5117
50029-3,MCF7,10101-101-1,PD0325901,0.04,uM,LJP5,1,C06,72,hr,1209,2564,3980,0.6442,0.5484
50029-3,MCF7,10101-101-1,PD0325901,0.04,uM,LJP5,2,C06,72,hr,1209,2593,4252,0.6097,0.5226
50029-3,MCF7,10101-101-1,PD0325901,0.04,uM,LJP5,3,C06,72,hr,1209,2716,4376,0.6206,0.5466
50029-3,MCF7,10101-101-1,PD0325901,0.12,uM,LJP6,1,E05,72,hr,1209,2570,3823,0.6723,0.5745
50029-3,MCF7,10101-101-1,PD0325901,0.12,uM,LJP6,2,E05,72,hr,1209,2526,4093,0.6170,0.5199
50029-3,MCF7,10101-101-1,PD0325901,0.12,uM,LJP6,3,E05,72,hr,1209,2577,4121,0.6253,0.5337
50029-3,MCF7,10101-101-1,PD0325901,0.12,uM,LJP5,1,C05,72,hr,1209,2765,3980,0.6947,0.6180
50029-3,MCF7,10101-101-1,PD0325901,0.12,uM,LJP5,2,C05,72,hr,1209,2553,4252,0.6003,0.5096
50029-3,MCF7,10101-101-1,PD0325901,0.12,uM,LJP5,3,C05,72,hr,1209,2552,4376,0.5832,0.4955
50029-3,MCF7,10101-101-1,PD0325901,0.37,uM,LJP6,1,E04,72,hr,1209,2498,3823,0.6534,0.5478
50029-3,MCF7,10101-101-1,PD0325901,0.37,uM,LJP6,2,E04,72,hr,1209,2641,4093,0.6451,0.5589
50029-3,MCF7,10101-101-1,PD0325901,0.37,uM,LJP6,3,E04,72,hr,1209,2430,4121,0.5896,0.4836
50029-3,MCF7,10101-101-1,PD0325901,0.37,uM,LJP5,1,C04,72,hr,1209,2367,3980,0.5947,0.4780
50029-3,MCF7,10101-101-1,PD0325901,0.37,uM,LJP5,2,C04,72,hr,1209,2456,4252,0.5775,0.4777
50029-3,MCF7,10101-101-1,PD0325901,0.37,uM,LJP5,3,C04,72,hr,1209,2347,4376,0.5363,0.4295
50029-3,MCF7,10101-101-1,PD0325901,1.11,uM,LJP6,1,E03,72,hr,1209,2249,3823,0.5883,0.4529
50029-3,MCF7,10101-101-1,PD0325901,1.11,uM,LJP6,2,E03,72,hr,1209,2257,4093,0.5513,0.4257
50029-3,MCF7,10101-101-1,PD0325901,1.11,uM,LJP6,3,E03,72,hr,1209,2119,4121,0.5142,0.3730
50029-3,MCF7,10101-101-1,PD0325901,1.11,uM,LJP5,1,C03,72,hr,1209,2094,3980,0.5261,0.3763
50029-3,MCF7,10101-101-1,PD0325901,1.11,uM,LJP5,2,C03,72,hr,1209,2336,4252,0.5493,0.4374
50029-3,MCF7,10101-101-1,PD0325901,1.11,uM,LJP5,3,C03,72,hr,1209,2162,4376,0.4940,0.3676
50029-3,MCF7,10101-101-1,PD0325901,3.33,uM,LJP6,1,E02,72,hr,1209,1660,3823,0.4342,0.2101
50029-3,MCF7,10101-101-1,PD0325901,3.33,uM,LJP6,2,E02,72,hr,1209,1872,4093,0.4573,0.2818
50029-3,MCF7,10101-101-1,PD0325901,3.33,uM,LJP6,3,E02,72,hr,1209,2095,4121,0.5084,0.3642
50029-3,MCF7,10101-101-1,PD0325901,3.33,uM,LJP5,1,C02,72,hr,1209,1759,3980,0.4420,0.2435
50029-3,MCF7,10101-101-1,PD0325901,3.33,uM,LJP5,2,C02,72,hr,1209,1894,4252,0.4454,0.2805
50029-3,MCF7,10101-101-1,PD0325901,3.33,uM,LJP5,3,C02,72,hr,1209,2182,4376,0.4986,0.3744
50029-3,MCF7,10101-101-1,PD0325901,10,uM,LJP6,1,E01,72,hr,1209,1146,3823,0.2998,-0.0320
50029-3,MCF7,10101-101-1,PD0325901,10,uM,LJP6,2,E01,72,hr,1209,1534,4093,0.3747,0.1446
50029-3,MCF7,10101-101-1,PD0325901,10,uM,LJP6,3,E01,72,hr,1209,1733,4121,0.4205,0.2255
50029-3,MCF7,10101-101-1,PD0325901,10,uM,LJP5,1,C01,72,hr,1209,1420,3980,0.3568,0.0978
50029-3,MCF7,10101-101-1,PD0325901,10,uM,LJP5,2,C01,72,hr,1209,1657,4252,0.3896,0.1895
50029-3,MCF7,10101-101-1,PD0325901,10,uM,LJP5,3,C01,72,hr,1209,1799,4376,0.4111,0.2386
50029-3,MCF7,10108-101-1,Geldanamycin,0.04,uM,LJP6,1,O06,72,hr,1209,2196,3823,0.5744,0.4322
50029-3,MCF7,10108-101-1,Geldanamycin,0.04,uM,LJP6,2,O06,72,hr,1209,2276,4093,0.5560,0.4325
50029-3,MCF7,10108-101-1,Geldanamycin,0.04,uM,LJP6,3,O06,72,hr,1209,2254,4121,0.5469,0.4218
50029-3,MCF7,10108-101-1,Geldanamycin,0.04,uM,LJP5,1,O06,72,hr,1209,2213,3980,0.5560,0.4213
50029-3,MCF7,10108-101-1,Geldanamycin,0.04,uM,LJP5,2,O06,72,hr,1209,2597,4252,0.6107,0.5239
50029-3,MCF7,10108-101-1,Geldanamycin,0.04,uM,LJP5,3,O06,72,hr,1209,2794,4376,0.6385,0.5703
50029-3,MCF7,10108-101-1,Geldanamycin,0.12,uM,LJP6,1,O05,72,hr,1209,1316,3823,0.3442,0.0521
50029-3,MCF7,10108-101-1,Geldanamycin,0.12,uM,LJP6,2,O05,72,hr,1209,1377,4093,0.3364,0.0765
50029-3,MCF7,10108-101-1,Geldanamycin,0.12,uM,LJP6,3,O05,72,hr,1209,1522,4121,0.3693,0.1387
50029-3,MCF7,10108-101-1,Geldanamycin,0.12,uM,LJP5,1,O05,72,hr,1209,1250,3980,0.3141,0.0193
50029-3,MCF7,10108-101-1,Geldanamycin,0.12,uM,LJP5,2,O05,72,hr,1209,1447,4252,0.3403,0.1039
50029-3,MCF7,10108-101-1,Geldanamycin,0.12,uM,LJP5,3,O05,72,hr,1209,1834,4376,0.4191,0.2515
50029-3,MCF7,10108-101-1,Geldanamycin,0.37,uM,LJP6,1,O04,72,hr,1209,1205,3823,0.3152,-0.0023
50029-3,MCF7,10108-101-1,Geldanamycin,0.37,uM,LJP6,2,O04,72,hr,1209,1276,4093,0.3117,0.0309
50029-3,MCF7,10108-101-1,Geldanamycin,0.37,uM,LJP6,3,O04,72,hr,1209,1340,4121,0.3252,0.0596
50029-3,MCF7,10108-101-1,Geldanamycin,0.37,uM,LJP5,1,O04,72,hr,1209,1244,3980,0.3126,0.0165
50029-3,MCF7,10108-101-1,Geldanamycin,0.37,uM,LJP5,2,O04,72,hr,1209,1312,4252,0.3085,0.0458
50029-3,MCF7,10108-101-1,Geldanamycin,0.37,uM,LJP5,3,O04,72,hr,1209,1300,4376,0.2971,0.0396
50029-3,MCF7,10108-101-1,Geldanamycin,1.11,uM,LJP6,1,O03,72,hr,1209,1255,3823,0.3283,0.0225
50029-3,MCF7,10108-101-1,Geldanamycin,1.11,uM,LJP6,2,O03,72,hr,1209,1286,4093,0.3141,0.0355
50029-3,MCF7,10108-101-1,Geldanamycin,1.11,uM,LJP6,3,O03,72,hr,1209,1240,4121,0.3009,0.0142
50029-3,MCF7,10108-101-1,Geldanamycin,1.11,uM,LJP5,1,O03,72,hr,1209,1365,3980,0.3430,0.0729
50029-3,MCF7,10108-101-1,Geldanamycin,1.11,uM,LJP5,2,O03,72,hr,1209,1271,4252,0.2989,0.0277
50029-3,MCF7,10108-101-1,Geldanamycin,1.11,uM,LJP5,3,O03,72,hr,1209,1154,4376,0.2637,-0.0250
50029-3,MCF7,10108-101-1,Geldanamycin,3.33,uM,LJP6,1,O02,72,hr,1209,1056,3823,0.2762,-0.0785
50029-3,MCF7,10108-101-1,Geldanamycin,3.33,uM,LJP6,2,O02,72,hr,1209,1184,4093,0.2892,-0.0121
50029-3,MCF7,10108-101-1,Geldanamycin,3.33,uM,LJP6,3,O02,72,hr,1209,1139,4121,0.2764,-0.0334
50029-3,MCF7,10108-101-1,Geldanamycin,3.33,uM,LJP5,1,O02,72,hr,1209,1002,3980,0.2518,-0.1038
50029-3,MCF7,10108-101-1,Geldanamycin,3.33,uM,LJP5,2,O02,72,hr,1209,1128,4252,0.2652,-0.0378
50029-3,MCF7,10108-101-1,Geldanamycin,3.33,uM,LJP5,3,O02,72,hr,1209,1085,4376,0.2479,-0.0569
50029-3,MCF7,10108-101-1,Geldanamycin,10,uM,LJP6,1,O01,72,hr,1209,602,3823,0.1575,-0.3431
50029-3,MCF7,10108-101-1,Geldanamycin,10,uM,LJP6,2,O01,72,hr,1209,678,4093,0.1656,-0.2804
50029-3,MCF7,10108-101-1,Geldanamycin,10,uM,LJP6,3,O01,72,hr,1209,838,4121,0.2033,-0.1874
50029-3,MCF7,10108-101-1,Geldanamycin,10,uM,LJP5,1,O01,72,hr,1209,775,3980,0.1947,-0.2282
50029-3,MCF7,10108-101-1,Geldanamycin,10,uM,LJP5,2,O01,72,hr,1209,807,4252,0.1898,-0.2000
50029-3,MCF7,10108-101-1,Geldanamycin,10,uM,LJP5,3,O01,72,hr,1209,1130,4376,0.2582,-0.0360
50029-3,MCF7,10109-101-1,YM 201636,0.04,uM,LJP5,1,N12,72,hr,1209,4147,3980,1.0419,1.0484
50029-3,MCF7,10109-101-1,YM 201636,0.04,uM,LJP5,2,N12,72,hr,1209,4386,4252,1.0313,1.0343
50029-3,MCF7,10109-101-1,YM 201636,0.04,uM,LJP5,3,N12,72,hr,1209,4339,4376,0.9915,0.9908
50029-3,MCF7,10109-101-1,YM 201636,0.12,uM,LJP5,1,N11,72,hr,1209,3718,3980,0.9342,0.9223
50029-3,MCF7,10109-101-1,YM 201636,0.12,uM,LJP5,2,N11,72,hr,1209,3896,4252,0.9161,0.9057
50029-3,MCF7,10109-101-1,YM 201636,0.12,uM,LJP5,3,N11,72,hr,1209,4202,4376,0.9602,0.9567
50029-3,MCF7,10109-101-1,YM 201636,0.37,uM,LJP5,1,N10,72,hr,1209,3632,3980,0.9126,0.8963
50029-3,MCF7,10109-101-1,YM 201636,0.37,uM,LJP5,2,N10,72,hr,1209,3635,4252,0.8547,0.8342
50029-3,MCF7,10109-101-1,YM 201636,0.37,uM,LJP5,3,N10,72,hr,1209,3187,4376,0.7283,0.6858
50029-3,MCF7,10109-101-1,YM 201636,1.11,uM,LJP5,1,N09,72,hr,1209,2414,3980,0.6065,0.4950
50029-3,MCF7,10109-101-1,YM 201636,1.11,uM,LJP5,2,N09,72,hr,1209,2857,4252,0.6718,0.6062
50029-3,MCF7,10109-101-1,YM 201636,1.11,uM,LJP5,3,N09,72,hr,1209,2807,4376,0.6414,0.5743
50029-3,MCF7,10109-101-1,YM 201636,3.33,uM,LJP5,1,N08,72,hr,1209,1756,3980,0.4412,0.2423
50029-3,MCF7,10109-101-1,YM 201636,3.33,uM,LJP5,2,N08,72,hr,1209,1884,4252,0.4430,0.2767
50029-3,MCF7,10109-101-1,YM 201636,3.33,uM,LJP5,3,N08,72,hr,1209,1632,4376,0.3729,0.1752
50029-3,MCF7,10109-101-1,YM 201636,10,uM,LJP5,1,N07,72,hr,1209,427,3980,0.1073,-0.4545
50029-3,MCF7,10109-101-1,YM 201636,10,uM,LJP5,2,N07,72,hr,1209,466,4252,0.1096,-0.4089
50029-3,MCF7,10109-101-1,YM 201636,10,uM,LJP5,3,N07,72,hr,1209,414,4376,0.0946,-0.4389
50029-3,MCF7,10111-101-1,TWS119,0.04,uM,LJP5,1,M06,72,hr,1209,4175,3980,1.0490,1.0564
50029-3,MCF7,10111-101-1,TWS119,0.04,uM,LJP5,2,M06,72,hr,1209,4313,4252,1.0142,1.0156
50029-3,MCF7,10111-101-1,TWS119,0.04,uM,LJP5,3,M06,72,hr,1209,4109,4376,0.9390,0.9332
50029-3,MCF7,10111-101-1,TWS119,0.12,uM,LJP5,1,M05,72,hr,1209,3739,3980,0.9394,0.9286
50029-3,MCF7,10111-101-1,TWS119,0.12,uM,LJP5,2,M05,72,hr,1209,4010,4252,0.9429,0.9362
50029-3,MCF7,10111-101-1,TWS119,0.12,uM,LJP5,3,M05,72,hr,1209,4124,4376,0.9424,0.9370
50029-3,MCF7,10111-101-1,TWS119,0.37,uM,LJP5,1,M04,72,hr,1209,4468,3980,1.1226,1.1392
50029-3,MCF7,10111-101-1,TWS119,0.37,uM,LJP5,2,M04,72,hr,1209,4686,4252,1.1019,1.1099
50029-3,MCF7,10111-101-1,TWS119,0.37,uM,LJP5,3,M04,72,hr,1209,4234,4376,0.9675,0.9647
50029-3,MCF7,10111-101-1,TWS119,1.11,uM,LJP5,1,M03,72,hr,1209,3824,3980,0.9608,0.9540
50029-3,MCF7,10111-101-1,TWS119,1.11,uM,LJP5,2,M03,72,hr,1209,4309,4252,1.0132,1.0145
50029-3,MCF7,10111-101-1,TWS119,1.11,uM,LJP5,3,M03,72,hr,1209,3879,4376,0.8864,0.8741
50029-3,MCF7,10111-101-1,TWS119,3.33,uM,LJP5,1,M02,72,hr,1209,2709,3980,0.6806,0.5988
