Cell Line HMS LINCS ID,Cell Line Name,Time Point,Time Point Unit,Variable,PC1 Loading,PC2 Loading
50999,MMAC-SF,5,hr,p-HSP27(S82),-4.29980,-0.16738
50999,MMAC-SF,5,hr,p-NFKB(S536),-2.32380,0.11142
50999,MMAC-SF,5,hr,Bim,-3.99810,-0.77246
50999,MMAC-SF,5,hr,cPARP,-2.80630,-1.06660
50999,MMAC-SF,5,hr,p-Histone H3(S10),-1.20870,-0.19727
50999,MMAC-SF,5,hr,p27 Kip1,-2.59720,-0.74107
50999,MMAC-SF,10,hr,p-p90RSK(S380),3.90590,-0.84569
50999,MMAC-SF,10,hr,p-p90RSK(T573),1.85100,-1.01860
50999,MMAC-SF,10,hr,p-AKT(T308),NaN,NaN
50999,MMAC-SF,10,hr,p-AKT(S473),1.59060,-1.34520
50999,MMAC-SF,10,hr,p-mTOR(S2448),3.62620,-0.44509
50999,MMAC-SF,10,hr,p-p70S6K(T421/S424),3.80410,-1.53510
50999,MMAC-SF,10,hr,p-p70S6K(T389),3.51470,0.42585
50999,MMAC-SF,10,hr,p-S6(S235/236),4.23920,1.00210
50999,MMAC-SF,10,hr,p-AMPK(T172),4.24040,0.28475
50999,MMAC-SF,10,hr,p-JNK(T183/Y185),3.25310,0.29454
50999,MMAC-SF,10,hr,Total c-Jun,6.82020,0.58623
50999,MMAC-SF,10,hr,p-cJun(S63),2.78730,-0.36165
50999,MMAC-SF,10,hr,p-P38(T180/Y182),3.53710,1.63940
50999,MMAC-SF,10,hr,p-HSP27(S82),1.16770,0.24366
50999,MMAC-SF,10,hr,p-NFKB(S536),5.70680,-0.05474
50999,MMAC-SF,10,hr,Bim,1.08630,-1.06580
50999,MMAC-SF,10,hr,cPARP,0.52063,-1.60550
50999,MMAC-SF,10,hr,p-Histone H3(S10),-0.15718,-0.42123
50999,MMAC-SF,10,hr,p27 Kip1,2.37620,-1.40000
50999,MMAC-SF,24,hr,p-p90RSK(S380),-1.84850,0.60374
50999,MMAC-SF,24,hr,p-p90RSK(T573),-1.04970,0.82123
50999,MMAC-SF,24,hr,p-AKT(T308),NaN,NaN
50999,MMAC-SF,24,hr,p-AKT(S473),-6.22540,-0.68100
50999,MMAC-SF,24,hr,p-mTOR(S2448),-4.54470,1.09550
50999,MMAC-SF,24,hr,p-p70S6K(T421/S424),-1.91150,0.22473
50999,MMAC-SF,24,hr,p-p70S6K(T389),-4.20170,1.74980
50999,MMAC-SF,24,hr,p-S6(S235/236),4.05660,2.25700
50999,MMAC-SF,24,hr,p-AMPK(T172),-4.44480,0.71038
50999,MMAC-SF,24,hr,p-JNK(T183/Y185),-6.10280,1.14500
50999,MMAC-SF,24,hr,Total c-Jun,-1.76060,0.34737
50999,MMAC-SF,24,hr,p-cJun(S63),-6.83530,-0.32545
50999,MMAC-SF,24,hr,p-P38(T180/Y182),-4.63780,1.32540
50999,MMAC-SF,24,hr,p-HSP27(S82),-7.08160,0.14567
50999,MMAC-SF,24,hr,p-NFKB(S536),-3.36310,0.60518
50999,MMAC-SF,24,hr,Bim,-7.79580,-1.41500
50999,MMAC-SF,24,hr,cPARP,-7.08530,-1.69720
50999,MMAC-SF,24,hr,p-Histone H3(S10),5.03680,2.64560
50999,MMAC-SF,24,hr,p27 Kip1,-8.74820,-2.17230
50999,MMAC-SF,48,hr,p-p90RSK(S380),5.05320,-2.13280
50999,MMAC-SF,48,hr,p-p90RSK(T573),6.45900,-1.81680
50999,MMAC-SF,48,hr,p-AKT(T308),NaN,NaN
50999,MMAC-SF,48,hr,p-AKT(S473),1.56980,-2.65300
50999,MMAC-SF,48,hr,p-mTOR(S2448),4.17840,-0.83641
50999,MMAC-SF,48,hr,p-p70S6K(T421/S424),5.45550,-1.80060
50999,MMAC-SF,48,hr,p-p70S6K(T389),4.85590,-0.01976
50999,MMAC-SF,48,hr,p-S6(S235/236),6.95830,1.91470
50999,MMAC-SF,48,hr,p-AMPK(T172),4.99830,-0.86464
50999,MMAC-SF,48,hr,p-JNK(T183/Y185),3.36320,-1.18560
50999,MMAC-SF,48,hr,Total c-Jun,5.17630,-0.75797
50999,MMAC-SF,48,hr,p-cJun(S63),2.48970,-1.84240
50999,MMAC-SF,48,hr,p-P38(T180/Y182),2.31310,0.09979
50999,MMAC-SF,48,hr,p-HSP27(S82),0.92369,-1.96430
50999,MMAC-SF,48,hr,p-NFKB(S536),5.56720,-0.52969
50999,MMAC-SF,48,hr,Bim,0.59534,-2.65750
50999,MMAC-SF,48,hr,cPARP,-0.18759,-2.64540
50999,MMAC-SF,48,hr,p-Histone H3(S10),6.49630,1.48510
50999,MMAC-SF,48,hr,p27 Kip1,0.10900,-2.01590
51006,MZ7-mel,1,hr,p-p90RSK(S380),1.43730,0.55296
51006,MZ7-mel,1,hr,p-p90RSK(T573),-0.20303,-0.70107
51006,MZ7-mel,1,hr,p-AKT(T308),1.40230,-0.59955
51006,MZ7-mel,1,hr,p-AKT(S473),2.49020,0.81500
51006,MZ7-mel,1,hr,p-mTOR(S2448),0.68743,0.53584
51006,MZ7-mel,1,hr,p-p70S6K(T421/S424),2.27080,1.32250
51006,MZ7-mel,1,hr,p-p70S6K(T389),1.65390,-0.15880
51006,MZ7-mel,1,hr,p-S6(S235/236),1.08880,0.30016
51006,MZ7-mel,1,hr,p-AMPK(T172),-0.56998,-0.28141
51006,MZ7-mel,1,hr,p-JNK(T183/Y185),0.52310,0.92507
51006,MZ7-mel,1,hr,Total c-Jun,2.03650,1.01370
51006,MZ7-mel,1,hr,p-cJun(S63),0.75632,0.83934
51006,MZ7-mel,1,hr,p-P38(T180/Y182),2.72180,0.90833
51006,MZ7-mel,1,hr,p-HSP27(S82),0.59831,0.16347
51006,MZ7-mel,1,hr,p-NFKB(S536),0.50188,0.46724
51006,MZ7-mel,1,hr,Bim,-0.31133,-0.07806
51006,MZ7-mel,1,hr,cPARP,0.11834,-0.22580
51006,MZ7-mel,1,hr,p-Histone H3(S10),-0.46973,-0.37190
51006,MZ7-mel,1,hr,p27 Kip1,0.40996,0.26787
51006,MZ7-mel,5,hr,p-p90RSK(S380),-1.65010,-2.49340
51006,MZ7-mel,5,hr,p-p90RSK(T573),-2.90740,-2.16400
51006,MZ7-mel,5,hr,p-AKT(T308),-1.79470,-1.79090
51006,MZ7-mel,5,hr,p-AKT(S473),-2.74790,-2.30700
51006,MZ7-mel,5,hr,p-mTOR(S2448),-2.49350,-2.33630
51006,MZ7-mel,5,hr,p-p70S6K(T421/S424),-1.74550,-2.24660
51006,MZ7-mel,5,hr,p-p70S6K(T389),-0.99865,-1.46390
51006,MZ7-mel,5,hr,p-S6(S235/236),1.08110,-0.20796
51006,MZ7-mel,5,hr,p-AMPK(T172),-2.88420,-1.05930
51006,MZ7-mel,5,hr,p-JNK(T183/Y185),-2.54050,-1.59450
51006,MZ7-mel,5,hr,Total c-Jun,0.73826,-0.24966
51006,MZ7-mel,5,hr,p-cJun(S63),-3.66140,-2.47590
51006,MZ7-mel,5,hr,p-P38(T180/Y182),-0.54704,-2.05350
51006,MZ7-mel,5,hr,p-HSP27(S82),-3.05540,-2.49330
51006,MZ7-mel,5,hr,p-NFKB(S536),-2.06760,-1.65340
51006,MZ7-mel,5,hr,Bim,-3.65960,-2.19740
51006,MZ7-mel,5,hr,cPARP,-2.17290,-1.71480
51006,MZ7-mel,5,hr,p-Histone H3(S10),-1.40670,-0.84482
51006,MZ7-mel,5,hr,p27 Kip1,-1.45480,-0.40822
51006,MZ7-mel,10,hr,p-p90RSK(S380),2.81340,-0.24554
51006,MZ7-mel,10,hr,p-p90RSK(T573),0.09159,-0.11613
51006,MZ7-mel,10,hr,p-AKT(T308),-0.14854,-0.20971
51006,MZ7-mel,10,hr,p-AKT(S473),2.16550,-1.06510
51006,MZ7-mel,10,hr,p-mTOR(S2448),1.28450,0.04491
51006,MZ7-mel,10,hr,p-p70S6K(T421/S424),3.11150,-0.03540
51006,MZ7-mel,10,hr,p-p70S6K(T389),1.38090,0.14782
51006,MZ7-mel,10,hr,p-S6(S235/236),3.60020,0.38114
51006,MZ7-mel,10,hr,p-AMPK(T172),-0.88564,-1.14020
51006,MZ7-mel,10,hr,p-JNK(T183/Y185),1.88110,0.24510
51006,MZ7-mel,10,hr,Total c-Jun,3.47360,1.45040
51006,MZ7-mel,10,hr,p-cJun(S63),1.46740,-0.25378
51006,MZ7-mel,10,hr,p-P38(T180/Y182),1.96790,-0.07659
51006,MZ7-mel,10,hr,p-HSP27(S82),1.04880,-0.32303
51006,MZ7-mel,10,hr,p-NFKB(S536),3.02840,0.23337
51006,MZ7-mel,10,hr,Bim,-0.85164,-0.33551
51006,MZ7-mel,10,hr,cPARP,-0.50249,-0.41077
51006,MZ7-mel,10,hr,p-Histone H3(S10),-0.87656,-0.09487
51006,MZ7-mel,10,hr,p27 Kip1,-1.21760,0.21346
51006,MZ7-mel,24,hr,p-p90RSK(S380),-1.18970,-0.42896
51006,MZ7-mel,24,hr,p-p90RSK(T573),2.29180,0.72917
51006,MZ7-mel,24,hr,p-AKT(T308),-2.19800,-0.72599
51006,MZ7-mel,24,hr,p-AKT(S473),-1.78390,-0.27270
51006,MZ7-mel,24,hr,p-mTOR(S2448),-2.55160,-0.50719
51006,MZ7-mel,24,hr,p-p70S6K(T421/S424),1.62440,-0.14348
51006,MZ7-mel,24,hr,p-p70S6K(T389),-0.38268,-0.60875
51006,MZ7-mel,24,hr,p-S6(S235/236),5.76980,-0.10641
51006,MZ7-mel,24,hr,p-AMPK(T172),-2.33600,-0.27173
51006,MZ7-mel,24,hr,p-JNK(T183/Y185),-2.15640,-0.32181
51006,MZ7-mel,24,hr,Total c-Jun,0.79668,0.79393
51006,MZ7-mel,24,hr,p-cJun(S63),-3.23580,0.01616
51006,MZ7-mel,24,hr,p-P38(T180/Y182),1.22550,0.57535
51006,MZ7-mel,24,hr,p-HSP27(S82),-3.20470,-0.79218
51006,MZ7-mel,24,hr,p-NFKB(S536),-1.56620,-0.73620
51006,MZ7-mel,24,hr,Bim,-6.01010,-0.84793
51006,MZ7-mel,24,hr,cPARP,-6.00290,0.23558
51006,MZ7-mel,24,hr,p-Histone H3(S10),2.38120,0.75651
51006,MZ7-mel,24,hr,p27 Kip1,-6.63380,0.73834
51006,MZ7-mel,48,hr,p-p90RSK(S380),-0.04724,2.49950
51006,MZ7-mel,48,hr,p-p90RSK(T573),7.21660,-0.24337
51006,MZ7-mel,48,hr,p-AKT(T308),-2.88360,1.08770
51006,MZ7-mel,48,hr,p-AKT(S473),-1.25220,2.14980
51006,MZ7-mel,48,hr,p-mTOR(S2448),-4.76650,2.94890
51006,MZ7-mel,48,hr,p-p70S6K(T421/S424),2.78950,1.36190
51006,MZ7-mel,48,hr,p-p70S6K(T389),-1.84640,0.53493
51006,MZ7-mel,48,hr,p-S6(S235/236),4.30020,-1.22090
51006,MZ7-mel,48,hr,p-AMPK(T172),-0.74326,2.48220
51006,MZ7-mel,48,hr,p-JNK(T183/Y185),-1.19750,2.45520
51006,MZ7-mel,48,hr,Total c-Jun,-0.60765,2.15120
51006,MZ7-mel,48,hr,p-cJun(S63),-3.21440,2.82590
51006,MZ7-mel,48,hr,p-P38(T180/Y182),2.43980,2.88760
51006,MZ7-mel,48,hr,p-HSP27(S82),-2.61480,2.20550
51006,MZ7-mel,48,hr,p-NFKB(S536),-1.05860,1.11740
51006,MZ7-mel,48,hr,Bim,-7.96560,2.16190
51006,MZ7-mel,48,hr,cPARP,-7.02990,3.35310
51006,MZ7-mel,48,hr,p-Histone H3(S10),10.26000,-2.89720
51006,MZ7-mel,48,hr,p27 Kip1,-7.50270,3.06240
50475,RVH-421,1,hr,p-p90RSK(S380),1.58200,-0.54726
50475,RVH-421,1,hr,p-p90RSK(T573),1.56040,-1.73610
50475,RVH-421,1,hr,p-AKT(T308),1.96230,-1.52750
50475,RVH-421,1,hr,p-AKT(S473),0.99553,-0.71683
50475,RVH-421,1,hr,p-mTOR(S2448),2.19660,-1.43330
50475,RVH-421,1,hr,p-p70S6K(T421/S424),3.62530,-0.53620
50475,RVH-421,1,hr,p-p70S6K(T389),2.44110,-0.93520
50475,RVH-421,1,hr,p-S6(S235/236),2.11190,-0.99144
50475,RVH-421,1,hr,p-AMPK(T172),4.14660,-2.28560
50475,RVH-421,1,hr,p-JNK(T183/Y185),NaN,NaN
50475,RVH-421,1,hr,Total c-Jun,0.05915,0.67867
50475,RVH-421,1,hr,p-cJun(S63),-1.52200,-0.50363
50475,RVH-421,1,hr,p-P38(T180/Y182),1.40970,1.82360
50475,RVH-421,1,hr,p-HSP27(S82),4.31950,-1.64660
50475,RVH-421,1,hr,p-NFKB(S536),3.91770,-2.15360
50475,RVH-421,1,hr,Bim,1.78350,-2.61950
50475,RVH-421,1,hr,cPARP,2.00760,-0.45382
50475,RVH-421,1,hr,p-Histone H3(S10),2.63930,-2.21930
50475,RVH-421,1,hr,p27 Kip1,3.29140,-2.22920
50475,RVH-421,5,hr,p-p90RSK(S380),-3.96560,0.34135
50475,RVH-421,5,hr,p-p90RSK(T573),-4.10820,-0.37161
50475,RVH-421,5,hr,p-AKT(T308),-3.28740,-0.85704
50475,RVH-421,5,hr,p-AKT(S473),-2.85240,0.01422
50475,RVH-421,5,hr,p-mTOR(S2448),-4.19550,-0.37471
50475,RVH-421,5,hr,p-p70S6K(T421/S424),0.87377,-0.32157
50475,RVH-421,5,hr,p-p70S6K(T389),-3.98450,-0.39318
50475,RVH-421,5,hr,p-S6(S235/236),1.60790,-0.53602
50475,RVH-421,5,hr,p-AMPK(T172),-3.78820,-1.09560
50475,RVH-421,5,hr,p-JNK(T183/Y185),NaN,NaN
50475,RVH-421,5,hr,Total c-Jun,-0.10371,0.77293
50475,RVH-421,5,hr,p-cJun(S63),0.50880,-0.56270
50475,RVH-421,5,hr,p-P38(T180/Y182),0.56510,0.42000
50475,RVH-421,5,hr,p-HSP27(S82),-3.99810,-1.23350
50475,RVH-421,5,hr,p-NFKB(S536),-4.21610,-1.61760
50475,RVH-421,5,hr,Bim,-4.35800,-1.65180
50475,RVH-421,5,hr,cPARP,-2.66410,-0.32543
50475,RVH-421,5,hr,p-Histone H3(S10),-4.18110,-1.14260
50475,RVH-421,5,hr,p27 Kip1,-2.97350,-0.94074
50475,RVH-421,10,hr,p-p90RSK(S380),3.54790,-0.53802
50475,RVH-421,10,hr,p-p90RSK(T573),3.15960,-0.60187
50475,RVH-421,10,hr,p-AKT(T308),2.99020,-1.69920
50475,RVH-421,10,hr,p-AKT(S473),2.45620,-0.76092
50475,RVH-421,10,hr,p-mTOR(S2448),4.29420,-1.97120
50475,RVH-421,10,hr,p-p70S6K(T421/S424),4.66210,-0.08991
50475,RVH-421,10,hr,p-p70S6K(T389),4.08200,-1.81700
50475,RVH-421,10,hr,p-S6(S235/236),6.84770,-0.58532
50475,RVH-421,10,hr,p-AMPK(T172),4.95020,-1.11860
50475,RVH-421,10,hr,p-JNK(T183/Y185),NaN,NaN
50475,RVH-421,10,hr,Total c-Jun,-2.76040,1.65400
50475,RVH-421,10,hr,p-cJun(S63),-0.23882,-0.51951
50475,RVH-421,10,hr,p-P38(T180/Y182),-0.37356,1.48390
50475,RVH-421,10,hr,p-HSP27(S82),3.95020,-0.69340
50475,RVH-421,10,hr,p-NFKB(S536),1.49720,-1.00140
50475,RVH-421,10,hr,Bim,2.28110,-2.60780
50475,RVH-421,10,hr,cPARP,0.65903,-0.50797
50475,RVH-421,10,hr,p-Histone H3(S10),0.37980,-1.15850
50475,RVH-421,10,hr,p27 Kip1,2.39160,-1.21100
50475,RVH-421,24,hr,p-p90RSK(S380),-4.16360,0.18941
50475,RVH-421,24,hr,p-p90RSK(T573),-4.03180,0.53033
50475,RVH-421,24,hr,p-AKT(T308),-1.93530,-0.62917
50475,RVH-421,24,hr,p-AKT(S473),-0.28845,0.59934
50475,RVH-421,24,hr,p-mTOR(S2448),-2.84470,-0.53386
50475,RVH-421,24,hr,p-p70S6K(T421/S424),4.49300,0.13431
50475,RVH-421,24,hr,p-p70S6K(T389),-3.31400,-0.14821
50475,RVH-421,24,hr,p-S6(S235/236),3.81310,0.06714
50475,RVH-421,24,hr,p-AMPK(T172),-3.81420,-1.15100
50475,RVH-421,24,hr,p-JNK(T183/Y185),NaN,NaN
50475,RVH-421,24,hr,Total c-Jun,-6.15220,0.71907
50475,RVH-421,24,hr,p-cJun(S63),-1.65730,-0.94838
50475,RVH-421,24,hr,p-P38(T180/Y182),-1.08130,1.17850
50475,RVH-421,24,hr,p-HSP27(S82),-4.01440,-1.00100
50475,RVH-421,24,hr,p-NFKB(S536),-5.06590,-0.79803
50475,RVH-421,24,hr,Bim,-4.65140,-1.31240
50475,RVH-421,24,hr,cPARP,-6.86810,-0.15272
50475,RVH-421,24,hr,p-Histone H3(S10),1.93280,1.15590
50475,RVH-421,24,hr,p27 Kip1,-5.29960,-1.22490
50475,RVH-421,48,hr,p-p90RSK(S380),-2.42880,-0.35683
50475,RVH-421,48,hr,p-p90RSK(T573),-2.50320,-1.42660
50475,RVH-421,48,hr,p-AKT(T308),-2.72880,-1.49920
50475,RVH-421,48,hr,p-AKT(S473),1.04670,-0.87478
50475,RVH-421,48,hr,p-mTOR(S2448),-1.22350,-1.91150
50475,RVH-421,48,hr,p-p70S6K(T421/S424),3.73260,-0.88187
50475,RVH-421,48,hr,p-p70S6K(T389),-3.05730,-1.98040
50475,RVH-421,48,hr,p-S6(S235/236),2.58350,-1.59580
50475,RVH-421,48,hr,p-AMPK(T172),-0.11719,-2.28580
50475,RVH-421,48,hr,p-JNK(T183/Y185),NaN,NaN
50475,RVH-421,48,hr,Total c-Jun,-5.78540,-1.36930
50475,RVH-421,48,hr,p-cJun(S63),-5.07940,-1.56320
50475,RVH-421,48,hr,p-P38(T180/Y182),-0.29272,0.94950
50475,RVH-421,48,hr,p-HSP27(S82),-0.18051,-2.07900
50475,RVH-421,48,hr,p-NFKB(S536),-1.81670,-1.19220
50475,RVH-421,48,hr,Bim,-2.95910,-2.12480
50475,RVH-421,48,hr,cPARP,-5.10520,-0.85680
50475,RVH-421,48,hr,p-Histone H3(S10),4.41860,-0.02785
50475,RVH-421,48,hr,p27 Kip1,-3.70640,-1.59780
51101,SKMEL28,1,hr,p-p90RSK(S380),3.73980,-0.75211
51101,SKMEL28,1,hr,p-p90RSK(T573),1.92600,0.22715
51101,SKMEL28,1,hr,p-AKT(T308),NaN,NaN
51101,SKMEL28,1,hr,p-AKT(S473),2.05400,-1.42740
51101,SKMEL28,1,hr,p-mTOR(S2448),3.30170,-0.83713
51101,SKMEL28,1,hr,p-p70S6K(T421/S424),4.31910,-1.13160
51101,SKMEL28,1,hr,p-p70S6K(T389),2.60440,0.12610
51101,SKMEL28,1,hr,p-S6(S235/236),1.80730,-0.68467
51101,SKMEL28,1,hr,p-AMPK(T172),0.40132,0.82183
51101,SKMEL28,1,hr,p-JNK(T183/Y185),3.63970,-2.58450
51101,SKMEL28,1,hr,Total c-Jun,2.37960,-0.19138
51101,SKMEL28,1,hr,p-cJun(S63),2.59170,-0.03916
51101,SKMEL28,1,hr,p-P38(T180/Y182),2.68550,-0.86462
51101,SKMEL28,1,hr,p-HSP27(S82),1.61810,3.06270
51101,SKMEL28,1,hr,p-NFKB(S536),2.39670,0.78948
51101,SKMEL28,1,hr,Bim,1.22360,0.21613
51101,SKMEL28,1,hr,cPARP,1.70050,0.37833
51101,SKMEL28,1,hr,p-Histone H3(S10),1.29550,-0.37606
51101,SKMEL28,1,hr,p27 Kip1,0.70026,0.89435
51101,SKMEL28,5,hr,p-p90RSK(S380),0.75833,1.54040
51101,SKMEL28,5,hr,p-p90RSK(T573),-2.67620,1.78160
51101,SKMEL28,5,hr,p-AKT(T308),NaN,NaN
51101,SKMEL28,5,hr,p-AKT(S473),-3.98020,1.49510
51101,SKMEL28,5,hr,p-mTOR(S2448),-2.12220,1.71270
51101,SKMEL28,5,hr,p-p70S6K(T421/S424),-1.51080,2.64720
51101,SKMEL28,5,hr,p-p70S6K(T389),-0.11702,1.06870
51101,SKMEL28,5,hr,p-S6(S235/236),1.84450,0.09213
51101,SKMEL28,5,hr,p-AMPK(T172),-2.58670,1.85850
51101,SKMEL28,5,hr,p-JNK(T183/Y185),-1.04360,0.08248
51101,SKMEL28,5,hr,Total c-Jun,1.11600,1.23180
51101,SKMEL28,5,hr,p-cJun(S63),-2.56550,2.34190
51101,SKMEL28,5,hr,p-P38(T180/Y182),-2.44440,0.77193
51101,SKMEL28,5,hr,p-HSP27(S82),-2.95120,3.05280
51101,SKMEL28,5,hr,p-NFKB(S536),-1.43730,3.28840
51101,SKMEL28,5,hr,Bim,-3.25850,1.63820
51101,SKMEL28,5,hr,cPARP,-2.50520,1.72360
51101,SKMEL28,5,hr,p-Histone H3(S10),-0.72467,0.29054
51101,SKMEL28,5,hr,p27 Kip1,-1.59450,1.26620
51101,SKMEL28,10,hr,p-p90RSK(S380),4.94460,0.64712
51101,SKMEL28,10,hr,p-p90RSK(T573),2.64040,1.13670
51101,SKMEL28,10,hr,p-AKT(T308),NaN,NaN
51101,SKMEL28,10,hr,p-AKT(S473),2.22460,-2.17770
51101,SKMEL28,10,hr,p-mTOR(S2448),3.79380,-1.23210
51101,SKMEL28,10,hr,p-p70S6K(T421/S424),4.37160,-1.67730
51101,SKMEL28,10,hr,p-p70S6K(T389),4.69400,-0.28254
51101,SKMEL28,10,hr,p-S6(S235/236),4.65390,-0.40465
51101,SKMEL28,10,hr,p-AMPK(T172),2.23410,-1.03370
51101,SKMEL28,10,hr,p-JNK(T183/Y185),4.18310,-2.67100
51101,SKMEL28,10,hr,Total c-Jun,5.86060,-1.23650
51101,SKMEL28,10,hr,p-cJun(S63),2.40050,-1.09500
51101,SKMEL28,10,hr,p-P38(T180/Y182),0.70490,-0.18486
51101,SKMEL28,10,hr,p-HSP27(S82),2.50560,-0.22743
51101,SKMEL28,10,hr,p-NFKB(S536),6.56290,-0.15696
51101,SKMEL28,10,hr,Bim,-0.71464,-0.23206
51101,SKMEL28,10,hr,cPARP,1.04370,-0.60668
51101,SKMEL28,10,hr,p-Histone H3(S10),0.00657,-0.16221
51101,SKMEL28,10,hr,p27 Kip1,-0.58150,-0.12477
51101,SKMEL28,24,hr,p-p90RSK(S380),0.75578,-0.20083
51101,SKMEL28,24,hr,p-p90RSK(T573),-1.65620,-0.38483
51101,SKMEL28,24,hr,p-AKT(T308),NaN,NaN
51101,SKMEL28,24,hr,p-AKT(S473),-1.34760,-0.68072
51101,SKMEL28,24,hr,p-mTOR(S2448),4.80350,-0.52596
51101,SKMEL28,24,hr,p-p70S6K(T421/S424),5.32290,-0.20564
51101,SKMEL28,24,hr,p-p70S6K(T389),4.29420,-0.05781
51101,SKMEL28,24,hr,p-S6(S235/236),4.90240,-0.59812
51101,SKMEL28,24,hr,p-AMPK(T172),-1.88150,0.27422
51101,SKMEL28,24,hr,p-JNK(T183/Y185),-1.87110,-0.89274
51101,SKMEL28,24,hr,Total c-Jun,-0.33607,-0.36379
51101,SKMEL28,24,hr,p-cJun(S63),-1.54510,-0.08040
51101,SKMEL28,24,hr,p-P38(T180/Y182),-4.18160,-1.15700
51101,SKMEL28,24,hr,p-HSP27(S82),-0.64578,0.12498
51101,SKMEL28,24,hr,p-NFKB(S536),4.04220,0.53719
51101,SKMEL28,24,hr,Bim,-4.36260,-0.19269
51101,SKMEL28,24,hr,cPARP,-3.94500,-1.07290
51101,SKMEL28,24,hr,p-Histone H3(S10),7.27830,0.00342
51101,SKMEL28,24,hr,p27 Kip1,-4.65640,-0.61131
51101,SKMEL28,48,hr,p-p90RSK(S380),1.96040,2.56740
51101,SKMEL28,48,hr,p-p90RSK(T573),2.29260,1.86660
51101,SKMEL28,48,hr,p-AKT(T308),NaN,NaN
51101,SKMEL28,48,hr,p-AKT(S473),-0.64653,-1.65360
51101,SKMEL28,48,hr,p-mTOR(S2448),2.04570,-1.49260
51101,SKMEL28,48,hr,p-p70S6K(T421/S424),2.56920,-1.19050
51101,SKMEL28,48,hr,p-p70S6K(T389),1.48190,-0.75960
51101,SKMEL28,48,hr,p-S6(S235/236),2.86060,-0.48775
51101,SKMEL28,48,hr,p-AMPK(T172),-3.14310,-1.14950
51101,SKMEL28,48,hr,p-JNK(T183/Y185),-1.10790,-2.54890
51101,SKMEL28,48,hr,Total c-Jun,-2.67440,-1.19760
51101,SKMEL28,48,hr,p-cJun(S63),-3.20790,-1.70140
51101,SKMEL28,48,hr,p-P38(T180/Y182),1.06970,1.29130
51101,SKMEL28,48,hr,p-HSP27(S82),-1.32470,-1.72500
51101,SKMEL28,48,hr,p-NFKB(S536),2.64160,-1.49920
51101,SKMEL28,48,hr,Bim,-5.79870,-1.44570
51101,SKMEL28,48,hr,cPARP,-4.18310,-2.59970
51101,SKMEL28,48,hr,p-Histone H3(S10),6.72420,1.09740
51101,SKMEL28,48,hr,p27 Kip1,-6.78830,-1.77840
50567,WM-115,1,hr,p-p90RSK(S380),3.09170,-0.14606
50567,WM-115,1,hr,p-p90RSK(T573),1.07390,1.10720
50567,WM-115,1,hr,p-AKT(T308),2.57760,1.68540
50567,WM-115,1,hr,p-AKT(S473),0.91630,1.13510
50567,WM-115,1,hr,p-mTOR(S2448),1.28310,1.22770
50567,WM-115,1,hr,p-p70S6K(T421/S424),2.41270,0.28057
50567,WM-115,1,hr,p-p70S6K(T389),2.66430,0.77981
50567,WM-115,1,hr,p-S6(S235/236),0.24218,-0.90656
50567,WM-115,1,hr,p-AMPK(T172),1.38380,2.26990
50567,WM-115,1,hr,p-JNK(T183/Y185),3.57020,0.46826
50567,WM-115,1,hr,Total c-Jun,2.55890,0.11735
50567,WM-115,1,hr,p-cJun(S63),1.50590,1.57880
50567,WM-115,1,hr,p-P38(T180/Y182),3.78060,0.04837
50567,WM-115,1,hr,p-HSP27(S82),-0.87975,0.52295
50567,WM-115,1,hr,p-NFKB(S536),0.75815,1.36870
50567,WM-115,1,hr,Bim,2.07880,2.03290
50567,WM-115,1,hr,cPARP,1.02760,1.05030
50567,WM-115,1,hr,p-Histone H3(S10),0.40731,1.46970
50567,WM-115,1,hr,p27 Kip1,1.29790,1.74880
50567,WM-115,5,hr,p-p90RSK(S380),2.09450,0.73693
50567,WM-115,5,hr,p-p90RSK(T573),-0.34842,0.20924
50567,WM-115,5,hr,p-AKT(T308),-3.07290,2.99210
50567,WM-115,5,hr,p-AKT(S473),-2.44460,1.45070
50567,WM-115,5,hr,p-mTOR(S2448),-0.03264,1.27090
50567,WM-115,5,hr,p-p70S6K(T421/S424),-0.41538,1.24380
50567,WM-115,5,hr,p-p70S6K(T389),-0.38786,1.90220
50567,WM-115,5,hr,p-S6(S235/236),2.25700,-1.13290
50567,WM-115,5,hr,p-AMPK(T172),-1.87560,2.34610
50567,WM-115,5,hr,p-JNK(T183/Y185),-1.09910,2.08810
50567,WM-115,5,hr,Total c-Jun,0.65055,-0.20328
50567,WM-115,5,hr,p-cJun(S63),-1.24780,1.88260
50567,WM-115,5,hr,p-P38(T180/Y182),0.37531,0.57042
50567,WM-115,5,hr,p-HSP27(S82),0.13309,0.56909
50567,WM-115,5,hr,p-NFKB(S536),-0.31367,1.09260
50567,WM-115,5,hr,Bim,-2.55830,2.48160
50567,WM-115,5,hr,cPARP,-0.51240,0.73068
50567,WM-115,5,hr,p-Histone H3(S10),-2.85510,1.28190
50567,WM-115,5,hr,p27 Kip1,0.01188,0.81311
50567,WM-115,10,hr,p-p90RSK(S380),2.87510,0.00454
50567,WM-115,10,hr,p-p90RSK(T573),0.00910,0.49154
50567,WM-115,10,hr,p-AKT(T308),-1.31350,2.68290
50567,WM-115,10,hr,p-AKT(S473),-1.44710,1.57620
50567,WM-115,10,hr,p-mTOR(S2448),0.63603,1.35530
