Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration (uM),Time Point (hr),Mean Total Cell Count Before Treatment,Mean Total Cell Count After Treatment,Mean Total Control Cell Count,Mean Relative Cell Count,Mean Normalized Growth Rate Inhibition Value
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.31623,46.60,56.33,911,4538,0.2040,0.5494
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.31623,48.30,56.33,937,4875,0.1957,0.5447
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.31623,50.00,56.33,926,5234,0.1791,0.5344
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.31623,51.70,56.33,935,5553,0.1704,0.5279
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.31623,53.40,56.33,949,5809,0.1657,0.5219
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.31623,55.10,56.33,960,6087,0.1597,0.5204
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.31623,56.80,56.33,974,6354,0.1559,0.5196
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.31623,58.50,56.33,978,6599,0.1512,0.5169
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.31623,60.20,56.33,976,6852,0.1457,0.5106
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.31623,61.90,56.33,965,7075,0.1396,0.5053
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.31623,63.60,56.33,990,7339,0.1380,0.5054
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.31623,65.30,56.33,1025,7570,0.1380,0.5104
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.31623,67.00,56.33,994,7731,0.1321,0.5011
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.31623,68.70,56.33,1032,7933,0.1332,0.5058
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.31623,70.50,56.33,1054,7990,0.1349,0.5096
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.31623,72.20,56.33,1024,8053,0.1312,0.5030
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.31623,73.90,56.33,1010,8150,0.1281,0.4975
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.31623,75.60,56.33,1025,7992,0.1311,0.5034
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.31623,77.30,56.33,1009,8135,0.1277,0.4975
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.31623,79.00,56.33,1017,8048,0.1295,0.4997
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.31623,80.70,56.33,1016,7920,0.1315,0.5007
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.31623,82.40,56.33,1027,7810,0.1340,0.5057
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.31623,84.10,56.33,1023,7655,0.1354,0.5060
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.31623,85.80,56.33,1031,7583,0.1374,0.5088
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.31623,87.50,56.33,1030,7334,0.1412,0.5133
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.31623,89.20,56.33,1031,7229,0.1433,0.5156
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.31623,90.90,56.33,1032,7174,0.1444,0.5172
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.31623,92.60,56.33,1038,7065,0.1473,0.5199
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.31623,94.30,56.33,1026,6924,0.1484,0.5191
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.31623,95.70,27.76,1096,6712,0.1634,0.5902
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,2.30,56.33,347,255,1.3628,0.6837
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,4.00,56.33,379,303,1.2448,0.5903
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,5.70,56.33,426,342,1.2396,0.5627
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,7.40,56.33,469,385,1.2120,0.5447
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,9.10,56.33,491,424,1.1557,0.5548
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,10.80,56.33,530,465,1.1356,0.6279
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,12.50,56.33,573,510,1.1227,0.6783
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,14.20,56.33,705,634,1.1134,0.8808
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,15.90,56.33,765,726,1.0548,0.8961
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,17.60,56.33,806,868,0.9288,0.8540
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,19.30,56.33,962,1090,0.8724,0.8648
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,21.00,56.33,1015,1286,0.7779,0.8309
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,22.80,56.33,997,1460,0.6747,0.7874
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,24.50,56.33,1003,1615,0.6135,0.7649
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,26.20,56.33,1028,1764,0.5743,0.7442
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,27.90,56.33,1035,1907,0.5338,0.7324
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,29.60,56.33,1040,2050,0.4996,0.7187
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,31.30,56.33,1063,2241,0.4682,0.7044
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,33.00,56.33,1066,2479,0.4236,0.6813
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,34.70,56.33,1078,2720,0.3907,0.6650
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,36.40,56.33,1090,2958,0.3623,0.6508
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,38.10,56.33,1102,3168,0.3432,0.6450
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,39.80,56.33,1115,3393,0.3244,0.6356
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,41.50,56.33,1141,3667,0.3070,0.6278
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,43.20,56.33,1127,3942,0.2828,0.6143
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,44.90,56.33,1124,4212,0.2642,0.6028
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,46.60,56.33,1132,4538,0.2462,0.5911
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,48.30,56.33,1158,4875,0.2349,0.5851
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,50.00,56.33,1121,5234,0.2112,0.5669
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,51.70,56.33,1098,5553,0.1946,0.5519
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,53.40,56.33,1077,5809,0.1826,0.5416
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,55.10,56.33,1097,6087,0.1772,0.5373
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,56.80,56.33,1074,6354,0.1657,0.5255
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,58.50,56.33,1069,6599,0.1581,0.5145
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,60.20,56.33,1068,6852,0.1517,0.5078
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,61.90,56.33,1024,7075,0.1401,0.4815
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,63.60,56.33,988,7339,0.1295,0.4288
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,65.30,56.33,966,7570,0.1218,0.3954
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,67.00,56.33,931,7731,0.1139,0.3801
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,68.70,56.33,908,7933,0.1076,0.3611
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,70.50,56.33,907,7990,0.1063,0.3548
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,72.20,56.33,897,8053,0.1040,0.3482
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,73.90,56.33,923,8150,0.1058,0.3554
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,75.60,56.33,917,7992,0.1082,0.3595
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,77.30,56.33,907,8135,0.1048,0.3552
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,79.00,56.33,910,8048,0.1066,0.3566
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,80.70,56.33,918,7920,0.1096,0.3609
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,82.40,56.33,925,7810,0.1126,0.3640
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,84.10,56.33,922,7655,0.1158,0.3664
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,85.80,56.33,912,7583,0.1159,0.3654
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,87.50,56.33,914,7334,0.1216,0.3702
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,89.20,56.33,914,7229,0.1240,0.3704
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,90.90,56.33,912,7174,0.1249,0.3720
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,92.60,56.33,915,7065,0.1276,0.3737
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,94.30,56.33,895,6924,0.1285,0.3730
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,95.70,27.76,397,6712,0.0592,0.1920
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,2.30,56.33,293,255,1.1553,0.5900
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,4.00,56.33,339,303,1.1192,0.5596
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,5.70,56.33,382,342,1.1142,0.5400
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,7.40,56.33,421,385,1.0932,0.5276
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,9.10,56.33,460,424,1.0862,0.5362
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,10.80,56.33,492,465,1.0580,0.5232
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,12.50,56.33,525,510,1.0297,0.5305
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,14.20,56.33,598,634,0.9464,0.5906
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,15.90,56.33,671,726,0.9302,0.6174
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,17.60,56.33,777,868,0.8998,0.6941
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,19.30,56.33,899,1090,0.8586,0.7070
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,21.00,56.33,998,1286,0.8060,0.7107
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,22.80,56.33,1199,1460,0.8511,0.7620
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,24.50,56.33,1331,1615,0.8527,0.7708
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,26.20,56.33,1456,1764,0.8526,0.7746
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,27.90,56.33,1570,1907,0.8529,0.7895
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,29.60,56.33,1692,2050,0.8528,0.7958
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,31.30,56.33,1846,2241,0.8519,0.8100
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,33.00,56.33,2035,2479,0.8504,0.8199
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,34.70,56.33,2230,2720,0.8485,0.8310
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,36.40,56.33,2404,2958,0.8413,0.8329
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,38.10,56.33,2604,3168,0.8476,0.8426
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,39.80,56.33,2782,3393,0.8434,0.8446
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,41.50,56.33,2974,3667,0.8365,0.8472
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,43.20,56.33,3143,3942,0.8206,0.8410
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,44.90,56.33,3395,4212,0.8261,0.8486
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,46.60,56.33,3633,4538,0.8244,0.8509
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,48.30,56.33,3944,4875,0.8339,0.8556
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,50.00,56.33,4217,5234,0.8257,0.8602
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,51.70,56.33,4471,5553,0.8247,0.8635
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,53.40,56.33,4684,5809,0.8256,0.8623
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,55.10,56.33,4900,6087,0.8250,0.8623
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,56.80,56.33,5116,6354,0.8302,0.8678
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,58.50,56.33,5332,6599,0.8363,0.8696
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,60.20,56.33,5535,6852,0.8399,0.8675
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,61.90,56.33,5728,7075,0.8436,0.8666
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,63.60,56.33,5950,7339,0.8440,0.8652
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,65.30,56.33,6150,7570,0.8455,0.8687
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,67.00,56.33,6346,7731,0.8586,0.8752
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,68.70,56.33,6465,7933,0.8514,0.8739
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,70.50,56.33,6524,7990,0.8549,0.8774
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,72.20,56.33,6566,8053,0.8530,0.8764
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,73.90,56.33,6577,8150,0.8437,0.8712
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,75.60,56.33,6531,7992,0.8431,0.8725
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,77.30,56.33,6357,8135,0.8068,0.8579
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,79.00,56.33,6264,8048,0.7972,0.8507
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,80.70,56.33,6029,7920,0.7737,0.8289
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,82.40,56.33,5896,7810,0.7611,0.8067
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,84.10,56.33,5784,7655,0.7562,0.7696
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,85.80,56.33,5796,7583,0.7635,0.7635
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,87.50,56.33,5693,7334,0.7733,0.7630
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,89.20,56.33,5591,7229,0.7693,0.7599
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,90.90,56.33,5362,7174,0.7419,0.7367
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,92.60,56.33,5230,7065,0.7347,0.7078
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,94.30,56.33,5208,6924,0.7494,0.6676
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,95.70,27.76,3429,6712,0.5109,0.4879
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,2.30,56.33,295,255,1.1881,0.5237
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,4.00,56.33,333,303,1.1104,0.4762
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,5.70,56.33,375,342,1.1035,0.4582
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,7.40,56.33,414,385,1.0833,0.4366
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,9.10,56.33,456,424,1.0836,0.4618
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,10.80,56.33,487,465,1.0556,0.4289
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,12.50,56.33,519,510,1.0232,0.4703
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,14.20,56.33,593,634,0.9401,0.6232
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,15.90,56.33,657,726,0.9098,0.6509
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,17.60,56.33,756,868,0.8723,0.6620
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,19.30,56.33,917,1090,0.8514,0.6880
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,21.00,56.33,1041,1286,0.8152,0.7100
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,22.80,56.33,1193,1460,0.8241,0.7252
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,24.50,56.33,1289,1615,0.8040,0.7394
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,26.20,56.33,1412,1764,0.8057,0.7431
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,27.90,56.33,1514,1907,0.8003,0.7565
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,29.60,56.33,1645,2050,0.8076,0.7632
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,31.30,56.33,1807,2241,0.8115,0.7890
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,33.00,56.33,1996,2479,0.8104,0.8028
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,34.70,56.33,2165,2720,0.8023,0.7999
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,36.40,56.33,2348,2958,0.7991,0.8045
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,38.10,56.33,2538,3168,0.8062,0.8144
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,39.80,56.33,2717,3393,0.8043,0.8180
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,41.50,56.33,2908,3667,0.7977,0.8219
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,43.20,56.33,3102,3942,0.7912,0.8234
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,44.90,56.33,3359,4212,0.8004,0.8411
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,46.60,56.33,3611,4538,0.8004,0.8484
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,48.30,56.33,3868,4875,0.7986,0.8511
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,50.00,56.33,4123,5234,0.7916,0.8516
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,51.70,56.33,4380,5553,0.7927,0.8503
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,53.40,56.33,4650,5809,0.8047,0.8551
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,55.10,56.33,4907,6087,0.8106,0.8626
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,56.80,56.33,5125,6354,0.8127,0.8595
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,58.50,56.33,5391,6599,0.8243,0.8657
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,60.20,56.33,5625,6852,0.8296,0.8638
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,61.90,56.33,5912,7075,0.8453,0.8777
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,63.60,56.33,6185,7339,0.8518,0.8793
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,65.30,56.33,6428,7570,0.8582,0.8834
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,67.00,56.33,6642,7731,0.8708,0.8862
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,68.70,56.33,6864,7933,0.8768,0.8876
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,70.50,56.33,7053,7990,0.8968,0.8946
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,72.20,56.33,7251,8053,0.9152,0.9011
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,73.90,56.33,7399,8150,0.9243,0.9034
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,75.60,56.33,7538,7992,0.9553,0.9133
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,77.30,56.33,7671,8135,0.9587,0.9092
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,79.00,56.33,7841,8048,0.9882,0.9224
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,80.70,56.33,7941,7920,1.0159,0.9301
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,82.40,56.33,8003,7810,1.0335,0.9331
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,84.10,56.33,8144,7655,1.0689,0.9399
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,85.80,56.33,8382,7583,1.1108,0.9525
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,87.50,56.33,8514,7334,1.1631,0.9645
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,89.20,56.33,8626,7229,1.1945,0.9706
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,90.90,56.33,8716,7174,1.2162,0.9704
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,92.60,56.33,8779,7065,1.2435,0.9770
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,94.30,56.33,8750,6924,1.2636,0.9777
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,95.70,27.76,8684,6712,1.2938,1.0076
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.031667,2.30,56.33,278,255,1.1016,0.5095
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.031667,4.00,56.33,316,303,1.0465,0.4604
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.031667,5.70,56.33,355,342,1.0404,0.4392
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.031667,7.40,56.33,390,385,1.0139,0.4181
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.031667,9.10,56.33,439,424,1.0376,0.4586
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.031667,10.80,56.33,474,465,1.0199,0.4580
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.031667,12.50,56.33,510,510,1.0021,0.5239
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.031667,14.20,56.33,617,634,0.9751,0.7397
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.031667,15.90,56.33,740,726,1.0218,0.8404
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.031667,17.60,56.33,884,868,1.0201,0.8693
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.031667,19.30,56.33,1116,1090,1.0279,0.8984
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.031667,21.00,56.33,1262,1286,0.9834,0.8820
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.031667,22.80,56.33,1396,1460,0.9545,0.8902
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.031667,24.50,56.33,1522,1615,0.9406,0.8900
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.031667,26.20,56.33,1652,1764,0.9334,0.8811
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.031667,27.90,56.33,1769,1907,0.9242,0.8853
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.031667,29.60,56.33,1907,2050,0.9261,0.8916
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.031667,31.30,56.33,2067,2241,0.9192,0.8980
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.031667,33.00,56.33,2245,2479,0.9025,0.9012
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.031667,34.70,56.33,2454,2720,0.8989,0.9035
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.031667,36.40,56.33,2654,2958,0.8944,0.9027
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.031667,38.10,56.33,2860,3168,0.8987,0.9149
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.031667,39.80,56.33,3057,3393,0.8965,0.9143
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.031667,41.50,56.33,3263,3667,0.8859,0.9146
