Cell Line HMS LINCS ID,Cell Line Name,Protein HMS LINCS ID,Protein Name,Image,Protein Ligand Concentration,Conc unit,Time,Time unit,Measured Protein,Measured Protein Value
50208-2,HCC1428,200854,INS,52871,1,ng/ml,30,minute,pJnk,86.741
50208-2,HCC1428,200854,INS,52895,100,ng/ml,30,minute,pJnk,85.695
50208-2,HCC1428,200854,INS,52863,1,ng/ml,90,minute,pJnk,84.743
50208-2,HCC1428,200854,INS,52999,100,ng/ml,90,minute,pJnk,86.666
50208-2,HCC1428,200854,INS,52416,1,ng/ml,10,minute,pP38,262.038
50208-2,HCC1428,200854,INS,52392,100,ng/ml,10,minute,pP38,264.638
50208-2,HCC1428,200854,INS,52496,1,ng/ml,30,minute,pP38,237.057
50208-2,HCC1428,200854,INS,52540,100,ng/ml,30,minute,pP38,239.533
50208-2,HCC1428,200854,INS,52500,1,ng/ml,90,minute,pP38,266.242
50208-2,HCC1428,200854,INS,52595,100,ng/ml,90,minute,pP38,222.310
50208-2,HCC1428,200862,NGF-beta,52263,1,ng/ml,10,minute,pAkt,177.517
50208-2,HCC1428,200862,NGF-beta,52151,100,ng/ml,10,minute,pAkt,168.254
50208-2,HCC1428,200862,NGF-beta,52059,1,ng/ml,30,minute,pAkt,165.623
50208-2,HCC1428,200862,NGF-beta,52119,100,ng/ml,30,minute,pAkt,165.570
50208-2,HCC1428,200862,NGF-beta,52011,1,ng/ml,90,minute,pAkt,168.215
50208-2,HCC1428,200862,NGF-beta,52211,100,ng/ml,90,minute,pAkt,178.418
50208-2,HCC1428,200862,NGF-beta,51687,1,ng/ml,10,minute,pErk,177.306
50208-2,HCC1428,200862,NGF-beta,51532,100,ng/ml,10,minute,pErk,161.532
50208-2,HCC1428,200862,NGF-beta,51588,1,ng/ml,30,minute,pErk,150.214
50208-2,HCC1428,200862,NGF-beta,51819,100,ng/ml,30,minute,pErk,167.442
50208-2,HCC1428,200862,NGF-beta,51564,1,ng/ml,90,minute,pErk,169.999
50208-2,HCC1428,200862,NGF-beta,51799,100,ng/ml,90,minute,pErk,195.189
50208-2,HCC1428,200862,NGF-beta,52831,1,ng/ml,10,minute,pJnk,87.604
50208-2,HCC1428,200862,NGF-beta,52819,100,ng/ml,10,minute,pJnk,90.732
50208-2,HCC1428,200862,NGF-beta,52775,1,ng/ml,30,minute,pJnk,86.533
50208-2,HCC1428,200862,NGF-beta,52995,100,ng/ml,30,minute,pJnk,92.977
50208-2,HCC1428,200862,NGF-beta,52699,1,ng/ml,90,minute,pJnk,83.808
50208-2,HCC1428,200862,NGF-beta,52991,100,ng/ml,90,minute,pJnk,87.409
50208-2,HCC1428,200862,NGF-beta,52524,1,ng/ml,10,minute,pP38,288.175
50208-2,HCC1428,200862,NGF-beta,52492,100,ng/ml,10,minute,pP38,264.909
50208-2,HCC1428,200862,NGF-beta,52643,1,ng/ml,30,minute,pP38,233.389
50208-2,HCC1428,200862,NGF-beta,52364,100,ng/ml,30,minute,pP38,251.571
50208-2,HCC1428,200862,NGF-beta,52468,1,ng/ml,90,minute,pP38,286.371
50208-2,HCC1428,200862,NGF-beta,52532,100,ng/ml,90,minute,pP38,259.035
50208-2,HCC1428,200857,PDGF-BB,52247,1,ng/ml,10,minute,pAkt,148.488
50208-2,HCC1428,200857,PDGF-BB,51991,100,ng/ml,10,minute,pAkt,144.148
50208-2,HCC1428,200857,PDGF-BB,52127,1,ng/ml,30,minute,pAkt,149.456
50208-2,HCC1428,200857,PDGF-BB,52195,100,ng/ml,30,minute,pAkt,150.238
50208-2,HCC1428,200857,PDGF-BB,52087,1,ng/ml,90,minute,pAkt,149.658
50208-2,HCC1428,200857,PDGF-BB,51943,100,ng/ml,90,minute,pAkt,152.180
50208-2,HCC1428,200857,PDGF-BB,51612,1,ng/ml,10,minute,pErk,168.133
50208-2,HCC1428,200857,PDGF-BB,51652,100,ng/ml,10,minute,pErk,139.900
50208-2,HCC1428,200857,PDGF-BB,51815,1,ng/ml,30,minute,pErk,149.677
50208-2,HCC1428,200857,PDGF-BB,51604,100,ng/ml,30,minute,pErk,162.410
50208-2,HCC1428,200857,PDGF-BB,51568,1,ng/ml,90,minute,pErk,156.107
50208-2,HCC1428,200857,PDGF-BB,51592,100,ng/ml,90,minute,pErk,157.463
50208-2,HCC1428,200857,PDGF-BB,52843,1,ng/ml,10,minute,pJnk,103.550
50208-2,HCC1428,200857,PDGF-BB,52751,100,ng/ml,10,minute,pJnk,8.341
50208-2,HCC1428,200857,PDGF-BB,52971,1,ng/ml,30,minute,pJnk,174.779
50208-2,HCC1428,200857,PDGF-BB,52759,100,ng/ml,30,minute,pJnk,51.899
50208-2,HCC1428,200857,PDGF-BB,52719,1,ng/ml,90,minute,pJnk,80.625
50208-2,HCC1428,200857,PDGF-BB,52891,100,ng/ml,90,minute,pJnk,82.965
50208-2,HCC1428,200857,PDGF-BB,52635,1,ng/ml,10,minute,pP38,251.676
50208-2,HCC1428,200857,PDGF-BB,52607,100,ng/ml,10,minute,pP38,337.256
50208-2,HCC1428,200857,PDGF-BB,52384,1,ng/ml,30,minute,pP38,272.223
50208-2,HCC1428,200857,PDGF-BB,52324,100,ng/ml,30,minute,pP38,244.165
50208-2,HCC1428,200857,PDGF-BB,52504,1,ng/ml,90,minute,pP38,246.592
50208-2,HCC1428,200857,PDGF-BB,52404,100,ng/ml,90,minute,pP38,210.525
50208-2,HCC1428,200859,SCF,51963,1,ng/ml,10,minute,pAkt,162.854
50208-2,HCC1428,200859,SCF,52223,100,ng/ml,10,minute,pAkt,159.837
50208-2,HCC1428,200859,SCF,52159,1,ng/ml,30,minute,pAkt,169.015
50208-2,HCC1428,200859,SCF,52227,100,ng/ml,30,minute,pAkt,172.230
50208-2,HCC1428,200859,SCF,51987,1,ng/ml,90,minute,pAkt,162.979
50208-2,HCC1428,200859,SCF,52031,100,ng/ml,90,minute,pAkt,165.514
50208-2,HCC1428,200859,SCF,51648,1,ng/ml,10,minute,pErk,146.479
50208-2,HCC1428,200859,SCF,51831,100,ng/ml,10,minute,pErk,135.109
50208-2,HCC1428,200859,SCF,51719,1,ng/ml,30,minute,pErk,136.037
50208-2,HCC1428,200859,SCF,51755,100,ng/ml,30,minute,pErk,159.797
50208-2,HCC1428,200859,SCF,51620,1,ng/ml,90,minute,pErk,138.741
50208-2,HCC1428,200859,SCF,51608,100,ng/ml,90,minute,pErk,156.526
50208-2,HCC1428,200859,SCF,53007,1,ng/ml,10,minute,pJnk,85.117
50208-2,HCC1428,200859,SCF,52727,100,ng/ml,10,minute,pJnk,8.341
50208-2,HCC1428,200859,SCF,52827,1,ng/ml,30,minute,pJnk,85.364
50208-2,HCC1428,200859,SCF,52835,100,ng/ml,30,minute,pJnk,76.825
50208-2,HCC1428,200859,SCF,53039,1,ng/ml,90,minute,pJnk,74.613
50208-2,HCC1428,200859,SCF,52915,100,ng/ml,90,minute,pJnk,81.977
50208-2,HCC1428,200859,SCF,52444,1,ng/ml,10,minute,pP38,260.016
50208-2,HCC1428,200859,SCF,52356,100,ng/ml,10,minute,pP38,276.133
50208-2,HCC1428,200859,SCF,52544,1,ng/ml,30,minute,pP38,256.603
50208-2,HCC1428,200859,SCF,52460,100,ng/ml,30,minute,pP38,231.568
50208-2,HCC1428,200859,SCF,52631,1,ng/ml,90,minute,pP38,258.517
50208-2,HCC1428,200859,SCF,52563,100,ng/ml,90,minute,pP38,228.971
50208-2,HCC1428,200864,VEGF165,51895,1,ng/ml,10,minute,pAkt,186.629
50208-2,HCC1428,200864,VEGF165,51912,100,ng/ml,10,minute,pAkt,190.481
50208-2,HCC1428,200864,VEGF165,52267,1,ng/ml,30,minute,pAkt,175.154
50208-2,HCC1428,200864,VEGF165,52015,100,ng/ml,30,minute,pAkt,190.373
50208-2,HCC1428,200864,VEGF165,52191,1,ng/ml,90,minute,pAkt,189.090
50208-2,HCC1428,200864,VEGF165,52079,100,ng/ml,90,minute,pAkt,183.987
50208-2,HCC1428,200864,VEGF165,51511,1,ng/ml,10,minute,pErk,175.160
50208-2,HCC1428,200864,VEGF165,51576,100,ng/ml,10,minute,pErk,170.047
50208-2,HCC1428,200864,VEGF165,51843,1,ng/ml,30,minute,pErk,146.094
50208-2,HCC1428,200864,VEGF165,51520,100,ng/ml,30,minute,pErk,155.790
50208-2,HCC1428,200864,VEGF165,51823,1,ng/ml,90,minute,pErk,156.622
50208-2,HCC1428,200864,VEGF165,51847,100,ng/ml,90,minute,pErk,156.054
50208-2,HCC1428,200864,VEGF165,52663,1,ng/ml,10,minute,pJnk,93.454
50208-2,HCC1428,200864,VEGF165,52668,100,ng/ml,10,minute,pJnk,97.295
50208-2,HCC1428,200864,VEGF165,52911,1,ng/ml,30,minute,pJnk,96.714
50208-2,HCC1428,200864,VEGF165,52879,100,ng/ml,30,minute,pJnk,103.929
50208-2,HCC1428,200864,VEGF165,52887,1,ng/ml,90,minute,pJnk,100.769
50208-2,HCC1428,200864,VEGF165,53019,100,ng/ml,90,minute,pJnk,67.814
50208-2,HCC1428,200864,VEGF165,52279,1,ng/ml,10,minute,pP38,276.341
50208-2,HCC1428,200864,VEGF165,52368,100,ng/ml,10,minute,pP38,281.344
50208-2,HCC1428,200864,VEGF165,52300,1,ng/ml,30,minute,pP38,270.760
50208-2,HCC1428,200864,VEGF165,52412,100,ng/ml,30,minute,pP38,251.155
50208-2,HCC1428,200864,VEGF165,52611,1,ng/ml,90,minute,pP38,273.218
50208-2,HCC1428,200864,VEGF165,52484,100,ng/ml,90,minute,pP38,304.398
50208-2,HCC1428,,,52203,0,ng/ml,,,pAkt,170.227
50208-2,HCC1428,,,51803,0,ng/ml,,,pErk,152.360
50208-2,HCC1428,,,52664,0,ng/ml,,,pJnk,100.547
50208-2,HCC1428,,,52659,0,ng/ml,,,pP38,258.044
50579-1,HCC1500,200852,BTC,49648,1,ng/ml,10,minute,pAkt,190.177
50579-1,HCC1500,200852,BTC,49915,100,ng/ml,10,minute,pAkt,207.319
50579-1,HCC1500,200852,BTC,49935,1,ng/ml,30,minute,pAkt,184.584
50579-1,HCC1500,200852,BTC,49847,100,ng/ml,30,minute,pAkt,188.919
50579-1,HCC1500,200852,BTC,49824,1,ng/ml,90,minute,pAkt,189.612
50579-1,HCC1500,200852,BTC,49939,100,ng/ml,90,minute,pAkt,198.308
50579-1,HCC1500,200852,BTC,49396,1,ng/ml,10,minute,pErk,1111.115
50579-1,HCC1500,200852,BTC,49212,100,ng/ml,10,minute,pErk,2593.681
50579-1,HCC1500,200852,BTC,49256,1,ng/ml,30,minute,pErk,403.090
50579-1,HCC1500,200852,BTC,49372,100,ng/ml,30,minute,pErk,296.035
50579-1,HCC1500,200852,BTC,49548,1,ng/ml,90,minute,pErk,287.097
50579-1,HCC1500,200852,BTC,49376,100,ng/ml,90,minute,pErk,289.815
50579-1,HCC1500,200852,BTC,50536,1,ng/ml,10,minute,pJnk,145.883
50579-1,HCC1500,200852,BTC,50580,100,ng/ml,10,minute,pJnk,162.974
50579-1,HCC1500,200852,BTC,50424,1,ng/ml,30,minute,pJnk,148.447
50579-1,HCC1500,200852,BTC,50671,100,ng/ml,30,minute,pJnk,144.514
50579-1,HCC1500,200852,BTC,50480,1,ng/ml,90,minute,pJnk,139.631
50579-1,HCC1500,200852,BTC,50500,100,ng/ml,90,minute,pJnk,138.603
50579-1,HCC1500,200852,BTC,50040,1,ng/ml,10,minute,pP38,424.417
50579-1,HCC1500,200852,BTC,50143,100,ng/ml,10,minute,pP38,485.424
50579-1,HCC1500,200852,BTC,50239,1,ng/ml,30,minute,pP38,422.952
50579-1,HCC1500,200852,BTC,50335,100,ng/ml,30,minute,pP38,417.177
50579-1,HCC1500,200852,BTC,50131,1,ng/ml,90,minute,pP38,392.446
50579-1,HCC1500,200852,BTC,50036,100,ng/ml,90,minute,pP38,418.559
50579-1,HCC1500,200863,EFNA1,49871,1,ng/ml,10,minute,pAkt,198.000
50579-1,HCC1500,200863,EFNA1,49628,100,ng/ml,10,minute,pAkt,199.070
50579-1,HCC1500,200863,EFNA1,49756,1,ng/ml,30,minute,pAkt,200.802
50579-1,HCC1500,200863,EFNA1,49955,100,ng/ml,30,minute,pAkt,203.677
50579-1,HCC1500,200863,EFNA1,49971,1,ng/ml,90,minute,pAkt,192.481
50579-1,HCC1500,200863,EFNA1,49879,100,ng/ml,90,minute,pAkt,198.467
50579-1,HCC1500,200863,EFNA1,49392,1,ng/ml,10,minute,pErk,248.676
50579-1,HCC1500,200863,EFNA1,49320,100,ng/ml,10,minute,pErk,261.167
50579-1,HCC1500,200863,EFNA1,49280,1,ng/ml,30,minute,pErk,281.565
50579-1,HCC1500,200863,EFNA1,49300,100,ng/ml,30,minute,pErk,273.966
50579-1,HCC1500,200863,EFNA1,49368,1,ng/ml,90,minute,pErk,248.805
50579-1,HCC1500,200863,EFNA1,49332,100,ng/ml,90,minute,pErk,251.825
50579-1,HCC1500,200863,EFNA1,50444,1,ng/ml,10,minute,pJnk,160.799
50579-1,HCC1500,200863,EFNA1,50476,100,ng/ml,10,minute,pJnk,144.503
50579-1,HCC1500,200863,EFNA1,50364,1,ng/ml,30,minute,pJnk,158.104
50579-1,HCC1500,200863,EFNA1,50711,100,ng/ml,30,minute,pJnk,144.717
50579-1,HCC1500,200863,EFNA1,50436,1,ng/ml,90,minute,pJnk,146.998
50579-1,HCC1500,200863,EFNA1,50560,100,ng/ml,90,minute,pJnk,142.846
50579-1,HCC1500,200863,EFNA1,50319,1,ng/ml,10,minute,pP38,449.684
50579-1,HCC1500,200863,EFNA1,49996,100,ng/ml,10,minute,pP38,438.860
50579-1,HCC1500,200863,EFNA1,50195,1,ng/ml,30,minute,pP38,453.751
50579-1,HCC1500,200863,EFNA1,50311,100,ng/ml,30,minute,pP38,462.399
50579-1,HCC1500,200863,EFNA1,49980,1,ng/ml,90,minute,pP38,432.821
50579-1,HCC1500,200863,EFNA1,50295,100,ng/ml,90,minute,pP38,432.022
50579-1,HCC1500,200850,EGF,49959,1,ng/ml,10,minute,pAkt,197.712
50579-1,HCC1500,200850,EGF,49804,100,ng/ml,10,minute,pAkt,202.095
50579-1,HCC1500,200850,EGF,49772,1,ng/ml,30,minute,pAkt,200.208
50579-1,HCC1500,200850,EGF,49851,100,ng/ml,30,minute,pAkt,216.557
50579-1,HCC1500,200850,EGF,49931,1,ng/ml,90,minute,pAkt,253.438
50579-1,HCC1500,200850,EGF,49963,100,ng/ml,90,minute,pAkt,223.185
50579-1,HCC1500,200850,EGF,49404,1,ng/ml,10,minute,pErk,239.848
50579-1,HCC1500,200850,EGF,49348,100,ng/ml,10,minute,pErk,258.075
50579-1,HCC1500,200850,EGF,49576,1,ng/ml,30,minute,pErk,241.190
50579-1,HCC1500,200850,EGF,49420,100,ng/ml,30,minute,pErk,253.244
50579-1,HCC1500,200850,EGF,49380,1,ng/ml,90,minute,pErk,240.528
50579-1,HCC1500,200850,EGF,49428,100,ng/ml,90,minute,pErk,263.723
50579-1,HCC1500,200850,EGF,50492,1,ng/ml,10,minute,pJnk,153.658
50579-1,HCC1500,200850,EGF,50420,100,ng/ml,10,minute,pJnk,149.064
50579-1,HCC1500,200850,EGF,50400,1,ng/ml,30,minute,pJnk,151.952
50579-1,HCC1500,200850,EGF,50675,100,ng/ml,30,minute,pJnk,138.672
50579-1,HCC1500,200850,EGF,50484,1,ng/ml,90,minute,pJnk,146.370
50579-1,HCC1500,200850,EGF,50472,100,ng/ml,90,minute,pJnk,145.946
50579-1,HCC1500,200850,EGF,50263,1,ng/ml,10,minute,pP38,427.393
50579-1,HCC1500,200850,EGF,50271,100,ng/ml,10,minute,pP38,412.002
50579-1,HCC1500,200850,EGF,50171,1,ng/ml,30,minute,pP38,417.479
50579-1,HCC1500,200850,EGF,50243,100,ng/ml,30,minute,pP38,409.550
50579-1,HCC1500,200850,EGF,50175,1,ng/ml,90,minute,pP38,406.439
50579-1,HCC1500,200850,EGF,50095,100,ng/ml,90,minute,pP38,420.996
50579-1,HCC1500,200851,EPR,49784,1,ng/ml,10,minute,pAkt,201.914
50579-1,HCC1500,200851,EPR,49788,100,ng/ml,10,minute,pAkt,202.660
50579-1,HCC1500,200851,EPR,49947,1,ng/ml,30,minute,pAkt,200.552
50579-1,HCC1500,200851,EPR,49903,100,ng/ml,30,minute,pAkt,211.084
50579-1,HCC1500,200851,EPR,49604,1,ng/ml,90,minute,pAkt,207.269
50579-1,HCC1500,200851,EPR,49927,100,ng/ml,90,minute,pAkt,211.837
50579-1,HCC1500,200851,EPR,49480,1,ng/ml,10,minute,pErk,245.196
50579-1,HCC1500,200851,EPR,49452,100,ng/ml,10,minute,pErk,278.976
50579-1,HCC1500,200851,EPR,49440,1,ng/ml,30,minute,pErk,264.555
50579-1,HCC1500,200851,EPR,49436,100,ng/ml,30,minute,pErk,258.218
50579-1,HCC1500,200851,EPR,49484,1,ng/ml,90,minute,pErk,263.367
50579-1,HCC1500,200851,EPR,49572,100,ng/ml,90,minute,pErk,276.527
50579-1,HCC1500,200851,EPR,50428,1,ng/ml,10,minute,pJnk,148.176
50579-1,HCC1500,200851,EPR,50540,100,ng/ml,10,minute,pJnk,151.075
50579-1,HCC1500,200851,EPR,50699,1,ng/ml,30,minute,pJnk,156.238
50579-1,HCC1500,200851,EPR,50596,100,ng/ml,30,minute,pJnk,143.028
50579-1,HCC1500,200851,EPR,50412,1,ng/ml,90,minute,pJnk,152.122
50579-1,HCC1500,200851,EPR,50460,100,ng/ml,90,minute,pJnk,142.300
50579-1,HCC1500,200851,EPR,50012,1,ng/ml,10,minute,pP38,408.952
50579-1,HCC1500,200851,EPR,50008,100,ng/ml,10,minute,pP38,448.766
50579-1,HCC1500,200851,EPR,50215,1,ng/ml,30,minute,pP38,386.142
50579-1,HCC1500,200851,EPR,50351,100,ng/ml,30,minute,pP38,393.980
50579-1,HCC1500,200851,EPR,50068,1,ng/ml,90,minute,pP38,407.187
50579-1,HCC1500,200851,EPR,50207,100,ng/ml,90,minute,pP38,405.431
50579-1,HCC1500,200860,FGF-1,49632,1,ng/ml,10,minute,pAkt,212.719
50579-1,HCC1500,200860,FGF-1,49636,100,ng/ml,10,minute,pAkt,258.910
50579-1,HCC1500,200860,FGF-1,49867,1,ng/ml,30,minute,pAkt,226.089
50579-1,HCC1500,200860,FGF-1,49863,100,ng/ml,30,minute,pAkt,231.237
50579-1,HCC1500,200860,FGF-1,49951,1,ng/ml,90,minute,pAkt,230.102
50579-1,HCC1500,200860,FGF-1,49843,100,ng/ml,90,minute,pAkt,240.840
50579-1,HCC1500,200860,FGF-1,49224,1,ng/ml,10,minute,pErk,2935.359
50579-1,HCC1500,200860,FGF-1,49352,100,ng/ml,10,minute,pErk,5282.241
50579-1,HCC1500,200860,FGF-1,49532,1,ng/ml,30,minute,pErk,2158.186
50579-1,HCC1500,200860,FGF-1,49276,100,ng/ml,30,minute,pErk,3931.927
50579-1,HCC1500,200860,FGF-1,49448,1,ng/ml,90,minute,pErk,3515.185
50579-1,HCC1500,200860,FGF-1,49516,100,ng/ml,90,minute,pErk,2821.639
50579-1,HCC1500,200860,FGF-1,50683,1,ng/ml,10,minute,pJnk,143.157
50579-1,HCC1500,200860,FGF-1,50496,100,ng/ml,10,minute,pJnk,167.315
50579-1,HCC1500,200860,FGF-1,50624,1,ng/ml,30,minute,pJnk,145.001
50579-1,HCC1500,200860,FGF-1,50576,100,ng/ml,30,minute,pJnk,148.110
50579-1,HCC1500,200860,FGF-1,50687,1,ng/ml,90,minute,pJnk,157.418
50579-1,HCC1500,200860,FGF-1,50448,100,ng/ml,90,minute,pJnk,156.492
50579-1,HCC1500,200860,FGF-1,50167,1,ng/ml,10,minute,pP38,445.534
50579-1,HCC1500,200860,FGF-1,49984,100,ng/ml,10,minute,pP38,558.147
50579-1,HCC1500,200860,FGF-1,50183,1,ng/ml,30,minute,pP38,489.197
50579-1,HCC1500,200860,FGF-1,50072,100,ng/ml,30,minute,pP38,509.414
50579-1,HCC1500,200860,FGF-1,50347,1,ng/ml,90,minute,pP38,484.069
50579-1,HCC1500,200860,FGF-1,50303,100,ng/ml,90,minute,pP38,424.601
50579-1,HCC1500,200861,FGF-2,49776,1,ng/ml,10,minute,pAkt,189.697
50579-1,HCC1500,200861,FGF-2,49624,100,ng/ml,10,minute,pAkt,212.171
50579-1,HCC1500,200861,FGF-2,49716,1,ng/ml,30,minute,pAkt,221.449
50579-1,HCC1500,200861,FGF-2,49792,100,ng/ml,30,minute,pAkt,238.022
50579-1,HCC1500,200861,FGF-2,49688,1,ng/ml,90,minute,pAkt,228.861
50579-1,HCC1500,200861,FGF-2,49616,100,ng/ml,90,minute,pAkt,215.348
50579-1,HCC1500,200861,FGF-2,49240,1,ng/ml,10,minute,pErk,3076.223
50579-1,HCC1500,200861,FGF-2,49560,100,ng/ml,10,minute,pErk,5696.551
50579-1,HCC1500,200861,FGF-2,49232,1,ng/ml,30,minute,pErk,3300.063
50579-1,HCC1500,200861,FGF-2,49580,100,ng/ml,30,minute,pErk,4630.369
50579-1,HCC1500,200861,FGF-2,49308,1,ng/ml,90,minute,pErk,5291.316
50579-1,HCC1500,200861,FGF-2,49272,100,ng/ml,90,minute,pErk,4529.639
50579-1,HCC1500,200861,FGF-2,50691,1,ng/ml,10,minute,pJnk,162.059
50579-1,HCC1500,200861,FGF-2,50548,100,ng/ml,10,minute,pJnk,161.390
50579-1,HCC1500,200861,FGF-2,50464,1,ng/ml,30,minute,pJnk,162.060
50579-1,HCC1500,200861,FGF-2,50655,100,ng/ml,30,minute,pJnk,165.385
50579-1,HCC1500,200861,FGF-2,50695,1,ng/ml,90,minute,pJnk,156.063
50579-1,HCC1500,200861,FGF-2,50731,100,ng/ml,90,minute,pJnk,160.261
50579-1,HCC1500,200861,FGF-2,50327,1,ng/ml,10,minute,pP38,509.582
50579-1,HCC1500,200861,FGF-2,50251,100,ng/ml,10,minute,pP38,589.632
50579-1,HCC1500,200861,FGF-2,50187,1,ng/ml,30,minute,pP38,548.214
50579-1,HCC1500,200861,FGF-2,50004,100,ng/ml,30,minute,pP38,568.264
50579-1,HCC1500,200861,FGF-2,50087,1,ng/ml,90,minute,pP38,554.367
50579-1,HCC1500,200861,FGF-2,50091,100,ng/ml,90,minute,pP38,510.387
50579-1,HCC1500,200858,HGF,49684,1,ng/ml,10,minute,pAkt,202.731
50579-1,HCC1500,200858,HGF,49708,100,ng/ml,10,minute,pAkt,195.696
50579-1,HCC1500,200858,HGF,49887,1,ng/ml,30,minute,pAkt,191.892
50579-1,HCC1500,200858,HGF,49875,100,ng/ml,30,minute,pAkt,199.776
50579-1,HCC1500,200858,HGF,49728,1,ng/ml,90,minute,pAkt,658.700
50579-1,HCC1500,200858,HGF,49608,100,ng/ml,90,minute,pAkt,203.379
50579-1,HCC1500,200858,HGF,49544,1,ng/ml,10,minute,pErk,239.395
50579-1,HCC1500,200858,HGF,49388,100,ng/ml,10,minute,pErk,596.624
50579-1,HCC1500,200858,HGF,49464,1,ng/ml,30,minute,pErk,260.135
50579-1,HCC1500,200858,HGF,49260,100,ng/ml,30,minute,pErk,245.253
50579-1,HCC1500,200858,HGF,49528,1,ng/ml,90,minute,pErk,273.102
50579-1,HCC1500,200858,HGF,49444,100,ng/ml,90,minute,pErk,248.933
50579-1,HCC1500,200858,HGF,50679,1,ng/ml,10,minute,pJnk,143.905
50579-1,HCC1500,200858,HGF,50452,100,ng/ml,10,minute,pJnk,138.207
50579-1,HCC1500,200858,HGF,50372,1,ng/ml,30,minute,pJnk,144.174
50579-1,HCC1500,200858,HGF,50432,100,ng/ml,30,minute,pJnk,147.297
50579-1,HCC1500,200858,HGF,50516,1,ng/ml,90,minute,pJnk,131.310
50579-1,HCC1500,200858,HGF,50715,100,ng/ml,90,minute,pJnk,124.230
50579-1,HCC1500,200858,HGF,50247,1,ng/ml,10,minute,pP38,427.120
50579-1,HCC1500,200858,HGF,50227,100,ng/ml,10,minute,pP38,425.121
50579-1,HCC1500,200858,HGF,50203,1,ng/ml,30,minute,pP38,411.427
50579-1,HCC1500,200858,HGF,49976,100,ng/ml,30,minute,pP38,420.249
50579-1,HCC1500,200858,HGF,50307,1,ng/ml,90,minute,pP38,396.080
50579-1,HCC1500,200858,HGF,50179,100,ng/ml,90,minute,pP38,375.267
50579-1,HCC1500,200853,NRG1,49891,1,ng/ml,10,minute,pAkt,197.947
50579-1,HCC1500,200853,NRG1,49724,100,ng/ml,10,minute,pAkt,1244.933
50579-1,HCC1500,200853,NRG1,49752,1,ng/ml,30,minute,pAkt,197.423
50579-1,HCC1500,200853,NRG1,49704,100,ng/ml,30,minute,pAkt,912.933
50579-1,HCC1500,200853,NRG1,49600,1,ng/ml,90,minute,pAkt,344.825
50579-1,HCC1500,200853,NRG1,49967,100,ng/ml,90,minute,pAkt,701.457
50579-1,HCC1500,200853,NRG1,49296,1,ng/ml,10,minute,pErk,956.930
50579-1,HCC1500,200853,NRG1,49228,100,ng/ml,10,minute,pErk,8569.446
50579-1,HCC1500,200853,NRG1,49408,1,ng/ml,30,minute,pErk,874.583
50579-1,HCC1500,200853,NRG1,49524,100,ng/ml,30,minute,pErk,3188.812
50579-1,HCC1500,200853,NRG1,49292,1,ng/ml,90,minute,pErk,1579.635
50579-1,HCC1500,200853,NRG1,49216,100,ng/ml,90,minute,pErk,2123.367
50579-1,HCC1500,200853,NRG1,50392,1,ng/ml,10,minute,pJnk,153.331
50579-1,HCC1500,200853,NRG1,50468,100,ng/ml,10,minute,pJnk,171.116
50579-1,HCC1500,200853,NRG1,50635,1,ng/ml,30,minute,pJnk,151.435
50579-1,HCC1500,200853,NRG1,50651,100,ng/ml,30,minute,pJnk,150.195
50579-1,HCC1500,200853,NRG1,50735,1,ng/ml,90,minute,pJnk,142.556
50579-1,HCC1500,200853,NRG1,50739,100,ng/ml,90,minute,pJnk,143.941
50579-1,HCC1500,200853,NRG1,50083,1,ng/ml,10,minute,pP38,417.782
50579-1,HCC1500,200853,NRG1,50155,100,ng/ml,10,minute,pP38,739.390
50579-1,HCC1500,200853,NRG1,50056,1,ng/ml,30,minute,pP38,433.124
50579-1,HCC1500,200853,NRG1,50291,100,ng/ml,30,minute,pP38,495.485
50579-1,HCC1500,200853,NRG1,50163,1,ng/ml,90,minute,pP38,424.637
50579-1,HCC1500,200853,NRG1,50147,100,ng/ml,90,minute,pP38,445.719
50579-1,HCC1500,200855,IGF-I,49732,1,ng/ml,10,minute,pAkt,214.583
50579-1,HCC1500,200855,IGF-I,49839,100,ng/ml,10,minute,pAkt,209.327
50579-1,HCC1500,200855,IGF-I,49644,1,ng/ml,30,minute,pAkt,221.911
50579-1,HCC1500,200855,IGF-I,49883,100,ng/ml,30,minute,pAkt,206.470
50579-1,HCC1500,200855,IGF-I,49652,1,ng/ml,90,minute,pAkt,204.510
50579-1,HCC1500,200855,IGF-I,49720,100,ng/ml,90,minute,pAkt,220.263
50579-1,HCC1500,200855,IGF-I,49252,1,ng/ml,10,minute,pErk,255.061
50579-1,HCC1500,200855,IGF-I,49344,100,ng/ml,10,minute,pErk,250.926
50579-1,HCC1500,200855,IGF-I,49512,1,ng/ml,30,minute,pErk,262.424
50579-1,HCC1500,200855,IGF-I,49400,100,ng/ml,30,minute,pErk,267.750
50579-1,HCC1500,200855,IGF-I,49424,1,ng/ml,90,minute,pErk,257.958
50579-1,HCC1500,200855,IGF-I,49412,100,ng/ml,90,minute,pErk,238.274
50579-1,HCC1500,200855,IGF-I,50592,1,ng/ml,10,minute,pJnk,174.817
50579-1,HCC1500,200855,IGF-I,50572,100,ng/ml,10,minute,pJnk,144.405
50579-1,HCC1500,200855,IGF-I,50647,1,ng/ml,30,minute,pJnk,156.675
50579-1,HCC1500,200855,IGF-I,50416,100,ng/ml,30,minute,pJnk,146.238
