Cell Line HMS LINCS ID,Cell Line Name,Protein HMS LINCS ID,Protein Name,Image,Protein Ligand Concentration,Conc unit,Time,Time unit,Measured Protein,Measured Protein Value
50214-2,HCC202,200855,IGF-I,57531,1,ng/ml,10,minute,pJnk,201.610
50214-2,HCC202,200855,IGF-I,57611,100,ng/ml,10,minute,pJnk,209.067
50214-2,HCC202,200855,IGF-I,57475,1,ng/ml,30,minute,pJnk,217.142
50214-2,HCC202,200855,IGF-I,57280,100,ng/ml,30,minute,pJnk,199.022
50214-2,HCC202,200855,IGF-I,57432,1,ng/ml,90,minute,pJnk,196.251
50214-2,HCC202,200855,IGF-I,57296,100,ng/ml,90,minute,pJnk,196.688
50214-2,HCC202,200855,IGF-I,57112,1,ng/ml,10,minute,pP38,779.853
50214-2,HCC202,200855,IGF-I,57104,100,ng/ml,10,minute,pP38,730.008
50214-2,HCC202,200855,IGF-I,56888,1,ng/ml,30,minute,pP38,709.404
50214-2,HCC202,200855,IGF-I,57235,100,ng/ml,30,minute,pP38,748.420
50214-2,HCC202,200855,IGF-I,57040,1,ng/ml,90,minute,pP38,835.777
50214-2,HCC202,200855,IGF-I,57191,100,ng/ml,90,minute,pP38,656.347
50214-2,HCC202,200856,IGF-II,56672,1,ng/ml,10,minute,pAkt,4828.386
50214-2,HCC202,200856,IGF-II,56616,100,ng/ml,10,minute,pAkt,4400.866
50214-2,HCC202,200856,IGF-II,56532,1,ng/ml,30,minute,pAkt,5092.455
50214-2,HCC202,200856,IGF-II,56875,100,ng/ml,30,minute,pAkt,3527.804
50214-2,HCC202,200856,IGF-II,56608,1,ng/ml,90,minute,pAkt,5769.548
50214-2,HCC202,200856,IGF-II,56720,100,ng/ml,90,minute,pAkt,3321.005
50214-2,HCC202,200856,IGF-II,56471,1,ng/ml,10,minute,pErk,2429.096
50214-2,HCC202,200856,IGF-II,56208,100,ng/ml,10,minute,pErk,2898.026
50214-2,HCC202,200856,IGF-II,56204,1,ng/ml,30,minute,pErk,2153.169
50214-2,HCC202,200856,IGF-II,56339,100,ng/ml,30,minute,pErk,2822.654
50214-2,HCC202,200856,IGF-II,56315,1,ng/ml,90,minute,pErk,2592.732
50214-2,HCC202,200856,IGF-II,56136,100,ng/ml,90,minute,pErk,2390.455
50214-2,HCC202,200856,IGF-II,57308,1,ng/ml,10,minute,pJnk,185.071
50214-2,HCC202,200856,IGF-II,57372,100,ng/ml,10,minute,pJnk,196.555
50214-2,HCC202,200856,IGF-II,57356,1,ng/ml,30,minute,pJnk,219.046
50214-2,HCC202,200856,IGF-II,57364,100,ng/ml,30,minute,pJnk,211.696
50214-2,HCC202,200856,IGF-II,57647,1,ng/ml,90,minute,pJnk,252.821
50214-2,HCC202,200856,IGF-II,57571,100,ng/ml,90,minute,pJnk,221.671
50214-2,HCC202,200856,IGF-II,56948,1,ng/ml,10,minute,pP38,674.623
50214-2,HCC202,200856,IGF-II,56924,100,ng/ml,10,minute,pP38,635.511
50214-2,HCC202,200856,IGF-II,57175,1,ng/ml,30,minute,pP38,715.055
50214-2,HCC202,200856,IGF-II,56980,100,ng/ml,30,minute,pP38,706.221
50214-2,HCC202,200856,IGF-II,56908,1,ng/ml,90,minute,pP38,822.530
50214-2,HCC202,200856,IGF-II,56904,100,ng/ml,90,minute,pP38,704.486
50214-2,HCC202,200854,INS,56592,1,ng/ml,10,minute,pAkt,2216.623
50214-2,HCC202,200854,INS,56744,100,ng/ml,10,minute,pAkt,2548.427
50214-2,HCC202,200854,INS,56612,1,ng/ml,30,minute,pAkt,2394.499
50214-2,HCC202,200854,INS,56520,100,ng/ml,30,minute,pAkt,2382.838
50214-2,HCC202,200854,INS,56807,1,ng/ml,90,minute,pAkt,2450.942
50214-2,HCC202,200854,INS,56656,100,ng/ml,90,minute,pAkt,2784.447
50214-2,HCC202,200854,INS,56475,1,ng/ml,10,minute,pErk,2089.558
50214-2,HCC202,200854,INS,56184,100,ng/ml,10,minute,pErk,2271.023
50214-2,HCC202,200854,INS,56487,1,ng/ml,30,minute,pErk,1816.804
50214-2,HCC202,200854,INS,56247,100,ng/ml,30,minute,pErk,2373.446
50214-2,HCC202,200854,INS,56375,1,ng/ml,90,minute,pErk,1974.998
50214-2,HCC202,200854,INS,56251,100,ng/ml,90,minute,pErk,1831.308
50214-2,HCC202,200854,INS,57507,1,ng/ml,10,minute,pJnk,194.995
50214-2,HCC202,200854,INS,57575,100,ng/ml,10,minute,pJnk,200.236
50214-2,HCC202,200854,INS,57483,1,ng/ml,30,minute,pJnk,202.983
50214-2,HCC202,200854,INS,57340,100,ng/ml,30,minute,pJnk,195.624
50214-2,HCC202,200854,INS,57551,1,ng/ml,90,minute,pJnk,204.290
50214-2,HCC202,200854,INS,57583,100,ng/ml,90,minute,pJnk,207.408
50214-2,HCC202,200854,INS,57219,1,ng/ml,10,minute,pP38,815.786
50214-2,HCC202,200854,INS,57096,100,ng/ml,10,minute,pP38,756.028
50214-2,HCC202,200854,INS,57171,1,ng/ml,30,minute,pP38,751.293
50214-2,HCC202,200854,INS,57000,100,ng/ml,30,minute,pP38,742.032
50214-2,HCC202,200854,INS,57223,1,ng/ml,90,minute,pP38,768.379
50214-2,HCC202,200854,INS,57016,100,ng/ml,90,minute,pP38,687.731
50214-2,HCC202,200862,NGF-beta,56815,1,ng/ml,10,minute,pAkt,2395.686
50214-2,HCC202,200862,NGF-beta,56580,100,ng/ml,10,minute,pAkt,2549.944
50214-2,HCC202,200862,NGF-beta,56732,1,ng/ml,30,minute,pAkt,2491.848
50214-2,HCC202,200862,NGF-beta,56692,100,ng/ml,30,minute,pAkt,2279.337
50214-2,HCC202,200862,NGF-beta,56780,1,ng/ml,90,minute,pAkt,2541.376
50214-2,HCC202,200862,NGF-beta,56740,100,ng/ml,90,minute,pAkt,2701.254
50214-2,HCC202,200862,NGF-beta,56243,1,ng/ml,10,minute,pErk,2369.190
50214-2,HCC202,200862,NGF-beta,56255,100,ng/ml,10,minute,pErk,2464.059
50214-2,HCC202,200862,NGF-beta,56180,1,ng/ml,30,minute,pErk,2261.054
50214-2,HCC202,200862,NGF-beta,56359,100,ng/ml,30,minute,pErk,2326.095
50214-2,HCC202,200862,NGF-beta,56435,1,ng/ml,90,minute,pErk,2758.656
50214-2,HCC202,200862,NGF-beta,56323,100,ng/ml,90,minute,pErk,2119.006
50214-2,HCC202,200862,NGF-beta,57599,1,ng/ml,10,minute,pJnk,188.953
50214-2,HCC202,200862,NGF-beta,57523,100,ng/ml,10,minute,pJnk,200.429
50214-2,HCC202,200862,NGF-beta,57272,1,ng/ml,30,minute,pJnk,200.000
50214-2,HCC202,200862,NGF-beta,57388,100,ng/ml,30,minute,pJnk,195.190
50214-2,HCC202,200862,NGF-beta,57595,1,ng/ml,90,minute,pJnk,200.200
50214-2,HCC202,200862,NGF-beta,57284,100,ng/ml,90,minute,pJnk,185.701
50214-2,HCC202,200862,NGF-beta,56892,1,ng/ml,10,minute,pP38,797.388
50214-2,HCC202,200862,NGF-beta,57215,100,ng/ml,10,minute,pP38,805.162
50214-2,HCC202,200862,NGF-beta,56968,1,ng/ml,30,minute,pP38,751.623
50214-2,HCC202,200862,NGF-beta,57092,100,ng/ml,30,minute,pP38,763.300
50214-2,HCC202,200862,NGF-beta,57008,1,ng/ml,90,minute,pP38,837.838
50214-2,HCC202,200862,NGF-beta,56964,100,ng/ml,90,minute,pP38,734.171
50214-2,HCC202,200857,PDGF-BB,56660,1,ng/ml,10,minute,pAkt,3474.233
50214-2,HCC202,200857,PDGF-BB,56564,100,ng/ml,10,minute,pAkt,2711.512
50214-2,HCC202,200857,PDGF-BB,56839,1,ng/ml,30,minute,pAkt,4278.214
50214-2,HCC202,200857,PDGF-BB,56736,100,ng/ml,30,minute,pAkt,2193.759
50214-2,HCC202,200857,PDGF-BB,56536,1,ng/ml,90,minute,pAkt,3626.114
50214-2,HCC202,200857,PDGF-BB,56636,100,ng/ml,90,minute,pAkt,2168.870
50214-2,HCC202,200857,PDGF-BB,56311,1,ng/ml,10,minute,pErk,2886.356
50214-2,HCC202,200857,PDGF-BB,56371,100,ng/ml,10,minute,pErk,2299.855
50214-2,HCC202,200857,PDGF-BB,56287,1,ng/ml,30,minute,pErk,3396.228
50214-2,HCC202,200857,PDGF-BB,56295,100,ng/ml,30,minute,pErk,2378.082
50214-2,HCC202,200857,PDGF-BB,56427,1,ng/ml,90,minute,pErk,2578.787
50214-2,HCC202,200857,PDGF-BB,56192,100,ng/ml,90,minute,pErk,2292.762
50214-2,HCC202,200857,PDGF-BB,57651,1,ng/ml,10,minute,pJnk,218.871
50214-2,HCC202,200857,PDGF-BB,57567,100,ng/ml,10,minute,pJnk,209.408
50214-2,HCC202,200857,PDGF-BB,57591,1,ng/ml,30,minute,pJnk,266.246
50214-2,HCC202,200857,PDGF-BB,57344,100,ng/ml,30,minute,pJnk,216.199
50214-2,HCC202,200857,PDGF-BB,57555,1,ng/ml,90,minute,pJnk,252.619
50214-2,HCC202,200857,PDGF-BB,57515,100,ng/ml,90,minute,pJnk,233.446
50214-2,HCC202,200857,PDGF-BB,57159,1,ng/ml,10,minute,pP38,672.560
50214-2,HCC202,200857,PDGF-BB,56916,100,ng/ml,10,minute,pP38,617.101
50214-2,HCC202,200857,PDGF-BB,57136,1,ng/ml,30,minute,pP38,772.367
50214-2,HCC202,200857,PDGF-BB,57044,100,ng/ml,30,minute,pP38,757.670
50214-2,HCC202,200857,PDGF-BB,57060,1,ng/ml,90,minute,pP38,950.437
50214-2,HCC202,200857,PDGF-BB,56896,100,ng/ml,90,minute,pP38,802.129
50214-2,HCC202,200859,SCF,56516,1,ng/ml,10,minute,pAkt,3894.827
50214-2,HCC202,200859,SCF,56624,100,ng/ml,10,minute,pAkt,3510.933
50214-2,HCC202,200859,SCF,56632,1,ng/ml,30,minute,pAkt,5081.865
50214-2,HCC202,200859,SCF,56648,100,ng/ml,30,minute,pAkt,2670.882
50214-2,HCC202,200859,SCF,56871,1,ng/ml,90,minute,pAkt,5067.995
50214-2,HCC202,200859,SCF,56827,100,ng/ml,90,minute,pAkt,3106.257
50214-2,HCC202,200859,SCF,56196,1,ng/ml,10,minute,pErk,2320.249
50214-2,HCC202,200859,SCF,56483,100,ng/ml,10,minute,pErk,2454.971
50214-2,HCC202,200859,SCF,56335,1,ng/ml,30,minute,pErk,2237.851
50214-2,HCC202,200859,SCF,56200,100,ng/ml,30,minute,pErk,2515.906
50214-2,HCC202,200859,SCF,56120,1,ng/ml,90,minute,pErk,2417.385
50214-2,HCC202,200859,SCF,56399,100,ng/ml,90,minute,pErk,2059.836
50214-2,HCC202,200859,SCF,57543,1,ng/ml,10,minute,pJnk,234.033
50214-2,HCC202,200859,SCF,57300,100,ng/ml,10,minute,pJnk,223.003
50214-2,HCC202,200859,SCF,57643,1,ng/ml,30,minute,pJnk,276.938
50214-2,HCC202,200859,SCF,57392,100,ng/ml,30,minute,pJnk,226.939
50214-2,HCC202,200859,SCF,57603,1,ng/ml,90,minute,pJnk,269.631
50214-2,HCC202,200859,SCF,57328,100,ng/ml,90,minute,pJnk,245.872
50214-2,HCC202,200859,SCF,57151,1,ng/ml,10,minute,pP38,709.390
50214-2,HCC202,200859,SCF,57128,100,ng/ml,10,minute,pP38,661.850
50214-2,HCC202,200859,SCF,57076,1,ng/ml,30,minute,pP38,775.033
50214-2,HCC202,200859,SCF,57080,100,ng/ml,30,minute,pP38,725.269
50214-2,HCC202,200859,SCF,57056,1,ng/ml,90,minute,pP38,946.563
50214-2,HCC202,200859,SCF,56936,100,ng/ml,90,minute,pP38,764.390
50214-2,HCC202,200864,VEGF165,56503,1,ng/ml,10,minute,pAkt,2157.490
50214-2,HCC202,200864,VEGF165,56823,100,ng/ml,10,minute,pAkt,2651.337
50214-2,HCC202,200864,VEGF165,56644,1,ng/ml,30,minute,pAkt,2329.613
50214-2,HCC202,200864,VEGF165,56748,100,ng/ml,30,minute,pAkt,2712.092
50214-2,HCC202,200864,VEGF165,56784,1,ng/ml,90,minute,pAkt,2693.785
50214-2,HCC202,200864,VEGF165,56628,100,ng/ml,90,minute,pAkt,2380.705
50214-2,HCC202,200864,VEGF165,56119,1,ng/ml,10,minute,pErk,2495.994
50214-2,HCC202,200864,VEGF165,56283,100,ng/ml,10,minute,pErk,2771.525
50214-2,HCC202,200864,VEGF165,56467,1,ng/ml,30,minute,pErk,2353.309
50214-2,HCC202,200864,VEGF165,56128,100,ng/ml,30,minute,pErk,2152.744
50214-2,HCC202,200864,VEGF165,56307,1,ng/ml,90,minute,pErk,2352.445
50214-2,HCC202,200864,VEGF165,56451,100,ng/ml,90,minute,pErk,2303.952
50214-2,HCC202,200864,VEGF165,57271,1,ng/ml,10,minute,pJnk,185.335
50214-2,HCC202,200864,VEGF165,57336,100,ng/ml,10,minute,pJnk,191.560
50214-2,HCC202,200864,VEGF165,57332,1,ng/ml,30,minute,pJnk,198.154
50214-2,HCC202,200864,VEGF165,57527,100,ng/ml,30,minute,pJnk,193.477
50214-2,HCC202,200864,VEGF165,57539,1,ng/ml,90,minute,pJnk,191.549
50214-2,HCC202,200864,VEGF165,57288,100,ng/ml,90,minute,pJnk,193.050
50214-2,HCC202,200864,VEGF165,56887,1,ng/ml,10,minute,pP38,686.806
50214-2,HCC202,200864,VEGF165,57088,100,ng/ml,10,minute,pP38,752.497
50214-2,HCC202,200864,VEGF165,57032,1,ng/ml,30,minute,pP38,722.896
50214-2,HCC202,200864,VEGF165,57255,100,ng/ml,30,minute,pP38,718.019
50214-2,HCC202,200864,VEGF165,57108,1,ng/ml,90,minute,pP38,790.104
50214-2,HCC202,200864,VEGF165,57144,100,ng/ml,90,minute,pP38,746.277
50214-2,HCC202,,,56544,0,ng/ml,,,pAkt,1908.027
50214-2,HCC202,,,56168,0,ng/ml,,,pErk,2753.419
50214-2,HCC202,,,57376,0,ng/ml,,,pJnk,194.579
50214-2,HCC202,,,57048,0,ng/ml,,,pP38,687.687
50216-2,HCC38,200852,BTC,28048,1,ng/ml,10,minute,pAkt,907.658
50216-2,HCC38,200852,BTC,27948,100,ng/ml,10,minute,pAkt,1272.692
50216-2,HCC38,200852,BTC,28012,1,ng/ml,30,minute,pAkt,832.070
50216-2,HCC38,200852,BTC,27904,100,ng/ml,30,minute,pAkt,946.445
50216-2,HCC38,200852,BTC,27916,1,ng/ml,90,minute,pAkt,848.328
50216-2,HCC38,200852,BTC,27888,100,ng/ml,90,minute,pAkt,768.559
50216-2,HCC38,200852,BTC,27376,1,ng/ml,10,minute,pErk,9241.344
50216-2,HCC38,200852,BTC,27572,100,ng/ml,10,minute,pErk,12696.886
50216-2,HCC38,200852,BTC,27356,1,ng/ml,30,minute,pErk,6609.964
50216-2,HCC38,200852,BTC,27504,100,ng/ml,30,minute,pErk,7468.163
50216-2,HCC38,200852,BTC,27536,1,ng/ml,90,minute,pErk,7425.595
50216-2,HCC38,200852,BTC,27700,100,ng/ml,90,minute,pErk,2392.402
50216-2,HCC38,200852,BTC,28804,1,ng/ml,10,minute,pJnk,91.190
50216-2,HCC38,200852,BTC,28756,100,ng/ml,10,minute,pJnk,95.916
50216-2,HCC38,200852,BTC,28632,1,ng/ml,30,minute,pJnk,88.376
50216-2,HCC38,200852,BTC,28832,100,ng/ml,30,minute,pJnk,87.289
50216-2,HCC38,200852,BTC,28796,1,ng/ml,90,minute,pJnk,84.101
50216-2,HCC38,200852,BTC,28820,100,ng/ml,90,minute,pJnk,78.119
50216-2,HCC38,200852,BTC,28176,1,ng/ml,10,minute,pP38,399.095
50216-2,HCC38,200852,BTC,28308,100,ng/ml,10,minute,pP38,436.504
50216-2,HCC38,200852,BTC,28148,1,ng/ml,30,minute,pP38,395.316
50216-2,HCC38,200852,BTC,28236,100,ng/ml,30,minute,pP38,390.660
50216-2,HCC38,200852,BTC,28360,1,ng/ml,90,minute,pP38,361.093
50216-2,HCC38,200852,BTC,28468,100,ng/ml,90,minute,pP38,363.270
50216-2,HCC38,200863,EFNA1,27848,1,ng/ml,10,minute,pAkt,564.399
50216-2,HCC38,200863,EFNA1,28096,100,ng/ml,10,minute,pAkt,385.795
50216-2,HCC38,200863,EFNA1,27748,1,ng/ml,30,minute,pAkt,529.740
50216-2,HCC38,200863,EFNA1,27920,100,ng/ml,30,minute,pAkt,400.143
50216-2,HCC38,200863,EFNA1,28020,1,ng/ml,90,minute,pAkt,582.865
50216-2,HCC38,200863,EFNA1,27892,100,ng/ml,90,minute,pAkt,586.993
50216-2,HCC38,200863,EFNA1,27668,1,ng/ml,10,minute,pErk,771.148
50216-2,HCC38,200863,EFNA1,27708,100,ng/ml,10,minute,pErk,747.300
50216-2,HCC38,200863,EFNA1,27688,1,ng/ml,30,minute,pErk,688.979
50216-2,HCC38,200863,EFNA1,27372,100,ng/ml,30,minute,pErk,835.888
50216-2,HCC38,200863,EFNA1,27588,1,ng/ml,90,minute,pErk,860.614
50216-2,HCC38,200863,EFNA1,27512,100,ng/ml,90,minute,pErk,881.044
50216-2,HCC38,200863,EFNA1,28708,1,ng/ml,10,minute,pJnk,69.737
50216-2,HCC38,200863,EFNA1,28856,100,ng/ml,10,minute,pJnk,68.455
50216-2,HCC38,200863,EFNA1,28668,1,ng/ml,30,minute,pJnk,70.292
50216-2,HCC38,200863,EFNA1,28800,100,ng/ml,30,minute,pJnk,76.831
50216-2,HCC38,200863,EFNA1,28536,1,ng/ml,90,minute,pJnk,92.163
50216-2,HCC38,200863,EFNA1,28740,100,ng/ml,90,minute,pJnk,139.760
50216-2,HCC38,200863,EFNA1,28380,1,ng/ml,10,minute,pP38,349.476
50216-2,HCC38,200863,EFNA1,28296,100,ng/ml,10,minute,pP38,351.322
50216-2,HCC38,200863,EFNA1,28340,1,ng/ml,30,minute,pP38,377.944
50216-2,HCC38,200863,EFNA1,28412,100,ng/ml,30,minute,pP38,362.946
50216-2,HCC38,200863,EFNA1,28228,1,ng/ml,90,minute,pP38,349.195
50216-2,HCC38,200863,EFNA1,28348,100,ng/ml,90,minute,pP38,358.157
50216-2,HCC38,200850,EGF,27744,1,ng/ml,10,minute,pAkt,852.850
50216-2,HCC38,200850,EGF,27868,100,ng/ml,10,minute,pAkt,1375.512
50216-2,HCC38,200850,EGF,27820,1,ng/ml,30,minute,pAkt,795.066
50216-2,HCC38,200850,EGF,27880,100,ng/ml,30,minute,pAkt,1162.682
50216-2,HCC38,200850,EGF,28000,1,ng/ml,90,minute,pAkt,803.276
50216-2,HCC38,200850,EGF,27836,100,ng/ml,90,minute,pAkt,862.036
50216-2,HCC38,200850,EGF,27620,1,ng/ml,10,minute,pErk,7537.590
50216-2,HCC38,200850,EGF,27624,100,ng/ml,10,minute,pErk,13078.158
50216-2,HCC38,200850,EGF,27488,1,ng/ml,30,minute,pErk,5639.856
50216-2,HCC38,200850,EGF,27548,100,ng/ml,30,minute,pErk,9853.714
50216-2,HCC38,200850,EGF,27476,1,ng/ml,90,minute,pErk,6259.888
50216-2,HCC38,200850,EGF,27584,100,ng/ml,90,minute,pErk,4442.051
50216-2,HCC38,200850,EGF,28620,1,ng/ml,10,minute,pJnk,72.698
50216-2,HCC38,200850,EGF,28848,100,ng/ml,10,minute,pJnk,93.593
50216-2,HCC38,200850,EGF,28508,1,ng/ml,30,minute,pJnk,91.833
50216-2,HCC38,200850,EGF,28548,100,ng/ml,30,minute,pJnk,89.046
50216-2,HCC38,200850,EGF,28876,1,ng/ml,90,minute,pJnk,72.234
50216-2,HCC38,200850,EGF,28836,100,ng/ml,90,minute,pJnk,73.197
50216-2,HCC38,200850,EGF,28220,1,ng/ml,10,minute,pP38,402.978
50216-2,HCC38,200850,EGF,28216,100,ng/ml,10,minute,pP38,411.005
50216-2,HCC38,200850,EGF,28268,1,ng/ml,30,minute,pP38,382.731
50216-2,HCC38,200850,EGF,28324,100,ng/ml,30,minute,pP38,423.833
50216-2,HCC38,200850,EGF,28164,1,ng/ml,90,minute,pP38,392.115
50216-2,HCC38,200850,EGF,28460,100,ng/ml,90,minute,pP38,380.843
50216-2,HCC38,200851,EPR,27932,1,ng/ml,10,minute,pAkt,597.818
50216-2,HCC38,200851,EPR,27968,100,ng/ml,10,minute,pAkt,1116.832
50216-2,HCC38,200851,EPR,27896,1,ng/ml,30,minute,pAkt,585.723
50216-2,HCC38,200851,EPR,27988,100,ng/ml,30,minute,pAkt,849.817
50216-2,HCC38,200851,EPR,27952,1,ng/ml,90,minute,pAkt,546.874
50216-2,HCC38,200851,EPR,27856,100,ng/ml,90,minute,pAkt,677.481
50216-2,HCC38,200851,EPR,27728,1,ng/ml,10,minute,pErk,1252.899
50216-2,HCC38,200851,EPR,27480,100,ng/ml,10,minute,pErk,9724.065
50216-2,HCC38,200851,EPR,27560,1,ng/ml,30,minute,pErk,1120.397
50216-2,HCC38,200851,EPR,27592,100,ng/ml,30,minute,pErk,7279.898
50216-2,HCC38,200851,EPR,27404,1,ng/ml,90,minute,pErk,1133.320
50216-2,HCC38,200851,EPR,27576,100,ng/ml,90,minute,pErk,4606.346
50216-2,HCC38,200851,EPR,28724,1,ng/ml,10,minute,pJnk,80.799
50216-2,HCC38,200851,EPR,28576,100,ng/ml,10,minute,pJnk,89.311
50216-2,HCC38,200851,EPR,28760,1,ng/ml,30,minute,pJnk,63.996
50216-2,HCC38,200851,EPR,28688,100,ng/ml,30,minute,pJnk,88.589
50216-2,HCC38,200851,EPR,28532,1,ng/ml,90,minute,pJnk,65.242
50216-2,HCC38,200851,EPR,28808,100,ng/ml,90,minute,pJnk,74.802
50216-2,HCC38,200851,EPR,28312,1,ng/ml,10,minute,pP38,379.919
50216-2,HCC38,200851,EPR,28280,100,ng/ml,10,minute,pP38,395.927
50216-2,HCC38,200851,EPR,28212,1,ng/ml,30,minute,pP38,358.178
50216-2,HCC38,200851,EPR,28124,100,ng/ml,30,minute,pP38,392.251
50216-2,HCC38,200851,EPR,28156,1,ng/ml,90,minute,pP38,378.706
50216-2,HCC38,200851,EPR,28376,100,ng/ml,90,minute,pP38,376.478
50216-2,HCC38,200860,FGF-1,28036,1,ng/ml,10,minute,pAkt,578.433
50216-2,HCC38,200860,FGF-1,28040,100,ng/ml,10,minute,pAkt,815.210
50216-2,HCC38,200860,FGF-1,27780,1,ng/ml,30,minute,pAkt,606.782
50216-2,HCC38,200860,FGF-1,27792,100,ng/ml,30,minute,pAkt,673.737
50216-2,HCC38,200860,FGF-1,28044,1,ng/ml,90,minute,pAkt,474.446
50216-2,HCC38,200860,FGF-1,27964,100,ng/ml,90,minute,pAkt,661.883
50216-2,HCC38,200860,FGF-1,27580,1,ng/ml,10,minute,pErk,5867.630
50216-2,HCC38,200860,FGF-1,27696,100,ng/ml,10,minute,pErk,8588.642
50216-2,HCC38,200860,FGF-1,27656,1,ng/ml,30,minute,pErk,3235.969
50216-2,HCC38,200860,FGF-1,27596,100,ng/ml,30,minute,pErk,2782.705
50216-2,HCC38,200860,FGF-1,27724,1,ng/ml,90,minute,pErk,5798.013
50216-2,HCC38,200860,FGF-1,27612,100,ng/ml,90,minute,pErk,1887.652
50216-2,HCC38,200860,FGF-1,28600,1,ng/ml,10,minute,pJnk,77.813
50216-2,HCC38,200860,FGF-1,28860,100,ng/ml,10,minute,pJnk,78.070
50216-2,HCC38,200860,FGF-1,28588,1,ng/ml,30,minute,pJnk,70.995
50216-2,HCC38,200860,FGF-1,28544,100,ng/ml,30,minute,pJnk,72.451
50216-2,HCC38,200860,FGF-1,28788,1,ng/ml,90,minute,pJnk,8.341
50216-2,HCC38,200860,FGF-1,28584,100,ng/ml,90,minute,pJnk,71.960
50216-2,HCC38,200860,FGF-1,28136,1,ng/ml,10,minute,pP38,393.362
50216-2,HCC38,200860,FGF-1,28472,100,ng/ml,10,minute,pP38,404.233
50216-2,HCC38,200860,FGF-1,28388,1,ng/ml,30,minute,pP38,378.109
50216-2,HCC38,200860,FGF-1,28356,100,ng/ml,30,minute,pP38,377.556
50216-2,HCC38,200860,FGF-1,28184,1,ng/ml,90,minute,pP38,374.613
50216-2,HCC38,200860,FGF-1,28364,100,ng/ml,90,minute,pP38,366.989
50216-2,HCC38,200861,FGF-2,27884,1,ng/ml,10,minute,pAkt,576.873
50216-2,HCC38,200861,FGF-2,28016,100,ng/ml,10,minute,pAkt,775.768
50216-2,HCC38,200861,FGF-2,27924,1,ng/ml,30,minute,pAkt,613.240
50216-2,HCC38,200861,FGF-2,28060,100,ng/ml,30,minute,pAkt,700.949
50216-2,HCC38,200861,FGF-2,28092,1,ng/ml,90,minute,pAkt,706.861
50216-2,HCC38,200861,FGF-2,27996,100,ng/ml,90,minute,pAkt,705.360
50216-2,HCC38,200861,FGF-2,27456,1,ng/ml,10,minute,pErk,6823.621
50216-2,HCC38,200861,FGF-2,27384,100,ng/ml,10,minute,pErk,9552.770
50216-2,HCC38,200861,FGF-2,27388,1,ng/ml,30,minute,pErk,4401.012
50216-2,HCC38,200861,FGF-2,27616,100,ng/ml,30,minute,pErk,4955.779
50216-2,HCC38,200861,FGF-2,27412,1,ng/ml,90,minute,pErk,6166.855
50216-2,HCC38,200861,FGF-2,27640,100,ng/ml,90,minute,pErk,4687.855
50216-2,HCC38,200861,FGF-2,28720,1,ng/ml,10,minute,pJnk,73.472
50216-2,HCC38,200861,FGF-2,28652,100,ng/ml,10,minute,pJnk,78.599
50216-2,HCC38,200861,FGF-2,28772,1,ng/ml,30,minute,pJnk,79.727
50216-2,HCC38,200861,FGF-2,28604,100,ng/ml,30,minute,pJnk,77.259
50216-2,HCC38,200861,FGF-2,28572,1,ng/ml,90,minute,pJnk,84.416
50216-2,HCC38,200861,FGF-2,28504,100,ng/ml,90,minute,pJnk,75.688
50216-2,HCC38,200861,FGF-2,28196,1,ng/ml,10,minute,pP38,395.000
50216-2,HCC38,200861,FGF-2,28344,100,ng/ml,10,minute,pP38,403.043
50216-2,HCC38,200861,FGF-2,28408,1,ng/ml,30,minute,pP38,371.796
50216-2,HCC38,200861,FGF-2,28328,100,ng/ml,30,minute,pP38,377.494
50216-2,HCC38,200861,FGF-2,28456,1,ng/ml,90,minute,pP38,350.913
50216-2,HCC38,200861,FGF-2,28392,100,ng/ml,90,minute,pP38,352.738
50216-2,HCC38,200858,HGF,27992,1,ng/ml,10,minute,pAkt,578.434
50216-2,HCC38,200858,HGF,28004,100,ng/ml,10,minute,pAkt,1394.658
50216-2,HCC38,200858,HGF,27936,1,ng/ml,30,minute,pAkt,645.892
50216-2,HCC38,200858,HGF,28072,100,ng/ml,30,minute,pAkt,1169.643
50216-2,HCC38,200858,HGF,27800,1,ng/ml,90,minute,pAkt,697.410
50216-2,HCC38,200858,HGF,28108,100,ng/ml,90,minute,pAkt,829.028
50216-2,HCC38,200858,HGF,27516,1,ng/ml,10,minute,pErk,1064.242
50216-2,HCC38,200858,HGF,27424,100,ng/ml,10,minute,pErk,9980.492
50216-2,HCC38,200858,HGF,27460,1,ng/ml,30,minute,pErk,1275.555
50216-2,HCC38,200858,HGF,27676,100,ng/ml,30,minute,pErk,3570.617
50216-2,HCC38,200858,HGF,27532,1,ng/ml,90,minute,pErk,1244.692
50216-2,HCC38,200858,HGF,27468,100,ng/ml,90,minute,pErk,1788.578
50216-2,HCC38,200858,HGF,28516,1,ng/ml,10,minute,pJnk,60.911
50216-2,HCC38,200858,HGF,28628,100,ng/ml,10,minute,pJnk,93.231
50216-2,HCC38,200858,HGF,28696,1,ng/ml,30,minute,pJnk,74.487
50216-2,HCC38,200858,HGF,28732,100,ng/ml,30,minute,pJnk,85.260
50216-2,HCC38,200858,HGF,28792,1,ng/ml,90,minute,pJnk,104.094
50216-2,HCC38,200858,HGF,28824,100,ng/ml,90,minute,pJnk,94.733
50216-2,HCC38,200858,HGF,28200,1,ng/ml,10,minute,pP38,365.891
