Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration (uM),Time Point (hr),Mean Total Cell Count Before Treatment,Mean Total Cell Count After Treatment,Mean Total Control Cell Count,Mean Relative Cell Count,Mean Normalized Growth Rate Inhibition Value
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,2.70,19.50,198,163,1.1970,0.5873
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,4.60,19.50,295,295,0.9938,0.4819
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,6.60,19.50,351,390,0.9003,0.4831
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,8.60,19.50,369,442,0.8357,0.4868
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,10.60,19.50,389,467,0.8344,0.5120
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,12.50,19.50,402,495,0.8115,0.5210
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,14.50,19.50,412,537,0.7668,0.4841
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,16.50,19.50,419,626,0.6745,0.4543
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,18.40,19.50,433,775,0.5610,0.4476
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,20.40,19.50,436,951,0.4622,0.4560
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,22.40,19.50,440,1150,0.3850,0.3820
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,24.30,19.50,471,1322,0.3553,0.3885
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,26.30,19.50,498,1491,0.3336,0.3886
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,28.30,19.50,524,1665,0.3144,0.3996
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,30.30,19.50,553,1887,0.2934,0.3879
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,32.20,19.50,579,2123,0.2731,0.3833
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,34.20,19.50,596,2452,0.2450,0.3532
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,36.20,19.50,622,2641,0.2363,0.3554
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,38.10,19.50,652,2867,0.2282,0.4096
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,40.10,19.50,672,3104,0.2169,0.3981
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,42.10,19.50,699,3461,0.2027,0.3897
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,44.00,19.50,725,3824,0.1904,0.3863
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,46.00,19.50,748,4146,0.1805,0.3769
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,48.00,19.50,771,4441,0.1734,0.3839
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,50.00,19.50,805,4744,0.1691,0.3934
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,51.90,19.50,830,4974,0.1660,0.3947
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,53.90,19.50,849,5154,0.1636,0.4089
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,55.90,19.50,887,5348,0.1642,0.3940
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,57.80,19.50,909,5483,0.1643,0.3961
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,59.80,19.50,940,5578,0.1670,0.4131
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,62.80,19.50,975,5586,0.1730,0.4206
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,64.70,19.50,1012,5643,0.1782,0.4508
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,66.70,19.50,1041,5728,0.1807,0.4535
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,68.70,19.50,1032,5743,0.1793,0.4521
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,70.70,19.50,1106,5784,0.1901,0.4589
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,72.60,19.50,1123,5854,0.1910,0.4607
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,74.60,19.50,1147,5927,0.1927,0.4475
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,76.60,19.50,1175,5898,0.1987,0.4638
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,78.50,19.50,1197,5949,0.2006,0.4709
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,80.50,19.50,1173,6018,0.1947,0.4602
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,82.50,19.50,1257,6031,0.2079,0.4622
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,84.40,19.50,1275,6038,0.2110,0.4739
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,86.40,19.50,1301,6081,0.2137,0.4641
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,88.40,19.50,1332,6064,0.2196,0.4694
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,90.40,19.50,1360,6097,0.2232,0.4827
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,92.30,19.50,1378,6153,0.2242,0.4801
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,94.30,19.50,1406,6154,0.2288,0.4672
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,2.70,19.50,228,163,1.3734,0.5450
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,4.60,19.50,341,295,1.1601,0.4697
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,6.60,19.50,382,390,0.9776,0.4502
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,8.60,19.50,404,442,0.9148,0.4898
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,10.60,19.50,417,467,0.8929,0.4701
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,12.50,19.50,423,495,0.8538,0.4761
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,14.50,19.50,432,537,0.8040,0.5031
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,16.50,19.50,456,626,0.7278,0.5161
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,18.40,19.50,472,775,0.6076,0.4979
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,20.40,19.50,471,951,0.4941,0.4651
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,22.40,19.50,466,1150,0.4050,0.4311
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,24.30,19.50,475,1322,0.3607,0.4198
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,26.30,19.50,473,1491,0.3182,0.4384
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,28.30,19.50,469,1665,0.2821,0.4246
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,30.30,19.50,464,1887,0.2463,0.4128
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,32.20,19.50,457,2123,0.2155,0.4093
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,34.20,19.50,462,2452,0.1883,0.4194
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,36.20,19.50,454,2641,0.1721,0.3936
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,38.10,19.50,449,2867,0.1567,0.4015
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,40.10,19.50,445,3104,0.1433,0.3809
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,42.10,19.50,445,3461,0.1286,0.3798
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,44.00,19.50,445,3824,0.1164,0.3729
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,46.00,19.50,439,4146,0.1060,0.3580
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,48.00,19.50,423,4441,0.0954,0.3357
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,50.00,19.50,419,4744,0.0885,0.3304
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,51.90,19.50,421,4974,0.0849,0.3263
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,53.90,19.50,414,5154,0.0806,0.3168
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,55.90,19.50,408,5348,0.0769,0.3093
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,57.80,19.50,405,5483,0.0746,0.2992
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,59.80,19.50,401,5578,0.0726,0.2964
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,62.80,19.50,398,5586,0.0718,0.2648
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,64.70,19.50,391,5643,0.0698,0.2600
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,66.70,19.50,395,5728,0.0693,0.2373
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,68.70,19.50,388,5743,0.0678,0.2469
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,70.70,19.50,373,5784,0.0648,0.2210
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,72.60,19.50,367,5854,0.0628,0.2033
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,74.60,19.50,360,5927,0.0609,0.1888
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,76.60,19.50,352,5898,0.0597,0.1943
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,78.50,19.50,329,5949,0.0554,0.1834
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,80.50,19.50,307,6018,0.0510,0.1721
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,82.50,19.50,304,6031,0.0504,0.1574
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,84.40,19.50,288,6038,0.0478,0.1459
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,86.40,19.50,282,6081,0.0463,0.1521
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,88.40,19.50,266,6064,0.0439,0.1364
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,90.40,19.50,247,6097,0.0405,0.1226
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,92.30,19.50,229,6153,0.0373,0.1187
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,94.30,19.50,223,6154,0.0365,0.1113
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,2.70,19.50,247,163,1.4658,0.5955
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,4.60,19.50,335,295,1.1253,0.4615
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,6.60,19.50,404,390,1.0341,0.4523
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,8.60,19.50,452,442,1.0225,0.4591
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,10.60,19.50,484,467,1.0365,0.5089
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,12.50,19.50,502,495,1.0128,0.4896
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,14.50,19.50,536,537,0.9966,0.5099
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,16.50,19.50,586,626,0.9405,0.5000
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,18.40,19.50,687,775,0.8907,0.5617
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,20.40,19.50,777,951,0.8249,0.5630
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,22.40,19.50,904,1150,0.7924,0.5910
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,24.30,19.50,1057,1322,0.7956,0.6269
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,26.30,19.50,1163,1491,0.7771,0.6503
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,28.30,19.50,1301,1665,0.7803,0.6588
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,30.30,19.50,1500,1887,0.7950,0.6660
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,32.20,19.50,1683,2123,0.7942,0.6974
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,34.20,19.50,1833,2452,0.7546,0.6280
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,36.20,19.50,1965,2641,0.7477,0.6118
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,38.10,19.50,2133,2867,0.7471,0.6925
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,40.10,19.50,2337,3104,0.7545,0.6882
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,42.10,19.50,2552,3461,0.7402,0.6920
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,44.00,19.50,2865,3824,0.7534,0.7085
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,46.00,19.50,3134,4146,0.7558,0.7225
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,48.00,19.50,3389,4441,0.7607,0.7438
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,50.00,19.50,3616,4744,0.7586,0.7416
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,51.90,19.50,3920,4974,0.7814,0.7452
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,53.90,19.50,4121,5154,0.7918,0.7595
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,55.90,19.50,4298,5348,0.7951,0.7528
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,57.80,19.50,4526,5483,0.8177,0.7497
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,59.80,19.50,4719,5578,0.8398,0.7516
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,62.80,19.50,5015,5586,0.8912,0.7735
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,64.70,19.50,5150,5643,0.9062,0.7575
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,66.70,19.50,5268,5728,0.9150,0.7563
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,68.70,19.50,5437,5743,0.9424,0.7511
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,70.70,19.50,5510,5784,0.9493,0.7160
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,72.60,19.50,5613,5854,0.9564,0.7179
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,74.60,19.50,5730,5927,0.9652,0.7199
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,76.60,19.50,5857,5898,0.9918,0.7018
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,78.50,19.50,5979,5949,1.0039,0.7133
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,80.50,19.50,6044,6018,1.0031,0.7003
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,82.50,19.50,6152,6031,1.0191,0.6940
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,84.40,19.50,6235,6038,1.0319,0.6837
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,86.40,19.50,6321,6081,1.0388,0.6164
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,88.40,19.50,6444,6064,1.0625,0.6716
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,90.40,19.50,6555,6097,1.0753,0.6396
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,92.30,19.50,6649,6153,1.0809,0.6606
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,94.30,19.50,6760,6154,1.0994,0.6088
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,2.70,19.50,188,163,1.1163,0.4682
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,4.60,19.50,306,295,1.0310,0.4294
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,6.60,19.50,367,390,0.9406,0.4059
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,8.60,19.50,411,442,0.9297,0.4421
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,10.60,19.50,451,467,0.9656,0.5315
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,12.50,19.50,492,495,0.9929,0.5926
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,14.50,19.50,558,537,1.0381,0.6625
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,16.50,19.50,631,626,1.0163,0.7379
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,18.40,19.50,807,775,1.0499,0.7969
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,20.40,19.50,938,951,1.0010,0.8224
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,22.40,19.50,1109,1150,0.9757,0.8241
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,24.30,19.50,1221,1322,0.9170,0.8067
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,26.30,19.50,1329,1491,0.8877,0.8069
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,28.30,19.50,1455,1665,0.8724,0.8060
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,30.30,19.50,1619,1887,0.8582,0.8072
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,32.20,19.50,1817,2123,0.8575,0.8102
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,34.20,19.50,2061,2452,0.8471,0.8162
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,36.20,19.50,2225,2641,0.8460,0.8151
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,38.10,19.50,2384,2867,0.8345,0.8122
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,40.10,19.50,2577,3104,0.8316,0.8114
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,42.10,19.50,2820,3461,0.8173,0.8074
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,44.00,19.50,3087,3824,0.8110,0.8044
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,46.00,19.50,3378,4146,0.8146,0.8042
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,48.00,19.50,3693,4441,0.8294,0.8302
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,50.00,19.50,4009,4744,0.8413,0.8387
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,51.90,19.50,4221,4974,0.8420,0.8345
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,53.90,19.50,4554,5154,0.8752,0.8627
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,55.90,19.50,4770,5348,0.8816,0.8606
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,57.80,19.50,4949,5483,0.8938,0.8550
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,59.80,19.50,5110,5578,0.9083,0.8354
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,62.80,19.50,5239,5586,0.9309,0.8492
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,64.70,19.50,5294,5643,0.9337,0.8282
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,66.70,19.50,5345,5728,0.9299,0.8110
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,68.70,19.50,5325,5743,0.9273,0.7611
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,70.70,19.50,5378,5784,0.9308,0.7621
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,72.60,19.50,5474,5854,0.9357,0.7195
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,74.60,19.50,5586,5927,0.9440,0.7249
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,76.60,19.50,5665,5898,0.9619,0.7102
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,78.50,19.50,5669,5949,0.9553,0.6799
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,80.50,19.50,5716,6018,0.9519,0.6522
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,82.50,19.50,5783,6031,0.9608,0.6305
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,84.40,19.50,5873,6038,0.9740,0.6162
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,86.40,19.50,5938,6081,0.9772,0.6068
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,88.40,19.50,5972,6064,0.9850,0.5811
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,90.40,19.50,6042,6097,0.9909,0.5646
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,92.30,19.50,6120,6153,0.9944,0.5540
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,94.30,19.50,6205,6154,1.0075,0.5427
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,2.70,19.50,175,163,1.0585,0.4767
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,4.60,19.50,296,295,0.9965,0.4643
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,6.60,19.50,382,390,0.9773,0.4667
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,8.60,19.50,449,442,1.0158,0.5175
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,10.60,19.50,504,467,1.0788,0.6423
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,12.50,19.50,546,495,1.1020,0.6934
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,14.50,19.50,610,537,1.1347,0.7345
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,16.50,19.50,695,626,1.1213,0.8101
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,18.40,19.50,887,775,1.1556,0.8503
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,20.40,19.50,1062,951,1.1379,0.8873
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,22.40,19.50,1206,1150,1.0621,0.8679
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,24.30,19.50,1312,1322,0.9855,0.8447
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,26.30,19.50,1406,1491,0.9383,0.8394
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,28.30,19.50,1546,1665,0.9269,0.8451
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,30.30,19.50,1717,1887,0.9102,0.8584
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,32.20,19.50,1910,2123,0.9016,0.8511
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,34.20,19.50,2176,2452,0.8948,0.8471
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,36.20,19.50,2353,2641,0.8947,0.8417
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,38.10,19.50,2536,2867,0.8878,0.8596
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,40.10,19.50,2747,3104,0.8863,0.8531
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,42.10,19.50,2994,3461,0.8679,0.8547
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,44.00,19.50,3280,3824,0.8619,0.8542
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,46.00,19.50,3587,4146,0.8650,0.8632
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,48.00,19.50,3943,4441,0.8857,0.8746
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,50.00,19.50,4266,4744,0.8956,0.8830
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,51.90,19.50,4483,4974,0.8948,0.8730
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,53.90,19.50,4760,5154,0.9145,0.8976
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,55.90,19.50,4959,5348,0.9150,0.8768
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,57.80,19.50,5140,5483,0.9219,0.8582
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,59.80,19.50,5352,5578,0.9446,0.8550
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,62.80,19.50,5411,5586,0.9558,0.8594
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,64.70,19.50,5362,5643,0.9426,0.8556
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,66.70,19.50,5245,5728,0.9106,0.8201
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,68.70,19.50,5324,5743,0.9230,0.8277
