Small Molecule HMS LINCS ID,Small Molecule Name,Cell Line HMS LINCS ID,Cell Line Name,Drug Concentration,Conc Unit,Time Point,Time Point Unit,Total Number of Cells (Nuclei),Number of Apoptotic Cells,Relative Viability,Mean Relative Viability,Apoptosis Fraction,Mean Apoptosis Fraction,Replicate
10049-101-1,PLX-4720,50567-1,WM-115,0.0032,uM,48,hr,390,18,0.7510,1.2547,0.0462,0.0421,4
10049-101-1,PLX-4720,50567-1,WM-115,0.0032,uM,72,hr,2775,96,0.8837,1.0082,0.0346,0.0312,1
10049-101-1,PLX-4720,50567-1,WM-115,0.0032,uM,72,hr,3508,95,1.1258,1.0082,0.0271,0.0312,2
10049-101-1,PLX-4720,50567-1,WM-115,0.0032,uM,72,hr,3248,115,1.0335,1.0082,0.0354,0.0312,3
10049-101-1,PLX-4720,50567-1,WM-115,0.0032,uM,72,hr,3085,85,0.9896,1.0082,0.0276,0.0312,4
10049-101-1,PLX-4720,50567-1,WM-115,0.0100,uM,24,hr,647,22,1.1937,1.3923,0.0340,0.0373,1
10049-101-1,PLX-4720,50567-1,WM-115,0.0100,uM,24,hr,722,24,1.3331,1.3923,0.0332,0.0373,2
10049-101-1,PLX-4720,50567-1,WM-115,0.0100,uM,24,hr,835,27,1.5432,1.3923,0.0323,0.0373,3
10049-101-1,PLX-4720,50567-1,WM-115,0.0100,uM,24,hr,826,41,1.4992,1.3923,0.0496,0.0373,4
10049-101-1,PLX-4720,50567-1,WM-115,0.0100,uM,48,hr,899,36,1.7423,1.3673,0.0400,0.0454,1
10049-101-1,PLX-4720,50567-1,WM-115,0.0100,uM,48,hr,821,39,1.5788,1.3673,0.0475,0.0454,2
10049-101-1,PLX-4720,50567-1,WM-115,0.0100,uM,48,hr,632,28,1.2194,1.3673,0.0443,0.0454,3
10049-101-1,PLX-4720,50567-1,WM-115,0.0100,uM,48,hr,484,24,0.9287,1.3673,0.0496,0.0454,4
10049-101-1,PLX-4720,50567-1,WM-115,0.0100,uM,72,hr,2962,102,0.9434,1.0304,0.0344,0.0316,1
10049-101-1,PLX-4720,50567-1,WM-115,0.0100,uM,72,hr,3242,82,1.0424,1.0304,0.0253,0.0316,2
10049-101-1,PLX-4720,50567-1,WM-115,0.0100,uM,72,hr,3303,107,1.0543,1.0304,0.0324,0.0316,3
10049-101-1,PLX-4720,50567-1,WM-115,0.0100,uM,72,hr,3396,117,1.0816,1.0304,0.0345,0.0316,4
10049-101-1,PLX-4720,50567-1,WM-115,0.0316,uM,24,hr,705,36,1.2777,1.4863,0.0511,0.0513,1
10049-101-1,PLX-4720,50567-1,WM-115,0.0316,uM,24,hr,607,39,1.0848,1.4863,0.0643,0.0513,2
10049-101-1,PLX-4720,50567-1,WM-115,0.0316,uM,24,hr,898,46,1.6272,1.4863,0.0512,0.0513,3
10049-101-1,PLX-4720,50567-1,WM-115,0.0316,uM,24,hr,1065,41,1.9557,1.4863,0.0385,0.0513,4
10049-101-1,PLX-4720,50567-1,WM-115,0.0316,uM,48,hr,817,31,1.5868,1.3188,0.0379,0.0356,1
10049-101-1,PLX-4720,50567-1,WM-115,0.0316,uM,48,hr,689,22,1.3466,1.3188,0.0319,0.0356,2
10049-101-1,PLX-4720,50567-1,WM-115,0.0316,uM,48,hr,720,30,1.3930,1.3188,0.0417,0.0356,3
10049-101-1,PLX-4720,50567-1,WM-115,0.0316,uM,48,hr,485,15,0.9489,1.3188,0.0309,0.0356,4
10049-101-1,PLX-4720,50567-1,WM-115,0.0316,uM,72,hr,3255,91,1.0437,1.0335,0.0280,0.0268,1
10049-101-1,PLX-4720,50567-1,WM-115,0.0316,uM,72,hr,3372,100,1.0793,1.0335,0.0297,0.0268,2
10049-101-1,PLX-4720,50567-1,WM-115,0.0316,uM,72,hr,3175,75,1.0226,1.0335,0.0236,0.0268,3
10049-101-1,PLX-4720,50567-1,WM-115,0.0316,uM,72,hr,3076,80,0.9883,1.0335,0.0260,0.0268,4
10049-101-1,PLX-4720,50567-1,WM-115,0.1000,uM,24,hr,599,21,1.1039,1.4443,0.0351,0.0369,1
10049-101-1,PLX-4720,50567-1,WM-115,0.1000,uM,24,hr,680,29,1.2433,1.4443,0.0426,0.0369,2
10049-101-1,PLX-4720,50567-1,WM-115,0.1000,uM,24,hr,912,35,1.6749,1.4443,0.0384,0.0369,3
10049-101-1,PLX-4720,50567-1,WM-115,0.1000,uM,24,hr,949,30,1.7552,1.4443,0.0316,0.0369,4
10049-101-1,PLX-4720,50567-1,WM-115,0.1000,uM,48,hr,1259,37,2.4671,1.8266,0.0294,0.0312,1
10049-101-1,PLX-4720,50567-1,WM-115,0.1000,uM,48,hr,939,29,1.8372,1.8266,0.0309,0.0312,2
10049-101-1,PLX-4720,50567-1,WM-115,0.1000,uM,48,hr,1004,25,1.9765,1.8266,0.0249,0.0312,3
10049-101-1,PLX-4720,50567-1,WM-115,0.1000,uM,48,hr,529,21,1.0256,1.8266,0.0397,0.0312,4
10049-101-1,PLX-4720,50567-1,WM-115,0.1000,uM,72,hr,3284,89,1.0539,1.0603,0.0271,0.0303,1
10049-101-1,PLX-4720,50567-1,WM-115,0.1000,uM,72,hr,3377,108,1.0783,1.0603,0.0320,0.0303,2
10049-101-1,PLX-4720,50567-1,WM-115,0.1000,uM,72,hr,3236,113,1.0302,1.0603,0.0349,0.0303,3
10049-101-1,PLX-4720,50567-1,WM-115,0.1000,uM,72,hr,3361,91,1.0787,1.0603,0.0271,0.0303,4
10049-101-1,PLX-4720,50567-1,WM-115,0.3160,uM,24,hr,766,26,1.4133,1.5833,0.0339,0.0371,1
10049-101-1,PLX-4720,50567-1,WM-115,0.3160,uM,24,hr,649,22,1.1975,1.5833,0.0339,0.0371,2
10049-101-1,PLX-4720,50567-1,WM-115,0.3160,uM,24,hr,1022,43,1.8697,1.5833,0.0421,0.0371,3
10049-101-1,PLX-4720,50567-1,WM-115,0.3160,uM,24,hr,1009,39,1.8526,1.5833,0.0387,0.0371,4
10049-101-1,PLX-4720,50567-1,WM-115,0.3160,uM,48,hr,1140,37,2.2268,1.6676,0.0325,0.0333,1
10049-101-1,PLX-4720,50567-1,WM-115,0.3160,uM,48,hr,906,31,1.7665,1.6676,0.0342,0.0333,2
10049-101-1,PLX-4720,50567-1,WM-115,0.3160,uM,48,hr,721,27,1.4011,1.6676,0.0374,0.0333,3
10049-101-1,PLX-4720,50567-1,WM-115,0.3160,uM,48,hr,651,19,1.2759,1.6676,0.0292,0.0333,4
10049-101-1,PLX-4720,50567-1,WM-115,0.3160,uM,72,hr,2749,121,0.8669,0.8596,0.0440,0.0415,1
10049-101-1,PLX-4720,50567-1,WM-115,0.3160,uM,72,hr,2727,104,0.8652,0.8596,0.0381,0.0415,2
10049-101-1,PLX-4720,50567-1,WM-115,0.3160,uM,72,hr,2722,121,0.8580,0.8596,0.0445,0.0415,3
10049-101-1,PLX-4720,50567-1,WM-115,0.3160,uM,72,hr,2678,106,0.8484,0.8596,0.0396,0.0415,4
10049-101-1,PLX-4720,50567-1,WM-115,1.0000,uM,24,hr,691,38,1.2471,1.0218,0.0550,0.0643,1
10049-101-1,PLX-4720,50567-1,WM-115,1.0000,uM,24,hr,315,20,0.5634,1.0218,0.0635,0.0643,2
10049-101-1,PLX-4720,50567-1,WM-115,1.0000,uM,24,hr,688,43,1.2319,1.0218,0.0625,0.0643,3
10049-101-1,PLX-4720,50567-1,WM-115,1.0000,uM,24,hr,592,45,1.0447,1.0218,0.0760,0.0643,4
10049-101-1,PLX-4720,50567-1,WM-115,1.0000,uM,48,hr,714,37,1.3668,1.2446,0.0518,0.0466,1
10049-101-1,PLX-4720,50567-1,WM-115,1.0000,uM,48,hr,777,37,1.4940,1.2446,0.0476,0.0466,2
10049-101-1,PLX-4720,50567-1,WM-115,1.0000,uM,48,hr,477,20,0.9226,1.2446,0.0419,0.0466,3
10049-101-1,PLX-4720,50567-1,WM-115,1.0000,uM,48,hr,620,28,1.1952,1.2446,0.0452,0.0466,4
10049-101-1,PLX-4720,50567-1,WM-115,1.0000,uM,72,hr,1977,259,0.5667,0.5943,0.1310,0.1294,1
10049-101-1,PLX-4720,50567-1,WM-115,1.0000,uM,72,hr,1926,230,0.5595,0.5943,0.1194,0.1294,2
10049-101-1,PLX-4720,50567-1,WM-115,1.0000,uM,72,hr,2251,306,0.6416,0.5943,0.1359,0.1294,3
10049-101-1,PLX-4720,50567-1,WM-115,1.0000,uM,72,hr,2126,279,0.6093,0.5943,0.1312,0.1294,4
10049-101-1,PLX-4720,50567-1,WM-115,3.1600,uM,24,hr,593,56,1.0256,1.1378,0.0944,0.0673,1
10049-101-1,PLX-4720,50567-1,WM-115,3.1600,uM,24,hr,566,55,0.9759,1.1378,0.0972,0.0673,2
10049-101-1,PLX-4720,50567-1,WM-115,3.1600,uM,24,hr,749,30,1.3732,1.1378,0.0401,0.0673,3
10049-101-1,PLX-4720,50567-1,WM-115,3.1600,uM,24,hr,640,24,1.1765,1.1378,0.0375,0.0673,4
10049-101-1,PLX-4720,50567-1,WM-115,3.1600,uM,48,hr,490,61,0.8661,0.7919,0.1245,0.1219,1
10049-101-1,PLX-4720,50567-1,WM-115,3.1600,uM,48,hr,465,48,0.8419,0.7919,0.1032,0.1219,2
10049-101-1,PLX-4720,50567-1,WM-115,3.1600,uM,48,hr,425,57,0.7430,0.7919,0.1341,0.1219,3
10049-101-1,PLX-4720,50567-1,WM-115,3.1600,uM,48,hr,406,51,0.7167,0.7919,0.1256,0.1219,4
10049-101-1,PLX-4720,50567-1,WM-115,3.1600,uM,72,hr,1434,560,0.2883,0.3017,0.3905,0.3812,1
10049-101-1,PLX-4720,50567-1,WM-115,3.1600,uM,72,hr,1393,526,0.2860,0.3017,0.3776,0.3812,2
10049-101-1,PLX-4720,50567-1,WM-115,3.1600,uM,72,hr,1548,598,0.3134,0.3017,0.3863,0.3812,3
10049-101-1,PLX-4720,50567-1,WM-115,3.1600,uM,72,hr,1536,569,0.3190,0.3017,0.3704,0.3812,4
10050-101-1,AZ-628,50567-1,WM-115,0.0032,uM,24,hr,607,21,1.1192,1.1922,0.0346,0.0464,1
10050-101-1,AZ-628,50567-1,WM-115,0.0032,uM,24,hr,712,35,1.2930,1.1922,0.0492,0.0464,2
10050-101-1,AZ-628,50567-1,WM-115,0.0032,uM,24,hr,582,35,1.0447,1.1922,0.0601,0.0464,3
10050-101-1,AZ-628,50567-1,WM-115,0.0032,uM,24,hr,717,30,1.3121,1.1922,0.0418,0.0464,4
10050-101-1,AZ-628,50567-1,WM-115,0.0032,uM,48,hr,820,22,1.6111,1.0559,0.0268,0.0302,1
10050-101-1,AZ-628,50567-1,WM-115,0.0032,uM,48,hr,,,,,,,2
10050-101-1,AZ-628,50567-1,WM-115,0.0032,uM,48,hr,356,9,0.7006,1.0559,0.0253,0.0302,3
10050-101-1,AZ-628,50567-1,WM-115,0.0032,uM,48,hr,441,17,0.8560,1.0559,0.0385,0.0302,4
10050-101-1,AZ-628,50567-1,WM-115,0.0032,uM,72,hr,3239,86,1.0401,1.0291,0.0266,0.0295,1
10050-101-1,AZ-628,50567-1,WM-115,0.0032,uM,72,hr,2939,84,0.9418,1.0291,0.0286,0.0295,2
10050-101-1,AZ-628,50567-1,WM-115,0.0032,uM,72,hr,3355,94,1.0757,1.0291,0.0280,0.0295,3
10050-101-1,AZ-628,50567-1,WM-115,0.0032,uM,72,hr,3326,116,1.0589,1.0291,0.0349,0.0295,4
10050-101-1,AZ-628,50567-1,WM-115,0.0100,uM,24,hr,665,33,1.2070,1.4692,0.0496,0.0415,1
10050-101-1,AZ-628,50567-1,WM-115,0.0100,uM,24,hr,631,22,1.1631,1.4692,0.0349,0.0415,2
10050-101-1,AZ-628,50567-1,WM-115,0.0100,uM,24,hr,951,39,1.7418,1.4692,0.0410,0.0415,3
10050-101-1,AZ-628,50567-1,WM-115,0.0100,uM,24,hr,963,39,1.7647,1.4692,0.0405,0.0415,4
10050-101-1,AZ-628,50567-1,WM-115,0.0100,uM,48,hr,890,43,1.7100,1.1906,0.0483,0.0498,1
10050-101-1,AZ-628,50567-1,WM-115,0.0100,uM,48,hr,685,21,1.3405,1.1906,0.0307,0.0498,2
10050-101-1,AZ-628,50567-1,WM-115,0.0100,uM,48,hr,419,27,0.7914,1.1906,0.0644,0.0498,3
10050-101-1,AZ-628,50567-1,WM-115,0.0100,uM,48,hr,483,27,0.9206,1.1906,0.0559,0.0498,4
10050-101-1,AZ-628,50567-1,WM-115,0.0100,uM,72,hr,3181,70,1.0262,1.0383,0.0220,0.0285,1
10050-101-1,AZ-628,50567-1,WM-115,0.0100,uM,72,hr,2989,100,0.9530,1.0383,0.0335,0.0285,2
10050-101-1,AZ-628,50567-1,WM-115,0.0100,uM,72,hr,3499,112,1.1173,1.0383,0.0320,0.0285,3
10050-101-1,AZ-628,50567-1,WM-115,0.0100,uM,72,hr,3290,87,1.0566,1.0383,0.0264,0.0285,4
10050-101-1,AZ-628,50567-1,WM-115,0.0316,uM,24,hr,622,37,1.1173,1.5054,0.0595,0.0535,1
10050-101-1,AZ-628,50567-1,WM-115,0.0316,uM,24,hr,693,40,1.2471,1.5054,0.0577,0.0535,2
10050-101-1,AZ-628,50567-1,WM-115,0.0316,uM,24,hr,949,41,1.7341,1.5054,0.0432,0.0535,3
10050-101-1,AZ-628,50567-1,WM-115,0.0316,uM,24,hr,1064,57,1.9232,1.5054,0.0536,0.0535,4
10050-101-1,AZ-628,50567-1,WM-115,0.0316,uM,48,hr,848,22,1.6676,1.4692,0.0259,0.0357,1
10050-101-1,AZ-628,50567-1,WM-115,0.0316,uM,48,hr,850,31,1.6535,1.4692,0.0365,0.0357,2
10050-101-1,AZ-628,50567-1,WM-115,0.0316,uM,48,hr,634,26,1.2275,1.4692,0.0410,0.0357,3
10050-101-1,AZ-628,50567-1,WM-115,0.0316,uM,48,hr,685,27,1.3284,1.4692,0.0394,0.0357,4
10050-101-1,AZ-628,50567-1,WM-115,0.0316,uM,72,hr,2525,104,0.7986,0.8013,0.0412,0.0418,1
10050-101-1,AZ-628,50567-1,WM-115,0.0316,uM,72,hr,2424,95,0.7683,0.8013,0.0392,0.0418,2
10050-101-1,AZ-628,50567-1,WM-115,0.0316,uM,72,hr,2648,106,0.8385,0.8013,0.0400,0.0418,3
10050-101-1,AZ-628,50567-1,WM-115,0.0316,uM,72,hr,2544,119,0.7999,0.8013,0.0468,0.0418,4
10050-101-1,AZ-628,50567-1,WM-115,0.1000,uM,24,hr,608,39,1.0867,1.5307,0.0641,0.0496,1
10050-101-1,AZ-628,50567-1,WM-115,0.1000,uM,24,hr,766,43,1.3808,1.5307,0.0561,0.0496,2
10050-101-1,AZ-628,50567-1,WM-115,0.1000,uM,24,hr,960,33,1.7704,1.5307,0.0344,0.0496,3
10050-101-1,AZ-628,50567-1,WM-115,0.1000,uM,24,hr,1032,45,1.8850,1.5307,0.0436,0.0496,4
10050-101-1,AZ-628,50567-1,WM-115,0.1000,uM,48,hr,644,33,1.2335,1.3072,0.0512,0.0517,1
10050-101-1,AZ-628,50567-1,WM-115,0.1000,uM,48,hr,782,36,1.5061,1.3072,0.0460,0.0517,2
10050-101-1,AZ-628,50567-1,WM-115,0.1000,uM,48,hr,607,29,1.1669,1.3072,0.0478,0.0517,3
10050-101-1,AZ-628,50567-1,WM-115,0.1000,uM,48,hr,698,43,1.3224,1.3072,0.0616,0.0517,4
10050-101-1,AZ-628,50567-1,WM-115,0.1000,uM,72,hr,2025,251,0.5852,0.5938,0.1240,0.1586,1
10050-101-1,AZ-628,50567-1,WM-115,0.1000,uM,72,hr,2002,254,0.5766,0.5938,0.1269,0.1586,2
10050-101-1,AZ-628,50567-1,WM-115,0.1000,uM,72,hr,2306,422,0.6215,0.5938,0.1830,0.1586,3
10050-101-1,AZ-628,50567-1,WM-115,0.1000,uM,72,hr,2245,450,0.5921,0.5938,0.2005,0.1586,4
10050-101-1,AZ-628,50567-1,WM-115,0.3160,uM,24,hr,634,46,1.1230,1.3651,0.0726,0.0725,1
10050-101-1,AZ-628,50567-1,WM-115,0.3160,uM,24,hr,446,47,0.7620,1.3651,0.1054,0.0725,2
10050-101-1,AZ-628,50567-1,WM-115,0.3160,uM,24,hr,1070,60,1.9290,1.3651,0.0561,0.0725,3
10050-101-1,AZ-628,50567-1,WM-115,0.3160,uM,24,hr,913,51,1.6463,1.3651,0.0559,0.0725,4
10050-101-1,AZ-628,50567-1,WM-115,0.3160,uM,48,hr,765,70,1.4031,1.1139,0.0915,0.1394,1
10050-101-1,AZ-628,50567-1,WM-115,0.3160,uM,48,hr,655,55,1.2113,1.1139,0.0840,0.1394,2
10050-101-1,AZ-628,50567-1,WM-115,0.3160,uM,48,hr,539,90,0.9065,1.1139,0.1670,0.1394,3
10050-101-1,AZ-628,50567-1,WM-115,0.3160,uM,48,hr,590,127,0.9347,1.1139,0.2153,0.1394,4
10050-101-1,AZ-628,50567-1,WM-115,0.3160,uM,72,hr,1638,780,0.2830,0.2813,0.4762,0.4195,1
10050-101-1,AZ-628,50567-1,WM-115,0.3160,uM,72,hr,1231,433,0.2632,0.2813,0.3518,0.4195,2
10050-101-1,AZ-628,50567-1,WM-115,0.3160,uM,72,hr,1473,611,0.2843,0.2813,0.4148,0.4195,3
10050-101-1,AZ-628,50567-1,WM-115,0.3160,uM,72,hr,1581,688,0.2946,0.2813,0.4352,0.4195,4
10050-101-1,AZ-628,50567-1,WM-115,1.0000,uM,24,hr,599,67,1.0160,0.8699,0.1119,0.1346,1
10050-101-1,AZ-628,50567-1,WM-115,1.0000,uM,24,hr,382,53,0.6283,0.8699,0.1387,0.1346,2
10050-101-1,AZ-628,50567-1,WM-115,1.0000,uM,24,hr,589,72,0.9874,0.8699,0.1222,0.1346,3
10050-101-1,AZ-628,50567-1,WM-115,1.0000,uM,24,hr,532,88,0.8480,0.8699,0.1654,0.1346,4
10050-101-1,AZ-628,50567-1,WM-115,1.0000,uM,48,hr,508,138,0.7470,0.6582,0.2717,0.3114,1
10050-101-1,AZ-628,50567-1,WM-115,1.0000,uM,48,hr,546,157,0.7854,0.6582,0.2876,0.3114,2
10050-101-1,AZ-628,50567-1,WM-115,1.0000,uM,48,hr,409,135,0.5532,0.6582,0.3301,0.3114,3
10050-101-1,AZ-628,50567-1,WM-115,1.0000,uM,48,hr,421,150,0.5471,0.6582,0.3563,0.3114,4
10050-101-1,AZ-628,50567-1,WM-115,1.0000,uM,72,hr,1310,893,0.1376,0.1723,0.6817,0.6442,1
10050-101-1,AZ-628,50567-1,WM-115,1.0000,uM,72,hr,1455,1092,0.1197,0.1723,0.7505,0.6442,2
10050-101-1,AZ-628,50567-1,WM-115,1.0000,uM,72,hr,1529,825,0.2322,0.1723,0.5396,0.6442,3
10050-101-1,AZ-628,50567-1,WM-115,1.0000,uM,72,hr,1531,926,0.1996,0.1723,0.6048,0.6442,4
10050-101-1,AZ-628,50567-1,WM-115,3.1600,uM,24,hr,446,130,0.6035,0.9459,0.2915,0.2024,1
10050-101-1,AZ-628,50567-1,WM-115,3.1600,uM,24,hr,571,164,0.7773,0.9459,0.2872,0.2024,2
10050-101-1,AZ-628,50567-1,WM-115,3.1600,uM,24,hr,678,81,1.1402,0.9459,0.1195,0.2024,3
10050-101-1,AZ-628,50567-1,WM-115,3.1600,uM,24,hr,744,83,1.2624,0.9459,0.1116,0.2024,4
10050-101-1,AZ-628,50567-1,WM-115,3.1600,uM,48,hr,372,121,0.5067,0.4240,0.3253,0.3788,1
10050-101-1,AZ-628,50567-1,WM-115,3.1600,uM,48,hr,365,133,0.4684,0.4240,0.3644,0.3788,2
10050-101-1,AZ-628,50567-1,WM-115,3.1600,uM,48,hr,277,111,0.3351,0.4240,0.4007,0.3788,3
10050-101-1,AZ-628,50567-1,WM-115,3.1600,uM,48,hr,332,141,0.3856,0.4240,0.4247,0.3788,4
10050-101-1,AZ-628,50567-1,WM-115,3.1600,uM,72,hr,1146,960,0.0614,0.0874,0.8377,0.8202,1
10050-101-1,AZ-628,50567-1,WM-115,3.1600,uM,72,hr,1543,1340,0.0670,0.0874,0.8684,0.8202,2
10050-101-1,AZ-628,50567-1,WM-115,3.1600,uM,72,hr,1520,1204,0.1042,0.0874,0.7921,0.8202,3
10050-101-1,AZ-628,50567-1,WM-115,3.1600,uM,72,hr,1633,1278,0.1171,0.0874,0.7826,0.8202,4
10056-101-1,Selumetinib,50567-1,WM-115,0.0032,uM,24,hr,638,43,1.1364,1.0647,0.0674,0.0496,1
10056-101-1,Selumetinib,50567-1,WM-115,0.0032,uM,24,hr,530,20,0.9740,1.0647,0.0377,0.0496,2
10056-101-1,Selumetinib,50567-1,WM-115,0.0032,uM,24,hr,599,25,1.0963,1.0647,0.0417,0.0496,3
10056-101-1,Selumetinib,50567-1,WM-115,0.0032,uM,24,hr,581,30,1.0523,1.0647,0.0516,0.0496,4
10056-101-1,Selumetinib,50567-1,WM-115,0.0032,uM,48,hr,802,23,1.5727,1.0175,0.0287,0.0459,1
10056-101-1,Selumetinib,50567-1,WM-115,0.0032,uM,48,hr,690,30,1.3325,1.0175,0.0435,0.0459,2
10056-101-1,Selumetinib,50567-1,WM-115,0.0032,uM,48,hr,307,17,0.5855,1.0175,0.0554,0.0459,3
10056-101-1,Selumetinib,50567-1,WM-115,0.0032,uM,48,hr,304,17,0.5794,1.0175,0.0559,0.0459,4
10056-101-1,Selumetinib,50567-1,WM-115,0.0032,uM,72,hr,3147,100,1.0051,1.0349,0.0318,0.0278,1
10056-101-1,Selumetinib,50567-1,WM-115,0.0032,uM,72,hr,3316,70,1.0707,1.0349,0.0211,0.0278,2
10056-101-1,Selumetinib,50567-1,WM-115,0.0032,uM,72,hr,3102,95,0.9919,1.0349,0.0306,0.0278,3
10056-101-1,Selumetinib,50567-1,WM-115,0.0032,uM,72,hr,3342,93,1.0717,1.0349,0.0278,0.0278,4
10056-101-1,Selumetinib,50567-1,WM-115,0.0100,uM,24,hr,660,31,1.2013,1.2724,0.0470,0.0509,1
10056-101-1,Selumetinib,50567-1,WM-115,0.0100,uM,24,hr,610,26,1.1154,1.2724,0.0426,0.0509,2
10056-101-1,Selumetinib,50567-1,WM-115,0.0100,uM,24,hr,832,43,1.5069,1.2724,0.0517,0.0509,3
10056-101-1,Selumetinib,50567-1,WM-115,0.0100,uM,24,hr,707,44,1.2662,1.2724,0.0622,0.0509,4
10056-101-1,Selumetinib,50567-1,WM-115,0.0100,uM,48,hr,1001,34,1.9523,1.3870,0.0340,0.0343,1
10056-101-1,Selumetinib,50567-1,WM-115,0.0100,uM,48,hr,876,26,1.7161,1.3870,0.0297,0.0343,2
10056-101-1,Selumetinib,50567-1,WM-115,0.0100,uM,48,hr,546,18,1.0660,1.3870,0.0330,0.0343,3
10056-101-1,Selumetinib,50567-1,WM-115,0.0100,uM,48,hr,420,17,0.8136,1.3870,0.0405,0.0343,4
10056-101-1,Selumetinib,50567-1,WM-115,0.0100,uM,72,hr,3098,84,0.9942,1.0695,0.0271,0.0270,1
10056-101-1,Selumetinib,50567-1,WM-115,0.0100,uM,72,hr,3159,70,1.0190,1.0695,0.0222,0.0270,2
10056-101-1,Selumetinib,50567-1,WM-115,0.0100,uM,72,hr,3337,107,1.0655,1.0695,0.0321,0.0270,3
10056-101-1,Selumetinib,50567-1,WM-115,0.0100,uM,72,hr,3735,99,1.1994,1.0695,0.0265,0.0270,4
10056-101-1,Selumetinib,50567-1,WM-115,0.0316,uM,24,hr,630,35,1.1364,1.3579,0.0556,0.0515,1
10056-101-1,Selumetinib,50567-1,WM-115,0.0316,uM,24,hr,581,40,1.0332,1.3579,0.0688,0.0515,2
10056-101-1,Selumetinib,50567-1,WM-115,0.0316,uM,24,hr,867,30,1.5985,1.3579,0.0346,0.0515,3
10056-101-1,Selumetinib,50567-1,WM-115,0.0316,uM,24,hr,914,43,1.6635,1.3579,0.0470,0.0515,4
10056-101-1,Selumetinib,50567-1,WM-115,0.0316,uM,48,hr,847,35,1.6393,1.3728,0.0413,0.0345,1
10056-101-1,Selumetinib,50567-1,WM-115,0.0316,uM,48,hr,942,40,1.8210,1.3728,0.0425,0.0345,2
10056-101-1,Selumetinib,50567-1,WM-115,0.0316,uM,48,hr,523,9,1.0377,1.3728,0.0172,0.0345,3
10056-101-1,Selumetinib,50567-1,WM-115,0.0316,uM,48,hr,511,19,0.9933,1.3728,0.0372,0.0345,4
10056-101-1,Selumetinib,50567-1,WM-115,0.0316,uM,72,hr,2666,98,0.8471,0.9176,0.0368,0.0324,1
10056-101-1,Selumetinib,50567-1,WM-115,0.0316,uM,72,hr,2937,101,0.9355,0.9176,0.0344,0.0324,2
10056-101-1,Selumetinib,50567-1,WM-115,0.0316,uM,72,hr,2829,79,0.9071,0.9176,0.0279,0.0324,3
10056-101-1,Selumetinib,50567-1,WM-115,0.0316,uM,72,hr,3067,94,0.9807,0.9176,0.0306,0.0324,4
10056-101-1,Selumetinib,50567-1,WM-115,0.1000,uM,24,hr,651,26,1.1937,1.2715,0.0399,0.0423,1
10056-101-1,Selumetinib,50567-1,WM-115,0.1000,uM,24,hr,472,23,0.8575,1.2715,0.0487,0.0423,2
10056-101-1,Selumetinib,50567-1,WM-115,0.1000,uM,24,hr,944,43,1.7208,1.2715,0.0456,0.0423,3
10056-101-1,Selumetinib,50567-1,WM-115,0.1000,uM,24,hr,713,25,1.3140,1.2715,0.0351,0.0423,4
10056-101-1,Selumetinib,50567-1,WM-115,0.1000,uM,48,hr,930,35,1.8069,1.4793,0.0376,0.0394,1
10056-101-1,Selumetinib,50567-1,WM-115,0.1000,uM,48,hr,975,39,1.8897,1.4793,0.0400,0.0394,2
10056-101-1,Selumetinib,50567-1,WM-115,0.1000,uM,48,hr,602,25,1.1649,1.4793,0.0415,0.0394,3
10056-101-1,Selumetinib,50567-1,WM-115,0.1000,uM,48,hr,544,21,1.0559,1.4793,0.0386,0.0394,4
10056-101-1,Selumetinib,50567-1,WM-115,0.1000,uM,72,hr,2126,130,0.6584,0.7512,0.0611,0.0559,1
10056-101-1,Selumetinib,50567-1,WM-115,0.1000,uM,72,hr,2388,128,0.7455,0.7512,0.0536,0.0559,2
10056-101-1,Selumetinib,50567-1,WM-115,0.1000,uM,72,hr,2594,122,0.8154,0.7512,0.0470,0.0559,3
10056-101-1,Selumetinib,50567-1,WM-115,0.1000,uM,72,hr,2538,157,0.7854,0.7512,0.0619,0.0559,4
10056-101-1,Selumetinib,50567-1,WM-115,0.3160,uM,24,hr,628,32,1.1383,1.4625,0.0510,0.0578,1
10056-101-1,Selumetinib,50567-1,WM-115,0.3160,uM,24,hr,737,53,1.3063,1.4625,0.0719,0.0578,2
10056-101-1,Selumetinib,50567-1,WM-115,0.3160,uM,24,hr,941,44,1.7131,1.4625,0.0468,0.0578,3
10056-101-1,Selumetinib,50567-1,WM-115,0.3160,uM,24,hr,944,58,1.6921,1.4625,0.0614,0.0578,4
10056-101-1,Selumetinib,50567-1,WM-115,0.3160,uM,48,hr,763,54,1.4314,1.2396,0.0708,0.0720,1
10056-101-1,Selumetinib,50567-1,WM-115,0.3160,uM,48,hr,847,44,1.6212,1.2396,0.0519,0.0720,2
10056-101-1,Selumetinib,50567-1,WM-115,0.3160,uM,48,hr,515,44,0.9509,1.2396,0.0854,0.0720,3
10056-101-1,Selumetinib,50567-1,WM-115,0.3160,uM,48,hr,514,41,0.9549,1.2396,0.0798,0.0720,4
10056-101-1,Selumetinib,50567-1,WM-115,0.3160,uM,72,hr,1786,228,0.5139,0.5866,0.1277,0.1146,1
10056-101-1,Selumetinib,50567-1,WM-115,0.3160,uM,72,hr,1951,241,0.5641,0.5866,0.1235,0.1146,2
10056-101-1,Selumetinib,50567-1,WM-115,0.3160,uM,72,hr,2127,217,0.6300,0.5866,0.1020,0.1146,3
